,Rank,Player,Position,M    ,Mi50,CM,MOL,IM,Season,Round
0,1,Scott D. Thompson,KEYD,13,0,3,0,7,2014,Finals Week 1
1,2,Tom Jonas,KEYD,12,0,0,0,5,2014,Finals Week 1
2,3,Sam Gibson,MID,10,0,0,0,2,2014,Finals Week 1
3,3,Nathan Grima,KEYD,10,0,1,0,1,2014,Finals Week 1
4,5,Aaron Black,KEYF,9,0,1,4,0,2014,Finals Week 1
5,5,Paul Duffield,DEF,9,1,0,1,1,2014,Finals Week 1
6,5,Daniel Wells,MID,9,1,0,1,1,2014,Finals Week 1
7,8,Grant Birchall,DEF,8,0,0,0,0,2014,Finals Week 1
8,8,Kane Cornes,MID,8,0,0,0,0,2014,Finals Week 1
9,8,Josh Gibson,KEYD,8,0,0,1,2,2014,Finals Week 1
10,8,Dylan Grimes,KEYD,8,0,3,0,5,2014,Finals Week 1
11,8,David Hale,RUC,8,2,2,1,0,2014,Finals Week 1
12,8,Luke Hodge,MID,8,1,0,0,2,2014,Finals Week 1
13,8,Jack Hombsch,KEYD,8,0,0,0,2,2014,Finals Week 1
14,8,Angus Monfries,FWD,8,3,0,2,0,2014,Finals Week 1
15,8,Jack Riewoldt,KEYF,8,4,1,4,0,2014,Finals Week 1
16,8,Isaac Smith,FWD,8,2,1,2,0,2014,Finals Week 1
17,8,Sam Wright,DEF,8,0,1,0,3,2014,Finals Week 1
18,19,Ben Cunnington,MID,7,0,2,1,1,2014,Finals Week 1
19,19,Lance Franklin,KEYF,7,2,1,2,0,2014,Finals Week 1
20,19,Levi Greenwood,MID,7,1,0,2,0,2014,Finals Week 1
21,19,Heath Grundy,KEYD,7,0,1,0,4,2014,Finals Week 1
22,19,Jack Gunston,FWD,7,3,1,1,0,2014,Finals Week 1
23,19,Jake Lloyd,FWD,7,0,0,0,1,2014,Finals Week 1
24,19,Alex Rance,KEYD,7,0,2,0,3,2014,Finals Week 1
25,19,Ollie Wines,MID,7,2,0,0,1,2014,Finals Week 1
26,27,Jimmy Bartel,FWD,6,2,2,1,0,2014,Finals Week 1
27,27,Matthew Broadbent,DEF,6,0,0,0,1,2014,Finals Week 1
28,27,Ben Brown,KEYF,6,3,1,3,0,2014,Finals Week 1
29,27,Zac Dawson,KEYD,6,0,1,1,2,2014,Finals Week 1
30,27,Nat Fyfe,MID,6,2,1,1,0,2014,Finals Week 1
31,27,Nathan Gordon,FWD,6,1,0,3,0,2014,Finals Week 1
32,27,Bradley Hill,FWD,6,0,0,0,0,2014,Finals Week 1
33,27,Tom Lonergan,KEYD,6,0,2,0,2,2014,Finals Week 1
34,27,Matt Spangher,KEYD,6,0,1,0,1,2014,Finals Week 1
35,27,Jobe Watson,MID,6,0,1,0,0,2014,Finals Week 1
36,37,Zac Clarke,RUC,5,0,2,0,1,2014,Finals Week 1
37,37,Brett Deledio,FWD,5,0,0,0,1,2014,Finals Week 1
38,37,Michael Firrito,DEF,5,0,0,0,2,2014,Finals Week 1
39,37,Brendon Goddard,MID,5,0,1,0,1,2014,Finals Week 1
40,37,Dyson Heppell,MID,5,1,0,0,0,2014,Finals Week 1
41,37,Heath Hocking,MID,5,0,0,1,2,2014,Finals Week 1
42,37,George Horlin-Smith,MID,5,0,0,0,0,2014,Finals Week 1
43,37,Michael Hurley,KEYD,5,0,1,1,2,2014,Finals Week 1
44,37,Garrick Ibbotson,DEF,5,0,3,0,4,2014,Finals Week 1
45,37,Kieren Jack,MID,5,0,0,0,0,2014,Finals Week 1
46,37,Josh P. Kennedy,MID,5,1,0,2,1,2014,Finals Week 1
47,37,Jamie Macmillan,DEF,5,0,0,0,0,2014,Finals Week 1
48,37,Chris Mayne,FWD,5,1,3,1,0,2014,Finals Week 1
49,37,Sam Mitchell,MID,5,0,1,0,0,2014,Finals Week 1
50,37,Tendai Mzungu,MID,5,0,0,2,0,2014,Finals Week 1
51,37,Lachie Neale,MID,5,0,0,0,0,2014,Finals Week 1
52,37,Chris Newman,DEF,5,1,0,0,1,2014,Finals Week 1
53,37,Drew Petrie,KEYF,5,2,1,3,0,2014,Finals Week 1
54,37,Jared Polec,MID,5,1,0,0,0,2014,Finals Week 1
55,37,Ted Richards,KEYD,5,0,0,0,2,2014,Finals Week 1
56,37,Jarryd Roughead,KEYF,5,2,1,2,0,2014,Finals Week 1
57,37,Paddy Ryder,RUC,5,2,1,2,0,2014,Finals Week 1
58,37,Jay Schulz,KEYF,5,4,0,2,0,2014,Finals Week 1
59,37,Liam Shiels,MID,5,0,1,0,0,2014,Finals Week 1
60,37,Lee Spurr,DEF,5,0,1,0,1,2014,Finals Week 1
61,37,Mathew Stokes,MID,5,0,0,0,1,2014,Finals Week 1
62,37,Ben Stratton,KEYD,5,0,1,0,2,2014,Finals Week 1
63,37,Andrew Swallow,MID,5,0,0,0,0,2014,Finals Week 1
64,37,Travis Varcoe,DEF,5,0,0,0,1,2014,Finals Week 1
65,37,Chad Wingard,FWD,5,4,2,0,1,2014,Finals Week 1
66,67,Shaun Atley,DEF,4,0,0,0,0,2014,Finals Week 1
67,67,Tom Bellchambers,RUC,4,1,2,0,0,2014,Finals Week 1
68,67,Travis Boak,MID,4,1,0,2,0,2014,Finals Week 1
69,67,Troy Chaplin,KEYD,4,0,0,0,1,2014,Finals Week 1
70,67,Travis Colyer,FWD,4,0,0,1,0,2014,Finals Week 1
71,67,Ryan Crowley,MID,4,0,0,1,0,2014,Finals Week 1
72,67,Nick Dal Santo,FWD,4,0,0,0,0,2014,Finals Week 1
73,67,Joe Daniher,KEYF,4,3,1,2,0,2014,Finals Week 1
74,67,Mitch Duncan,MID,4,0,0,0,0,2014,Finals Week 1
75,67,Brad Ebert,MID,4,2,0,2,0,2014,Finals Week 1
76,67,Cameron Guthrie,MID,4,0,1,1,0,2014,Finals Week 1
77,67,Dan Hannebery,MID,4,1,0,2,0,2014,Finals Week 1
78,67,Hamish Hartlett,FWD,4,1,1,0,1,2014,Finals Week 1
79,67,Michael Hibberd,DEF,4,0,1,1,1,2014,Finals Week 1
80,67,Bachar Houli,DEF,4,0,1,0,2,2014,Finals Week 1
81,67,Lewis Jetta,FWD,4,2,0,2,0,2014,Finals Week 1
82,67,Ivan Maric,RUC,4,0,2,0,2,2014,Finals Week 1
83,67,Dustin Martin,FWD,4,0,0,0,0,2014,Finals Week 1
84,67,Luke McDonald,DEF,4,0,1,0,1,2014,Finals Week 1
85,67,Jarrad McVeigh,MID,4,1,0,0,0,2014,Finals Week 1
86,67,Zach Merrett,FWD,4,1,1,0,1,2014,Finals Week 1
87,67,Cameron O'Shea,DEF,4,0,0,0,3,2014,Finals Week 1
88,67,Ricky Petterd,FWD,4,0,0,0,0,2014,Finals Week 1
89,67,Aaron Sandilands,RUC,4,0,2,1,0,2014,Finals Week 1
90,67,Joel Selwood,MID,4,1,0,0,1,2014,Finals Week 1
91,67,Brad Sewell,MID,4,2,1,1,0,2014,Finals Week 1
92,67,Nick Smith,DEF,4,0,2,0,1,2014,Finals Week 1
93,67,Kurt Tippett,KEYF,4,2,3,0,1,2014,Finals Week 1
94,67,Jackson Trengove,KEYD,4,0,1,0,2,2014,Finals Week 1
95,67,Justin Westhoff,KEYF,4,2,0,0,0,2014,Finals Week 1
96,97,Hayden Ballantyne,FWD,3,1,0,0,0,2014,Finals Week 1
97,97,Michael Barlow,MID,3,0,0,0,0,2014,Finals Week 1
98,97,Mark Blicavs,RUC,3,2,0,0,0,2014,Finals Week 1
99,97,Shaun Burgoyne,DEF,3,0,1,1,1,2014,Finals Week 1
100,97,Paul Chapman,FWD,3,1,0,0,0,2014,Finals Week 1
101,97,Reece Conca,MID,3,0,1,0,0,2014,Finals Week 1
102,97,Harry Cunningham,FWD,3,0,0,0,0,2014,Finals Week 1
103,97,Brandon Ellis,MID,3,0,0,0,1,2014,Finals Week 1
104,97,Nathan Foley,FWD,3,0,0,0,0,2014,Finals Week 1
105,97,Ben Griffiths,KEYF,3,1,0,1,0,2014,Finals Week 1
106,97,Shaun Grigg,MID,3,0,0,0,1,2014,Finals Week 1
107,97,Stephen Hill,MID,3,0,0,1,2,2014,Finals Week 1
108,97,Brian Lake,KEYD,3,0,1,0,1,2014,Finals Week 1
109,97,Hamish McIntosh,RUC,3,0,0,0,0,2014,Finals Week 1
110,97,Anthony Miles,MID,3,1,0,0,0,2014,Finals Week 1
111,97,Jake Neade,FWD,3,1,1,0,0,2014,Finals Week 1
112,97,Luke Parker,FWD,3,0,1,1,0,2014,Finals Week 1
113,97,Matthew Pavlich,KEYF,3,2,1,2,0,2014,Finals Week 1
114,97,Sam Reid,KEYF,3,1,0,1,1,2014,Finals Week 1
115,97,Rhyce Shaw,DEF,3,0,0,0,0,2014,Finals Week 1
116,97,Brent Stanton,MID,3,0,0,0,0,2014,Finals Week 1
117,97,Harry Taylor,KEYD,3,1,1,0,0,2014,Finals Week 1
118,97,Kayne Turner,FWD,3,0,0,0,0,2014,Finals Week 1
119,97,Josh Walker,KEYF,3,1,3,0,0,2014,Finals Week 1
120,97,Jason Winderlich,DEF,3,1,0,1,0,2014,Finals Week 1
121,122,Mark Baguley,DEF,2,0,0,0,0,2014,Finals Week 1
122,122,Luke Breust,FWD,2,1,1,0,0,2014,Finals Week 1
123,122,Jonathon Ceglar,RUC,2,0,0,0,0,2014,Finals Week 1
124,122,Taylor Duryea,DEF,2,0,0,0,1,2014,Finals Week 1
125,122,Corey Enright,DEF,2,0,0,0,0,2014,Finals Week 1
126,122,Robbie Gray,FWD,2,2,0,2,0,2014,Finals Week 1
127,122,Tom Hawkins,KEYF,2,1,1,0,0,2014,Finals Week 1
128,122,Ben Howlett,FWD,2,2,0,1,0,2014,Finals Week 1
129,122,Ben Jacobs,DEF,2,0,0,0,0,2014,Finals Week 1
130,122,Steve Johnson,MID,2,1,0,0,0,2014,Finals Week 1
131,122,James Kelly,DEF,2,0,0,0,1,2014,Finals Week 1
132,122,Jordan Lewis,MID,2,1,0,0,0,2014,Finals Week 1
133,122,Andrew Mackie,DEF,2,0,0,0,0,2014,Finals Week 1
134,122,Ben McGlynn,MID,2,1,1,1,1,2014,Finals Week 1
135,122,Andrew Moore,MID,2,0,0,0,0,2014,Finals Week 1
136,122,David Mundy,MID,2,0,0,0,0,2014,Finals Week 1
137,122,Jordan Murdoch,FWD,2,0,0,1,0,2014,Finals Week 1
138,122,David Myers,MID,2,0,0,0,0,2014,Finals Week 1
139,122,Jasper Pittard,DEF,2,0,0,0,0,2014,Finals Week 1
140,122,Mike Pyke,RUC,2,0,1,0,1,2014,Finals Week 1
141,122,Jared Rivers,KEYD,2,0,0,0,2,2014,Finals Week 1
142,122,Alex Silvagni,KEYD,2,0,0,0,2,2014,Finals Week 1
143,122,Ariel Steinberg,KEYD,2,0,0,0,2,2014,Finals Week 1
144,122,Cam Sutcliffe,DEF,2,0,0,0,0,2014,Finals Week 1
145,122,Lindsay Thomas,FWD,2,1,1,0,0,2014,Finals Week 1
146,122,David Zaharakis,FWD,2,0,0,1,0,2014,Finals Week 1
147,122,Jack Ziebell,MID,2,1,2,0,0,2014,Finals Week 1
148,149,Ryan Bastinac,MID,1,0,0,0,0,2014,Finals Week 1
149,149,Jake Batchelor,DEF,1,0,0,0,1,2014,Finals Week 1
150,149,Craig Bird,MID,1,0,0,0,0,2014,Finals Week 1
151,149,Josh Caddy,MID,1,1,0,0,0,2014,Finals Week 1
152,149,Alipate Carlile,KEYD,1,0,0,0,0,2014,Finals Week 1
153,149,Hayden Crozier,FWD,1,0,0,0,0,2014,Finals Week 1
154,149,Courtenay Dempsey,DEF,1,0,0,0,0,2014,Finals Week 1
155,149,Todd Goldstein,RUC,1,0,0,0,0,2014,Finals Week 1
156,149,Adam Goodes,FWD,1,1,0,0,0,2014,Finals Week 1
157,149,Will Langford,MID,1,0,0,0,0,2014,Finals Week 1
158,149,Matthew Lobbe,RUC,1,0,0,0,1,2014,Finals Week 1
159,149,Steven Morris,DEF,1,0,0,0,0,2014,Finals Week 1
160,149,Steven Motlop,FWD,1,0,0,0,0,2014,Finals Week 1
161,149,Danyle Pearce,FWD,1,0,0,0,0,2014,Finals Week 1
162,149,Paul Puopolo,FWD,1,1,0,0,0,2014,Finals Week 1
163,149,Dane Rampe,DEF,1,0,0,0,0,2014,Finals Week 1
164,149,Jonathan Simpkin,FWD,1,0,0,0,0,2014,Finals Week 1
165,149,Matt Taberner,KEYF,1,0,1,0,0,2014,Finals Week 1
166,149,Michael Walters,FWD,1,1,1,0,0,2014,Finals Week 1
167,149,Matthew White,FWD,1,0,0,0,0,2014,Finals Week 1
168,169,Trent Cotchin,MID,0,0,0,0,0,2014,Finals Week 1
169,169,Shane Edwards,FWD,0,0,0,0,0,2014,Finals Week 1
170,169,Martin Gleeson,MID,0,0,0,0,0,2014,Finals Week 1
171,169,Cale Hooker,KEYD,0,0,0,0,0,2014,Finals Week 1
172,169,Nick Malceski,DEF,0,0,0,0,0,2014,Finals Week 1
173,169,Gary Rohan,DEF,0,0,0,0,0,2014,Finals Week 1
174,169,Jackson Thurlow,DEF,0,0,0,0,0,2014,Finals Week 1
175,169,Nick Vlastuin,DEF,0,0,0,0,0,2014,Finals Week 1
