,Rank,Player,Position,M    ,Mi50,CM,MOL,IM,Season,Round
0,1,Andrew Embley,MID,11,3,0,1,1,2012,Finals Week 1
1,1,Adam McPhee,DEF,11,0,2,0,6,2012,Finals Week 1
2,3,Michael Doughty,DEF,10,0,0,0,2,2012,Finals Week 1
3,3,Chris Masten,MID,10,0,0,0,1,2012,Finals Week 1
4,5,Josh Hill,FWD,9,4,2,4,0,2012,Finals Week 1
5,5,Matthew Pavlich,KEYF,9,6,3,4,0,2012,Finals Week 1
6,5,Brent Reilly,DEF,9,0,3,0,7,2012,Finals Week 1
7,8,Sam Butler,DEF,8,0,1,0,2,2012,Finals Week 1
8,8,Travis Cloke,KEYF,8,6,6,0,0,2012,Finals Week 1
9,8,Jack Darling,KEYF,8,3,1,2,0,2012,Finals Week 1
10,8,Darren Glass,KEYD,8,0,2,0,4,2012,Finals Week 1
11,8,Ben Rutten,KEYD,8,0,2,0,4,2012,Finals Week 1
12,13,Lance Franklin,KEYF,7,5,4,1,1,2012,Finals Week 1
13,13,Adam Goodes,FWD,7,3,2,0,0,2012,Finals Week 1
14,13,Lachlan Hansen,KEYF,7,3,1,4,0,2012,Finals Week 1
15,13,Shannon Hurn,DEF,7,0,3,0,5,2012,Finals Week 1
16,13,Ben Reid,KEYD,7,0,4,0,4,2012,Finals Week 1
17,18,Michael Barlow,MID,6,1,0,0,0,2012,Finals Week 1
18,18,Alex Fasolo,FWD,6,0,0,0,1,2012,Finals Week 1
19,18,Josh P. Kennedy,MID,6,0,1,1,0,2012,Finals Week 1
20,18,Andrew Krakouer,FWD,6,3,1,1,0,2012,Finals Week 1
21,18,Marty Mattner,DEF,6,0,1,0,4,2012,Finals Week 1
22,18,Scott Selwood,MID,6,0,1,0,0,2012,Finals Week 1
23,18,Rhyce Shaw,DEF,6,0,0,0,1,2012,Finals Week 1
24,18,Matt de Boer,FWD,6,2,0,0,0,2012,Finals Week 1
25,26,Hayden Ballantyne,FWD,5,3,1,0,1,2012,Finals Week 1
26,26,Jimmy Bartel,MID,5,1,0,1,0,2012,Finals Week 1
27,26,Kepler Bradley,KEYF,5,0,1,1,0,2012,Finals Week 1
28,26,Dean Cox,RUC,5,0,1,1,0,2012,Finals Week 1
29,26,Mitch Duncan,MID,5,3,1,0,0,2012,Finals Week 1
30,26,Josh Gibson,KEYD,5,0,0,0,3,2012,Finals Week 1
31,26,Stephen Hill,MID,5,0,0,0,1,2012,Finals Week 1
32,26,Luke Hodge,MID,5,1,0,0,2,2012,Finals Week 1
33,26,Graham Johncock,FWD,5,1,1,2,1,2012,Finals Week 1
34,26,Alex Johnson,DEF,5,0,1,0,2,2012,Finals Week 1
35,26,Josh J. Kennedy,KEYF,5,3,0,2,0,2012,Finals Week 1
36,26,David Mackay,MID,5,1,1,0,2,2012,Finals Week 1
37,26,Andrew Mackie,DEF,5,1,1,0,1,2012,Finals Week 1
38,26,Nick Malceski,DEF,5,0,1,0,1,2012,Finals Week 1
39,26,Chris Mayne,FWD,5,2,1,1,1,2012,Finals Week 1
40,26,Jarrad McVeigh,MID,5,0,0,0,1,2012,Finals Week 1
41,26,Mitch Morton,FWD,5,3,2,2,0,2012,Finals Week 1
