,Rank,Player,Position,M    ,Mi50,CM,MOL,IM,Season,Round
0,1,Grant Birchall,DEF,12,0,0,0,2,2016,Finals Week 1
1,2,Jordan Lewis,MID,11,0,1,0,1,2016,Finals Week 1
2,2,Taylor Walker,KEYF,11,4,3,5,0,2016,Finals Week 1
3,4,Adam Tomlinson,KEYD,10,0,2,0,2,2016,Finals Week 1
4,5,Taylor Duryea,DEF,9,0,0,0,0,2016,Finals Week 1
5,5,Liam Picken,MID,9,2,3,0,0,2016,Finals Week 1
6,5,Isaac Smith,FWD,9,2,0,1,0,2016,Finals Week 1
7,8,Shaun Burgoyne,DEF,8,1,0,0,0,2016,Finals Week 1
8,8,Lance Franklin,KEYF,8,1,3,1,0,2016,Finals Week 1
9,8,Isaac Heeney,FWD,8,0,0,2,0,2016,Finals Week 1
10,8,Jason Johannisen,DEF,8,0,0,0,1,2016,Finals Week 1
11,8,Josh J. Kennedy,KEYF,8,3,1,5,1,2016,Finals Week 1
12,8,Rory Lobb,KEYF,8,0,3,1,2,2016,Finals Week 1
13,8,Brendan Whitecross,FWD,8,0,0,0,2,2016,Finals Week 1
14,15,Shane Biggs,DEF,7,0,1,0,2,2016,Finals Week 1
15,15,Tory Dickson,FWD,7,2,1,2,0,2016,Finals Week 1
16,15,Toby Greene,FWD,7,3,1,3,0,2016,Finals Week 1
17,15,Steve Johnson,FWD,7,2,1,0,0,2016,Finals Week 1
18,15,Rory Laird,DEF,7,0,0,0,0,2016,Finals Week 1
19,15,Mark LeCras,FWD,7,2,2,0,0,2016,Finals Week 1
20,15,Tom Lonergan,KEYD,7,0,3,0,2,2016,Finals Week 1
21,15,Jeremy McGovern,KEYD,7,0,2,0,2,2016,Finals Week 1
22,15,Dane Rampe,KEYD,7,0,1,0,4,2016,Finals Week 1
23,15,Rory Sloane,MID,7,0,2,0,1,2016,Finals Week 1
24,15,Daniel Talia,KEYD,7,0,1,0,2,2016,Finals Week 1
25,26,Rory Atkins,MID,6,2,2,0,2,2016,Finals Week 1
26,26,Tom Barrass,KEYD,6,0,4,0,4,2016,Finals Week 1
27,26,Eddie Betts,FWD,6,6,3,1,0,2016,Finals Week 1
28,26,Luke Brown,DEF,6,0,1,0,3,2016,Finals Week 1
29,26,Jeremy Cameron,KEYF,6,6,2,2,1,2016,Finals Week 1
30,26,Kyle Cheney,DEF,6,0,0,0,5,2016,Finals Week 1
31,26,Luke Dahlhaus,FWD,6,1,0,0,0,2016,Finals Week 1
32,26,Jack Darling,KEYF,6,2,1,1,0,2016,Finals Week 1
33,26,James Frawley,KEYD,6,0,0,0,0,2016,Finals Week 1
34,26,Jack Gunston,KEYF,6,2,0,2,0,2016,Finals Week 1
35,26,Brent Harvey,FWD,6,0,0,1,0,2016,Finals Week 1
36,26,Nick Haynes,KEYD,6,0,0,0,4,2016,Finals Week 1
37,26,George Hewett,FWD,6,1,0,3,1,2016,Finals Week 1
38,26,Ben McGlynn,FWD,6,1,0,0,1,2016,Finals Week 1
39,26,Xavier Richards,KEYF,6,1,3,3,0,2016,Finals Week 1
40,26,Heath Shaw,DEF,6,0,2,0,3,2016,Finals Week 1
41,26,Brodie Smith,DEF,6,0,1,0,4,2016,Finals Week 1
42,26,Lachie Whitfield,MID,6,0,0,1,1,2016,Finals Week 1
43,44,Tom Boyd,KEYF,5,2,2,0,1,2016,Finals Week 1
44,44,Sam Butler,DEF,5,0,0,0,1,2016,Finals Week 1
45,44,Zaine Cordy,KEYF,5,0,1,0,1,2016,Finals Week 1
46,44,Patrick Dangerfield,MID,5,1,0,1,0,2016,Finals Week 1
47,44,Corey Enright,DEF,5,0,0,0,2,2016,Finals Week 1
48,44,Michael Firrito,KEYD,5,0,1,0,4,2016,Finals Week 1
49,44,Kyle Hartigan,KEYD,5,0,2,0,2,2016,Finals Week 1
50,44,Shaun Higgins,FWD,5,0,0,2,0,2016,Finals Week 1
51,44,Luke Hodge,DEF,5,0,1,0,2,2016,Finals Week 1
52,44,Daniel Howe,DEF,5,0,0,0,2,2016,Finals Week 1
53,44,Lachie Hunter,MID,5,1,0,0,0,2016,Finals Week 1
54,44,Mark Hutchings,MID,5,0,0,0,0,2016,Finals Week 1
55,44,Kieren Jack,MID,5,1,0,0,0,2016,Finals Week 1
56,44,Jake Lloyd,MID,5,0,0,0,3,2016,Finals Week 1
57,44,Tom Lynch,FWD,5,2,1,1,0,2016,Finals Week 1
58,44,Jarrad McVeigh,DEF,5,0,0,0,2,2016,Finals Week 1
59,44,Tom Papley,FWD,5,2,0,3,0,2016,Finals Week 1
60,44,Ryan Schoenmakers,KEYF,5,1,1,1,1,2016,Finals Week 1
61,44,Joel Selwood,MID,5,0,1,0,1,2016,Finals Week 1
62,44,Nathan Wilson,DEF,5,0,1,0,1,2016,Finals Week 1
63,44,Elliot Yeo,FWD,5,1,0,0,2,2016,Finals Week 1
64,65,Jed Anderson,FWD,4,0,0,0,1,2016,Finals Week 1
65,65,Marcus Bontempelli,MID,4,1,0,0,0,2016,Finals Week 1
66,65,Matthew Boyd,DEF,4,0,0,0,0,2016,Finals Week 1
67,65,Luke Breust,FWD,4,2,0,2,0,2016,Finals Week 1
68,65,Josh Caddy,FWD,4,2,2,1,0,2016,Finals Week 1
69,65,Stephen Coniglio,MID,4,1,0,0,0,2016,Finals Week 1
70,65,Matt Crouch,MID,4,0,0,0,0,2016,Finals Week 1
71,65,Majak Daw,RUC,4,4,1,1,0,2016,Finals Week 1
72,65,Trent Dumont,MID,4,0,0,1,0,2016,Finals Week 1
73,65,Jonathan Giles,RUC,4,0,2,0,2,2016,Finals Week 1
74,65,Ryan Griffen,MID,4,1,0,0,0,2016,Finals Week 1
75,65,Tom Hawkins,KEYF,4,2,3,0,0,2016,Finals Week 1
76,65,Josh Hill,FWD,4,1,2,0,0,2016,Finals Week 1
77,65,Josh Jenkins,KEYF,4,3,2,0,0,2016,Finals Week 1
78,65,Jake Lever,KEYD,4,1,0,0,2,2016,Finals Week 1
79,65,Jamie Macmillan,DEF,4,0,0,0,1,2016,Finals Week 1
80,65,Harrison Marsh,DEF,4,0,0,0,1,2016,Finals Week 1
81,65,Ben McEvoy,RUC,4,0,0,0,1,2016,Finals Week 1
82,65,Luke Parker,MID,4,1,0,0,1,2016,Finals Week 1
83,65,Joel Patfull,KEYD,4,0,0,0,3,2016,Finals Week 1
84,65,Cyril Rioli,FWD,4,4,1,3,0,2016,Finals Week 1
85,65,Jordan Roughead,RUC,4,0,3,0,1,2016,Finals Week 1
86,65,Tom Ruggles,DEF,4,0,0,0,0,2016,Finals Week 1
87,65,Will Schofield,KEYD,4,0,0,0,2,2016,Finals Week 1
88,65,Liam Shiels,MID,4,0,0,0,0,2016,Finals Week 1
89,65,Scott Thompson,MID,4,0,0,0,0,2016,Finals Week 1
90,65,Sharrod Wellingham,DEF,4,0,1,0,1,2016,Finals Week 1
91,65,Easton Wood,DEF,4,0,1,0,1,2016,Finals Week 1
92,65,Jack Ziebell,MID,4,0,2,0,0,2016,Finals Week 1
93,94,Aliir Aliir,KEYD,3,0,0,0,3,2016,Finals Week 1
94,94,Jimmy Bartel,MID,3,0,0,1,1,2016,Finals Week 1
95,94,Ben Brown,KEYF,3,1,2,0,1,2016,Finals Week 1
96,94,Mitch Duncan,MID,3,0,1,0,2,2016,Finals Week 1
97,94,Josh Gibson,KEYD,3,0,0,0,0,2016,Finals Week 1
98,94,Sam Gibson,MID,3,0,1,0,1,2016,Finals Week 1
99,94,Todd Goldstein,RUC,3,1,2,0,0,2016,Finals Week 1
100,94,Heath Grundy,KEYD,3,0,1,0,2,2016,Finals Week 1
101,94,Cameron Guthrie,MID,3,0,0,0,0,2016,Finals Week 1
102,94,Joel Hamling,KEYD,3,0,2,0,2,2016,Finals Week 1
103,94,Lachlan Hansen,KEYD,3,0,1,0,1,2016,Finals Week 1
104,94,Jacob Hopper,FWD,3,0,0,0,0,2016,Finals Week 1
105,94,Shannon Hurn,DEF,3,0,1,0,1,2016,Finals Week 1
106,94,Sam Jacobs,RUC,3,0,2,0,0,2016,Finals Week 1
107,94,Tom Liberatore,MID,3,0,0,0,1,2016,Finals Week 1
108,94,David Mackay,MID,3,0,1,0,0,2016,Finals Week 1
109,94,Andrew Mackie,DEF,3,0,0,0,0,2016,Finals Week 1
110,94,Jack Macrae,FWD,3,0,0,0,0,2016,Finals Week 1
111,94,Luke McDonald,DEF,3,0,1,0,1,2016,Finals Week 1
112,94,Mitch McGovern,KEYF,3,0,0,1,0,2016,Finals Week 1
113,94,Sam Menegola,MID,3,0,1,0,1,2016,Finals Week 1
114,94,Daniel Menzel,FWD,3,1,2,1,0,2016,Finals Week 1
115,94,Jonathon Patton,KEYF,3,0,0,3,0,2016,Finals Week 1
116,94,Drew Petrie,KEYF,3,1,0,2,0,2016,Finals Week 1
117,94,Gary Rohan,FWD,3,0,0,0,0,2016,Finals Week 1
118,94,Dylan Shiel,MID,3,0,0,1,0,2016,Finals Week 1
119,94,Nick Smith,DEF,3,0,1,0,2,2016,Finals Week 1
120,94,Rhys Stanley,RUC,3,1,2,1,0,2016,Finals Week 1
121,94,Ben Stratton,DEF,3,0,0,0,0,2016,Finals Week 1
122,94,Andrew Swallow,MID,3,0,0,0,0,2016,Finals Week 1
123,94,Robbie Tarrant,KEYD,3,0,0,0,0,2016,Finals Week 1
124,94,Lindsay Thomas,FWD,3,3,0,2,0,2016,Finals Week 1
125,126,Ryan Burton,KEYD,2,0,0,0,0,2016,Finals Week 1
126,126,Ben Cunnington,MID,2,0,0,0,0,2016,Finals Week 1
127,126,Josh Dunkley,FWD,2,1,0,0,0,2016,Finals Week 1
128,126,Andrew Gaff,MID,2,0,0,0,0,2016,Finals Week 1
129,126,Dan Hannebery,MID,2,0,0,0,0,2016,Finals Week 1
130,126,Josh Kelly,MID,2,0,0,0,1,2016,Finals Week 1
