,Rank,Player,Position,M    ,Mi50,CM,MOL,IM,Season,Round
0,1,Jack Redden,MID,12,1,1,0,2,2018,Finals Week 1
1,2,Phil Davis,KEYD,10,0,2,0,5,2018,Finals Week 1
2,3,Toby Greene,FWD,9,5,3,1,0,2018,Finals Week 1
3,3,Ricky Henderson,MID,9,0,0,1,2,2018,Finals Week 1
4,3,Harry Himmelberg,KEYF,9,2,1,1,0,2018,Finals Week 1
5,3,Shannon Hurn,DEF,9,0,2,0,3,2018,Finals Week 1
6,3,Jake Lloyd,DEF,9,0,1,0,1,2018,Finals Week 1
7,3,Jeremy McGovern,KEYD,9,0,4,0,5,2018,Finals Week 1
8,3,Zac Williams,DEF,9,0,1,0,3,2018,Finals Week 1
9,10,Aliir Aliir,KEYD,8,0,1,0,6,2018,Finals Week 1
10,10,Dan Hannebery,MID,8,1,0,2,0,2018,Finals Week 1
11,10,Nick Haynes,DEF,8,0,0,0,1,2018,Finals Week 1
12,10,Tom McDonald,KEYF,8,5,3,1,0,2018,Finals Week 1
13,10,Tom Phillips,MID,8,0,0,0,1,2018,Finals Week 1
14,10,Daniel Robinson,FWD,8,0,2,2,0,2018,Finals Week 1
15,10,Lachie Whitfield,DEF,8,0,0,2,2,2018,Finals Week 1
16,17,Harry Cunningham,MID,7,0,0,0,0,2018,Finals Week 1
17,17,Brett Deledio,MID,7,1,0,2,0,2018,Finals Week 1
18,17,Heath Grundy,KEYD,7,0,4,0,4,2018,Finals Week 1
19,17,Tom Hawkins,KEYF,7,4,2,4,0,2018,Finals Week 1
20,17,Adam Tomlinson,MID,7,0,1,0,0,2018,Finals Week 1
21,17,Zach Tuohy,DEF,7,0,0,0,1,2018,Finals Week 1
22,17,Sam Weideman,KEYF,7,2,3,0,0,2018,Finals Week 1
23,24,Gary Ablett,MID,6,0,1,1,0,2018,Finals Week 1
24,24,Matt Buntine,DEF,6,0,3,0,5,2018,Finals Week 1
25,24,Josh Caddy,FWD,6,2,2,2,1,2018,Finals Week 1
26,24,Liam Duggan,DEF,6,0,0,0,0,2018,Finals Week 1
27,24,Shaun Grigg,MID,6,0,0,0,0,2018,Finals Week 1
28,24,Will Hoskin-Elliott,FWD,6,1,0,0,1,2018,Finals Week 1
29,24,Jeremy Howe,DEF,6,0,2,0,3,2018,Finals Week 1
30,24,Josh J. Kennedy,KEYF,6,4,3,1,0,2018,Finals Week 1
31,24,Jordan Lewis,DEF,6,0,0,0,4,2018,Finals Week 1
32,24,Oscar McDonald,KEYD,6,0,1,0,1,2018,Finals Week 1
33,24,Brody Mihocek,KEYF,6,3,2,1,0,2018,Finals Week 1
34,24,Luke Parker,MID,6,0,2,0,1,2018,Finals Week 1
35,24,Dane Rampe,KEYD,6,0,0,0,1,2018,Finals Week 1
36,24,Elliot Yeo,MID,6,0,0,0,0,2018,Finals Week 1
37,38,Jack Darling,KEYF,5,2,3,0,1,2018,Finals Week 1
38,38,James Frawley,KEYD,5,0,0,0,1,2018,Finals Week 1
39,38,Michael Hibberd,DEF,5,0,0,0,1,2018,Finals Week 1
40,38,Jacob Hopper,MID,5,1,0,0,0,2018,Finals Week 1
41,38,Adam Kennedy,DEF,5,0,0,1,1,2018,Finals Week 1
42,38,Jarrad McVeigh,DEF,5,0,0,0,0,2018,Finals Week 1
43,38,Jake Melksham,FWD,5,3,2,2,0,2018,Finals Week 1
44,38,Sam Menegola,FWD,5,0,0,0,0,2018,Finals Week 1
45,38,Tom Papley,FWD,5,0,0,2,0,2018,Finals Week 1
46,38,Alex Rance,KEYD,5,0,0,0,1,2018,Finals Week 1
47,38,Scott Selwood,MID,5,1,0,1,0,2018,Finals Week 1
48,38,Dom Sheed,MID,5,0,0,0,1,2018,Finals Week 1
49,38,Luke Shuey,MID,5,0,0,0,0,2018,Finals Week 1
50,38,James Sicily,DEF,5,0,0,0,1,2018,Finals Week 1
51,38,Steele Sidebottom,MID,5,0,0,1,1,2018,Finals Week 1
52,38,Jaidyn Stephenson,FWD,5,1,1,0,0,2018,Finals Week 1
53,38,Aaron vandenBerg,FWD,5,0,0,0,1,2018,Finals Week 1
54,55,Taylor Adams,MID,4,0,0,0,0,2018,Finals Week 1
55,55,David Astbury,KEYD,4,0,0,0,1,2018,Finals Week 1
56,55,Angus Brayshaw,MID,4,0,1,0,1,2018,Finals Week 1
57,55,Jamie Cripps,FWD,4,0,0,0,0,2018,Finals Week 1
58,55,Jack Crisp,DEF,4,0,0,0,0,2018,Finals Week 1
59,55,Patrick Dangerfield,FWD,4,0,1,0,1,2018,Finals Week 1
60,55,Mitch Duncan,MID,4,0,1,1,1,2018,Finals Week 1
61,55,Jack Gunston,KEYF,4,0,0,0,0,2018,Finals Week 1
62,55,Mitch Hannan,FWD,4,0,0,0,0,2018,Finals Week 1
63,55,Blake Hardwick,DEF,4,0,0,0,1,2018,Finals Week 1
64,55,James Harmes,MID,4,1,0,1,0,2018,Finals Week 1
65,55,Will Hayward,FWD,4,0,1,1,0,2018,Finals Week 1
66,55,Isaac Heeney,FWD,4,0,1,0,0,2018,Finals Week 1
67,55,Jack Higgins,FWD,4,1,1,0,0,2018,Finals Week 1
68,55,Lewis Jetta,DEF,4,0,0,0,2,2018,Finals Week 1
69,55,Tim Kelly,FWD,4,0,0,0,0,2018,Finals Week 1
70,55,Jake Kolodjashnij,KEYD,4,0,0,0,0,2018,Finals Week 1
71,55,Dustin Martin,MID,4,0,3,0,0,2018,Finals Week 1
72,55,Tom Mitchell,MID,4,0,0,0,1,2018,Finals Week 1
73,55,Alex Neal-Bullen,FWD,4,1,0,1,1,2018,Finals Week 1
74,55,Nic Newman,DEF,4,0,0,0,2,2018,Finals Week 1
75,55,Sam J. Reid,FWD,4,0,0,0,0,2018,Finals Week 1
76,55,Christian Salem,DEF,4,0,0,0,1,2018,Finals Week 1
77,55,Jayden Short,DEF,4,0,0,0,0,2018,Finals Week 1
78,55,Isaac Smith,MID,4,0,0,0,0,2018,Finals Week 1
79,55,Nick Vlastuin,DEF,4,0,1,0,1,2018,Finals Week 1
80,81,James Aish,MID,3,0,0,0,0,2018,Finals Week 1
81,81,Tom Barrass,KEYD,3,0,1,0,1,2018,Finals Week 1
82,81,Luke Breust,FWD,3,3,1,0,0,2018,Finals Week 1
83,81,Jeremy Cameron,KEYF,3,1,1,2,0,2018,Finals Week 1
84,81,Reece Conca,MID,3,0,0,0,0,2018,Finals Week 1
85,81,Stephen Coniglio,MID,3,0,0,0,0,2018,Finals Week 1
86,81,Jordan De Goey,FWD,3,2,1,1,0,2018,Finals Week 1
87,81,Oliver Florent,MID,3,0,0,0,1,2018,Finals Week 1
88,81,Bayley Fritsch,FWD,3,0,0,0,1,2018,Finals Week 1
89,81,Sam Frost,KEYD,3,0,1,0,2,2018,Finals Week 1
90,81,Max Gawn,RUC,3,1,2,0,2,2018,Finals Week 1
91,81,Levi Greenwood,DEF,3,0,0,0,0,2018,Finals Week 1
92,81,Dylan Grimes,DEF,3,0,2,0,3,2018,Finals Week 1
93,81,George Hewett,MID,3,0,1,0,0,2018,Finals Week 1
94,81,Bachar Houli,DEF,3,0,0,0,1,2018,Finals Week 1
95,81,Mark Hutchings,MID,3,0,0,0,1,2018,Finals Week 1
96,81,Zak Jones,DEF,3,0,1,0,0,2018,Finals Week 1
97,81,Josh P. Kennedy,MID,3,0,0,0,0,2018,Finals Week 1
98,81,Chris Mayne,MID,3,0,1,0,1,2018,Finals Week 1
99,81,Kamdyn McIntosh,MID,3,1,0,0,1,2018,Finals Week 1
100,81,Toby Nankervis,RUC,3,1,1,0,1,2018,Finals Week 1
101,81,Scott Pendlebury,MID,3,0,0,0,0,2018,Finals Week 1
102,81,Harry Perryman,DEF,3,0,0,0,1,2018,Finals Week 1
103,81,Christian Petracca,FWD,3,1,0,2,0,2018,Finals Week 1
104,81,Dion Prestia,MID,3,1,0,0,0,2018,Finals Week 1
105,81,Jack Riewoldt,KEYF,3,2,0,1,0,2018,Finals Week 1
106,81,Dylan Shiel,MID,3,0,0,0,0,2018,Finals Week 1
107,81,Charlie Spargo,FWD,3,0,0,1,0,2018,Finals Week 1
108,81,Ben Stratton,DEF,3,0,1,0,1,2018,Finals Week 1
