,Rank,Player,Position,M    ,Mi50,CM,MOL,IM,Season,Round
0,1,Josh J. Kennedy,KEYF,11,5,2,0,0,2018,Grand Final
1,2,Tom Barrass,KEYD,10,0,3,0,0,2018,Grand Final
2,3,Jack Crisp,DEF,9,0,1,0,0,2018,Grand Final
3,3,Jeremy McGovern,KEYD,9,0,3,0,0,2018,Grand Final
4,5,Mason Cox,KEYF,7,3,3,0,0,2018,Grand Final
5,5,Jack Darling,KEYF,7,1,4,0,0,2018,Grand Final
6,5,Liam Duggan,DEF,7,0,1,0,0,2018,Grand Final
7,5,Tom Langdon,DEF,7,0,3,0,0,2018,Grand Final
8,9,Tom Cole,DEF,6,0,0,0,0,2018,Grand Final
9,9,Jeremy Howe,DEF,6,0,2,0,0,2018,Grand Final
10,9,Shannon Hurn,DEF,6,0,0,0,0,2018,Grand Final
11,9,Brody Mihocek,KEYF,6,0,1,0,0,2018,Grand Final
12,9,Jack Redden,MID,6,0,0,0,0,2018,Grand Final
13,9,Dom Sheed,MID,6,1,0,0,0,2018,Grand Final
14,15,Jordan De Goey,FWD,5,1,0,0,0,2018,Grand Final
15,15,Will Hoskin-Elliott,FWD,5,2,1,0,0,2018,Grand Final
16,15,Will Schofield,KEYD,5,0,2,0,0,2018,Grand Final
17,18,Taylor Adams,MID,4,1,1,0,0,2018,Grand Final
18,18,Brodie Grundy,RUC,4,0,2,0,0,2018,Grand Final
19,18,Mark Hutchings,MID,4,0,1,0,0,2018,Grand Final
20,18,Chris Masten,MID,4,1,1,0,0,2018,Grand Final
21,18,Chris Mayne,MID,4,0,1,0,0,2018,Grand Final
22,18,Tom Phillips,MID,4,0,0,0,0,2018,Grand Final
23,18,Steele Sidebottom,MID,4,0,0,0,0,2018,Grand Final
24,18,Nathan Vardy,RUC,4,1,2,0,0,2018,Grand Final
25,26,Jamie Cripps,FWD,3,0,0,0,0,2018,Grand Final
26,26,Mark LeCras,FWD,3,1,0,0,0,2018,Grand Final
27,26,Liam Ryan,FWD,3,1,1,0,0,2018,Grand Final
28,26,Luke Shuey,MID,3,0,1,0,0,2018,Grand Final
29,26,Adam Treloar,MID,3,0,0,0,0,2018,Grand Final
30,26,Elliot Yeo,MID,3,1,2,0,0,2018,Grand Final
31,32,James Aish,MID,2,0,0,0,0,2018,Grand Final
32,32,Lewis Jetta,DEF,2,0,0,0,0,2018,Grand Final
33,32,Brayden Maynard,DEF,2,0,0,0,0,2018,Grand Final
34,32,Jaidyn Stephenson,FWD,2,0,0,0,0,2018,Grand Final
35,32,Travis Varcoe,FWD,2,0,0,0,0,2018,Grand Final
36,37,Levi Greenwood,DEF,1,0,0,0,0,2018,Grand Final
37,37,Scott Lycett,RUC,1,1,0,0,0,2018,Grand Final
38,37,Scott Pendlebury,MID,1,0,0,0,0,2018,Grand Final
39,37,Willie Rioli,FWD,1,0,0,0,0,2018,Grand Final
40,37,Josh Thomas,FWD,1,0,0,0,0,2018,Grand Final
41,42,Tyson Goldsack,KEYD,0,0,0,0,0,2018,Grand Final
42,42,Brayden Sier,MID,0,0,0,0,0,2018,Grand Final
43,42,Daniel Venables,FWD,0,0,0,0,0,2018,Grand Final
