,Rank,Player,Position,M    ,Mi50,CM,MOL,IM,Season,Round
0,1,Dyson Heppell,MID,16,0,0,0,0,2014,Round 1
1,1,Cale Hooker,KEYD,16,0,0,0,6,2014,Round 1
2,3,Kane Cornes,MID,12,0,0,1,0,2014,Round 1
3,3,Sean Dempster,DEF,12,0,2,0,2,2014,Round 1
4,3,Nick Riewoldt,KEYF,12,3,2,4,0,2014,Round 1
5,6,James Gwilt,KEYD,11,0,1,0,1,2014,Round 1
6,6,Eric Mackenzie,KEYD,11,0,2,0,5,2014,Round 1
7,8,Leigh Adams,FWD,10,1,0,0,0,2014,Round 1
8,8,Michael Hurley,KEYD,10,0,2,0,3,2014,Round 1
9,8,Mark LeCras,FWD,10,5,1,3,0,2014,Round 1
10,11,Mark Baguley,DEF,9,0,0,0,2,2014,Round 1
11,11,Rohan Bail,FWD,9,0,0,0,1,2014,Round 1
12,11,Greg Broughton,DEF,9,0,2,0,4,2014,Round 1
13,11,Dustin Fletcher,KEYD,9,0,0,0,0,2014,Round 1
14,11,James Frawley,KEYF,9,0,0,0,1,2014,Round 1
15,11,Kyle Hardingham,FWD,9,2,2,1,2,2014,Round 1
16,11,Michael Hibberd,DEF,9,0,0,0,1,2014,Round 1
17,11,Jackson Merrett,FWD,9,0,1,1,0,2014,Round 1
18,11,Dylan Roberton,DEF,9,0,0,0,1,2014,Round 1
19,11,Jay Schulz,KEYF,9,3,2,5,0,2014,Round 1
20,11,David Swallow,MID,9,2,0,1,1,2014,Round 1
21,11,Dom Tyson,MID,9,0,0,0,0,2014,Round 1
22,11,Jobe Watson,MID,9,1,0,1,0,2014,Round 1
23,24,Grant Birchall,DEF,8,0,0,0,2,2014,Round 1
24,24,Luke Delaney,KEYD,8,0,0,0,2,2014,Round 1
25,24,Brett Deledio,FWD,8,1,0,2,0,2014,Round 1
26,24,Lynden Dunn,DEF,8,0,1,0,2,2014,Round 1
27,24,Andrew Gaff,MID,8,1,1,1,1,2014,Round 1
28,24,Jack Gunston,FWD,8,5,1,4,0,2014,Round 1
29,24,Pearce Hanley,MID,8,1,0,0,2,2014,Round 1
30,24,Jarrod Harbrow,DEF,8,0,0,1,0,2014,Round 1
31,24,Luke Hodge,MID,8,0,0,0,1,2014,Round 1
32,24,Sam Jacobs,RUC,8,0,2,0,2,2014,Round 1
33,24,Clinton Jones,FWD,8,1,0,0,1,2014,Round 1
34,24,Brent Macaffer,MID,8,0,1,1,1,2014,Round 1
35,24,Andrew Mackie,DEF,8,0,0,0,3,2014,Round 1
36,24,Angus Monfries,FWD,8,0,0,3,0,2014,Round 1
37,24,Matt Rosa,MID,8,0,0,0,2,2014,Round 1
38,24,Brent Stanton,MID,8,0,0,0,0,2014,Round 1
39,24,Matthew Suckling,DEF,8,1,1,0,0,2014,Round 1
40,24,Justin Westhoff,KEYF,8,4,4,2,1,2014,Round 1
41,24,Matthew White,FWD,8,1,0,2,0,2014,Round 1
42,43,Luke Ball,FWD,7,2,0,0,0,2014,Round 1
43,43,Michael Barlow,MID,7,1,0,0,0,2014,Round 1
44,43,Jonathan Brown,KEYF,7,5,1,1,0,2014,Round 1
45,43,Jake Carlisle,KEYF,7,2,2,0,3,2014,Round 1
46,43,Paul Chapman,FWD,7,1,0,1,1,2014,Round 1
47,43,Luke Dunstan,MID,7,1,0,0,3,2014,Round 1
48,43,Corey Enright,DEF,7,1,2,1,2,2014,Round 1
49,43,Brent Harvey,FWD,7,0,0,0,0,2014,Round 1
50,43,Jack Hombsch,KEYD,7,0,2,0,4,2014,Round 1
51,43,Josh Hunt,DEF,7,0,2,0,3,2014,Round 1
52,43,Tom Lonergan,KEYD,7,0,1,0,1,2014,Round 1
53,43,Jack Macrae,MID,7,1,1,0,0,2014,Round 1
54,43,Jack Newnes,DEF,7,0,0,0,0,2014,Round 1
55,43,Matthew Pavlich,KEYF,7,4,2,1,0,2014,Round 1
56,43,Dion Prestia,MID,7,2,0,0,0,2014,Round 1
57,43,Farren Ray,MID,7,0,0,0,1,2014,Round 1
58,43,Daniel Rich,MID,7,0,1,1,2,2014,Round 1
