,Rank,Player,Position,M    ,Mi50,CM,MOL,IM,Season,Round
0,1,Dane Rampe,KEYD,11,0,1,0,4,2016,Grand Final
1,2,Heath Grundy,KEYD,9,0,4,0,7,2016,Grand Final
2,3,Tom Boyd,KEYF,8,2,6,0,3,2016,Grand Final
3,3,Lance Franklin,KEYF,8,3,3,2,0,2016,Grand Final
4,5,Jason Johannisen,DEF,7,0,1,1,1,2016,Grand Final
5,5,Easton Wood,DEF,7,0,0,0,1,2016,Grand Final
6,7,Isaac Heeney,FWD,6,0,0,1,1,2016,Grand Final
7,8,Kieren Jack,MID,5,2,1,0,0,2016,Grand Final
8,8,Josh P. Kennedy,MID,5,1,0,1,1,2016,Grand Final
9,8,Jake Lloyd,MID,5,0,0,0,2,2016,Grand Final
10,8,Jack Macrae,FWD,5,0,1,0,1,2016,Grand Final
11,8,Ben McGlynn,FWD,5,1,0,1,0,2016,Grand Final
12,8,Jordan Roughead,RUC,5,0,3,0,3,2016,Grand Final
13,14,Shane Biggs,DEF,4,0,0,0,1,2016,Grand Final
14,14,Matthew Boyd,DEF,4,0,1,0,1,2016,Grand Final
15,14,Joel Hamling,KEYD,4,0,1,0,4,2016,Grand Final
16,14,Zak Jones,DEF,4,0,0,0,1,2016,Grand Final
17,14,Tom Mitchell,MID,4,1,0,0,0,2016,Grand Final
18,14,Xavier Richards,KEYF,4,1,0,2,0,2016,Grand Final
19,14,Nick Smith,DEF,4,0,2,0,2,2016,Grand Final
20,21,Luke Dahlhaus,FWD,3,2,0,2,0,2016,Grand Final
21,21,Caleb Daniel,FWD,3,0,0,0,1,2016,Grand Final
22,21,Tory Dickson,FWD,3,1,0,1,0,2016,Grand Final
23,21,Josh Dunkley,FWD,3,0,0,0,0,2016,Grand Final
24,21,Jeremy Laidler,DEF,3,0,2,0,2,2016,Grand Final
25,21,Callum Mills,DEF,3,0,0,0,2,2016,Grand Final
26,21,Dale Morris,KEYD,3,0,2,0,3,2016,Grand Final
27,21,Sam Naismith,RUC,3,0,0,1,1,2016,Grand Final
28,21,Liam Picken,MID,3,0,1,0,0,2016,Grand Final
29,21,Kurt Tippett,RUC,3,1,2,0,0,2016,Grand Final
30,31,Dan Hannebery,MID,2,0,0,0,0,2016,Grand Final
31,31,Tom Liberatore,MID,2,0,0,0,0,2016,Grand Final
32,31,Toby McLean,FWD,2,0,0,0,0,2016,Grand Final
33,31,Jarrad McVeigh,DEF,2,0,0,0,0,2016,Grand Final
34,31,Tom Papley,FWD,2,0,0,0,0,2016,Grand Final
35,31,Fletcher Roberts,KEYD,2,0,1,0,1,2016,Grand Final
36,31,Gary Rohan,FWD,2,0,1,0,0,2016,Grand Final
37,38,Marcus Bontempelli,MID,1,0,0,0,0,2016,Grand Final
38,38,Zaine Cordy,KEYF,1,0,0,0,0,2016,Grand Final
39,38,Lachie Hunter,MID,1,0,0,0,0,2016,Grand Final
40,38,Luke Parker,MID,1,1,0,0,0,2016,Grand Final
41,38,Clay Smith,FWD,1,0,1,0,1,2016,Grand Final
42,38,Jake Stringer,FWD,1,1,0,0,0,2016,Grand Final
43,44,George Hewett,FWD,0,0,0,0,0,2016,Grand Final
