,Rank,Player,Position,M    ,Mi50,CM,MOL,IM,Season,Round
0,1,Mitch Duncan,FWD,13,0,0,0,3,2021,Finals Week 1
1,2,Nick Haynes,DEF,11,0,0,0,2,2021,Finals Week 1
2,3,Ben Brown,KEYF,9,1,1,2,0,2021,Finals Week 1
3,3,Jack Henry,KEYD,9,0,4,0,7,2021,Finals Week 1
4,3,Tom Jonas,KEYD,9,0,0,0,3,2021,Finals Week 1
5,6,Darcy Byrne-Jones,DEF,8,0,1,0,1,2021,Finals Week 1
6,6,Jordan Dawson,DEF,8,1,1,0,0,2021,Finals Week 1
7,6,Jesse Hogan,KEYF,8,5,6,1,0,2021,Finals Week 1
8,6,Dan Houston,DEF,8,0,1,0,2,2021,Finals Week 1
9,6,Connor Idun,DEF,8,0,0,0,0,2021,Finals Week 1
10,6,Lewis Melican,KEYD,8,0,2,1,5,2021,Finals Week 1
11,12,Aliir Aliir,KEYD,7,0,4,0,6,2021,Finals Week 1
12,12,Miles Bergman,MID,7,0,0,0,2,2021,Finals Week 1
13,12,Xavier Duursma,MID,7,0,1,0,1,2021,Finals Week 1
14,12,Dyson Heppell,DEF,7,0,0,0,3,2021,Finals Week 1
15,12,Ed Langdon,MID,7,2,1,0,1,2021,Finals Week 1
16,12,Tom McCartin,KEYD,7,0,2,0,7,2021,Finals Week 1
17,12,Daniel Rich,DEF,7,0,0,0,2,2021,Finals Week 1
18,12,Connor Rozee,FWD,7,1,1,1,1,2021,Finals Week 1
19,12,Zach Sproule,KEYF,7,2,2,0,0,2021,Finals Week 1
20,12,James Stewart,KEYD,7,0,1,0,5,2021,Finals Week 1
21,22,Grant Birchall,DEF,6,0,0,0,4,2021,Finals Week 1
22,22,Ryan Burton,DEF,6,0,1,0,1,2021,Finals Week 1
23,22,Keidean Coleman,FWD,6,0,1,0,1,2021,Finals Week 1
24,22,Max Gawn,RUC,6,0,3,0,3,2021,Finals Week 1
25,22,Martin Gleeson,DEF,6,0,0,0,0,2021,Finals Week 1
26,22,Will Hayward,FWD,6,1,0,1,0,2021,Finals Week 1
27,22,Jayden Laverde,KEYD,6,0,0,0,4,2021,Finals Week 1
28,22,Daniel Lloyd,FWD,6,0,0,1,0,2021,Finals Week 1
29,22,Alex Neal-Bullen,FWD,6,0,0,0,0,2021,Finals Week 1
30,22,Jordan Ridley,DEF,6,0,2,0,4,2021,Finals Week 1
31,22,Jake Stein,KEYD,6,0,1,0,2,2021,Finals Week 1
32,22,Sam Taylor,KEYD,6,0,2,0,4,2021,Finals Week 1
33,34,Karl Amon,MID,5,0,0,0,0,2021,Finals Week 1
34,34,Jarrod Berry,MID,5,1,0,0,0,2021,Finals Week 1
35,34,Travis Boak,MID,5,2,0,0,0,2021,Finals Week 1
36,34,Angus Brayshaw,MID,5,1,0,0,0,2021,Finals Week 1
37,34,Joe Daniher,KEYF,5,2,1,3,0,2021,Finals Week 1
38,34,Charlie Dixon,KEYF,5,1,3,1,1,2021,Finals Week 1
39,34,Sam Draper,RUC,5,1,2,0,1,2021,Finals Week 1
40,34,Sam Durham,MID,5,0,0,0,1,2021,Finals Week 1
41,34,Lance Franklin,KEYF,5,2,2,1,0,2021,Finals Week 1
42,34,Bayley Fritsch,FWD,5,4,2,3,0,2021,Finals Week 1
