,Rank,Player,Position,M    ,Mi50,CM,MOL,IM,Season,Round
0,1,Mitch Duncan,DEF,13,1,0,3,2,2022,Grand Final
1,2,Isaac Smith,FWD,12,0,0,1,0,2022,Grand Final
2,3,Jake Kolodjashnij,KEYD,11,0,0,0,1,2022,Grand Final
3,4,Jeremy Cameron,KEYF,8,2,1,3,0,2022,Grand Final
4,4,Joel Selwood,MID,8,0,1,0,2,2022,Grand Final
5,6,Sam De Koning,KEYD,7,0,2,0,3,2022,Grand Final
6,7,Tom Hawkins,KEYF,6,4,0,4,0,2022,Grand Final
7,7,Gryan Miers,FWD,6,1,0,2,0,2022,Grand Final
8,7,Mark O'Connor,DEF,6,0,1,0,2,2022,Grand Final
9,7,Dane Rampe,KEYD,6,0,0,0,1,2022,Grand Final
10,7,Tyson Stengle,FWD,6,3,0,2,0,2022,Grand Final
11,7,Zach Tuohy,DEF,6,0,0,0,0,2022,Grand Final
12,13,Brad Close,FWD,5,2,0,1,1,2022,Grand Final
13,13,Jack Henry,KEYD,5,0,0,0,2,2022,Grand Final
14,13,Callum Mills,MID,5,1,0,0,0,2022,Grand Final
15,13,Rhys Stanley,RUC,5,0,0,0,0,2022,Grand Final
16,13,Tom Stewart,DEF,5,0,0,0,0,2022,Grand Final
17,18,Robbie Fox,DEF,4,0,1,0,1,2022,Grand Final
18,18,Zach Guthrie,DEF,4,0,0,0,0,2022,Grand Final
19,18,Jake Lloyd,DEF,4,0,0,0,0,2022,Grand Final
20,18,Tom McCartin,KEYD,4,0,0,0,2,2022,Grand Final
21,18,Dylan Stephens,MID,4,1,0,0,0,2022,Grand Final
22,23,Jed Bews,DEF,3,0,0,0,1,2022,Grand Final
23,23,Nick Blakey,DEF,3,0,0,0,1,2022,Grand Final
24,23,Patrick Dangerfield,MID,3,2,1,0,0,2022,Grand Final
25,23,Errol Gulden,FWD,3,0,0,1,0,2022,Grand Final
26,23,Will Hayward,FWD,3,0,0,0,0,2022,Grand Final
27,23,Tom Hickey,RUC,3,0,1,0,2,2022,Grand Final
28,23,James Rowbottom,MID,3,0,0,0,1,2022,Grand Final
29,30,Ryan Clarke,FWD,2,0,0,0,0,2022,Grand Final
30,30,Oliver Florent,DEF,2,0,0,0,0,2022,Grand Final
31,30,Lance Franklin,KEYF,2,0,0,0,0,2022,Grand Final
32,30,Isaac Heeney,FWD,2,1,1,0,0,2022,Grand Final
33,30,Justin McInerney,MID,2,0,0,0,0,2022,Grand Final
34,30,Tom Papley,FWD,2,0,0,0,1,2022,Grand Final
35,30,Luke Parker,MID,2,0,0,0,0,2022,Grand Final
36,30,Gary Rohan,FWD,2,1,0,0,0,2022,Grand Final
37,30,Chad Warner,MID,2,0,0,0,0,2022,Grand Final
38,39,Tom Atkins,DEF,1,0,0,1,0,2022,Grand Final
39,39,Mark Blicavs,RUC,1,1,0,0,0,2022,Grand Final
40,39,Braeden Campbell,DEF,1,0,0,0,0,2022,Grand Final
41,39,Cameron Guthrie,MID,1,0,0,0,0,2022,Grand Final
42,39,Paddy McCartin,KEYD,1,0,1,0,0,2022,Grand Final
43,39,Hayden McLean,KEYF,1,1,1,0,0,2022,Grand Final
44,39,Sam Reid,KEYF,1,0,0,0,0,2022,Grand Final
45,46,Brandan Parfitt,MID,0,0,0,0,0,2022,Grand Final
