,Rank,Player,Position,M    ,Mi50,CM,MOL,IM,Season,Round
0,1,Mitch Duncan,MID,14,0,0,0,2,2017,Semi Finals
1,2,Lachie Henderson,KEYD,13,0,0,0,7,2017,Semi Finals
2,3,Lachie Whitfield,MID,11,2,0,0,2,2017,Semi Finals
3,4,Shannon Hurn,DEF,10,0,0,0,0,2017,Semi Finals
4,4,Darcy Lang,FWD,10,1,0,1,1,2017,Semi Finals
5,4,Jonathon Patton,KEYF,10,4,2,4,2,2017,Semi Finals
6,7,Mark LeCras,FWD,9,2,0,4,0,2017,Semi Finals
7,7,Harry Taylor,KEYF,9,0,1,0,3,2017,Semi Finals
8,7,Callan Ward,MID,9,0,0,0,0,2017,Semi Finals
9,10,Patrick Dangerfield,MID,8,3,4,2,0,2017,Semi Finals
10,10,Toby Greene,FWD,8,3,3,1,0,2017,Semi Finals
11,10,Andrew Mackie,DEF,8,0,0,1,0,2017,Semi Finals
12,10,Jeremy McGovern,KEYD,8,0,4,0,8,2017,Semi Finals
13,14,Tom Barrass,KEYD,7,0,1,0,4,2017,Semi Finals
14,14,Andrew Gaff,MID,7,1,0,0,1,2017,Semi Finals
15,14,Jake Kolodjashnij,DEF,7,0,1,0,1,2017,Semi Finals
16,14,Sam Menegola,FWD,7,2,2,1,0,2017,Semi Finals
17,14,Jack Redden,MID,7,0,0,1,0,2017,Semi Finals
18,14,Scott Selwood,MID,7,0,0,0,0,2017,Semi Finals
19,14,Rhys Stanley,RUC,7,2,2,3,0,2017,Semi Finals
20,14,Zach Tuohy,DEF,7,0,1,0,1,2017,Semi Finals
21,14,Elliot Yeo,DEF,7,1,1,0,2,2017,Semi Finals
22,23,Jed Bews,DEF,6,0,0,1,2,2017,Semi Finals
23,23,Zach Guthrie,DEF,6,0,0,0,2,2017,Semi Finals
24,23,Eric Mackenzie,KEYD,6,0,0,0,1,2017,Semi Finals
25,23,Dane Rampe,KEYD,6,0,2,0,2,2017,Semi Finals
26,23,Tom Scully,MID,6,0,0,1,0,2017,Semi Finals
27,23,Dom Sheed,MID,6,0,0,1,0,2017,Semi Finals
28,29,Nick Haynes,DEF,5,0,1,0,4,2017,Semi Finals
29,29,Daniel Menzel,FWD,5,2,1,2,0,2017,Semi Finals
30,29,Sam Mitchell,MID,5,2,0,1,1,2017,Semi Finals
31,29,Drew Petrie,KEYF,5,1,0,1,0,2017,Semi Finals
32,29,Heath Shaw,DEF,5,0,0,0,2,2017,Semi Finals
33,29,Sharrod Wellingham,DEF,5,0,0,1,1,2017,Semi Finals
34,35,Aidan Corr,KEYD,4,0,1,0,2,2017,Semi Finals
35,35,Brett Deledio,FWD,4,0,0,1,1,2017,Semi Finals
36,35,Lance Franklin,KEYF,4,2,2,1,1,2017,Semi Finals
37,35,Isaac Heeney,MID,4,0,1,0,0,2017,Semi Finals
38,35,Jacob Hopper,MID,4,0,0,0,1,2017,Semi Finals
