,Rank,Player,Position,M    ,Mi50,CM,MOL,IM,Season,Round
0,1,Jason Porplyzia,FWD,11,3,2,1,1,2012,Semi Finals
1,2,Ben Reid,KEYD,10,0,3,0,6,2012,Semi Finals
2,2,Brent Reilly,DEF,10,0,1,0,2,2012,Semi Finals
3,4,Richard Douglas,MID,9,0,0,1,0,2012,Semi Finals
4,4,Dale Thomas,FWD,9,1,1,4,1,2012,Semi Finals
5,4,Nathan Van Berlo,MID,9,0,1,1,0,2012,Semi Finals
6,7,Josh Hill,FWD,8,3,1,0,0,2012,Semi Finals
7,8,Michael Barlow,MID,7,0,0,0,0,2012,Semi Finals
8,8,Michael Johnson,KEYD,7,0,1,0,3,2012,Semi Finals
9,8,Adam McPhee,DEF,7,0,1,0,1,2012,Semi Finals
10,8,Heath Shaw,DEF,7,0,1,0,4,2012,Semi Finals
11,8,Rory Sloane,MID,7,1,1,0,2,2012,Semi Finals
12,8,Sharrod Wellingham,FWD,7,1,0,0,1,2012,Semi Finals
13,14,Dean Cox,RUC,6,1,1,1,1,2012,Semi Finals
14,14,Michael Doughty,DEF,6,0,0,0,1,2012,Semi Finals
15,14,Andrew Gaff,MID,6,0,0,0,0,2012,Semi Finals
16,14,Darren Glass,KEYD,6,0,2,0,3,2012,Semi Finals
17,14,Ricky Henderson,DEF,6,0,0,0,2,2012,Semi Finals
18,14,Chris Mayne,FWD,6,3,2,3,0,2012,Semi Finals
19,14,Tendai Mzungu,MID,6,0,0,1,0,2012,Semi Finals
20,14,Matthew Pavlich,KEYF,6,1,1,2,0,2012,Semi Finals
21,14,Scott Pendlebury,MID,6,1,1,0,0,2012,Semi Finals
22,14,Dane Swan,MID,6,1,0,2,0,2012,Semi Finals
23,14,Bernie Vince,MID,6,0,0,0,3,2012,Semi Finals
24,14,Taylor Walker,KEYF,6,6,3,2,0,2012,Semi Finals
25,14,Michael Walters,FWD,6,0,0,0,2,2012,Semi Finals
26,27,Travis Cloke,KEYF,5,1,2,2,0,2012,Semi Finals
27,27,Jack Darling,KEYF,5,4,3,1,0,2012,Semi Finals
28,27,Tyson Goldsack,FWD,5,3,2,0,0,2012,Semi Finals
29,27,Garrick Ibbotson,DEF,5,1,0,0,2,2012,Semi Finals
30,27,Ben Johnson,MID,5,0,0,0,0,2012,Semi Finals
31,27,Chris Masten,MID,5,0,0,0,0,2012,Semi Finals
32,27,David Mundy,MID,5,0,0,0,0,2012,Semi Finals
33,27,Clancee Pearce,MID,5,0,0,0,1,2012,Semi Finals
34,27,Ben Rutten,KEYD,5,0,0,0,0,2012,Semi Finals
35,27,Will Schofield,DEF,5,0,1,0,3,2012,Semi Finals
36,27,Luke Shuey,MID,5,0,1,0,0,2012,Semi Finals
37,27,Steele Sidebottom,MID,5,0,0,0,0,2012,Semi Finals
38,27,Alan Toovey,DEF,5,0,0,0,0,2012,Semi Finals
39,27,Matthew Wright,FWD,5,1,0,0,0,2012,Semi Finals
40,41,Dayne Beams,MID,4,0,0,0,0,2012,Semi Finals
41,41,Zac Clarke,RUC,4,0,2,0,0,2012,Semi Finals
42,41,Graham Johncock,FWD,4,1,0,0,0,2012,Semi Finals
43,41,Darren Jolly,RUC,4,1,0,0,0,2012,Semi Finals
44,41,Alex Silvagni,KEYD,4,0,0,0,0,2012,Semi Finals
45,41,Brodie Smith,DEF,4,0,0,0,0,2012,Semi Finals
46,41,Luke Thompson,DEF,4,0,0,0,0,2012,Semi Finals
47,41,Scott Thompson,MID,4,0,0,0,0,2012,Semi Finals
48,49,Jarryd Blair,FWD,3,0,0,0,0,2012,Semi Finals
49,49,Sam Butler,DEF,3,0,0,0,0,2012,Semi Finals
50,49,Patrick Dangerfield,MID,3,0,1,1,0,2012,Semi Finals
51,49,Chris Dawes,KEYF,3,0,0,2,0,2012,Semi Finals
52,49,Paul Duffield,DEF,3,0,0,0,1,2012,Semi Finals
53,49,Andrew Embley,MID,3,0,0,0,0,2012,Semi Finals
54,49,Nat Fyfe,MID,3,0,1,0,0,2012,Semi Finals
55,49,Stephen Hill,MID,3,0,0,0,0,2012,Semi Finals
56,49,Sam Jacobs,RUC,3,0,0,0,0,2012,Semi Finals
57,49,Josh J. Kennedy,KEYF,3,1,1,1,0,2012,Semi Finals
58,49,Andrew Krakouer,FWD,3,0,0,0,0,2012,Semi Finals
59,49,Heritier Lumumba,DEF,3,0,0,0,0,2012,Semi Finals
60,49,David Mackay,MID,3,0,0,0,0,2012,Semi Finals
61,49,Jared Petrenko,FWD,3,0,0,1,0,2012,Semi Finals
62,49,Matthew Priddis,MID,3,0,0,0,0,2012,Semi Finals
63,49,Matt Rosa,MID,3,0,0,0,0,2012,Semi Finals
64,49,Matt de Boer,FWD,3,0,1,0,0,2012,Semi Finals
65,66,Jacob Brennan,DEF,2,0,0,0,0,2012,Semi Finals
66,66,Ian Callinan,FWD,2,0,0,0,0,2012,Semi Finals
67,66,Alan Didak,FWD,2,0,0,0,0,2012,Semi Finals
68,66,Jamie Elliott,FWD,2,0,0,1,0,2012,Semi Finals
69,66,Alex Fasolo,FWD,2,0,1,1,0,2012,Semi Finals
70,66,Shannon Hurn,DEF,2,0,0,0,2,2012,Semi Finals
71,66,Eric Mackenzie,KEYD,2,0,0,0,2,2012,Semi Finals
72,66,Nic Naitanui,RUC,2,0,1,0,1,2012,Semi Finals
73,66,Aaron Sandilands,RUC,2,1,1,0,0,2012,Semi Finals
74,66,Adam Selwood,DEF,2,0,0,0,0,2012,Semi Finals
75,66,Kurt Tippett,KEYF,2,1,0,1,0,2012,Semi Finals
76,77,Nathan Brown,KEYD,1,0,0,0,0,2012,Semi Finals
77,77,Ryan Crowley,MID,1,1,1,0,0,2012,Semi Finals
78,77,Zac Dawson,KEYD,1,0,0,0,0,2012,Semi Finals
79,77,Daniel Kerr,MID,1,0,1,0,1,2012,Semi Finals
80,77,Quinten Lynch,KEYF,1,0,0,1,0,2012,Semi Finals
81,77,Patrick McGinnity,MID,1,0,0,0,0,2012,Semi Finals
82,77,Chris Tarrant,KEYF,1,0,1,0,1,2012,Semi Finals
83,84,Hayden Ballantyne,FWD,0,0,0,0,0,2012,Semi Finals
84,84,Scott Selwood,MID,0,0,0,0,0,2012,Semi Finals
85,84,Sam Shaw,DEF,0,0,0,0,0,2012,Semi Finals
86,84,Lee Spurr,DEF,0,0,0,0,0,2012,Semi Finals
87,84,Nicholas Suban,DEF,0,0,0,0,0,2012,Semi Finals
