,Rank,Player,Position,M    ,Mi50,CM,MOL,IM,Season,Round
0,1,Tom Hawkins,KEYF,13,7,2,7,0,2019,Round 21
1,2,Marcus Adams,KEYD,12,0,2,0,7,2019,Round 21
2,3,Harris Andrews,KEYD,10,0,3,0,4,2019,Round 21
3,3,Tom Barrass,KEYD,10,0,3,0,3,2019,Round 21
4,3,Connor Blakely,DEF,10,0,1,0,2,2019,Round 21
5,3,Kyle Dunkley,MID,10,0,0,0,0,2019,Round 21
6,3,Bayley Fritsch,DEF,10,5,3,1,0,2019,Round 21
7,3,Lachie Plowman,DEF,10,0,0,0,6,2019,Round 21
8,3,Alex Witherden,DEF,10,1,1,1,5,2019,Round 21
9,10,Jack Darling,KEYF,9,4,1,3,0,2019,Round 21
10,10,Lachie Henderson,KEYD,9,0,1,0,4,2019,Round 21
11,10,Lachie Hunter,MID,9,0,1,0,1,2019,Round 21
12,10,Aaron Naughton,KEYF,9,1,4,4,0,2019,Round 21
13,10,Steele Sidebottom,MID,9,0,0,0,2,2019,Round 21
14,10,Scott D. Thompson,KEYD,9,0,4,0,7,2019,Round 21
15,10,Callum Wilkie,KEYD,9,0,2,1,3,2019,Round 21
16,17,Jarrod Berry,MID,8,0,0,0,1,2019,Round 21
17,17,Jack Billings,MID,8,1,1,0,1,2019,Round 21
18,17,Riley Bonner,DEF,8,0,0,0,1,2019,Round 21
19,17,Tom Clurey,KEYD,8,0,4,0,5,2019,Round 21
20,17,Matt Crouch,MID,8,0,0,0,1,2019,Round 21
21,17,Toby Greene,FWD,8,0,0,0,2,2019,Round 21
22,17,Jeremy Howe,KEYD,8,0,0,0,2,2019,Round 21
23,17,Mark Hutchings,MID,8,0,0,0,1,2019,Round 21
24,17,Rory Laird,DEF,8,0,2,0,2,2019,Round 21
25,17,Jarryd Lyons,MID,8,0,0,1,1,2019,Round 21
26,17,Zach Merrett,MID,8,0,0,0,2,2019,Round 21
27,17,Harry Perryman,MID,8,0,1,0,4,2019,Round 21
28,17,Daniel Talia,KEYD,8,0,1,0,3,2019,Round 21
