,Rank,Player,Position,M    ,Mi50,CM,MOL,IM,Season,Round
0,1,Jimmy Bartel,MID,14,2,2,0,3,2016,Round 6
1,1,Nick Riewoldt,KEYF,14,3,2,3,2,2016,Round 6
2,3,Tom Hawkins,KEYF,11,8,1,6,0,2016,Round 6
3,3,Lachie Henderson,KEYD,11,0,2,0,5,2016,Round 6
4,3,Heath Shaw,DEF,11,0,0,0,0,2016,Round 6
5,6,Mitch Duncan,MID,10,0,1,0,2,2016,Round 6
6,6,Sam Kerridge,MID,10,0,0,1,0,2016,Round 6
7,6,Rory Lobb,KEYF,10,4,8,0,0,2016,Round 6
8,9,Mitch Brown,KEYF,9,1,2,2,0,2016,Round 6
9,9,Brandon Ellis,MID,9,0,0,0,3,2016,Round 6
10,9,Mark LeCras,FWD,9,4,0,2,0,2016,Round 6
11,9,Jeremy McGovern,KEYD,9,0,2,1,6,2016,Round 6
12,9,Daniel Menzel,FWD,9,1,1,5,0,2016,Round 6
13,9,Paul Seedsman,MID,9,0,0,0,0,2016,Round 6
14,9,Kade Simpson,DEF,9,0,1,0,4,2016,Round 6
15,9,Brodie Smith,DEF,9,0,2,0,2,2016,Round 6
16,9,Scott D. Thompson,KEYD,9,0,1,0,5,2016,Round 6
17,9,Lachie Whitfield,MID,9,1,0,1,0,2016,Round 6
18,19,Matthew Boyd,DEF,8,1,1,0,1,2016,Round 6
19,19,Alex Fasolo,FWD,8,0,1,0,0,2016,Round 6
20,19,Cameron Guthrie,MID,8,0,1,0,1,2016,Round 6
21,19,Kyle Hartigan,KEYD,8,0,2,0,4,2016,Round 6
22,19,Jesse Hogan,KEYF,8,6,5,0,0,2016,Round 6
23,19,Josh J. Kennedy,KEYF,8,8,3,3,0,2016,Round 6
24,19,Darcy Lang,FWD,8,1,1,0,1,2016,Round 6
25,19,Eric Mackenzie,KEYD,8,0,0,0,1,2016,Round 6
26,19,Tim Membrey,FWD,8,4,1,0,0,2016,Round 6
27,19,Ben Reid,KEYD,8,0,1,0,1,2016,Round 6
28,19,Joel Selwood,MID,8,2,2,1,0,2016,Round 6
29,19,Daniel Talia,KEYD,8,0,2,0,3,2016,Round 6
30,19,Justin Westhoff,KEYF,8,3,4,0,1,2016,Round 6
31,32,Blake Acres,FWD,7,3,0,0,0,2016,Round 6
32,32,Grant Birchall,DEF,7,0,0,0,1,2016,Round 6
33,32,Allen Christensen,FWD,7,4,0,4,1,2016,Round 6
34,32,Jack Crisp,MID,7,0,0,0,1,2016,Round 6
35,32,Ed Curnow,MID,7,0,1,0,0,2016,Round 6
36,32,Courtenay Dempsey,DEF,7,0,2,0,3,2016,Round 6
37,32,Sam Docherty,DEF,7,0,0,0,2,2016,Round 6
38,32,Nick Graham,FWD,7,2,1,0,0,2016,Round 6
39,32,Bachar Houli,DEF,7,0,0,1,0,2016,Round 6
40,32,Shane Kersten,KEYF,7,3,0,1,2,2016,Round 6
41,32,Tom Lonergan,KEYD,7,0,1,0,1,2016,Round 6
42,32,Tom Lynch,FWD,7,1,0,4,0,2016,Round 6
43,32,Jack Macrae,FWD,7,0,0,1,1,2016,Round 6
44,32,Brayden Maynard,DEF,7,0,0,0,1,2016,Round 6
45,32,Chris Mayne,FWD,7,2,1,2,1,2016,Round 6
46,32,Tom McDonald,KEYD,7,0,0,0,2,2016,Round 6
47,32,Marc Murphy,MID,7,2,0,0,0,2016,Round 6
48,32,Rhys Palmer,FWD,7,4,2,1,0,2016,Round 6
49,32,Brad Sheppard,DEF,7,0,1,0,2,2016,Round 6
50,32,Rory Sloane,MID,7,0,0,0,0,2016,Round 6
51,32,Lee Spurr,DEF,7,0,1,0,4,2016,Round 6
52,32,Cam Sutcliffe,DEF,7,0,0,0,1,2016,Round 6
53,32,Matt Taberner,KEYF,7,2,3,1,0,2016,Round 6
54,32,Harry Taylor,KEYD,7,0,1,0,3,2016,Round 6
55,32,Jarrad Waite,KEYF,7,4,3,2,0,2016,Round 6
56,57,Mark Blicavs,MID,6,0,0,0,1,2016,Round 6
57,57,Luke Brown,DEF,6,0,0,0,1,2016,Round 6
58,57,Levi Casboult,KEYF,6,1,4,2,1,2016,Round 6
59,57,Jonathon Ceglar,RUC,6,0,1,0,4,2016,Round 6
60,57,Troy Chaplin,KEYD,6,0,1,0,3,2016,Round 6
61,57,Patrick Dangerfield,MID,6,2,3,1,1,2016,Round 6
62,57,Joe Daniher,KEYF,6,1,2,2,0,2016,Round 6
63,57,Jack Darling,KEYF,6,1,0,0,0,2016,Round 6
64,57,Bryce Gibbs,MID,6,3,0,0,1,2016,Round 6
65,57,Michael Hartley,KEYD,6,0,1,0,4,2016,Round 6
66,57,Lachie Hunter,MID,6,0,0,0,1,2016,Round 6
67,57,Jarman Impey,FWD,6,1,0,0,0,2016,Round 6
68,57,Sam Jacobs,RUC,6,0,3,1,1,2016,Round 6
69,57,James Kelly,DEF,6,0,0,0,0,2016,Round 6
70,57,Jake Kolodjashnij,DEF,6,0,0,0,0,2016,Round 6
71,57,Steven Motlop,FWD,6,2,0,1,0,2016,Round 6
72,57,Matthew Pavlich,KEYF,6,2,1,2,0,2016,Round 6
73,57,Drew Petrie,KEYF,6,1,4,0,0,2016,Round 6
74,57,Andrew Phillips,RUC,6,1,2,1,1,2016,Round 6
75,57,Jasper Pittard,DEF,6,0,0,0,1,2016,Round 6
76,57,Jared Polec,MID,6,0,2,0,1,2016,Round 6
77,57,Jack Steele,FWD,6,0,0,1,0,2016,Round 6
78,57,Dale Thomas,MID,6,1,1,0,1,2016,Round 6
79,57,Jack Viney,MID,6,1,2,1,3,2016,Round 6
80,57,Taylor Walker,KEYF,6,0,1,3,0,2016,Round 6
81,57,Simon White,DEF,6,1,2,0,3,2016,Round 6
82,57,Dayne Zorko,MID,6,0,0,0,1,2016,Round 6
83,84,Marcus Adams,KEYD,5,0,2,0,2,2016,Round 6
84,84,Rory Atkins,MID,5,1,1,0,1,2016,Round 6
85,84,Jed Bews,DEF,5,0,0,0,2,2016,Round 6
86,84,Josh Bruce,KEYF,5,3,1,2,0,2016,Round 6
87,84,Ciaran Byrne,DEF,5,0,1,0,2,2016,Round 6
88,84,Josh Caddy,FWD,5,2,0,0,0,2016,Round 6
89,84,Jamie Cripps,FWD,5,1,0,1,0,2016,Round 6
90,84,Daniel Currie,RUC,5,0,2,0,3,2016,Round 6
91,84,Charlie Dixon,KEYF,5,3,5,0,0,2016,Round 6
92,84,Richard Douglas,FWD,5,1,1,0,0,2016,Round 6
93,84,Andrew Gaff,MID,5,0,0,0,0,2016,Round 6
94,84,Brendon Goddard,MID,5,0,1,0,1,2016,Round 6
95,84,James Gwilt,KEYD,5,0,0,0,0,2016,Round 6
96,84,Aaron Hall,MID,5,0,0,0,0,2016,Round 6
97,84,Pearce Hanley,MID,5,1,0,1,0,2016,Round 6
98,84,Nick Haynes,KEYD,5,0,1,0,2,2016,Round 6
99,84,Daniel Howe,DEF,5,1,0,0,0,2016,Round 6
100,84,Jeremy Howe,DEF,5,1,1,1,0,2016,Round 6
101,84,Lin Jong,FWD,5,2,2,0,0,2016,Round 6
102,84,Nathan Krakouer,DEF,5,0,0,0,2,2016,Round 6
103,84,Rory Laird,DEF,5,0,0,0,1,2016,Round 6
104,84,Jed Lamb,FWD,5,2,0,0,0,2016,Round 6
105,84,Kyle Langford,FWD,5,0,0,0,0,2016,Round 6
106,84,Dustin Martin,MID,5,1,0,1,0,2016,Round 6
107,84,Stefan Martin,RUC,5,0,2,1,2,2016,Round 6
108,84,Ben McEvoy,RUC,5,1,1,1,1,2016,Round 6
109,84,Tom Mitchell,MID,5,0,0,0,1,2016,Round 6
110,84,Leigh Montagna,DEF,5,0,0,0,0,2016,Round 6
111,84,David Mundy,MID,5,1,0,0,1,2016,Round 6
112,84,Cameron O'Shea,DEF,5,0,2,0,3,2016,Round 6
113,84,Joel Patfull,KEYD,5,0,0,0,1,2016,Round 6
114,84,Dane Rampe,KEYD,5,0,2,0,2,2016,Round 6
115,84,Jack Riewoldt,KEYF,5,2,0,2,0,2016,Round 6
116,84,Tom Rockliff,MID,5,0,0,0,1,2016,Round 6
117,84,Sebastian Ross,MID,5,1,0,1,0,2016,Round 6
118,84,Henry Schade,KEYD,5,0,0,0,1,2016,Round 6
119,84,Tom Scully,MID,5,1,0,0,0,2016,Round 6
120,84,Mathew Stokes,FWD,5,2,0,0,0,2016,Round 6
121,84,Robbie Tarrant,KEYD,5,0,1,0,1,2016,Round 6
122,84,Lindsay Thomas,FWD,5,1,0,0,0,2016,Round 6
123,84,Jimmy Toumpas,MID,5,0,0,0,0,2016,Round 6
124,84,Zach Tuohy,DEF,5,0,1,0,1,2016,Round 6
125,84,Bernie Vince,DEF,5,0,1,0,0,2016,Round 6
126,84,Callan Ward,MID,5,1,3,0,1,2016,Round 6
127,84,Lachie Weller,FWD,5,1,0,1,1,2016,Round 6
128,84,Aaron Young,FWD,5,2,0,0,1,2016,Round 6
129,130,Brendon Ah Chee,FWD,4,1,0,1,0,2016,Round 6
130,130,David Armitage,MID,4,0,0,1,0,2016,Round 6
131,130,David Astbury,KEYD,4,0,0,0,1,2016,Round 6
132,130,Shaun Atley,DEF,4,0,0,0,0,2016,Round 6
133,130,Jake Batchelor,DEF,4,0,0,0,0,2016,Round 6
134,130,Eddie Betts,FWD,4,3,0,1,0,2016,Round 6
135,130,Shane Biggs,DEF,4,0,0,0,0,2016,Round 6
136,130,Jack Billings,FWD,4,1,0,0,0,2016,Round 6
137,130,Sam Butler,DEF,4,0,1,0,1,2016,Round 6
138,130,Darcy Byrne-Jones,DEF,4,0,0,0,0,2016,Round 6
139,130,Charles Cameron,FWD,4,1,0,0,0,2016,Round 6
140,130,Clay Cameron,KEYD,4,1,1,0,0,2016,Round 6
141,130,Kyle Cheney,DEF,4,0,0,0,1,2016,Round 6
142,130,Zac Clarke,RUC,4,0,1,0,1,2016,Round 6
143,130,Sean Dempster,KEYD,4,0,2,0,1,2016,Round 6
144,130,Liam Duggan,MID,4,1,0,0,1,2016,Round 6
145,130,Lynden Dunn,KEYD,4,1,0,0,0,2016,Round 6
146,130,Lance Franklin,KEYF,4,2,0,0,0,2016,Round 6
147,130,Jarryn Geary,DEF,4,1,0,0,1,2016,Round 6
148,130,Josh Gibson,KEYD,4,0,2,0,3,2016,Round 6
149,130,Toby Greene,FWD,4,2,1,0,0,2016,Round 6
150,130,Shaun Grigg,MID,4,1,1,0,0,2016,Round 6
151,130,Brodie Grundy,RUC,4,1,1,0,0,2016,Round 6
152,130,Jack Gunston,KEYF,4,2,0,2,0,2016,Round 6
153,130,Hamish Hartlett,DEF,4,0,0,0,0,2016,Round 6
154,130,Brent Harvey,FWD,4,0,0,0,0,2016,Round 6
155,130,Stephen Hill,MID,4,0,0,0,1,2016,Round 6
156,130,Jack Hombsch,KEYD,4,0,0,0,1,2016,Round 6
157,130,Shannon Hurn,DEF,4,0,0,0,0,2016,Round 6
158,130,Ben Jacobs,MID,4,0,1,0,1,2016,Round 6
159,130,Josh Jenkins,KEYF,4,2,2,0,0,2016,Round 6
160,130,Lewis Jetta,FWD,4,0,0,0,0,2016,Round 6
161,130,Steve Johnson,FWD,4,2,0,0,0,2016,Round 6
162,130,Josh Kelly,MID,4,1,0,1,0,2016,Round 6
163,130,Ben Kennedy,FWD,4,0,0,0,0,2016,Round 6
164,130,Adam Kennedy,DEF,4,0,0,0,0,2016,Round 6
165,130,Matthew Kreuzer,RUC,4,1,3,0,1,2016,Round 6
166,130,Jeremy Laidler,DEF,4,0,3,0,4,2016,Round 6
167,130,Sean Lemmens,DEF,4,0,0,1,0,2016,Round 6
168,130,Matthew Leuenberger,RUC,4,0,0,0,1,2016,Round 6
169,130,Tom J. Lynch,KEYF,4,1,1,1,1,2016,Round 6
170,130,Nick Malceski,MID,4,0,1,0,0,2016,Round 6
171,130,Mitch McGovern,KEYF,4,2,1,0,1,2016,Round 6
172,130,Toby McLean,FWD,4,0,1,0,1,2016,Round 6
173,130,Zach Merrett,MID,4,0,0,0,0,2016,Round 6
174,130,Anthony Miles,MID,4,0,0,0,1,2016,Round 6
175,130,Darcy Moore,KEYF,4,2,2,0,0,2016,Round 6
176,130,Shane Mumford,RUC,4,0,3,0,3,2016,Round 6
177,130,Luke Parker,MID,4,2,1,0,0,2016,Round 6
178,130,Jonathon Patton,KEYF,4,0,2,1,1,2016,Round 6
179,130,Alex Pearce,KEYD,4,0,0,0,1,2016,Round 6
180,130,Mitch Robinson,MID,4,0,1,1,1,2016,Round 6
181,130,Tommy Sheridan,DEF,4,0,1,0,1,2016,Round 6
