,Rank,Player,Position,M    ,Mi50,CM,MOL,IM,Season,Round
0,1,Sam Gibson,MID,13,0,0,0,0,2012,Round 21
1,2,Steven May,KEYF,12,2,4,4,2,2012,Round 21
2,3,Adam Goodes,FWD,11,3,1,3,3,2012,Round 21
3,3,Brent Harvey,FWD,11,0,0,2,1,2012,Round 21
4,3,Josh Hunt,DEF,11,1,2,0,6,2012,Round 21
5,3,Brian Lake,KEYD,11,2,1,1,2,2012,Round 21
6,3,Adam McPhee,DEF,11,0,0,0,1,2012,Round 21
7,8,Liam Anthony,MID,10,0,0,1,0,2012,Round 21
8,8,Kane Cornes,MID,10,1,0,0,1,2012,Round 21
9,8,Lynden Dunn,DEF,10,0,1,0,3,2012,Round 21
10,8,Bryce Gibbs,MID,10,0,0,0,1,2012,Round 21
11,8,Jonathan Giles,RUC,10,0,5,1,3,2012,Round 21
12,8,Brendon Goddard,DEF,10,1,1,1,1,2012,Round 21
13,8,Steele Sidebottom,MID,10,2,0,1,1,2012,Round 21
14,8,Kade Simpson,MID,10,3,1,1,0,2012,Round 21
15,16,Gary Ablett,MID,9,1,1,2,4,2012,Round 21
16,16,Ryan Bastinac,MID,9,0,0,0,0,2012,Round 21
17,16,Dean Cox,RUC,9,0,1,0,2,2012,Round 21
18,16,Paul Duffield,DEF,9,0,0,0,2,2012,Round 21
19,16,Jeff Garlett,FWD,9,4,0,3,0,2012,Round 21
20,16,Jason Gram,DEF,9,0,0,1,1,2012,Round 21
21,16,Jack Gunston,FWD,9,4,1,3,0,2012,Round 21
22,16,Marc Murphy,MID,9,1,0,0,0,2012,Round 21
23,16,Brent Reilly,DEF,9,0,0,0,3,2012,Round 21
24,16,Scott Selwood,MID,9,3,0,0,0,2012,Round 21
25,16,Rory Sloane,MID,9,0,1,0,2,2012,Round 21
26,16,Lee Spurr,DEF,9,0,0,0,1,2012,Round 21
27,16,Dale Thomas,FWD,9,1,0,2,0,2012,Round 21
28,16,Shane Tuck,MID,9,0,3,0,5,2012,Round 21
29,16,Justin Westhoff,KEYF,9,1,0,2,0,2012,Round 21
30,31,Michael Barlow,MID,8,0,1,0,1,2012,Round 21
31,31,Campbell Brown,FWD,8,4,1,2,0,2012,Round 21
32,31,Brett Ebert,FWD,8,4,2,3,1,2012,Round 21
33,31,Quinten Lynch,KEYF,8,2,1,1,0,2012,Round 21
34,31,Brock McLean,MID,8,3,0,1,0,2012,Round 21
35,31,Luke McPharlin,KEYD,8,0,1,0,1,2012,Round 21
36,31,Leigh Montagna,MID,8,0,0,0,0,2012,Round 21
37,31,Drew Petrie,KEYF,8,5,3,4,0,2012,Round 21
