,Rank,Player,Position,M    ,Mi50,CM,MOL,IM,Season,Round
0,1,Kade Kolodjashnij,DEF,13,0,1,0,5,2015,Round 8
1,2,Jack Hombsch,KEYD,12,0,2,0,5,2015,Round 8
2,2,Marley Williams,DEF,12,0,0,0,0,2015,Round 8
3,4,Taylor Walker,KEYF,11,2,0,5,1,2015,Round 8
4,5,Tomas Bugg,DEF,10,1,1,0,1,2015,Round 8
5,5,Jared Rivers,KEYD,10,0,2,0,4,2015,Round 8
6,5,Kade Simpson,DEF,10,0,4,0,6,2015,Round 8
7,5,Travis Varcoe,FWD,10,0,0,0,1,2015,Round 8
8,9,Mark Baguley,DEF,9,0,3,0,5,2015,Round 8
9,9,Matt Buntine,DEF,9,1,1,0,2,2015,Round 8
10,9,Lynden Dunn,KEYD,9,0,1,0,4,2015,Round 8
11,9,Shaun Higgins,FWD,9,0,0,1,0,2015,Round 8
12,9,Jesse Hogan,KEYF,9,5,2,3,0,2015,Round 8
13,9,Cale Hooker,KEYD,9,0,3,1,5,2015,Round 8
14,9,Michael Hurley,KEYD,9,0,0,0,4,2015,Round 8
15,9,Sam Jacobs,RUC,9,2,1,0,2,2015,Round 8
16,9,Clancee Pearce,DEF,9,0,0,0,1,2015,Round 8
17,9,Drew Petrie,KEYF,9,3,1,6,1,2015,Round 8
18,9,Sam Reid,KEYF,9,2,3,0,1,2015,Round 8
19,9,Jack Riewoldt,KEYF,9,5,2,4,1,2015,Round 8
20,9,Isaac Smith,MID,9,1,0,0,1,2015,Round 8
21,9,Nick Smith,DEF,9,0,1,0,2,2015,Round 8
22,9,Jack Steven,MID,9,1,0,0,1,2015,Round 8
23,24,Mark Blicavs,RUC,8,0,3,0,5,2015,Round 8
24,24,Joe Daniher,KEYF,8,5,5,2,0,2015,Round 8
25,24,Andrew Gaff,MID,8,1,0,1,1,2015,Round 8
26,24,Josh Gibson,KEYD,8,0,3,0,4,2015,Round 8
27,24,Mitchell Grigg,FWD,8,0,0,0,1,2015,Round 8
28,24,Jack Grimes,DEF,8,0,2,0,1,2015,Round 8
29,24,Jack Gunston,KEYF,8,4,0,4,1,2015,Round 8
30,24,Garrick Ibbotson,DEF,8,0,0,0,3,2015,Round 8
31,24,Michael Johnson,KEYD,8,0,0,0,1,2015,Round 8
32,24,James Kelly,MID,8,1,0,0,1,2015,Round 8
33,24,Jesse Lonergan,MID,8,0,1,0,2,2015,Round 8
34,24,Fraser McInnes,KEYF,8,1,1,1,1,2015,Round 8
35,24,Luke McPharlin,KEYD,8,0,0,0,4,2015,Round 8
36,24,Jarrad McVeigh,MID,8,1,1,0,0,2015,Round 8
37,24,David Mundy,MID,8,1,0,0,2,2015,Round 8
38,24,Jordan Murdoch,MID,8,2,0,0,3,2015,Round 8
39,24,Callan Ward,MID,8,1,0,2,0,2015,Round 8
40,24,Justin Westhoff,KEYF,8,0,4,0,4,2015,Round 8
41,42,Michael Barlow,FWD,7,2,0,0,0,2015,Round 8
42,42,Harley Bennell,FWD,7,0,1,0,0,2015,Round 8
43,42,Jake Carlisle,KEYF,7,3,2,1,1,2015,Round 8
44,42,Travis Cloke,KEYF,7,2,2,4,0,2015,Round 8
45,42,Brandon Ellis,MID,7,1,2,2,3,2015,Round 8
46,42,Alex Fasolo,FWD,7,3,1,4,0,2015,Round 8
47,42,Colin Garland,DEF,7,0,1,0,1,2015,Round 8
48,42,Adam Goodes,FWD,7,2,2,3,0,2015,Round 8
49,42,Mitch Hallahan,MID,7,0,0,2,1,2015,Round 8
50,42,Jeremy Howe,DEF,7,3,2,1,0,2015,Round 8
51,42,Liam Jones,KEYF,7,1,2,3,1,2015,Round 8
52,42,Josh J. Kennedy,KEYF,7,3,1,2,1,2015,Round 8
53,42,Shane Kersten,KEYF,7,1,0,2,0,2015,Round 8
54,42,Lachie Neale,MID,7,0,0,0,0,2015,Round 8
55,42,Tom Nicholls,RUC,7,1,2,0,3,2015,Round 8
56,42,Cameron Pedersen,KEYF,7,1,1,2,1,2015,Round 8
57,42,Scott Pendlebury,MID,7,3,1,2,0,2015,Round 8
58,42,Ted Richards,KEYD,7,0,1,0,3,2015,Round 8
59,42,Jordan Roughead,KEYD,7,0,1,1,2,2015,Round 8
60,42,Shane Savage,DEF,7,0,1,0,2,2015,Round 8
61,62,Matthew Boyd,DEF,6,0,1,0,3,2015,Round 8
62,62,Sam Butler,DEF,6,0,0,0,2,2015,Round 8
63,62,Paul Chapman,FWD,6,2,0,2,0,2015,Round 8
64,62,Luke Dahlhaus,FWD,6,3,2,1,0,2015,Round 8
65,62,Patrick Dangerfield,MID,6,0,3,0,5,2015,Round 8
66,62,Brett Deledio,FWD,6,2,0,1,1,2015,Round 8
67,62,Sean Dempster,DEF,6,0,1,0,2,2015,Round 8
68,62,Liam Duggan,FWD,6,1,0,0,1,2015,Round 8
69,62,Jamie Elliott,FWD,6,4,1,4,0,2015,Round 8
70,62,Michael Firrito,KEYD,6,0,0,0,0,2015,Round 8
71,62,Tyson Goldsack,DEF,6,0,1,0,1,2015,Round 8
72,62,Toby Greene,FWD,6,2,0,4,0,2015,Round 8
73,62,Brent Harvey,FWD,6,1,0,0,0,2015,Round 8
74,62,Bradley Hill,MID,6,0,0,0,1,2015,Round 8
75,62,Adam Kennedy,DEF,6,0,0,0,1,2015,Round 8
76,62,Jake Lever,KEYD,6,0,2,0,4,2015,Round 8
77,62,Jordan Lewis,MID,6,1,0,1,1,2015,Round 8
78,62,Tom Lonergan,KEYD,6,1,2,0,1,2015,Round 8
79,62,Andrew Mackie,DEF,6,0,0,0,0,2015,Round 8
80,62,Cam McCarthy,KEYF,6,4,1,4,0,2015,Round 8
81,62,Ben McGlynn,FWD,6,0,1,2,0,2015,Round 8
82,62,Jeremy McGovern,KEYD,6,0,2,0,4,2015,Round 8
83,62,Troy Menzel,FWD,6,3,1,1,0,2015,Round 8
84,62,Leigh Montagna,MID,6,1,0,0,0,2015,Round 8
85,62,Marco Paparone,DEF,6,0,1,0,3,2015,Round 8
86,62,Luke Parker,MID,6,2,3,0,0,2015,Round 8
87,62,Dion Prestia,MID,6,0,0,0,0,2015,Round 8
88,62,Mitch Robinson,FWD,6,0,0,1,2,2015,Round 8
89,62,Tom Rockliff,MID,6,0,0,2,0,2015,Round 8
90,62,Jarryd Roughead,KEYF,6,1,0,2,2,2015,Round 8
91,62,Adam Schneider,FWD,6,1,0,0,0,2015,Round 8
92,62,Tom Scully,MID,6,0,0,0,0,2015,Round 8
93,62,Cameron Shenton,DEF,6,0,0,0,1,2015,Round 8
94,62,Danny Stanley,FWD,6,0,1,1,0,2015,Round 8
95,62,Brent Stanton,MID,6,1,0,1,0,2015,Round 8
96,62,Mathew Stokes,FWD,6,1,0,0,0,2015,Round 8
97,62,Cam Sutcliffe,DEF,6,0,0,1,0,2015,Round 8
98,62,Harry Taylor,KEYD,6,0,0,0,1,2015,Round 8
