,Rank,Player,Position,M    ,Mi50,CM,MOL,IM,Season,Round
0,1,Christian Salem,DEF,7,0,0,0,2,2021,Grand Final
1,2,Zaine Cordy,KEYD,6,0,1,0,2,2021,Grand Final
2,2,Caleb Daniel,DEF,6,0,0,0,1,2021,Grand Final
3,4,Angus Brayshaw,MID,5,1,0,0,0,2021,Grand Final
4,4,Bailey Dale,DEF,5,0,0,0,0,2021,Grand Final
5,4,Bayley Fritsch,FWD,5,4,0,3,0,2021,Grand Final
6,4,Max Gawn,RUC,5,2,2,0,2,2021,Grand Final
7,4,Alex Keath,KEYD,5,0,1,0,1,2021,Grand Final
8,4,Steven May,KEYD,5,0,2,0,2,2021,Grand Final
9,4,Alex Neal-Bullen,FWD,5,1,0,0,1,2021,Grand Final
10,11,Marcus Bontempelli,MID,4,2,1,0,0,2021,Grand Final
11,11,Jake Bowey,DEF,4,0,0,0,0,2021,Grand Final
12,11,Ben Brown,KEYF,4,4,2,0,0,2021,Grand Final
13,11,Taylor Duryea,DEF,4,0,0,0,1,2021,Grand Final
14,11,Jason Johannisen,FWD,4,1,1,0,0,2021,Grand Final
15,11,Tom McDonald,KEYF,4,2,0,1,0,2021,Grand Final
16,11,Aaron Naughton,KEYF,4,0,1,1,0,2021,Grand Final
17,11,Clayton Oliver,MID,4,0,0,0,2,2021,Grand Final
18,11,Roarke Smith,MID,4,0,0,0,0,2021,Grand Final
19,11,Bailey Smith,MID,4,0,0,1,0,2021,Grand Final
20,11,Easton Wood,DEF,4,0,0,0,1,2021,Grand Final
21,22,Tim English,RUC,3,0,1,0,0,2021,Grand Final
22,22,James Harmes,MID,3,0,0,0,1,2021,Grand Final
23,22,Lachie Hunter,MID,3,0,0,0,0,2021,Grand Final
24,22,Luke Jackson,RUC,3,2,1,0,0,2021,Grand Final
25,22,Tom Liberatore,MID,3,0,0,0,0,2021,Grand Final
26,22,Jack Macrae,MID,3,0,0,1,0,2021,Grand Final
27,22,Christian Petracca,MID,3,0,0,0,0,2021,Grand Final
28,22,Josh Schache,KEYD,3,0,0,0,0,2021,Grand Final
29,22,Adam Treloar,FWD,3,0,0,0,1,2021,Grand Final
30,22,Bailey Williams,DEF,3,0,0,0,1,2021,Grand Final
31,32,Ed Langdon,MID,2,1,0,0,0,2021,Grand Final
32,32,Jake Lever,KEYD,2,0,0,0,1,2021,Grand Final
33,32,Stefan Martin,RUC,2,0,1,0,2,2021,Grand Final
34,32,Trent Rivers,DEF,2,0,0,0,1,2021,Grand Final
35,32,Jack Viney,MID,2,0,0,0,0,2021,Grand Final
36,37,Josh Dunkley,FWD,1,0,0,0,0,2021,Grand Final
37,37,Mitch Hannan,FWD,1,0,0,0,0,2021,Grand Final
38,37,Michael Hibberd,DEF,1,0,0,0,0,2021,Grand Final
39,37,Harrison Petty,KEYD,1,0,0,0,0,2021,Grand Final
40,37,Tom Sparrow,FWD,1,0,0,1,0,2021,Grand Final
41,37,Cody Weightman,FWD,1,1,0,1,0,2021,Grand Final
42,43,James Jordon,MID,0,0,0,0,0,2021,Grand Final
43,43,Kysaiah Pickett,FWD,0,0,0,0,0,2021,Grand Final
44,43,Charlie Spargo,FWD,0,0,0,0,0,2021,Grand Final
45,43,Laitham Vandermeer,FWD,0,0,0,0,0,2021,Grand Final
