,Rank,Player,Position,M    ,Mi50,CM,MOL,IM,Season,Round
0,1,Charlie Curnow,KEYF,11,3,5,2,0,2023,Round 18
1,1,Ed Richards,DEF,11,0,1,0,4,2023,Round 18
2,3,Harris Andrews,KEYD,10,0,1,0,3,2023,Round 18
3,3,Luke Davies-Uniacke,MID,10,0,0,0,0,2023,Round 18
4,3,Hugh McCluggage,MID,10,1,0,2,1,2023,Round 18
5,3,Jake Melksham,FWD,10,4,4,2,0,2023,Round 18
6,3,Wil Powell,DEF,10,0,1,0,5,2023,Round 18
7,3,Callum Wilkie,KEYD,10,0,3,0,3,2023,Round 18
8,3,Brandon Zerk-Thatcher,KEYD,10,0,1,0,4,2023,Round 18
9,10,Ben Ainsworth,FWD,9,3,0,4,0,2023,Round 18
10,10,Josh Goater,DEF,9,1,0,0,2,2023,Round 18
11,10,Dan Houston,DEF,9,0,1,0,4,2023,Round 18
12,10,Jack Riewoldt,KEYF,9,7,3,2,0,2023,Round 18
13,10,Brandon Starcevich,DEF,9,0,2,0,4,2023,Round 18
14,10,Curtis Taylor,FWD,9,0,2,1,3,2023,Round 18
15,16,Blake Acres,MID,8,2,2,0,4,2023,Round 18
16,16,Rory Atkins,DEF,8,1,0,0,1,2023,Round 18
17,16,Jack Bowes,DEF,8,0,1,1,1,2023,Round 18
18,16,Tom Cole,DEF,8,0,0,0,0,2023,Round 18
19,16,Harry Cunningham,DEF,8,0,0,0,1,2023,Round 18
20,16,Joe Daniher,KEYF,8,4,2,0,0,2023,Round 18
21,16,Jordan De Goey,MID,8,0,0,1,0,2023,Round 18
22,16,Xavier Duursma,MID,8,0,0,0,1,2023,Round 18
23,16,Eddie Ford,FWD,8,0,0,0,0,2023,Round 18
24,16,Tom Hawkins,KEYF,8,8,3,5,0,2023,Round 18
25,16,Max Holmes,MID,8,1,0,0,2,2023,Round 18
26,16,James Jordon,FWD,8,1,0,0,0,2023,Round 18
27,16,Dustin Martin,FWD,8,4,2,0,0,2023,Round 18
28,16,Touk Miller,MID,8,2,0,1,0,2023,Round 18
29,16,Darcy Moore,KEYD,8,0,4,0,6,2023,Round 18
30,16,John Noble,DEF,8,0,0,1,0,2023,Round 18
31,16,Jack Payne,KEYD,8,0,2,0,3,2023,Round 18
32,16,Bailey Scott,MID,8,0,0,0,0,2023,Round 18
33,16,Jack Scrimshaw,DEF,8,0,1,0,5,2023,Round 18
34,16,Isaac Smith,FWD,8,0,0,1,1,2023,Round 18
35,16,Tom Stewart,DEF,8,0,2,0,6,2023,Round 18
36,16,Corey Wagner,DEF,8,0,0,0,0,2023,Round 18
37,16,Bailey Williams,MID,8,0,0,0,1,2023,Round 18
38,39,Taylor Adams,FWD,7,3,1,0,0,2023,Round 18
39,39,Jack Darling,KEYF,7,3,2,0,0,2023,Round 18
40,39,Jordan Dawson,MID,7,3,2,0,4,2023,Round 18
