,Rank,Player,Position,M    ,Mi50,CM,MOL,IM,Season,Round
0,1,Kurt Tippett,KEYF,11,5,7,2,1,2012,Preliminary Finals
1,2,Jason Porplyzia,FWD,10,1,2,1,0,2012,Preliminary Finals
2,3,Adam Goodes,FWD,9,4,4,0,0,2012,Preliminary Finals
3,3,Heritier Lumumba,DEF,9,0,1,0,2,2012,Preliminary Finals
4,3,Chris Tarrant,KEYF,9,0,1,0,4,2012,Preliminary Finals
5,6,Jordan Lewis,FWD,8,1,0,2,0,2012,Preliminary Finals
6,6,Andy Otten,DEF,8,0,1,0,2,2012,Preliminary Finals
7,6,Cyril Rioli,FWD,8,2,2,1,1,2012,Preliminary Finals
8,6,Isaac Smith,MID,8,0,0,0,0,2012,Preliminary Finals
9,6,Dale Thomas,FWD,8,0,2,0,1,2012,Preliminary Finals
10,11,Travis Cloke,KEYF,7,2,2,2,1,2012,Preliminary Finals
11,11,Patrick Dangerfield,MID,7,0,1,0,0,2012,Preliminary Finals
12,11,Josh Gibson,KEYD,7,0,0,0,3,2012,Preliminary Finals
13,11,Ricky Henderson,DEF,7,0,0,0,2,2012,Preliminary Finals
14,11,Jarrad McVeigh,MID,7,0,0,0,0,2012,Preliminary Finals
15,11,Ben Reid,KEYD,7,0,1,0,3,2012,Preliminary Finals
16,11,Rhyce Shaw,DEF,7,0,2,0,3,2012,Preliminary Finals
17,11,Dane Swan,MID,7,2,0,1,1,2012,Preliminary Finals
18,11,Scott Thompson,MID,7,0,0,0,1,2012,Preliminary Finals
19,11,Bernie Vince,MID,7,0,0,1,0,2012,Preliminary Finals
20,11,Taylor Walker,KEYF,7,3,1,1,0,2012,Preliminary Finals
21,11,Sharrod Wellingham,FWD,7,0,0,1,1,2012,Preliminary Finals
22,11,Matthew Wright,FWD,7,1,0,0,1,2012,Preliminary Finals
23,24,Grant Birchall,DEF,6,0,0,0,1,2012,Preliminary Finals
24,24,Chris Dawes,KEYF,6,0,1,3,0,2012,Preliminary Finals
25,24,David Mackay,MID,6,0,0,0,0,2012,Preliminary Finals
26,24,Ben Rutten,KEYD,6,0,1,0,1,2012,Preliminary Finals
27,24,Heath Shaw,DEF,6,0,0,0,4,2012,Preliminary Finals
28,24,Steele Sidebottom,MID,6,0,0,0,0,2012,Preliminary Finals
29,30,Craig Bird,FWD,5,3,0,1,0,2012,Preliminary Finals
30,30,Luke Breust,FWD,5,3,0,1,0,2012,Preliminary Finals
31,30,Michael Doughty,DEF,5,0,0,0,0,2012,Preliminary Finals
32,30,Heath Grundy,KEYD,5,0,0,0,1,2012,Preliminary Finals
33,30,Lewis Jetta,FWD,5,0,0,0,0,2012,Preliminary Finals
34,30,Ben Johnson,MID,5,1,0,0,1,2012,Preliminary Finals
35,30,Ryan O'Keefe,MID,5,0,0,0,0,2012,Preliminary Finals
36,30,Clinton Young,MID,5,0,0,0,0,2012,Preliminary Finals
37,38,Alex Fasolo,FWD,4,1,1,1,0,2012,Preliminary Finals
38,38,Lance Franklin,KEYF,4,2,1,3,0,2012,Preliminary Finals
39,38,Tyson Goldsack,FWD,4,2,1,1,0,2012,Preliminary Finals
40,38,Josh P. Kennedy,MID,4,2,1,0,0,2012,Preliminary Finals
41,38,Tom Murphy,DEF,4,0,1,0,1,2012,Preliminary Finals
42,38,Scott Pendlebury,MID,4,1,0,0,1,2012,Preliminary Finals
43,38,Ted Richards,KEYD,4,0,3,0,4,2012,Preliminary Finals
44,38,Lewis Roberts-Thomson,KEYF,4,1,2,1,0,2012,Preliminary Finals
45,38,Jarryd Roughead,KEYF,4,1,0,2,1,2012,Preliminary Finals
46,38,Ryan Schoenmakers,KEYD,4,0,0,0,1,2012,Preliminary Finals
47,38,Liam Shiels,MID,4,1,0,0,0,2012,Preliminary Finals
48,38,Rory Sloane,MID,4,0,0,0,1,2012,Preliminary Finals
49,38,Brodie Smith,DEF,4,0,0,0,0,2012,Preliminary Finals
50,38,Matthew Suckling,DEF,4,0,0,0,0,2012,Preliminary Finals
51,38,Luke Thompson,DEF,4,0,0,0,2,2012,Preliminary Finals
52,53,Dayne Beams,MID,3,0,0,0,0,2012,Preliminary Finals
53,53,Jarryd Blair,FWD,3,1,2,0,0,2012,Preliminary Finals
54,53,Jude Bolton,FWD,3,1,0,0,0,2012,Preliminary Finals
55,53,Nathan Brown,KEYD,3,0,0,0,1,2012,Preliminary Finals
56,53,Jack Gunston,FWD,3,1,0,0,0,2012,Preliminary Finals
57,53,Dan Hannebery,MID,3,0,0,0,0,2012,Preliminary Finals
58,53,Nick Malceski,DEF,3,0,1,0,0,2012,Preliminary Finals
59,53,Shane Mumford,RUC,3,1,3,0,1,2012,Preliminary Finals
60,53,Mike Pyke,RUC,3,1,1,0,0,2012,Preliminary Finals
61,53,Sam Reid,KEYF,3,0,0,0,1,2012,Preliminary Finals
62,53,Brent Reilly,DEF,3,0,0,0,0,2012,Preliminary Finals
63,53,Brad Sewell,MID,3,0,0,0,0,2012,Preliminary Finals
64,53,Nick Smith,DEF,3,0,1,0,3,2012,Preliminary Finals
65,53,Ben Stratton,KEYD,3,0,0,0,2,2012,Preliminary Finals
66,53,Alan Toovey,DEF,3,0,0,0,0,2012,Preliminary Finals
67,53,Nathan Van Berlo,MID,3,0,0,0,0,2012,Preliminary Finals
68,69,Shaun Burgoyne,DEF,2,0,1,0,1,2012,Preliminary Finals
69,69,Ian Callinan,FWD,2,1,1,0,0,2012,Preliminary Finals
70,69,Richard Douglas,MID,2,0,0,0,0,2012,Preliminary Finals
71,69,David Hale,RUC,2,0,2,0,1,2012,Preliminary Finals
72,69,Sam Jacobs,RUC,2,0,0,0,0,2012,Preliminary Finals
73,69,Graham Johncock,FWD,2,0,0,0,0,2012,Preliminary Finals
74,69,Alex Johnson,DEF,2,0,0,0,1,2012,Preliminary Finals
75,69,Darren Jolly,RUC,2,0,1,0,0,2012,Preliminary Finals
76,69,Andrew Krakouer,FWD,2,0,1,0,0,2012,Preliminary Finals
77,69,Marty Mattner,DEF,2,0,0,0,0,2012,Preliminary Finals
78,69,Mitch Morton,FWD,2,0,0,0,0,2012,Preliminary Finals
79,69,Luke Parker,MID,2,0,0,0,0,2012,Preliminary Finals
80,69,Paul Puopolo,FWD,2,0,0,0,0,2012,Preliminary Finals
81,69,Ben Sinclair,FWD,2,0,0,1,0,2012,Preliminary Finals
82,83,Jamie Elliott,FWD,1,0,0,1,0,2012,Preliminary Finals
83,83,Sam Mitchell,MID,1,0,0,0,0,2012,Preliminary Finals
84,83,Jared Petrenko,FWD,1,1,1,0,0,2012,Preliminary Finals
85,83,Shane Savage,FWD,1,0,1,0,0,2012,Preliminary Finals
86,87,Xavier Ellis,MID,0,0,0,0,0,2012,Preliminary Finals
87,87,Kieren Jack,MID,0,0,0,0,0,2012,Preliminary Finals
