,Rank,Player,Position,T    ,Ti50,PA,DHPA,S,CDOOO,CDL,CDL%,Season,Round
0,1,Liam Shiels,MID,11,2,24,7,2,0,0,0,2016,Finals Week 1
1,2,Dylan Shiel,MID,10,3,29,15,1,1,0,0,2016,Finals Week 1
2,2,Devon Smith,FWD,10,2,24,3,0,0,0,0,2016,Finals Week 1
3,4,Stephen Coniglio,MID,9,1,19,8,0,0,0,0,2016,Finals Week 1
4,4,Luke Dahlhaus,FWD,9,1,19,6,1,0,0,0,2016,Finals Week 1
5,4,Ryan Griffen,MID,9,1,25,11,0,0,0,0,2016,Finals Week 1
6,4,Jarryd Lyons,MID,9,1,25,7,1,0,0,0,2016,Finals Week 1
7,4,Clay Smith,FWD,9,2,22,9,0,0,0,0,2016,Finals Week 1
8,9,Matthew Priddis,MID,8,0,20,11,0,0,0,0,2016,Finals Week 1
9,9,Scott Selwood,MID,8,2,20,10,0,0,0,0,2016,Finals Week 1
10,9,Scott Thompson,MID,8,3,19,9,0,0,0,0,2016,Finals Week 1
11,12,Dan Hannebery,MID,7,1,18,12,0,0,0,0,2016,Finals Week 1
12,12,Kieren Jack,MID,7,0,27,13,1,0,0,0,2016,Finals Week 1
13,12,Nick Smith,DEF,7,0,15,12,3,1,0,0,2016,Finals Week 1
14,12,Andrew Swallow,MID,7,0,23,11,0,0,0,0,2016,Finals Week 1
15,12,Elliot Yeo,FWD,7,3,24,10,0,1,0,0,2016,Finals Week 1
16,17,Jimmy Bartel,MID,6,2,13,4,0,0,0,0,2016,Finals Week 1
17,17,Mark Blicavs,MID,6,2,15,7,1,1,0,0,2016,Finals Week 1
18,17,Josh Cowan,MID,6,3,13,4,0,0,0,0,2016,Finals Week 1
19,17,Jamie Cripps,FWD,6,2,17,6,0,0,0,0,2016,Finals Week 1
20,17,Ben Cunnington,MID,6,1,14,8,0,0,0,0,2016,Finals Week 1
21,17,Jason Johannisen,DEF,6,0,21,15,2,0,0,0,2016,Finals Week 1
22,17,Scott Lycett,RUC,6,0,14,12,1,0,0,0,2016,Finals Week 1
23,17,Luke Parker,MID,6,1,21,11,1,0,0,0,2016,Finals Week 1
24,17,Will Schofield,KEYD,6,0,10,10,5,2,0,0,2016,Finals Week 1
25,17,Luke Shuey,MID,6,0,22,9,1,0,0,0,2016,Finals Week 1
26,17,Lachie Whitfield,MID,6,0,20,7,1,0,0,0,2016,Finals Week 1
27,17,Zac Williams,DEF,6,0,11,9,1,1,0,0,2016,Finals Week 1
28,29,Tom Boyd,KEYF,5,0,10,3,6,0,0,0,2016,Finals Week 1
29,29,Brad Crouch,MID,5,1,14,6,0,1,0,0,2016,Finals Week 1
30,29,Phil Davis,KEYD,5,0,8,8,6,4,2,50,2016,Finals Week 1
31,29,Tory Dickson,FWD,5,2,13,5,0,0,0,0,2016,Finals Week 1
32,29,Josh Gibson,KEYD,5,0,13,10,6,2,0,0,2016,Finals Week 1
33,29,Daniel Howe,DEF,5,1,17,8,4,2,1,50,2016,Finals Week 1
34,29,Mark Hutchings,MID,5,0,17,8,0,0,0,0,2016,Finals Week 1
35,29,Sam Jacobs,RUC,5,0,7,3,5,1,1,100,2016,Finals Week 1
36,29,Josh Kelly,MID,5,2,20,11,1,0,0,0,2016,Finals Week 1
37,29,Jordan Lewis,MID,5,1,17,10,3,0,0,0,2016,Finals Week 1
38,29,Mitch McGovern,KEYF,5,2,21,3,0,0,0,0,2016,Finals Week 1
39,29,Shane Mumford,RUC,5,1,15,6,4,1,0,0,2016,Finals Week 1
40,29,Tom Scully,MID,5,0,22,7,3,1,0,0,2016,Finals Week 1
41,42,Marcus Bontempelli,MID,4,0,22,12,3,0,0,0,2016,Finals Week 1
42,42,Shaun Burgoyne,DEF,4,0,26,18,1,2,1,50,2016,Finals Week 1
43,42,Matt Crouch,MID,4,0,14,7,1,1,0,0,2016,Finals Week 1
44,42,Caleb Daniel,FWD,4,0,13,8,0,0,0,0,2016,Finals Week 1
45,42,Josh Dunkley,FWD,4,1,13,2,0,0,0,0,2016,Finals Week 1
46,42,Todd Goldstein,RUC,4,0,15,7,1,0,0,0,2016,Finals Week 1
47,42,Toby Greene,FWD,4,3,13,2,3,2,0,0,2016,Finals Week 1
48,42,Luke Hodge,DEF,4,1,15,12,1,2,0,0,2016,Finals Week 1
49,42,Jack Macrae,FWD,4,0,17,4,1,0,0,0,2016,Finals Week 1
50,42,Ben McGlynn,FWD,4,1,14,4,0,0,0,0,2016,Finals Week 1
51,42,Sam Menegola,MID,4,0,17,7,0,0,0,0,2016,Finals Week 1
52,42,Sam Mitchell,MID,4,1,20,12,0,1,1,100,2016,Finals Week 1
53,42,Gary Rohan,FWD,4,1,11,3,0,0,0,0,2016,Finals Week 1
54,42,Joel Selwood,MID,4,1,24,13,0,0,0,0,2016,Finals Week 1
55,42,Brad Sheppard,DEF,4,0,18,14,2,1,0,0,2016,Finals Week 1
56,42,Matthew Suckling,DEF,4,0,8,5,3,2,0,0,2016,Finals Week 1
57,42,Callan Ward,MID,4,0,14,8,1,0,0,0,2016,Finals Week 1
58,42,Sharrod Wellingham,DEF,4,0,11,7,4,2,1,50,2016,Finals Week 1
59,60,Aliir Aliir,KEYD,3,1,9,6,0,1,0,0,2016,Finals Week 1
60,60,Jed Anderson,FWD,3,1,18,9,2,0,0,0,2016,Finals Week 1
61,60,Luke Breust,FWD,3,2,19,6,1,0,0,0,2016,Finals Week 1
62,60,Luke Brown,DEF,3,0,8,6,1,2,0,0,2016,Finals Week 1
63,60,Mitchell Brown,KEYF,3,2,7,1,5,1,0,0,2016,Finals Week 1
64,60,Sam Butler,DEF,3,0,14,11,2,0,0,0,2016,Finals Week 1
65,60,Jeremy Cameron,KEYF,3,2,10,2,1,0,0,0,2016,Finals Week 1
66,60,Patrick Dangerfield,MID,3,2,22,7,0,0,0,0,2016,Finals Week 1
67,60,Jack Darling,KEYF,3,2,15,4,2,0,0,0,2016,Finals Week 1
68,60,Richard Douglas,FWD,3,0,12,4,0,0,0,0,2016,Finals Week 1
69,60,Corey Enright,DEF,3,0,14,12,3,3,1,33.3,2016,Finals Week 1
70,60,Jack Fitzpatrick,RUC,3,0,8,3,1,0,0,0,2016,Finals Week 1
71,60,Jonathan Giles,RUC,3,0,13,5,2,1,0,0,2016,Finals Week 1
72,60,Heath Grundy,KEYD,3,0,5,4,3,3,1,33.3,2016,Finals Week 1
73,60,Jack Gunston,KEYF,3,0,16,6,0,0,0,0,2016,Finals Week 1
74,60,Lachlan Hansen,KEYD,3,0,6,6,5,3,1,33.3,2016,Finals Week 1
75,60,Shaun Higgins,FWD,3,0,17,7,0,0,0,0,2016,Finals Week 1
76,60,Bradley Hill,FWD,3,0,13,8,1,1,0,0,2016,Finals Week 1
77,60,Jacob Hopper,FWD,3,2,13,3,1,1,1,100,2016,Finals Week 1
78,60,Lachie Hunter,MID,3,0,18,10,0,0,0,0,2016,Finals Week 1
79,60,Josh Jenkins,KEYF,3,1,11,2,4,1,0,0,2016,Finals Week 1
80,60,Steve Johnson,FWD,3,0,13,3,2,0,0,0,2016,Finals Week 1
81,60,Jake Kolodjashnij,DEF,3,0,6,6,3,0,0,0,2016,Finals Week 1
82,60,Mark LeCras,FWD,3,1,10,3,0,0,0,0,2016,Finals Week 1
83,60,Tom Liberatore,MID,3,0,18,8,0,0,0,0,2016,Finals Week 1
84,60,Tom Lynch,FWD,3,1,17,5,0,0,0,0,2016,Finals Week 1
85,60,David Mackay,MID,3,0,11,3,1,0,0,0,2016,Finals Week 1
86,60,Lincoln McCarthy,FWD,3,0,16,7,1,0,0,0,2016,Finals Week 1
87,60,Ben McEvoy,RUC,3,0,13,7,2,1,0,0,2016,Finals Week 1
88,60,Jarrad McVeigh,DEF,3,0,14,6,2,1,0,0,2016,Finals Week 1
89,60,Tom Mitchell,MID,3,0,12,6,0,1,0,0,2016,Finals Week 1
90,60,Drew Petrie,KEYF,3,1,8,3,4,0,0,0,2016,Finals Week 1
91,60,Liam Picken,MID,3,0,18,8,2,1,0,0,2016,Finals Week 1
92,60,Cyril Rioli,FWD,3,1,15,2,1,0,0,0,2016,Finals Week 1
93,60,Jordan Roughead,RUC,3,1,11,6,4,0,0,0,2016,Finals Week 1
94,60,Rhys Stanley,RUC,3,0,6,0,2,0,0,0,2016,Finals Week 1
95,96,Rory Atkins,MID,2,0,13,5,0,0,0,0,2016,Finals Week 1
96,96,Eddie Betts,FWD,2,2,14,2,1,0,0,0,2016,Finals Week 1
97,96,Shane Biggs,DEF,2,0,11,7,1,0,0,0,2016,Finals Week 1
98,96,Matthew Boyd,DEF,2,0,5,4,3,0,0,0,2016,Finals Week 1
99,96,Josh Caddy,FWD,2,0,14,9,2,0,0,0,2016,Finals Week 1
100,96,Majak Daw,RUC,2,0,9,3,0,0,0,0,2016,Finals Week 1
101,96,Cameron Guthrie,MID,2,1,16,6,2,2,0,0,2016,Finals Week 1
102,96,Tom Hawkins,KEYF,2,0,12,6,1,0,0,0,2016,Finals Week 1
103,96,Isaac Heeney,FWD,2,0,18,6,0,0,0,0,2016,Finals Week 1
104,96,George Hewett,FWD,2,1,7,1,2,0,0,0,2016,Finals Week 1
105,96,Josh Hill,FWD,2,0,13,5,0,0,0,0,2016,Finals Week 1
106,96,Shannon Hurn,DEF,2,0,9,5,1,3,0,0,2016,Finals Week 1
107,96,Lin Jong,FWD,2,0,4,2,1,0,0,0,2016,Finals Week 1
108,96,Josh J. Kennedy,KEYF,2,1,6,2,1,0,0,0,2016,Finals Week 1
109,96,Rory Laird,DEF,2,0,9,7,2,0,0,0,2016,Finals Week 1
110,96,Jake Lloyd,MID,2,0,17,8,1,0,0,0,2016,Finals Week 1
111,96,Chris Masten,MID,2,1,17,7,0,0,0,0,2016,Finals Week 1
112,96,Luke McDonald,DEF,2,0,13,10,0,1,0,0,2016,Finals Week 1
113,96,Dale Morris,KEYD,2,0,6,6,5,2,0,0,2016,Finals Week 1
114,96,Steven Motlop,FWD,2,2,22,6,0,0,0,0,2016,Finals Week 1
115,96,Sam Naismith,RUC,2,1,10,5,6,1,0,0,2016,Finals Week 1
116,96,Joel Patfull,KEYD,2,0,10,8,0,0,0,0,2016,Finals Week 1
117,96,Jonathon Patton,KEYF,2,0,10,3,0,0,0,0,2016,Finals Week 1
118,96,Dane Rampe,KEYD,2,0,6,5,2,6,2,33.3,2016,Finals Week 1
119,96,Xavier Richards,KEYF,2,2,8,0,1,0,0,0,2016,Finals Week 1
120,96,Rory Sloane,MID,2,0,17,9,2,0,0,0,2016,Finals Week 1
121,96,Isaac Smith,FWD,2,1,17,7,0,0,0,0,2016,Finals Week 1
122,96,Brodie Smith,DEF,2,1,16,8,0,0,0,0,2016,Finals Week 1
123,96,Zac Smith,RUC,2,0,10,7,6,2,0,0,2016,Finals Week 1
124,96,Ben Stratton,DEF,2,0,8,7,5,3,1,33.3,2016,Finals Week 1
125,96,Jake Stringer,FWD,2,1,14,6,1,0,0,0,2016,Finals Week 1
126,96,Adam Tomlinson,KEYD,2,0,6,4,2,7,1,14.3,2016,Finals Week 1
127,96,Daniel Wells,MID,2,0,16,6,0,0,0,0,2016,Finals Week 1
128,96,Nathan Wilson,DEF,2,0,8,4,1,1,1,100,2016,Finals Week 1
129,96,Jack Ziebell,MID,2,0,15,9,0,1,1,100,2016,Finals Week 1
130,131,Tom Barrass,KEYD,1,0,10,6,11,5,1,20,2016,Finals Week 1
131,131,Ben Brown,KEYF,1,0,7,3,2,0,0,0,2016,Finals Week 1
132,131,Ryan Burton,KEYD,1,0,2,1,2,2,1,50,2016,Finals Week 1
133,131,Charles Cameron,FWD,1,0,10,0,1,1,0,0,2016,Finals Week 1
134,131,Zaine Cordy,KEYF,1,1,9,3,5,0,0,0,2016,Finals Week 1
135,131,Nick Dal Santo,MID,1,0,17,10,2,0,0,0,2016,Finals Week 1
136,131,Trent Dumont,MID,1,1,15,9,1,0,0,0,2016,Finals Week 1
137,131,Mitch Duncan,MID,1,0,14,6,0,0,0,0,2016,Finals Week 1
138,131,Taylor Duryea,DEF,1,0,7,6,2,4,2,50,2016,Finals Week 1
139,131,Lance Franklin,KEYF,1,0,10,4,1,0,0,0,2016,Finals Week 1
140,131,James Frawley,KEYD,1,0,4,4,13,6,1,16.7,2016,Finals Week 1
141,131,Andrew Gaff,MID,1,0,17,8,2,1,1,100,2016,Finals Week 1
142,131,Sam Gibson,MID,1,0,12,7,1,3,0,0,2016,Finals Week 1
143,131,Josh P. Kennedy,MID,1,1,17,4,0,0,0,0,2016,Finals Week 1
144,131,Jake Lever,KEYD,1,0,5,4,9,2,1,50,2016,Finals Week 1
145,131,Tom Lonergan,KEYD,1,0,6,4,2,1,0,0,2016,Finals Week 1
146,131,Harrison Marsh,DEF,1,0,4,3,2,1,0,0,2016,Finals Week 1
147,131,Jeremy McGovern,KEYD,1,0,8,8,4,6,2,33.3,2016,Finals Week 1
148,131,Callum Mills,DEF,1,0,8,6,1,1,1,100,2016,Finals Week 1
149,131,Aaron Mullett,DEF,1,0,10,7,2,1,0,0,2016,Finals Week 1
150,131,Paul Puopolo,FWD,1,1,20,6,0,1,1,100,2016,Finals Week 1
151,131,Tom Ruggles,DEF,1,0,4,4,1,4,2,50,2016,Finals Week 1
152,131,Heath Shaw,DEF,1,0,7,6,2,3,1,33.3,2016,Finals Week 1
153,131,Dom Sheed,MID,1,0,8,1,0,1,1,100,2016,Finals Week 1
154,131,Daniel Talia,KEYD,1,0,5,2,8,4,0,0,2016,Finals Week 1
155,131,Harry Taylor,KEYD,1,0,3,3,8,3,1,33.3,2016,Finals Week 1
156,131,Lindsay Thomas,FWD,1,1,12,4,0,0,0,0,2016,Finals Week 1
157,131,Kurt Tippett,RUC,1,0,5,1,2,0,0,0,2016,Finals Week 1
158,131,Taylor Walker,KEYF,1,1,10,2,0,0,0,0,2016,Finals Week 1
159,131,Brendan Whitecross,FWD,1,0,8,4,5,2,2,100,2016,Finals Week 1
160,161,Shaun Atley,DEF,0,0,7,6,4,2,0,0,2016,Finals Week 1
161,161,Grant Birchall,DEF,0,0,6,5,2,0,0,0,2016,Finals Week 1
162,161,Kyle Cheney,DEF,0,0,2,2,1,1,1,100,2016,Finals Week 1
163,161,Harry Cunningham,DEF,0,0,0,0,0,0,0,0,2016,Finals Week 1
164,161,Michael Firrito,KEYD,0,0,2,2,0,3,2,66.7,2016,Finals Week 1
165,161,Joel Hamling,KEYD,0,0,9,7,6,6,1,16.7,2016,Finals Week 1
166,161,Kyle Hartigan,KEYD,0,0,1,1,6,3,0,0,2016,Finals Week 1
167,161,Brent Harvey,FWD,0,0,13,5,0,0,0,0,2016,Finals Week 1
168,161,Nick Haynes,KEYD,0,0,5,4,4,2,0,0,2016,Finals Week 1
169,161,Will Hoskin-Elliott,FWD,0,0,0,0,0,0,0,0,2016,Finals Week 1
170,161,Adam Kennedy,DEF,0,0,0,0,0,0,0,0,2016,Finals Week 1
171,161,Jeremy Laidler,DEF,0,0,0,0,0,0,0,0,2016,Finals Week 1
172,161,Rory Lobb,KEYF,0,0,7,1,3,1,1,100,2016,Finals Week 1
173,161,Andrew Mackie,DEF,0,0,7,7,2,2,1,50,2016,Finals Week 1
174,161,Jamie Macmillan,DEF,0,0,4,2,0,1,0,0,2016,Finals Week 1
175,161,Daniel Menzel,FWD,0,0,2,1,1,0,0,0,2016,Finals Week 1
176,161,Toby Nankervis,RUC,0,0,0,0,0,0,0,0,2016,Finals Week 1
177,161,Rhys Palmer,FWD,0,0,0,0,0,0,0,0,2016,Finals Week 1
178,161,Tom Papley,FWD,0,0,8,2,0,0,0,0,2016,Finals Week 1
179,161,Ryan Schoenmakers,KEYF,0,0,6,1,2,0,0,0,2016,Finals Week 1
180,161,Robbie Tarrant,KEYD,0,0,5,5,9,4,1,25,2016,Finals Week 1
181,161,Easton Wood,DEF,0,0,5,3,2,3,1,33.3,2016,Finals Week 1
