,Rank,Player,Position,T    ,Ti50,PA,DHPA,S,CDOOO,CDL,CDL%,Season,Round
0,1,Clay Smith,MID,11,2,23,9,0,0,0,0,2013,Round 15
1,2,David Armitage,MID,9,1,18,12,0,2,1,50,2013,Round 15
2,2,Scott Pendlebury,MID,9,1,23,6,0,0,0,0,2013,Round 15
3,4,Kane Cornes,MID,8,3,17,8,0,1,1,100,2013,Round 15
4,4,Colin Garland,DEF,8,0,25,21,6,3,0,0,2013,Round 15
5,4,Ryan O'Keefe,MID,8,3,23,7,2,0,0,0,2013,Round 15
6,4,Farren Ray,MID,8,1,13,7,1,0,0,0,2013,Round 15
7,4,Brent Stanton,MID,8,0,18,8,0,0,0,0,2013,Round 15
8,4,Dane Swan,MID,8,1,13,6,0,0,0,0,2013,Round 15
9,4,Dayne Zorko,FWD,8,3,28,6,0,1,1,100,2013,Round 15
10,11,Jarryd Blair,FWD,7,0,26,6,0,0,0,0,2013,Round 15
11,11,Josh Caddy,MID,7,3,15,6,0,0,0,0,2013,Round 15
12,11,Stephen Coniglio,MID,7,0,16,10,0,0,0,0,2013,Round 15
13,11,Taylor Duryea,DEF,7,0,13,9,3,1,0,0,2013,Round 15
14,11,Ryan Griffen,MID,7,1,19,5,1,0,0,0,2013,Round 15
15,11,Pearce Hanley,DEF,7,1,20,11,0,0,0,0,2013,Round 15
16,11,James Kelly,MID,7,1,19,11,1,0,0,0,2013,Round 15
17,11,Matthew Leuenberger,RUC,7,0,12,6,6,3,0,0,2013,Round 15
18,11,Patrick McGinnity,DEF,7,0,18,11,1,0,0,0,2013,Round 15
19,11,Leigh Montagna,MID,7,0,24,14,1,0,0,0,2013,Round 15
20,11,Joel Selwood,MID,7,2,21,14,0,0,0,0,2013,Round 15
21,11,Brad Sewell,MID,7,2,14,4,1,1,0,0,2013,Round 15
22,23,Luke Ball,MID,6,1,22,6,0,0,0,0,2013,Round 15
23,23,Jake Carlisle,KEYD,6,3,17,1,0,0,0,0,2013,Round 15
24,23,Trent Cotchin,MID,6,0,17,9,1,0,0,0,2013,Round 15
25,23,Bradd Dalziell,FWD,6,1,15,8,0,0,0,0,2013,Round 15
26,23,Shane Edwards,FWD,6,2,26,12,0,0,0,0,2013,Round 15
27,23,Nathan Foley,MID,6,3,14,7,0,0,0,0,2013,Round 15
28,23,Ben Howlett,MID,6,2,28,12,2,0,0,0,2013,Round 15
29,23,Brock McLean,MID,6,0,24,12,0,0,0,0,2013,Round 15
30,23,Tom Mitchell,FWD,6,3,14,1,0,0,0,0,2013,Round 15
31,23,Jack Newnes,DEF,6,0,14,12,1,0,0,0,2013,Round 15
32,23,Matthew Priddis,MID,6,1,19,7,1,0,0,0,2013,Round 15
33,23,Jack Redden,MID,6,1,11,7,0,0,0,0,2013,Round 15
34,23,Sam J. Reid,MID,6,0,15,8,4,1,0,0,2013,Round 15
35,23,David Rodan,MID,6,1,16,8,0,0,0,0,2013,Round 15
36,23,Jordan Roughead,KEYD,6,1,8,6,7,4,1,25,2013,Round 15
37,23,Shane Savage,MID,6,1,14,2,0,0,0,0,2013,Round 15
38,23,Scott D. Thompson,KEYD,6,0,9,9,3,3,0,0,2013,Round 15
39,23,Nathan Van Berlo,MID,6,0,12,5,2,1,0,0,2013,Round 15
40,23,Ollie Wines,MID,6,0,13,6,1,0,0,0,2013,Round 15
41,42,Leigh Adams,FWD,5,1,12,8,1,0,0,0,2013,Round 15
42,42,Rohan Bewick,FWD,5,3,14,4,0,0,0,0,2013,Round 15
43,42,Craig Bird,FWD,5,2,10,3,0,0,0,0,2013,Round 15
44,42,Mark Blicavs,RUC,5,1,11,7,3,1,0,0,2013,Round 15
45,42,Travis Boak,MID,5,0,17,6,1,0,0,0,2013,Round 15
46,42,Luke Breust,FWD,5,1,14,1,1,0,0,0,2013,Round 15
47,42,Shaun Burgoyne,MID,5,0,16,11,1,0,0,0,2013,Round 15
48,42,Ed Curnow,MID,5,0,8,6,1,1,0,0,2013,Round 15
49,42,Luke Dahlhaus,FWD,5,1,18,2,1,0,0,0,2013,Round 15
50,42,Brett Deledio,MID,5,1,17,13,0,0,0,0,2013,Round 15
51,42,Richard Douglas,MID,5,0,19,4,0,0,0,0,2013,Round 15
52,42,Mitch Duncan,MID,5,4,16,11,1,1,1,100,2013,Round 15
53,42,Aaron Edwards,FWD,5,3,15,2,3,0,0,0,2013,Round 15
54,42,Brendon Goddard,MID,5,1,17,4,0,0,0,0,2013,Round 15
55,42,Robbie Gray,FWD,5,2,21,5,0,0,0,0,2013,Round 15
56,42,Levi Greenwood,MID,5,1,13,3,0,0,0,0,2013,Round 15
57,42,Shaun Grigg,MID,5,2,11,4,0,0,0,0,2013,Round 15
58,42,Curtly Hampton,DEF,5,0,15,12,4,3,0,0,2013,Round 15
59,42,Jarrod Harbrow,MID,5,2,10,7,1,0,0,0,2013,Round 15
60,42,Hamish Hartlett,MID,5,0,20,8,0,0,0,0,2013,Round 15
61,42,Brent Harvey,FWD,5,1,17,10,0,0,0,0,2013,Round 15
62,42,Nick Haynes,DEF,5,0,11,10,7,3,0,0,2013,Round 15
63,42,Will Hoskin-Elliott,FWD,5,1,19,7,0,0,0,0,2013,Round 15
