,Rank,Player,Position,T    ,Ti50,PA,DHPA,S,CDOOO,CDL,CDL%,Season,Round
0,1,Matthew Priddis,MID,7,3,24,7,1,0,0,0,2015,Grand Final
1,2,Liam Shiels,MID,6,2,15,6,1,0,0,0,2015,Grand Final
2,3,Jordan Lewis,MID,5,0,18,11,0,0,0,0,2015,Grand Final
3,3,Paul Puopolo,FWD,5,4,20,5,1,0,0,0,2015,Grand Final
4,3,Luke Shuey,MID,5,2,17,6,0,0,0,0,2015,Grand Final
5,6,Luke Breust,FWD,4,0,17,7,0,0,0,0,2015,Grand Final
6,6,David Hale,RUC,4,0,9,7,0,0,0,0,2015,Grand Final
7,6,Ben McEvoy,RUC,4,0,14,7,3,0,0,0,2015,Grand Final
8,6,Sam Mitchell,MID,4,0,15,6,0,0,0,0,2015,Grand Final
9,6,Ryan Schoenmakers,KEYF,4,2,15,4,3,0,0,0,2015,Grand Final
10,11,Shaun Burgoyne,DEF,3,0,8,2,1,1,0,0,2015,Grand Final
11,11,Jamie Cripps,FWD,3,0,18,3,0,0,0,0,2015,Grand Final
12,11,Luke Hodge,MID,3,0,19,7,1,0,0,0,2015,Grand Final
13,11,Nic Naitanui,RUC,3,0,9,3,4,1,0,0,2015,Grand Final
14,11,Dom Sheed,MID,3,0,15,7,0,1,1,100,2015,Grand Final
15,11,Brad Sheppard,DEF,3,0,8,7,10,3,0,0,2015,Grand Final
16,11,Isaac Smith,MID,3,0,13,5,0,0,0,0,2015,Grand Final
17,18,Grant Birchall,DEF,2,0,6,6,1,0,0,0,2015,Grand Final
18,18,Sam Butler,DEF,2,0,12,11,1,0,0,0,2015,Grand Final
19,18,Jack Darling,KEYF,2,1,11,4,2,1,0,0,2015,Grand Final
20,18,Xavier Ellis,DEF,2,0,8,8,2,2,1,50,2015,Grand Final
21,18,Andrew Gaff,MID,2,0,11,7,0,1,0,0,2015,Grand Final
22,18,Jack Gunston,KEYF,2,0,14,5,1,0,0,0,2015,Grand Final
23,18,Bradley Hill,MID,2,0,13,4,0,0,0,0,2015,Grand Final
24,18,Josh Hill,FWD,2,1,16,6,2,0,0,0,2015,Grand Final
25,18,Brian Lake,KEYD,2,0,5,4,8,2,0,0,2015,Grand Final
26,18,Mark LeCras,FWD,2,1,9,3,1,0,0,0,2015,Grand Final
27,18,Cyril Rioli,FWD,2,0,8,1,2,0,0,0,2015,Grand Final
28,18,Callum Sinclair,RUC,2,1,7,1,2,0,0,0,2015,Grand Final
29,18,Elliot Yeo,MID,2,0,10,4,3,2,0,0,2015,Grand Final
30,31,Taylor Duryea,DEF,1,0,12,9,1,1,0,0,2015,Grand Final
31,31,James Frawley,KEYD,1,0,5,4,4,2,0,0,2015,Grand Final
32,31,Mark Hutchings,MID,1,0,11,4,0,0,0,0,2015,Grand Final
33,31,Josh J. Kennedy,KEYF,1,0,13,3,0,0,0,0,2015,Grand Final
34,31,Chris Masten,MID,1,0,9,3,0,0,0,0,2015,Grand Final
35,31,Jeremy McGovern,KEYD,1,0,18,12,3,0,0,0,2015,Grand Final
36,31,Jarryd Roughead,KEYF,1,0,10,1,1,0,0,0,2015,Grand Final
37,31,Will Schofield,KEYD,1,0,8,8,5,3,1,33.3,2015,Grand Final
38,31,Matthew Suckling,DEF,1,0,4,2,0,0,0,0,2015,Grand Final
39,40,Josh Gibson,KEYD,0,0,6,5,6,2,0,0,2015,Grand Final
40,40,Shannon Hurn,DEF,0,0,5,5,2,0,0,0,2015,Grand Final
41,40,Matt Rosa,MID,0,0,3,2,0,0,0,0,2015,Grand Final
42,40,Ben Stratton,DEF,0,0,5,3,4,7,3,42.9,2015,Grand Final
43,40,Sharrod Wellingham,DEF,0,0,14,9,5,1,0,0,2015,Grand Final
