,Rank,Player,Position,T    ,Ti50,PA,DHPA,S,CDOOO,CDL,CDL%,Season,Round
0,1,Chris Mayne,FWD,14,2,19,6,1,1,0,0,2015,Round 14
1,1,Mitch Robinson,FWD,14,0,23,12,0,0,0,0,2015,Round 14
2,3,Jack Redden,MID,13,1,34,21,1,0,0,0,2015,Round 14
3,4,Dayne Beams,MID,11,2,23,12,0,0,0,0,2015,Round 14
4,4,Josh Green,FWD,11,5,27,11,0,0,0,0,2015,Round 14
5,4,Matthew Priddis,MID,11,0,22,9,0,1,0,0,2015,Round 14
6,4,Jack Steven,MID,11,4,20,6,0,0,0,0,2015,Round 14
7,8,Jeff Garlett,FWD,10,6,19,4,1,0,0,0,2015,Round 14
8,8,Dustin Martin,FWD,10,0,23,14,0,0,0,0,2015,Round 14
9,8,Scott Pendlebury,MID,10,0,22,10,1,0,0,0,2015,Round 14
10,11,Travis Boak,MID,9,0,22,15,0,0,0,0,2015,Round 14
11,11,Paul Duffield,DEF,9,0,15,10,4,2,0,0,2015,Round 14
12,11,Luke Hodge,MID,9,0,26,17,1,0,0,0,2015,Round 14
13,11,Kieren Jack,MID,9,2,18,4,0,0,0,0,2015,Round 14
14,11,Matthew Kreuzer,RUC,9,3,18,7,2,0,0,0,2015,Round 14
15,11,Matthew Leuenberger,RUC,9,0,17,10,2,1,0,0,2015,Round 14
16,11,Tom Mitchell,MID,9,2,24,13,1,0,0,0,2015,Round 14
17,11,Michael Rischitelli,MID,9,1,18,9,1,1,0,0,2015,Round 14
18,11,Nicholas Suban,MID,9,0,23,10,1,1,0,0,2015,Round 14
19,11,Andrew Swallow,MID,9,0,27,12,0,0,0,0,2015,Round 14
20,11,Dayne Zorko,FWD,9,1,25,15,1,0,0,0,2015,Round 14
21,22,Rohan Bewick,FWD,8,2,25,6,0,0,0,0,2015,Round 14
22,22,Josh P. Kennedy,MID,8,1,21,9,0,0,0,0,2015,Round 14
23,22,David Mundy,MID,8,1,11,4,2,1,0,0,2015,Round 14
24,22,Luke Parker,MID,8,3,21,3,1,0,0,0,2015,Round 14
25,22,David Swallow,MID,8,2,18,10,0,0,0,0,2015,Round 14
26,22,Adam Treloar,MID,8,0,17,9,0,0,0,0,2015,Round 14
27,22,Jack Viney,MID,8,0,18,9,0,0,0,0,2015,Round 14
28,29,Taylor Adams,MID,7,0,19,10,0,0,0,0,2015,Round 14
29,29,Hayden Ballantyne,FWD,7,2,12,5,0,0,0,0,2015,Round 14
30,29,Trent Cotchin,MID,7,0,14,6,0,0,0,0,2015,Round 14
