,Rank,Player,Position,T    ,Ti50,PA,DHPA,S,CDOOO,CDL,CDL%,Season,Round
0,1,Joel Corey,MID,11,1,26,16,1,0,0,0,2013,Finals Week 1
1,1,Kieren Jack,MID,11,3,32,20,1,0,0,0,2013,Finals Week 1
2,3,Ed Curnow,MID,10,3,19,7,1,1,1,100,2013,Finals Week 1
3,4,Jarryd Blair,FWD,9,4,21,5,1,0,0,0,2013,Finals Week 1
4,4,Brad Ebert,MID,9,0,21,15,0,0,0,0,2013,Finals Week 1
5,4,James Kelly,MID,9,1,23,12,0,1,0,0,2013,Finals Week 1
6,4,Josh P. Kennedy,MID,9,5,27,11,0,0,0,0,2013,Finals Week 1
7,8,Dayne Beams,MID,8,2,15,7,0,0,0,0,2013,Finals Week 1
8,8,Paul Duffield,DEF,8,0,15,9,2,3,1,33.3,2013,Finals Week 1
9,8,David Mundy,MID,8,0,15,10,0,0,0,0,2013,Finals Week 1
10,11,Luke Breust,FWD,7,2,22,7,1,0,0,0,2013,Finals Week 1
11,11,Tyson Goldsack,DEF,7,1,16,9,4,3,0,0,2013,Finals Week 1
12,11,Nick Maxwell,DEF,7,1,14,11,4,3,1,33.3,2013,Finals Week 1
13,14,Luke Ball,MID,6,1,17,6,0,0,0,0,2013,Finals Week 1
14,14,Craig Bird,FWD,6,0,17,14,0,1,0,0,2013,Finals Week 1
15,14,Jude Bolton,FWD,6,4,25,5,1,0,0,0,2013,Finals Week 1
16,14,Dom Cassisi,MID,6,1,19,10,0,1,0,0,2013,Finals Week 1
17,14,Zac Clarke,RUC,6,0,12,6,0,1,0,0,2013,Finals Week 1
18,14,Matthew Lobbe,RUC,6,1,9,5,3,1,0,0,2013,Finals Week 1
19,14,Jarrad Waite,KEYF,6,5,14,2,2,0,0,0,2013,Finals Week 1
20,21,Paul Chapman,FWD,5,3,9,2,0,0,0,0,2013,Finals Week 1
21,21,Kane Cornes,MID,5,1,18,14,0,1,1,100,2013,Finals Week 1
22,21,Brandon Ellis,MID,5,0,14,5,0,0,0,0,2013,Finals Week 1
23,21,Nat Fyfe,MID,5,0,15,7,1,0,0,0,2013,Finals Week 1
24,21,Bryce Gibbs,MID,5,1,20,11,0,0,0,0,2013,Finals Week 1
25,21,Brent Macaffer,FWD,5,0,12,6,0,0,0,0,2013,Finals Week 1
26,21,Scott Pendlebury,MID,5,1,14,5,0,2,1,50,2013,Finals Week 1
27,21,Paul Puopolo,FWD,5,0,33,8,2,1,0,0,2013,Finals Week 1
28,21,Brendan Whitecross,DEF,5,1,17,7,2,1,0,0,2013,Finals Week 1
29,21,Matt de Boer,FWD,5,1,20,12,0,1,1,100,2013,Finals Week 1
30,31,Hayden Ballantyne,FWD,4,2,17,5,0,0,0,0,2013,Finals Week 1
31,31,Tom Bell,MID,4,0,13,3,0,0,0,0,2013,Finals Week 1
32,31,Eddie Betts,FWD,4,2,13,5,0,0,0,0,2013,Finals Week 1
33,31,Mark Blicavs,RUC,4,0,13,5,1,0,0,0,2013,Finals Week 1
34,31,Trent Cotchin,MID,4,1,13,7,0,0,0,0,2013,Finals Week 1
35,31,Brett Deledio,MID,4,0,8,7,3,2,1,50,2013,Finals Week 1
36,31,Shaun Grigg,MID,4,0,9,5,1,0,0,0,2013,Finals Week 1
37,31,Brodie Grundy,RUC,4,0,9,5,3,2,0,0,2013,Finals Week 1
38,31,Brent Guerra,DEF,4,1,14,8,1,1,1,100,2013,Finals Week 1
39,31,Cameron Guthrie,DEF,4,0,12,9,0,1,0,0,2013,Finals Week 1
40,31,David Hale,RUC,4,1,16,5,0,1,1,100,2013,Finals Week 1
41,31,Bachar Houli,DEF,4,1,11,7,2,1,0,0,2013,Finals Week 1
42,31,Daniel Jackson,MID,4,0,12,7,2,1,1,100,2013,Finals Week 1
43,31,Lewis Jetta,FWD,4,0,6,2,1,0,0,0,2013,Finals Week 1
44,31,Jake King,FWD,4,1,14,3,0,1,0,0,2013,Finals Week 1
45,31,Matthew Kreuzer,RUC,4,0,11,7,8,1,0,0,2013,Finals Week 1
46,31,Tom Lonergan,KEYD,4,0,4,3,7,8,3,37.5,2013,Finals Week 1
47,31,Marc Murphy,MID,4,0,17,8,0,0,0,0,2013,Finals Week 1
48,31,Mitch Robinson,FWD,4,1,16,7,0,0,0,0,2013,Finals Week 1
49,31,Gary Rohan,FWD,4,1,21,2,2,0,0,0,2013,Finals Week 1
50,31,Jay Schulz,KEYF,4,3,11,4,0,0,0,0,2013,Finals Week 1
51,31,Joel Selwood,MID,4,0,19,10,2,0,0,0,2013,Finals Week 1
52,31,Brad Sewell,MID,4,0,23,12,2,1,0,0,2013,Finals Week 1
53,31,Steele Sidebottom,MID,4,1,8,5,3,1,0,0,2013,Finals Week 1
54,31,Kade Simpson,DEF,4,0,11,9,2,3,0,0,2013,Finals Week 1
55,31,Nick Smith,DEF,4,0,12,9,1,1,0,0,2013,Finals Week 1
56,31,Ty Vickery,KEYF,4,2,6,3,0,0,0,0,2013,Finals Week 1
57,31,Justin Westhoff,KEYF,4,2,10,4,2,0,0,0,2013,Finals Week 1
58,31,Marley Williams,DEF,4,0,13,9,2,4,1,25,2013,Finals Week 1
59,60,Travis Boak,MID,3,0,15,5,0,0,0,0,2013,Finals Week 1
60,60,Shaun Burgoyne,MID,3,0,18,10,3,2,0,0,2013,Finals Week 1
61,60,Ryan Crowley,MID,3,1,10,5,2,2,0,0,2013,Finals Week 1
62,60,Mitch Duncan,MID,3,0,20,7,0,0,0,0,2013,Finals Week 1
63,60,Shane Edwards,FWD,3,0,19,5,0,0,0,0,2013,Finals Week 1
64,60,Jeff Garlett,FWD,3,1,11,3,1,1,1,100,2013,Finals Week 1
65,60,Josh Gibson,KEYD,3,0,9,8,11,3,1,33.3,2013,Finals Week 1
66,60,Dylan Grimes,KEYD,3,0,11,10,5,3,0,0,2013,Finals Week 1
67,60,Jack Gunston,FWD,3,1,22,7,1,0,0,0,2013,Finals Week 1
68,60,Bradley Hill,MID,3,1,12,5,0,0,0,0,2013,Finals Week 1
69,60,Luke Hodge,DEF,3,0,14,9,1,1,1,100,2013,Finals Week 1
70,60,Michael Jamison,KEYD,3,0,7,5,3,3,1,33.3,2013,Finals Week 1
71,60,Chris Judd,MID,3,0,8,3,0,0,0,0,2013,Finals Week 1
72,60,Jordan Lewis,MID,3,0,21,11,0,0,0,0,2013,Finals Week 1
73,60,Tom Logan,DEF,3,1,8,5,0,3,1,33.3,2013,Finals Week 1
74,60,Nick Malceski,DEF,3,0,11,7,1,3,1,33.3,2013,Finals Week 1
75,60,Ivan Maric,RUC,3,0,12,9,2,2,0,0,2013,Finals Week 1
76,60,Chris Mayne,FWD,3,1,19,6,1,0,0,0,2013,Finals Week 1
77,60,Tendai Mzungu,MID,3,0,10,7,1,1,0,0,2013,Finals Week 1
78,60,Chris Newman,DEF,3,1,6,5,2,3,1,33.3,2013,Finals Week 1
79,60,Ryan O'Keefe,MID,3,1,18,10,0,0,0,0,2013,Finals Week 1
80,60,Danyle Pearce,MID,3,0,14,10,0,0,0,0,2013,Finals Week 1
81,60,Jasper Pittard,DEF,3,0,9,6,1,1,1,100,2013,Finals Week 1
82,60,Jack Riewoldt,KEYF,3,0,18,7,0,0,0,0,2013,Finals Week 1
83,60,Heath Scotland,DEF,3,1,9,4,1,1,0,0,2013,Finals Week 1
84,60,Heath Shaw,DEF,3,1,7,5,3,5,2,40,2013,Finals Week 1
85,60,Lee Spurr,DEF,3,0,11,7,4,3,1,33.3,2013,Finals Week 1
86,60,Mathew Stokes,MID,3,2,12,4,0,0,0,0,2013,Finals Week 1
87,60,Cam Sutcliffe,DEF,3,0,16,11,0,0,0,0,2013,Finals Week 1
88,60,Dane Swan,MID,3,0,11,2,0,0,0,0,2013,Finals Week 1
89,60,Josh Thomas,MID,3,0,15,8,0,0,0,0,2013,Finals Week 1
90,60,Shane Tuck,MID,3,0,15,7,0,0,0,0,2013,Finals Week 1
91,60,Josh Walker,KEYF,3,2,12,4,2,2,0,0,2013,Finals Week 1
92,60,Ollie Wines,MID,3,0,13,5,0,0,0,0,2013,Finals Week 1
93,60,Chris Yarran,FWD,3,1,6,2,2,0,0,0,2013,Finals Week 1
94,60,Aaron Young,FWD,3,0,6,5,0,0,0,0,2013,Finals Week 1
95,96,Jed Anderson,MID,2,0,7,1,0,0,0,0,2013,Finals Week 1
96,96,Michael Barlow,MID,2,0,9,4,1,1,0,0,2013,Finals Week 1
97,96,Jimmy Bartel,DEF,2,0,12,6,1,3,1,33.3,2013,Finals Week 1
98,96,Nathan Brown,KEYD,2,0,7,6,4,0,0,0,2013,Finals Week 1
99,96,Troy Chaplin,KEYD,2,0,7,7,3,2,0,0,2013,Finals Week 1
100,96,Travis Cloke,KEYF,2,1,10,1,1,0,0,0,2013,Finals Week 1
101,96,Zac Dawson,KEYD,2,0,9,7,9,8,1,12.5,2013,Finals Week 1
102,96,Sam Dwyer,FWD,2,0,12,5,0,0,0,0,2013,Finals Week 1
103,96,Corey Enright,DEF,2,0,6,5,0,0,0,0,2013,Finals Week 1
104,96,Robbie Gray,FWD,2,0,14,6,0,0,0,0,2013,Finals Week 1
105,96,Heath Grundy,KEYD,2,0,9,7,8,3,0,0,2013,Finals Week 1
106,96,Lachie Henderson,KEYD,2,0,14,10,5,4,1,25,2013,Finals Week 1
107,96,Stephen Hill,MID,2,0,10,7,1,2,0,0,2013,Finals Week 1
108,96,Steve Johnson,MID,2,0,9,3,1,1,0,0,2013,Finals Week 1
109,96,Heritier Lumumba,MID,2,1,11,6,2,1,0,0,2013,Finals Week 1
110,96,Dustin Martin,FWD,2,0,14,5,0,0,0,0,2013,Finals Week 1
111,96,Andrew McInnes,DEF,2,0,6,2,3,3,1,33.3,2013,Finals Week 1
112,96,Luke McPharlin,KEYD,2,0,6,3,6,5,1,20,2013,Finals Week 1
113,96,Jarrad McVeigh,DEF,2,0,12,7,3,4,2,50,2013,Finals Week 1
114,96,Tom Mitchell,FWD,2,2,16,2,0,0,0,0,2013,Finals Week 1
115,96,Sam Mitchell,MID,2,0,16,9,0,0,0,0,2013,Finals Week 1
116,96,Lachie Neale,MID,2,0,11,8,0,0,0,0,2013,Finals Week 1
117,96,Ricky Petterd,DEF,2,0,11,6,3,0,0,0,2013,Finals Week 1
118,96,Dane Rampe,DEF,2,0,13,12,3,2,1,50,2013,Finals Week 1
119,96,Ben Reid,KEYD,2,1,7,1,0,0,0,0,2013,Finals Week 1
120,96,Jared Rivers,KEYD,2,0,5,4,4,1,0,0,2013,Finals Week 1
121,96,Aaron Sandilands,RUC,2,1,3,1,4,0,0,0,2013,Finals Week 1
122,96,Paul Seedsman,DEF,2,0,16,5,1,0,0,0,2013,Finals Week 1
123,96,Matt Spangher,KEYF,2,0,14,2,0,0,0,0,2013,Finals Week 1
124,96,Ben Stratton,KEYD,2,0,7,5,4,1,0,0,2013,Finals Week 1
125,96,Kurt Tippett,KEYF,2,0,8,2,1,0,0,0,2013,Finals Week 1
126,96,Travis Varcoe,FWD,2,0,12,4,0,2,2,100,2013,Finals Week 1
127,128,Max Bailey,RUC,1,0,12,2,1,1,0,0,2013,Finals Week 1
128,128,Grant Birchall,DEF,1,0,9,4,1,3,0,0,2013,Finals Week 1
129,128,Allen Christensen,FWD,1,0,20,6,1,0,0,0,2013,Finals Week 1
130,128,Nick Duigan,DEF,1,1,8,2,1,0,0,0,2013,Finals Week 1
131,128,Dan Hannebery,MID,1,0,15,8,0,1,0,0,2013,Finals Week 1
132,128,Tom Jonas,DEF,1,0,6,5,9,2,0,0,2013,Finals Week 1
133,128,Lachlan Keeffe,KEYD,1,0,6,4,1,0,0,0,2013,Finals Week 1
134,128,Brian Lake,KEYD,1,0,6,5,6,10,2,20,2013,Finals Week 1
135,128,Andrew Mackie,DEF,1,0,4,4,3,4,1,25,2013,Finals Week 1
136,128,Ben McGlynn,FWD,1,1,25,6,1,1,0,0,2013,Finals Week 1
137,128,Angus Monfries,FWD,1,0,9,1,1,0,0,0,2013,Finals Week 1
138,128,Andrew Moore,MID,1,0,11,5,1,0,0,0,2013,Finals Week 1
139,128,Steven Morris,DEF,1,0,4,3,3,3,2,66.7,2013,Finals Week 1
140,128,Steven Motlop,FWD,1,0,10,2,0,0,0,0,2013,Finals Week 1
141,128,Shane Mumford,RUC,1,1,17,9,4,1,1,100,2013,Finals Week 1
142,128,Cameron O'Shea,DEF,1,0,8,7,1,2,1,50,2013,Finals Week 1
143,128,Luke Parker,MID,1,0,14,7,0,0,0,0,2013,Finals Week 1
144,128,Matthew Pavlich,KEYF,1,1,9,0,3,0,0,0,2013,Finals Week 1
145,128,James Podsiadly,KEYF,1,1,4,0,4,1,0,0,2013,Finals Week 1
146,128,Ted Richards,KEYD,1,0,8,7,6,4,2,50,2013,Finals Week 1
147,128,Jarryd Roughead,KEYF,1,0,5,1,0,0,0,0,2013,Finals Week 1
148,128,Liam Shiels,MID,1,0,12,4,1,0,0,0,2013,Finals Week 1
149,128,Nicholas Suban,MID,1,0,4,1,0,0,0,0,2013,Finals Week 1
150,128,Harry Taylor,KEYD,1,0,2,0,8,4,0,0,2013,Finals Week 1
151,128,Jackson Trengove,KEYD,1,0,5,4,6,4,0,0,2013,Finals Week 1
152,128,Zach Tuohy,DEF,1,0,9,7,3,4,2,50,2013,Finals Week 1
153,128,Nathan Vardy,RUC,1,0,11,2,6,1,0,0,2013,Finals Week 1
154,128,Nick Vlastuin,DEF,1,0,10,9,0,2,1,50,2013,Finals Week 1
155,128,Robert Warnock,RUC,1,0,7,3,4,1,0,0,2013,Finals Week 1
156,157,Dennis Armfield,FWD,0,0,5,1,0,1,1,100,2013,Finals Week 1
157,157,Matthew Broadbent,DEF,0,0,9,8,5,3,2,66.7,2013,Finals Week 1
158,157,Josh Caddy,MID,0,0,20,2,1,1,0,0,2013,Finals Week 1
159,157,Alipate Carlile,KEYD,0,0,3,3,3,6,3,50,2013,Finals Week 1
160,157,Sam Colquhoun,MID,0,0,4,3,0,0,0,0,2013,Finals Week 1
161,157,Reece Conca,MID,0,0,1,1,0,0,0,0,2013,Finals Week 1
162,157,Alan Didak,FWD,0,0,5,1,0,0,0,0,2013,Finals Week 1
163,157,Aaron Edwards,FWD,0,0,6,1,0,0,0,0,2013,Finals Week 1
164,157,Jamie Elliott,FWD,0,0,5,1,1,0,0,0,2013,Finals Week 1
165,157,Andrejs Everitt,DEF,0,0,10,5,3,1,0,0,2013,Finals Week 1
166,157,Hamish Hartlett,MID,0,0,15,10,1,1,0,0,2013,Finals Week 1
167,157,Brock McLean,MID,0,0,0,0,0,0,0,0,2013,Finals Week 1
168,157,Troy Menzel,FWD,0,0,0,0,0,0,0,0,2013,Finals Week 1
169,157,Mike Pyke,RUC,0,0,13,7,1,0,0,0,2013,Finals Week 1
170,157,Alex Rance,KEYD,0,0,6,5,4,9,3,33.3,2013,Finals Week 1
171,157,Tommy Sheridan,MID,0,0,1,1,1,0,0,0,2013,Finals Week 1
172,157,Isaac Smith,MID,0,0,23,10,0,1,1,100,2013,Finals Week 1
173,157,Andrew Walker,DEF,0,0,6,6,3,2,1,50,2013,Finals Week 1
174,157,Michael Walters,FWD,0,0,9,5,1,0,0,0,2013,Finals Week 1
175,157,Jesse White,KEYF,0,0,13,5,1,0,0,0,2013,Finals Week 1
176,157,Chad Wingard,FWD,0,0,11,7,1,0,0,0,2013,Finals Week 1
