,Rank,Player,Position,T    ,Ti50,PA,DHPA,S,CDOOO,CDL,CDL%,Season,Round
0,1,Clayton Oliver,MID,10,2,34,14,0,0,0,0,2021,Grand Final
1,2,Tom Liberatore,MID,8,2,30,16,0,0,0,0,2021,Grand Final
2,2,Jack Macrae,MID,8,1,27,8,0,0,0,0,2021,Grand Final
3,4,Christian Salem,DEF,7,0,17,15,0,2,1,50,2021,Grand Final
4,5,Marcus Bontempelli,MID,6,0,30,16,0,0,0,0,2021,Grand Final
5,5,Jack Viney,MID,6,0,24,9,0,0,0,0,2021,Grand Final
6,7,Josh Dunkley,FWD,5,3,15,2,1,0,0,0,2021,Grand Final
7,7,Luke Jackson,RUC,5,0,13,4,0,0,0,0,2021,Grand Final
8,7,Roarke Smith,MID,5,0,20,9,1,0,0,0,2021,Grand Final
9,10,Christian Petracca,MID,4,0,19,9,0,0,0,0,2021,Grand Final
10,11,Zaine Cordy,KEYD,3,0,15,11,2,2,1,50,2021,Grand Final
11,11,Mitch Hannan,FWD,3,2,13,1,0,1,1,100,2021,Grand Final
12,11,James Harmes,MID,3,0,23,17,0,0,0,0,2021,Grand Final
13,11,Stefan Martin,RUC,3,1,8,5,3,0,0,0,2021,Grand Final
14,11,Kysaiah Pickett,FWD,3,3,23,3,0,0,0,0,2021,Grand Final
15,11,Tom Sparrow,FWD,3,0,20,7,0,0,0,0,2021,Grand Final
16,11,Easton Wood,DEF,3,0,9,8,4,3,0,0,2021,Grand Final
17,18,Angus Brayshaw,MID,2,0,10,5,3,0,0,0,2021,Grand Final
18,18,Caleb Daniel,DEF,2,0,18,13,0,1,0,0,2021,Grand Final
19,18,Taylor Duryea,DEF,2,0,11,11,1,1,1,100,2021,Grand Final
20,18,Tim English,RUC,2,1,7,2,4,1,1,100,2021,Grand Final
21,18,Alex Neal-Bullen,FWD,2,0,25,11,0,0,0,0,2021,Grand Final
22,18,Harrison Petty,KEYD,2,0,7,6,2,1,1,100,2021,Grand Final
23,18,Trent Rivers,DEF,2,0,11,9,1,0,0,0,2021,Grand Final
24,18,Cody Weightman,FWD,2,1,12,2,2,0,0,0,2021,Grand Final
25,26,Ben Brown,KEYF,1,0,9,1,4,0,0,0,2021,Grand Final
26,26,Max Gawn,RUC,1,0,7,5,3,3,1,33.3,2021,Grand Final
27,26,Lachie Hunter,MID,1,0,8,3,0,0,0,0,2021,Grand Final
28,26,Jason Johannisen,FWD,1,1,18,8,2,0,0,0,2021,Grand Final
29,26,Jake Lever,KEYD,1,0,16,11,7,1,1,100,2021,Grand Final
30,26,Steven May,KEYD,1,0,4,4,7,2,2,100,2021,Grand Final
31,26,Josh Schache,KEYD,1,0,5,3,4,0,0,0,2021,Grand Final
32,26,Bailey Smith,MID,1,0,23,8,0,0,0,0,2021,Grand Final
33,26,Charlie Spargo,FWD,1,1,12,5,1,0,0,0,2021,Grand Final
34,26,Adam Treloar,FWD,1,0,17,9,0,0,0,0,2021,Grand Final
35,36,Jake Bowey,DEF,0,0,6,5,3,1,0,0,2021,Grand Final
36,36,Bailey Dale,DEF,0,0,7,5,3,0,0,0,2021,Grand Final
37,36,Bayley Fritsch,FWD,0,0,10,1,0,0,0,0,2021,Grand Final
38,36,Michael Hibberd,DEF,0,0,7,7,2,2,0,0,2021,Grand Final
39,36,James Jordon,MID,0,0,0,0,0,0,0,0,2021,Grand Final
40,36,Alex Keath,KEYD,0,0,3,3,3,4,2,50,2021,Grand Final
41,36,Ed Langdon,MID,0,0,9,5,0,1,0,0,2021,Grand Final
42,36,Tom McDonald,KEYF,0,0,11,2,0,0,0,0,2021,Grand Final
43,36,Aaron Naughton,KEYF,0,0,8,0,1,0,0,0,2021,Grand Final
44,36,Laitham Vandermeer,FWD,0,0,0,0,0,0,0,0,2021,Grand Final
45,36,Bailey Williams,DEF,0,0,5,1,1,2,0,0,2021,Grand Final
