,Rank,Player,Position,T    ,Ti50,PA,DHPA,S,CDOOO,CDL,CDL%,Season,Round
0,1,Richard Douglas,MID,8,0,28,15,0,0,0,0,2017,Grand Final
1,2,Jack Riewoldt,KEYF,7,4,19,3,3,0,0,0,2017,Grand Final
2,3,Brad Crouch,MID,6,0,20,11,0,0,0,0,2017,Grand Final
3,3,Rory Sloane,MID,6,0,30,20,2,2,0,0,2017,Grand Final
4,5,Charles Cameron,FWD,5,3,8,3,0,1,0,0,2017,Grand Final
5,5,Matt Crouch,MID,5,0,22,15,0,0,0,0,2017,Grand Final
6,5,Bachar Houli,DEF,5,0,18,14,1,1,1,100,2017,Grand Final
7,5,David Mackay,MID,5,0,11,11,0,2,2,100,2017,Grand Final
8,5,Daniel Rioli,FWD,5,3,21,5,0,0,0,0,2017,Grand Final
9,5,Jacob Townsend,FWD,5,3,10,0,1,0,0,0,2017,Grand Final
10,11,Dan Butler,FWD,4,2,20,7,1,0,0,0,2017,Grand Final
11,11,Trent Cotchin,MID,4,1,18,8,0,0,0,0,2017,Grand Final
12,11,Hugh Greenwood,MID,4,0,23,13,1,0,0,0,2017,Grand Final
13,11,Tom Lynch,FWD,4,2,18,6,0,0,0,0,2017,Grand Final
14,11,Paul Seedsman,MID,4,0,15,8,0,0,0,0,2017,Grand Final
15,16,Rory Atkins,MID,3,0,14,10,1,0,0,0,2017,Grand Final
16,16,Josh Caddy,FWD,3,0,20,8,0,0,0,0,2017,Grand Final
17,16,Jason Castagna,FWD,3,2,10,2,2,1,0,0,2017,Grand Final
18,16,Brandon Ellis,DEF,3,1,5,3,1,1,0,0,2017,Grand Final
19,16,Jack Graham,MID,3,0,24,4,0,0,0,0,2017,Grand Final
20,16,Shaun Grigg,MID,3,0,20,8,0,0,0,0,2017,Grand Final
21,16,Riley Knight,FWD,3,1,14,5,0,0,0,0,2017,Grand Final
22,16,Kane Lambert,FWD,3,1,17,6,0,0,0,0,2017,Grand Final
23,16,Toby Nankervis,RUC,3,0,20,10,4,1,0,0,2017,Grand Final
24,16,Dion Prestia,MID,3,0,13,10,0,0,0,0,2017,Grand Final
25,16,Alex Rance,KEYD,3,0,8,8,12,11,0,0,2017,Grand Final
26,16,Daniel Talia,KEYD,3,0,6,6,12,6,2,33.3,2017,Grand Final
27,28,Eddie Betts,FWD,2,2,10,1,0,0,0,0,2017,Grand Final
28,28,Nathan Broad,DEF,2,0,14,10,2,2,0,0,2017,Grand Final
29,28,Shane Edwards,FWD,2,1,10,6,1,0,0,0,2017,Grand Final
30,28,Dylan Grimes,DEF,2,0,7,6,1,1,0,0,2017,Grand Final
31,28,Kyle Hartigan,KEYD,2,0,7,6,6,3,2,66.7,2017,Grand Final
32,28,Jake Kelly,DEF,2,0,8,6,1,4,0,0,2017,Grand Final
33,28,Jake Lever,KEYD,2,0,11,7,6,5,2,40,2017,Grand Final
34,28,Kamdyn McIntosh,MID,2,0,8,6,0,0,0,0,2017,Grand Final
35,28,Andy Otten,KEYF,2,1,5,1,2,0,0,0,2017,Grand Final
36,37,Luke Brown,DEF,1,0,10,8,2,6,5,83.3,2017,Grand Final
37,37,Josh Jenkins,KEYF,1,0,9,5,0,0,0,0,2017,Grand Final
38,37,Rory Laird,DEF,1,0,8,6,2,1,0,0,2017,Grand Final
39,37,Dustin Martin,MID,1,0,13,4,0,0,0,0,2017,Grand Final
40,37,Nick Vlastuin,DEF,1,0,7,6,3,1,1,100,2017,Grand Final
41,37,Taylor Walker,KEYF,1,0,13,2,1,0,0,0,2017,Grand Final
42,43,David Astbury,KEYD,0,0,2,2,4,3,1,33.3,2017,Grand Final
43,43,Sam Jacobs,RUC,0,0,4,3,2,1,0,0,2017,Grand Final
