,Rank,Player,Position,T    ,Ti50,PA,DHPA,S,CDOOO,CDL,CDL%,Season,Round
0,1,Matthew Lobbe,RUC,9,1,23,11,2,2,1,50,2014,Preliminary Finals
1,2,Sam Mitchell,MID,8,0,28,13,0,0,0,0,2014,Preliminary Finals
2,2,Luke Parker,FWD,8,2,30,10,1,0,0,0,2014,Preliminary Finals
3,2,Liam Shiels,MID,8,1,19,5,1,0,0,0,2014,Preliminary Finals
4,5,Travis Boak,MID,7,0,22,14,0,0,0,0,2014,Preliminary Finals
5,5,Alipate Carlile,KEYD,7,0,19,18,4,2,0,0,2014,Preliminary Finals
6,5,Josh P. Kennedy,MID,7,1,24,8,0,0,0,0,2014,Preliminary Finals
7,5,Ollie Wines,MID,7,0,30,15,0,0,0,0,2014,Preliminary Finals
8,9,Brad Ebert,MID,6,0,14,8,0,0,0,0,2014,Preliminary Finals
9,9,David Hale,RUC,6,1,17,3,1,0,0,0,2014,Preliminary Finals
10,9,Brent Harvey,FWD,6,1,22,7,0,0,0,0,2014,Preliminary Finals
11,9,Will Langford,MID,6,1,25,13,1,0,0,0,2014,Preliminary Finals
12,9,Jared Polec,MID,6,2,20,12,0,0,0,0,2014,Preliminary Finals
13,9,Andrew Swallow,MID,6,1,21,14,0,0,0,0,2014,Preliminary Finals
14,15,Luke Breust,FWD,5,2,12,1,0,0,0,0,2014,Preliminary Finals
15,15,Luke Hodge,MID,5,2,24,9,0,0,0,0,2014,Preliminary Finals
16,15,Paul Puopolo,FWD,5,2,29,8,0,0,0,0,2014,Preliminary Finals
17,15,Jack Ziebell,MID,5,0,26,10,1,0,0,0,2014,Preliminary Finals
18,19,Kane Cornes,MID,4,0,16,11,0,0,0,0,2014,Preliminary Finals
19,19,Harry Cunningham,FWD,4,0,23,13,0,1,0,0,2014,Preliminary Finals
20,19,Ben Cunnington,MID,4,2,16,8,1,0,0,0,2014,Preliminary Finals
21,19,Michael Firrito,DEF,4,0,20,17,9,6,1,16.7,2014,Preliminary Finals
22,19,Dan Hannebery,MID,4,1,16,6,0,0,0,0,2014,Preliminary Finals
23,19,Hamish Hartlett,FWD,4,0,30,15,1,0,0,0,2014,Preliminary Finals
24,19,Bradley Hill,FWD,4,0,17,7,0,0,0,0,2014,Preliminary Finals
25,19,Kieren Jack,MID,4,0,17,6,0,0,0,0,2014,Preliminary Finals
26,19,Ben McGlynn,MID,4,2,25,7,0,2,2,100,2014,Preliminary Finals
27,19,Isaac Smith,FWD,4,1,18,7,2,0,0,0,2014,Preliminary Finals
28,29,Grant Birchall,DEF,3,0,10,7,1,1,0,0,2014,Preliminary Finals
29,29,Lance Franklin,KEYF,3,2,10,0,2,0,0,0,2014,Preliminary Finals
30,29,Nathan Grima,KEYD,3,0,11,8,5,5,1,20,2014,Preliminary Finals
31,29,Lewis Jetta,FWD,3,0,10,5,2,1,1,100,2014,Preliminary Finals
32,29,Jake Lloyd,FWD,3,0,16,7,0,0,0,0,2014,Preliminary Finals
33,29,Jarrad McVeigh,MID,3,1,25,8,2,0,0,0,2014,Preliminary Finals
34,29,Drew Petrie,KEYF,3,2,12,1,0,0,0,0,2014,Preliminary Finals
35,36,Aaron Black,KEYF,2,0,4,2,0,0,0,0,2014,Preliminary Finals
36,36,Ben Brown,KEYF,2,2,6,1,0,0,0,0,2014,Preliminary Finals
37,36,Shaun Burgoyne,DEF,2,1,12,6,1,0,0,0,2014,Preliminary Finals
38,36,Nick Dal Santo,FWD,2,1,21,14,1,0,0,0,2014,Preliminary Finals
39,36,Taylor Duryea,DEF,2,0,10,6,5,1,1,100,2014,Preliminary Finals
40,36,Todd Goldstein,RUC,2,1,13,3,2,2,1,50,2014,Preliminary Finals
41,36,Adam Goodes,FWD,2,1,9,1,1,1,0,0,2014,Preliminary Finals
42,36,Heath Grundy,KEYD,2,0,3,3,2,3,1,33.3,2014,Preliminary Finals
43,36,Ben Jacobs,DEF,2,0,16,13,0,1,0,0,2014,Preliminary Finals
44,36,Tom Jonas,KEYD,2,0,9,4,3,2,1,50,2014,Preliminary Finals
45,36,Jordan Lewis,MID,2,0,8,5,0,0,0,0,2014,Preliminary Finals
