,Rank,Player,Position,T    ,Ti50,PA,DHPA,S,CDOOO,CDL,CDL%,Season,Round
0,1,Matthew Lobbe,RUC,9,2,20,9,4,4,1,25,2013,Semi Finals
1,2,Craig Bird,FWD,7,0,17,7,0,1,1,100,2013,Semi Finals
2,2,James Kelly,MID,7,2,24,8,1,0,0,0,2013,Semi Finals
3,2,Andrew Moore,MID,7,1,21,10,1,0,0,0,2013,Semi Finals
4,2,Ryan O'Keefe,MID,7,3,24,4,2,0,0,0,2013,Semi Finals
5,6,Jimmy Bartel,DEF,6,2,18,4,0,0,0,0,2013,Semi Finals
6,6,Jude Bolton,FWD,6,2,17,6,0,0,0,0,2013,Semi Finals
7,6,Paul Chapman,FWD,6,3,10,4,1,0,0,0,2013,Semi Finals
8,9,Travis Boak,MID,5,0,20,12,0,0,0,0,2013,Semi Finals
9,9,Brad Ebert,MID,5,2,24,13,2,1,0,0,2013,Semi Finals
10,9,Josh P. Kennedy,MID,5,0,26,9,0,0,0,0,2013,Semi Finals
11,9,Jarrad McVeigh,DEF,5,1,14,8,2,0,0,0,2013,Semi Finals
12,9,Shane Mumford,RUC,5,0,15,5,0,0,0,0,2013,Semi Finals
13,9,Joel Selwood,MID,5,0,16,7,0,0,0,0,2013,Semi Finals
14,15,Dom Cassisi,MID,4,0,15,12,2,1,0,0,2013,Semi Finals
15,15,Kane Cornes,MID,4,0,13,11,0,0,0,0,2013,Semi Finals
16,15,Nick Duigan,DEF,4,0,22,2,1,0,0,0,2013,Semi Finals
17,15,Andrejs Everitt,DEF,4,0,11,7,5,1,1,100,2013,Semi Finals
18,15,Robbie Gray,FWD,4,0,22,9,1,0,0,0,2013,Semi Finals
19,15,Cameron Guthrie,DEF,4,0,9,3,0,0,0,0,2013,Semi Finals
20,15,Travis Varcoe,FWD,4,1,20,7,0,3,2,66.7,2013,Semi Finals
21,15,Nathan Vardy,RUC,4,1,14,2,2,1,0,0,2013,Semi Finals
22,15,Justin Westhoff,KEYF,4,0,16,7,0,0,0,0,2013,Semi Finals
23,24,Eddie Betts,FWD,3,1,15,4,0,0,0,0,2013,Semi Finals
24,24,Mark Blicavs,RUC,3,0,11,4,0,1,0,0,2013,Semi Finals
25,24,Allen Christensen,FWD,3,0,13,2,0,0,0,0,2013,Semi Finals
26,24,Harry Cunningham,DEF,3,0,10,2,0,0,0,0,2013,Semi Finals
27,24,Mitch Duncan,MID,3,2,19,5,2,1,0,0,2013,Semi Finals
28,24,Jeff Garlett,FWD,3,2,19,9,0,0,0,0,2013,Semi Finals
29,24,Steve Johnson,MID,3,1,19,6,1,2,0,0,2013,Semi Finals
30,24,Chris Judd,MID,3,0,19,5,1,1,0,0,2013,Semi Finals
31,24,Andrew Mackie,DEF,3,0,8,5,2,1,0,0,2013,Semi Finals
32,24,Nick Malceski,DEF,3,0,8,6,4,1,0,0,2013,Semi Finals
33,24,Brock McLean,MID,3,0,19,10,0,0,0,0,2013,Semi Finals
34,24,Angus Monfries,FWD,3,2,20,5,0,0,0,0,2013,Semi Finals
35,24,Mike Pyke,RUC,3,1,14,3,3,0,0,0,2013,Semi Finals
36,24,Jared Rivers,KEYD,3,0,7,4,3,1,1,100,2013,Semi Finals
37,24,Jay Schulz,KEYF,3,2,17,5,0,0,0,0,2013,Semi Finals
38,24,Heath Scotland,DEF,3,0,15,4,2,3,1,33.3,2013,Semi Finals
39,24,Mathew Stokes,MID,3,0,15,6,0,0,0,0,2013,Semi Finals
40,24,Andrew Walker,DEF,3,0,9,6,4,4,1,25,2013,Semi Finals
41,24,Chris Yarran,FWD,3,1,23,9,0,0,0,0,2013,Semi Finals
42,43,Tom Bell,MID,2,0,18,7,0,0,0,0,2013,Semi Finals
43,43,Shane Biggs,DEF,2,0,8,4,1,0,0,0,2013,Semi Finals
44,43,Joel Corey,MID,2,1,17,5,1,1,0,0,2013,Semi Finals
45,43,Bryce Gibbs,MID,2,0,19,9,1,1,0,0,2013,Semi Finals
46,43,Dan Hannebery,MID,2,0,18,7,0,0,0,0,2013,Semi Finals
47,43,Hamish Hartlett,MID,2,0,21,11,0,0,0,0,2013,Semi Finals
48,43,Tom Hawkins,KEYF,2,1,11,3,2,0,0,0,2013,Semi Finals
49,43,Michael Jamison,KEYD,2,0,9,8,16,13,2,15.4,2013,Semi Finals
50,43,Tom Lonergan,KEYD,2,0,5,2,7,9,0,0,2013,Semi Finals
51,43,Andrew McInnes,DEF,2,0,10,8,7,2,0,0,2013,Semi Finals
52,43,Steven Motlop,FWD,2,0,25,9,0,0,0,0,2013,Semi Finals
53,43,Cameron O'Shea,DEF,2,0,13,10,3,0,0,0,2013,Semi Finals
54,43,Luke Parker,MID,2,2,8,1,2,1,0,0,2013,Semi Finals
55,43,Dane Rampe,DEF,2,0,7,2,2,1,0,0,2013,Semi Finals
