,Rank,Player,Position,T    ,Ti50,PA,DHPA,S,CDOOO,CDL,CDL%,Season,Round
0,1,Liam Shiels,MID,9,2,22,7,2,0,0,0,2013,Grand Final
1,2,Michael Barlow,MID,8,3,17,10,0,0,0,0,2013,Grand Final
2,2,David Mundy,MID,8,1,24,19,0,0,0,0,2013,Grand Final
3,4,Sam Mitchell,MID,7,0,15,11,0,1,0,0,2013,Grand Final
4,4,Cyril Rioli,FWD,7,3,24,3,1,0,0,0,2013,Grand Final
5,4,Brad Sewell,MID,7,0,21,10,0,0,0,0,2013,Grand Final
6,7,Luke Breust,FWD,6,1,19,9,1,0,0,0,2013,Grand Final
7,7,Paul Duffield,DEF,6,0,14,11,3,3,2,66.7,2013,Grand Final
8,7,Nat Fyfe,MID,6,1,17,8,1,1,0,0,2013,Grand Final
9,7,Paul Puopolo,FWD,6,1,24,5,1,1,1,100,2013,Grand Final
10,11,Ben Stratton,KEYD,5,0,12,6,5,2,0,0,2013,Grand Final
11,12,Shaun Burgoyne,MID,4,0,19,5,0,0,0,0,2013,Grand Final
12,12,Lance Franklin,KEYF,4,1,19,4,0,0,0,0,2013,Grand Final
13,12,Brent Guerra,DEF,4,0,10,6,1,0,0,0,2013,Grand Final
14,12,Jordan Lewis,MID,4,0,18,7,0,0,0,0,2013,Grand Final
15,12,Chris Mayne,FWD,4,0,21,6,0,0,0,0,2013,Grand Final
16,12,Danyle Pearce,MID,4,0,11,4,0,0,0,0,2013,Grand Final
17,12,Lee Spurr,DEF,4,0,19,16,2,4,2,50,2013,Grand Final
18,12,Nicholas Suban,MID,4,1,15,9,0,0,0,0,2013,Grand Final
19,20,Max Bailey,RUC,3,1,13,7,2,0,0,0,2013,Grand Final
20,20,Zac Clarke,RUC,3,0,12,3,1,0,0,0,2013,Grand Final
21,20,Bradley Hill,MID,3,1,13,5,1,0,0,0,2013,Grand Final
22,20,Matthew Pavlich,KEYF,3,1,9,1,0,0,0,0,2013,Grand Final
23,20,Isaac Smith,MID,3,0,18,8,1,0,0,0,2013,Grand Final
24,20,Michael Walters,FWD,3,2,12,1,0,0,0,0,2013,Grand Final
25,20,Matt de Boer,FWD,3,1,17,4,3,2,0,0,2013,Grand Final
26,27,Hayden Ballantyne,FWD,2,0,11,3,0,1,0,0,2013,Grand Final
27,27,Zac Dawson,KEYD,2,0,11,11,2,5,4,80,2013,Grand Final
28,27,Jack Gunston,FWD,2,1,12,2,0,1,1,100,2013,Grand Final
29,27,David Hale,RUC,2,1,12,2,2,1,0,0,2013,Grand Final
30,27,Luke Hodge,DEF,2,0,14,10,2,0,0,0,2013,Grand Final
31,27,Michael Johnson,KEYD,2,0,2,0,9,10,1,10,2013,Grand Final
32,33,Brian Lake,KEYD,1,0,9,8,9,4,1,25,2013,Grand Final
33,33,Tendai Mzungu,MID,1,0,14,10,2,1,0,0,2013,Grand Final
34,33,Jarryd Roughead,KEYF,1,0,8,3,0,0,0,0,2013,Grand Final
35,33,Aaron Sandilands,RUC,1,0,5,1,5,0,0,0,2013,Grand Final
36,33,Cam Sutcliffe,DEF,1,0,13,12,3,4,2,50,2013,Grand Final
37,38,Grant Birchall,DEF,0,0,5,3,0,1,1,100,2013,Grand Final
38,38,Ryan Crowley,MID,0,0,13,7,0,1,0,0,2013,Grand Final
39,38,Josh Gibson,KEYD,0,0,11,10,6,2,0,0,2013,Grand Final
40,38,Stephen Hill,MID,0,0,7,2,2,0,0,0,2013,Grand Final
41,38,Luke McPharlin,KEYD,0,0,8,7,1,4,0,0,2013,Grand Final
42,38,Lachie Neale,MID,0,0,4,4,1,0,0,0,2013,Grand Final
43,38,Jonathan Simpkin,MID,0,0,2,1,0,0,0,0,2013,Grand Final
