,Rank,Player,Position,T    ,Ti50,PA,DHPA,S,CDOOO,CDL,CDL%,Season,Round
0,1,Levi Greenwood,DEF,10,1,23,19,2,1,0,0,2018,Preliminary Finals
1,2,Chris Mayne,MID,9,1,20,13,1,0,0,0,2018,Preliminary Finals
2,2,Jack Redden,MID,9,2,20,9,1,0,0,0,2018,Preliminary Finals
3,4,Trent Cotchin,MID,7,1,23,14,0,1,1,100,2018,Preliminary Finals
4,5,Jamie Cripps,FWD,6,1,18,10,0,0,0,0,2018,Preliminary Finals
5,5,Mark Hutchings,MID,6,1,23,14,0,0,0,0,2018,Preliminary Finals
6,5,Alex Neal-Bullen,FWD,6,4,19,3,1,0,0,0,2018,Preliminary Finals
7,5,Tom Phillips,MID,6,1,21,14,0,0,0,0,2018,Preliminary Finals
8,5,Elliot Yeo,MID,6,0,21,8,0,0,0,0,2018,Preliminary Finals
9,10,Taylor Adams,MID,5,0,24,10,0,0,0,0,2018,Preliminary Finals
10,10,Reece Conca,MID,5,0,20,17,1,0,0,0,2018,Preliminary Finals
11,10,Shaun Grigg,MID,5,2,18,6,0,0,0,0,2018,Preliminary Finals
12,10,Dion Prestia,MID,5,1,20,3,0,0,0,0,2018,Preliminary Finals
13,10,Daniel Rioli,FWD,5,1,19,3,1,0,0,0,2018,Preliminary Finals
14,15,Tom Cole,DEF,4,0,11,10,3,0,0,0,2018,Preliminary Finals
15,15,Shane Edwards,FWD,4,1,21,8,0,1,1,100,2018,Preliminary Finals
16,15,Brodie Grundy,RUC,4,1,12,6,2,0,0,0,2018,Preliminary Finals
17,15,Josh J. Kennedy,KEYF,4,2,6,1,0,0,0,0,2018,Preliminary Finals
18,15,Brayden Maynard,DEF,4,0,12,7,0,2,1,50,2018,Preliminary Finals
19,15,Toby Nankervis,RUC,4,3,25,11,6,3,1,33.3,2018,Preliminary Finals
20,15,Scott Pendlebury,MID,4,0,18,11,0,0,0,0,2018,Preliminary Finals
21,15,Nick Vlastuin,DEF,4,2,13,10,6,4,1,25,2018,Preliminary Finals
22,23,Josh Caddy,FWD,3,2,13,5,0,0,0,0,2018,Preliminary Finals
23,23,Jason Castagna,FWD,3,0,14,4,0,0,0,0,2018,Preliminary Finals
24,23,Liam Duggan,DEF,3,0,16,15,1,0,0,0,2018,Preliminary Finals
25,23,Tyson Goldsack,KEYD,3,0,5,2,11,7,3,42.9,2018,Preliminary Finals
26,23,Dylan Grimes,DEF,3,0,13,8,7,2,0,0,2018,Preliminary Finals
27,23,James Harmes,MID,3,1,10,3,1,0,0,0,2018,Preliminary Finals
28,23,Shannon Hurn,DEF,3,0,12,8,4,5,0,0,2018,Preliminary Finals
29,23,Neville Jetta,DEF,3,0,7,5,1,0,0,0,2018,Preliminary Finals
30,23,Mark LeCras,FWD,3,2,10,2,2,0,0,0,2018,Preliminary Finals
31,23,Scott Lycett,RUC,3,0,9,2,6,2,1,50,2018,Preliminary Finals
32,23,Clayton Oliver,MID,3,2,13,5,0,0,0,0,2018,Preliminary Finals
33,23,Brayden Sier,MID,3,0,17,13,0,0,0,0,2018,Preliminary Finals
34,23,Joel Smith,DEF,3,1,14,7,3,2,1,50,2018,Preliminary Finals
35,23,Adam Treloar,MID,3,0,17,9,0,0,0,0,2018,Preliminary Finals
36,23,Aaron vandenBerg,FWD,3,1,17,8,1,0,0,0,2018,Preliminary Finals
37,38,James Aish,MID,2,0,8,7,2,1,0,0,2018,Preliminary Finals
38,38,Tom Barrass,KEYD,2,0,10,9,10,2,0,0,2018,Preliminary Finals
39,38,Angus Brayshaw,MID,2,0,13,5,2,0,0,0,2018,Preliminary Finals
40,38,Nathan Broad,DEF,2,0,11,5,3,1,0,0,2018,Preliminary Finals
41,38,Mason Cox,KEYF,2,0,11,5,0,0,0,0,2018,Preliminary Finals
42,38,Jack Crisp,DEF,2,0,10,8,2,1,0,0,2018,Preliminary Finals
43,38,Jack Graham,MID,2,2,22,5,0,1,0,0,2018,Preliminary Finals
44,38,Jack Higgins,FWD,2,0,16,5,0,0,0,0,2018,Preliminary Finals
45,38,Will Hoskin-Elliott,FWD,2,1,13,4,1,0,0,0,2018,Preliminary Finals
46,38,Tom Langdon,DEF,2,0,10,9,5,3,2,66.7,2018,Preliminary Finals
47,38,Tom McDonald,KEYF,2,2,10,1,6,0,0,0,2018,Preliminary Finals
48,38,Brody Mihocek,KEYF,2,1,12,4,0,0,0,0,2018,Preliminary Finals
49,38,Christian Petracca,FWD,2,2,11,0,0,0,0,0,2018,Preliminary Finals
50,38,Alex Rance,KEYD,2,0,8,8,6,4,2,50,2018,Preliminary Finals
51,38,Jack Riewoldt,KEYF,2,2,8,0,2,0,0,0,2018,Preliminary Finals
52,38,Liam Ryan,FWD,2,0,12,2,0,0,0,0,2018,Preliminary Finals
53,38,Steele Sidebottom,MID,2,0,21,15,1,0,0,0,2018,Preliminary Finals
54,38,Jaidyn Stephenson,FWD,2,1,17,7,1,0,0,0,2018,Preliminary Finals
55,38,Josh Thomas,FWD,2,0,19,3,0,0,0,0,2018,Preliminary Finals
56,38,Travis Varcoe,FWD,2,1,7,1,0,0,0,0,2018,Preliminary Finals
57,38,Nathan Vardy,RUC,2,0,7,2,2,0,0,0,2018,Preliminary Finals
58,38,Daniel Venables,FWD,2,0,9,4,0,0,0,0,2018,Preliminary Finals
59,38,Jack Viney,MID,2,0,16,7,0,0,0,0,2018,Preliminary Finals
60,61,Jack Darling,KEYF,1,1,9,3,2,0,0,0,2018,Preliminary Finals
61,61,Sam Frost,KEYD,1,0,7,5,7,1,0,0,2018,Preliminary Finals
62,61,Jeremy Howe,DEF,1,0,6,5,8,2,0,0,2018,Preliminary Finals
63,61,Kane Lambert,FWD,1,0,16,7,0,0,0,0,2018,Preliminary Finals
64,61,Jordan Lewis,DEF,1,0,13,4,2,0,0,0,2018,Preliminary Finals
65,61,Dustin Martin,MID,1,1,16,3,0,0,0,0,2018,Preliminary Finals
66,61,Chris Masten,MID,1,0,9,4,0,0,0,0,2018,Preliminary Finals
67,61,Christian Salem,DEF,1,0,16,10,0,0,0,0,2018,Preliminary Finals
68,61,Dom Sheed,MID,1,0,12,6,0,0,0,0,2018,Preliminary Finals
69,61,Jayden Short,DEF,1,0,14,10,0,0,0,0,2018,Preliminary Finals
70,61,Luke Shuey,MID,1,0,20,9,0,0,0,0,2018,Preliminary Finals
71,61,Charlie Spargo,FWD,1,0,8,3,0,0,0,0,2018,Preliminary Finals
72,61,Dom Tyson,MID,1,0,9,3,0,1,1,100,2018,Preliminary Finals
73,74,David Astbury,KEYD,0,0,2,2,5,2,0,0,2018,Preliminary Finals
74,74,Jordan De Goey,FWD,0,0,7,1,0,0,0,0,2018,Preliminary Finals
75,74,Max Gawn,RUC,0,0,8,4,1,1,0,0,2018,Preliminary Finals
76,74,Mitch Hannan,FWD,0,0,8,3,1,0,0,0,2018,Preliminary Finals
77,74,Michael Hibberd,DEF,0,0,6,6,4,2,1,50,2018,Preliminary Finals
78,74,Bachar Houli,DEF,0,0,9,8,2,0,0,0,2018,Preliminary Finals
79,74,Lewis Jetta,DEF,0,0,8,6,2,1,0,0,2018,Preliminary Finals
80,74,Nathan Jones,MID,0,0,9,3,1,1,0,0,2018,Preliminary Finals
81,74,Oscar McDonald,KEYD,0,0,6,6,11,5,1,20,2018,Preliminary Finals
82,74,Jeremy McGovern,KEYD,0,0,7,6,1,1,1,100,2018,Preliminary Finals
83,74,Kamdyn McIntosh,MID,0,0,15,7,3,0,0,0,2018,Preliminary Finals
84,74,Jake Melksham,FWD,0,0,7,2,0,0,0,0,2018,Preliminary Finals
85,74,Willie Rioli,FWD,0,0,13,4,1,0,0,0,2018,Preliminary Finals
86,74,Will Schofield,KEYD,0,0,8,8,6,1,0,0,2018,Preliminary Finals
87,74,Sam Weideman,KEYF,0,0,5,1,0,0,0,0,2018,Preliminary Finals
