,Rank,Player,Position,T    ,Ti50,PA,DHPA,S,CDOOO,CDL,CDL%,Season,Round
0,1,James Harmes,MID,11,4,20,5,0,0,0,0,2018,Semi Finals
1,1,Scott Pendlebury,MID,11,1,28,13,0,0,0,0,2018,Semi Finals
2,3,Taylor Adams,MID,10,0,27,12,0,0,0,0,2018,Semi Finals
3,3,Tom Mitchell,MID,10,1,19,8,1,0,0,0,2018,Semi Finals
4,5,Clayton Oliver,MID,8,3,16,4,1,0,0,0,2018,Semi Finals
5,6,Jacob Hopper,MID,7,1,22,6,0,0,0,0,2018,Semi Finals
6,6,Callan Ward,MID,7,1,21,10,0,0,0,0,2018,Semi Finals
7,8,Stephen Coniglio,MID,6,0,20,9,0,0,0,0,2018,Semi Finals
8,8,Alex Neal-Bullen,FWD,6,3,21,7,3,0,0,0,2018,Semi Finals
9,8,Jarryd Roughead,KEYF,6,5,15,1,3,0,0,0,2018,Semi Finals
10,8,Liam Shiels,MID,6,1,20,10,0,0,0,0,2018,Semi Finals
11,8,Matt de Boer,FWD,6,3,19,5,0,0,0,0,2018,Semi Finals
12,13,Mason Cox,KEYF,5,2,14,6,3,1,1,100,2018,Semi Finals
13,13,Brodie Grundy,RUC,5,1,15,6,3,1,0,0,2018,Semi Finals
14,13,Mitch Hannan,FWD,5,2,14,3,2,0,0,0,2018,Semi Finals
15,13,Adam Kennedy,DEF,5,0,16,14,0,3,1,33.3,2018,Semi Finals
16,13,Dylan Shiel,MID,5,1,25,13,0,0,0,0,2018,Semi Finals
17,13,Adam Treloar,MID,5,0,9,6,0,0,0,0,2018,Semi Finals
18,13,Jack Viney,MID,5,0,14,7,0,0,0,0,2018,Semi Finals
19,13,James Worpel,FWD,5,1,13,3,0,0,0,0,2018,Semi Finals
20,21,Luke Breust,FWD,4,1,17,5,0,0,0,0,2018,Semi Finals
21,21,Brett Deledio,MID,4,1,13,3,0,0,0,0,2018,Semi Finals
22,21,Daniel Howe,MID,4,0,12,9,1,0,0,0,2018,Semi Finals
23,21,Jarman Impey,DEF,4,1,11,5,0,0,0,0,2018,Semi Finals
24,21,Rory Lobb,RUC,4,1,8,5,5,0,0,0,2018,Semi Finals
25,21,Chris Mayne,MID,4,0,9,3,0,0,0,0,2018,Semi Finals
26,21,Paul Puopolo,FWD,4,2,22,4,0,0,0,0,2018,Semi Finals
27,21,Tim Taranto,MID,4,1,29,10,0,0,0,0,2018,Semi Finals
28,21,Sam Weideman,KEYF,4,1,7,3,2,0,0,0,2018,Semi Finals
29,30,James Aish,MID,3,0,18,10,0,0,0,0,2018,Semi Finals
30,30,Angus Brayshaw,MID,3,0,22,14,0,0,0,0,2018,Semi Finals
31,30,Jeremy Cameron,KEYF,3,2,11,1,1,0,0,0,2018,Semi Finals
32,30,Phil Davis,KEYD,3,0,14,8,8,6,1,16.7,2018,Semi Finals
33,30,Bayley Fritsch,FWD,3,0,10,7,1,0,0,0,2018,Semi Finals
34,30,Sam Frost,KEYD,3,0,7,6,2,3,1,33.3,2018,Semi Finals
35,30,Ryan Griffen,FWD,3,2,16,4,0,0,0,0,2018,Semi Finals
36,30,Jack Gunston,KEYF,3,2,12,4,0,0,0,0,2018,Semi Finals
37,30,Will Hoskin-Elliott,FWD,3,2,9,0,3,0,0,0,2018,Semi Finals
38,30,Neville Jetta,DEF,3,0,9,7,4,1,0,0,2018,Semi Finals
39,30,Zac Langdon,FWD,3,1,11,5,0,0,0,0,2018,Semi Finals
40,30,Ben McEvoy,RUC,3,0,11,5,3,0,0,0,2018,Semi Finals
41,30,Harry Morrison,FWD,3,0,12,5,0,0,0,0,2018,Semi Finals
42,30,Conor Nash,KEYF,3,1,15,3,2,0,0,0,2018,Semi Finals
43,30,Steele Sidebottom,MID,3,0,18,7,1,0,0,0,2018,Semi Finals
44,30,Isaac Smith,MID,3,0,15,5,0,0,0,0,2018,Semi Finals
45,30,Charlie Spargo,FWD,3,1,10,3,0,0,0,0,2018,Semi Finals
