,Rank,Player,Position,T    ,Ti50,PA,DHPA,S,CDOOO,CDL,CDL%,Season,Round
0,1,Tom Mitchell,MID,10,1,25,12,0,0,0,0,2023,Preliminary Finals
1,2,Lincoln McCarthy,FWD,7,4,18,0,0,0,0,0,2023,Preliminary Finals
2,3,Toby Bedford,FWD,6,2,23,5,1,1,1,100,2023,Preliminary Finals
3,3,Patrick Cripps,MID,6,2,25,15,1,0,0,0,2023,Preliminary Finals
4,3,George Hewett,MID,6,0,22,10,0,0,0,0,2023,Preliminary Finals
5,3,Harry Perryman,DEF,6,0,12,5,3,1,0,0,2023,Preliminary Finals
6,3,Sam Taylor,KEYD,6,0,13,11,8,4,1,25,2023,Preliminary Finals
7,3,Sam Walsh,MID,6,1,27,12,0,0,0,0,2023,Preliminary Finals
8,9,Adam Cerra,MID,5,1,17,6,0,0,0,0,2023,Preliminary Finals
9,9,Jack Crisp,MID,5,1,22,10,1,0,0,0,2023,Preliminary Finals
10,9,Sam Docherty,MID,5,2,17,7,0,0,0,0,2023,Preliminary Finals
11,9,Josh Dunkley,MID,5,1,27,12,0,1,1,100,2023,Preliminary Finals
12,9,Patrick Lipinski,FWD,5,1,20,6,0,0,0,0,2023,Preliminary Finals
13,9,Brayden Maynard,DEF,5,0,17,13,5,1,0,0,2023,Preliminary Finals
14,9,Deven Robertson,FWD,5,1,11,3,0,0,0,0,2023,Preliminary Finals
15,16,Jordan Boyd,DEF,4,0,14,10,0,0,0,0,2023,Preliminary Finals
16,16,Keidean Coleman,DEF,4,0,6,2,2,0,0,0,2023,Preliminary Finals
17,16,Stephen Coniglio,MID,4,1,15,12,0,1,1,100,2023,Preliminary Finals
18,16,Nick Daicos,MID,4,0,22,9,0,1,1,100,2023,Preliminary Finals
19,16,Brent Daniels,FWD,4,1,20,5,0,0,0,0,2023,Preliminary Finals
20,16,Jeremy Howe,KEYD,4,0,10,7,3,2,0,0,2023,Preliminary Finals
21,16,Daniel Lloyd,FWD,4,0,15,7,0,0,0,0,2023,Preliminary Finals
22,16,Jack Martin,FWD,4,1,9,3,0,0,0,0,2023,Preliminary Finals
23,16,Beau McCreery,FWD,4,1,32,7,0,0,0,0,2023,Preliminary Finals
24,16,Isaac Quaynor,DEF,4,0,8,2,3,1,0,0,2023,Preliminary Finals
25,16,Steele Sidebottom,MID,4,0,23,12,1,1,1,100,2023,Preliminary Finals
26,16,Callan Ward,MID,4,1,15,6,0,0,0,0,2023,Preliminary Finals
27,16,Dayne Zorko,FWD,4,0,20,8,1,0,0,0,2023,Preliminary Finals
28,29,Kieren Briggs,RUC,3,0,9,7,4,2,0,0,2023,Preliminary Finals
29,29,Callum M. Brown,FWD,3,0,13,5,0,0,0,0,2023,Preliminary Finals
30,29,Jack Buckley,KEYD,3,0,9,7,4,1,0,0,2023,Preliminary Finals
31,29,Finn Callaghan,MID,3,0,15,10,1,1,0,0,2023,Preliminary Finals
32,29,Mason Cox,RUC,3,0,7,3,3,1,0,0,2023,Preliminary Finals
33,29,Tom De Koning,RUC,3,0,9,3,2,0,0,0,2023,Preliminary Finals
34,29,Jamie Elliott,FWD,3,1,21,2,0,0,0,0,2023,Preliminary Finals
35,29,Jaspa Fletcher,MID,3,0,12,9,0,1,0,0,2023,Preliminary Finals
36,29,Lachie Fogarty,FWD,3,1,14,3,0,0,0,0,2023,Preliminary Finals
37,29,Bobby Hill,FWD,3,0,18,2,1,0,0,0,2023,Preliminary Finals
38,29,Oliver Hollands,MID,3,0,17,9,0,0,0,0,2023,Preliminary Finals
39,29,Hugh McCluggage,MID,3,0,26,10,0,0,0,0,2023,Preliminary Finals
40,29,Oscar McInerney,RUC,3,0,11,9,1,1,0,0,2023,Preliminary Finals
41,29,Nathan Murphy,KEYD,3,0,11,7,4,2,1,50,2023,Preliminary Finals
42,29,Lachie Neale,MID,3,0,19,9,0,0,0,0,2023,Preliminary Finals
43,29,Nic Newman,DEF,3,0,12,9,2,0,0,0,2023,Preliminary Finals
44,29,Lachie Whitfield,DEF,3,1,12,9,0,1,1,100,2023,Preliminary Finals
45,46,Blake Acres,MID,2,0,15,5,5,0,0,0,2023,Preliminary Finals
46,46,Zac Bailey,FWD,2,1,19,8,0,0,0,0,2023,Preliminary Finals
47,46,Charlie Cameron,FWD,2,2,6,0,0,0,0,0,2023,Preliminary Finals
48,46,Darcy Cameron,RUC,2,1,12,5,5,0,0,0,2023,Preliminary Finals
49,46,Alex Cincotta,DEF,2,0,10,6,2,1,0,0,2023,Preliminary Finals
50,46,Matthew Cottrell,FWD,2,0,6,1,0,0,0,0,2023,Preliminary Finals
51,46,Isaac Cumming,DEF,2,1,7,3,0,1,0,0,2023,Preliminary Finals
52,46,Jordan De Goey,MID,2,0,23,9,1,0,0,0,2023,Preliminary Finals
53,46,Connor Idun,DEF,2,0,14,10,7,3,0,0,2023,Preliminary Finals
54,46,Josh Kelly,MID,2,0,21,10,1,0,0,0,2023,Preliminary Finals
55,46,Ryan Lester,KEYD,2,0,7,5,7,2,1,50,2023,Preliminary Finals
56,46,Oleg Markov,DEF,2,0,12,10,2,1,0,0,2023,Preliminary Finals
57,46,Mitch McGovern,DEF,2,0,9,6,0,0,0,0,2023,Preliminary Finals
58,46,Conor McKenna,DEF,2,0,9,6,3,0,0,0,2023,Preliminary Finals
59,46,Brody Mihocek,KEYF,2,0,13,3,0,0,0,0,2023,Preliminary Finals
60,46,Cam Rayner,FWD,2,0,17,1,0,0,0,0,2023,Preliminary Finals
61,46,Darcy Wilmot,DEF,2,0,11,11,0,0,0,0,2023,Preliminary Finals
62,63,Callum Ah Chee,FWD,1,0,13,5,2,0,0,0,2023,Preliminary Finals
63,63,Lachie Ash,DEF,1,0,8,7,1,2,1,50,2023,Preliminary Finals
64,63,Jarrod Berry,MID,1,0,10,6,1,0,0,0,2023,Preliminary Finals
65,63,Josh Daicos,MID,1,1,13,3,1,0,0,0,2023,Preliminary Finals
