,Rank,Player,Position,T    ,Ti50,PA,DHPA,S,CDOOO,CDL,CDL%,Season,Round
0,1,Tom Mitchell,MID,13,2,33,17,0,0,0,0,2016,Grand Final
1,2,Clay Smith,FWD,11,4,20,8,0,0,0,0,2016,Grand Final
2,3,Luke Parker,MID,9,2,23,12,0,0,0,0,2016,Grand Final
3,4,Luke Dahlhaus,FWD,8,1,19,9,0,0,0,0,2016,Grand Final
4,4,Tom Liberatore,MID,8,1,23,7,1,0,0,0,2016,Grand Final
5,6,Marcus Bontempelli,MID,7,0,19,12,0,0,0,0,2016,Grand Final
6,6,Josh Dunkley,FWD,7,1,24,8,1,0,0,0,2016,Grand Final
7,6,Lance Franklin,KEYF,7,2,13,7,0,0,0,0,2016,Grand Final
8,9,Dan Hannebery,MID,6,0,20,12,0,0,0,0,2016,Grand Final
9,9,Josh P. Kennedy,MID,6,0,29,16,0,0,0,0,2016,Grand Final
10,9,Jeremy Laidler,DEF,6,0,13,12,3,0,0,0,2016,Grand Final
11,9,Gary Rohan,FWD,6,1,22,7,0,0,0,0,2016,Grand Final
12,13,Caleb Daniel,FWD,5,1,20,7,0,0,0,0,2016,Grand Final
13,13,Tory Dickson,FWD,5,1,15,4,0,0,0,0,2016,Grand Final
14,13,Ben McGlynn,FWD,5,2,20,9,0,0,0,0,2016,Grand Final
15,13,Toby McLean,FWD,5,0,17,9,0,0,0,0,2016,Grand Final
16,13,Callum Mills,DEF,5,0,10,7,3,3,0,0,2016,Grand Final
17,13,Tom Papley,FWD,5,1,12,4,0,0,0,0,2016,Grand Final
18,19,Matthew Boyd,DEF,4,0,13,10,1,3,0,0,2016,Grand Final
19,19,Zaine Cordy,KEYF,4,3,8,1,1,0,0,0,2016,Grand Final
20,19,Heath Grundy,KEYD,4,0,11,8,2,5,1,20,2016,Grand Final
21,19,Isaac Heeney,FWD,4,0,11,7,3,2,1,50,2016,Grand Final
22,19,George Hewett,FWD,4,2,13,8,0,0,0,0,2016,Grand Final
23,19,Lachie Hunter,MID,4,1,20,3,0,0,0,0,2016,Grand Final
24,19,Dale Morris,KEYD,4,0,10,5,4,4,1,25,2016,Grand Final
25,19,Liam Picken,MID,4,2,20,7,0,0,0,0,2016,Grand Final
26,19,Dane Rampe,KEYD,4,0,15,12,7,5,0,0,2016,Grand Final
27,19,Jordan Roughead,RUC,4,0,14,4,3,0,0,0,2016,Grand Final
28,29,Shane Biggs,DEF,3,1,16,8,2,3,1,33.3,2016,Grand Final
29,29,Kieren Jack,MID,3,1,19,7,0,0,0,0,2016,Grand Final
30,29,Zak Jones,DEF,3,0,24,14,1,2,2,100,2016,Grand Final
31,29,Jack Macrae,FWD,3,0,7,3,2,1,0,0,2016,Grand Final
32,29,Jarrad McVeigh,DEF,3,0,9,7,2,1,0,0,2016,Grand Final
33,34,Jake Lloyd,MID,2,0,10,7,4,2,0,0,2016,Grand Final
34,34,Sam Naismith,RUC,2,0,9,7,0,0,0,0,2016,Grand Final
35,34,Nick Smith,DEF,2,0,12,9,0,3,0,0,2016,Grand Final
36,34,Jake Stringer,FWD,2,0,15,3,0,0,0,0,2016,Grand Final
37,34,Kurt Tippett,RUC,2,0,11,5,2,1,0,0,2016,Grand Final
38,34,Easton Wood,DEF,2,0,3,3,5,3,1,33.3,2016,Grand Final
39,40,Joel Hamling,KEYD,1,0,6,6,10,3,1,33.3,2016,Grand Final
40,40,Jason Johannisen,DEF,1,0,9,3,0,0,0,0,2016,Grand Final
41,42,Tom Boyd,KEYF,0,0,7,2,0,0,0,0,2016,Grand Final
42,42,Xavier Richards,KEYF,0,0,5,0,0,0,0,0,2016,Grand Final
43,42,Fletcher Roberts,KEYD,0,0,11,10,5,2,0,0,2016,Grand Final
