,Rank,Player,Position,T    ,Ti50,PA,DHPA,S,CDOOO,CDL,CDL%,Season,Round
0,1,Luke Parker,MID,12,0,27,15,1,0,0,0,2016,Semi Finals
1,1,Liam Shiels,MID,12,3,31,19,0,1,0,0,2016,Semi Finals
2,3,Paul Puopolo,FWD,10,3,30,8,0,0,0,0,2016,Semi Finals
3,3,Clay Smith,FWD,10,3,22,12,1,0,0,0,2016,Semi Finals
4,5,Rory Sloane,MID,9,1,34,13,2,0,0,0,2016,Semi Finals
5,5,Scott Thompson,MID,9,1,27,11,1,0,0,0,2016,Semi Finals
6,7,Luke Dahlhaus,FWD,7,2,19,7,1,0,0,0,2016,Semi Finals
7,8,Brad Crouch,MID,6,1,22,11,0,0,0,0,2016,Semi Finals
8,8,Josh Dunkley,FWD,6,3,21,4,0,0,0,0,2016,Semi Finals
9,8,James Frawley,KEYD,6,0,12,10,11,3,0,0,2016,Semi Finals
10,8,Dan Hannebery,MID,6,1,16,7,1,0,0,0,2016,Semi Finals
11,8,Luke Hodge,DEF,6,0,22,18,5,1,1,100,2016,Semi Finals
12,8,Kieren Jack,MID,6,0,20,12,0,0,0,0,2016,Semi Finals
13,8,Jordan Lewis,MID,6,0,16,11,0,0,0,0,2016,Semi Finals
14,8,James Sicily,FWD,6,1,18,11,3,1,0,0,2016,Semi Finals
15,8,Isaac Smith,FWD,6,0,15,11,0,0,0,0,2016,Semi Finals
16,17,Tom Boyd,KEYF,5,5,16,3,3,0,0,0,2016,Semi Finals
17,17,Luke Brown,DEF,5,0,17,12,0,2,2,100,2016,Semi Finals
18,17,Charles Cameron,FWD,5,2,18,8,3,0,0,0,2016,Semi Finals
19,17,Matt Crouch,MID,5,0,18,8,1,0,0,0,2016,Semi Finals
20,17,Richard Douglas,FWD,5,0,22,11,0,1,0,0,2016,Semi Finals
21,17,Jack Fitzpatrick,RUC,5,1,10,4,1,0,0,0,2016,Semi Finals
22,17,Ben McEvoy,RUC,5,0,14,8,5,1,1,100,2016,Semi Finals
23,17,Ben McGlynn,FWD,5,0,13,7,1,0,0,0,2016,Semi Finals
24,17,Sam Mitchell,MID,5,0,24,18,0,0,0,0,2016,Semi Finals
25,17,Cyril Rioli,FWD,5,3,14,5,0,0,0,0,2016,Semi Finals
26,17,Ben Stratton,DEF,5,0,18,16,4,3,1,33.3,2016,Semi Finals
27,28,Eddie Betts,FWD,4,1,17,4,1,0,0,0,2016,Semi Finals
28,28,Zaine Cordy,KEYF,4,0,7,4,2,0,0,0,2016,Semi Finals
29,28,Taylor Duryea,DEF,4,0,11,8,1,1,1,100,2016,Semi Finals
30,28,Josh Gibson,KEYD,4,0,11,9,4,1,0,0,2016,Semi Finals
31,28,Josh P. Kennedy,MID,4,1,18,7,0,0,0,0,2016,Semi Finals
32,28,Tom Liberatore,MID,4,2,15,1,1,0,0,0,2016,Semi Finals
33,28,David Mackay,MID,4,0,15,9,0,1,0,0,2016,Semi Finals
34,28,Jordan Roughead,RUC,4,1,12,5,5,1,0,0,2016,Semi Finals
