,Rank,Player,Position,T    ,Ti50,PA,DHPA,S,CDOOO,CDL,CDL%,Season,Round
0,1,Josh Dunkley,FWD,14,4,33,13,0,0,0,0,2022,Finals Week 1
1,2,Callum Mills,MID,11,2,24,13,1,1,0,0,2022,Finals Week 1
2,2,Luke Parker,MID,11,0,30,17,0,0,0,0,2022,Finals Week 1
3,4,Tom Atkins,DEF,9,0,31,13,0,0,0,0,2022,Finals Week 1
4,4,Jordan De Goey,MID,9,0,19,9,0,0,0,0,2022,Finals Week 1
5,4,Isaac Heeney,FWD,9,4,21,10,0,0,0,0,2022,Finals Week 1
6,4,Toby McLean,MID,9,5,19,3,0,0,0,0,2022,Finals Week 1
7,8,Taylor Adams,MID,8,2,20,10,0,0,0,0,2022,Finals Week 1
8,8,Clayton Oliver,MID,8,3,23,8,0,0,0,0,2022,Finals Week 1
9,8,James Rowbottom,MID,8,3,20,9,0,1,0,0,2022,Finals Week 1
10,11,Marcus Bontempelli,MID,7,0,26,11,3,1,0,0,2022,Finals Week 1
11,11,Darcy Cameron,RUC,7,1,14,8,3,3,1,33.3,2022,Finals Week 1
12,11,Errol Gulden,FWD,7,2,25,12,0,0,0,0,2022,Finals Week 1
13,11,Cameron Guthrie,MID,7,0,23,17,0,0,0,0,2022,Finals Week 1
14,11,Luke Jackson,RUC,7,1,15,3,1,0,0,0,2022,Finals Week 1
15,16,Will Brodie,MID,6,1,15,9,0,0,0,0,2022,Finals Week 1
16,16,Brad Close,FWD,6,1,28,8,0,0,0,0,2022,Finals Week 1
17,16,Keidean Coleman,DEF,6,0,15,10,1,0,0,0,2022,Finals Week 1
18,16,Patrick Dangerfield,MID,6,0,11,3,4,0,0,0,2022,Finals Week 1
19,16,Hugh McCluggage,MID,6,1,19,10,0,0,0,0,2022,Finals Week 1
20,16,Daniel McStay,KEYF,6,0,19,9,3,0,0,0,2022,Finals Week 1
21,16,Caleb Serong,MID,6,0,26,9,1,0,0,0,2022,Finals Week 1
22,16,Steele Sidebottom,MID,6,0,20,12,2,1,0,0,2022,Finals Week 1
23,16,Bailey Smith,FWD,6,1,19,7,0,0,0,0,2022,Finals Week 1
24,16,Tyson Stengle,FWD,6,3,23,9,0,0,0,0,2022,Finals Week 1
25,16,Jack Viney,MID,6,2,20,5,1,0,0,0,2022,Finals Week 1
26,27,Ryan Clarke,FWD,5,3,15,7,0,0,0,0,2022,Finals Week 1
