,Rank,Player,Position,T    ,Ti50,PA,DHPA,S,CDOOO,CDL,CDL%,Season,Round
0,1,Tom Mitchell,MID,13,1,20,9,0,0,0,0,2023,Grand Final
1,2,Steele Sidebottom,MID,7,0,13,8,0,0,0,0,2023,Grand Final
2,3,Darcy Cameron,RUC,6,0,10,5,2,3,1,33.3,2023,Grand Final
3,3,Keidean Coleman,DEF,6,0,17,13,2,1,0,0,2023,Grand Final
4,5,Bobby Hill,FWD,5,2,12,1,1,0,0,0,2023,Grand Final
5,5,Patrick Lipinski,FWD,5,1,19,10,0,0,0,0,2023,Grand Final
6,5,Hugh McCluggage,MID,5,2,24,13,0,0,0,0,2023,Grand Final
7,8,Zac Bailey,FWD,4,2,18,7,0,0,0,0,2023,Grand Final
8,8,Nick Daicos,MID,4,1,15,7,0,0,0,0,2023,Grand Final
9,8,Jordan De Goey,MID,4,1,22,5,0,0,0,0,2023,Grand Final
10,8,Josh Dunkley,MID,4,0,19,12,1,0,0,0,2023,Grand Final
11,8,Jamie Elliott,FWD,4,1,24,8,0,0,0,0,2023,Grand Final
12,8,Oscar McInerney,RUC,4,0,10,6,6,0,0,0,2023,Grand Final
13,8,Brody Mihocek,KEYF,4,1,17,3,0,0,0,0,2023,Grand Final
14,8,Scott Pendlebury,MID,4,0,15,9,1,0,0,0,2023,Grand Final
15,8,Dayne Zorko,FWD,4,0,19,10,1,0,0,0,2023,Grand Final
16,17,Darcy Gardiner,KEYD,3,0,8,7,5,3,0,0,2023,Grand Final
17,17,Eric Hipwood,KEYF,3,0,7,1,2,0,0,0,2023,Grand Final
18,17,Oleg Markov,DEF,3,0,7,4,0,0,0,0,2023,Grand Final
19,17,Beau McCreery,FWD,3,2,12,3,2,0,0,0,2023,Grand Final
20,17,Lachie Neale,MID,3,0,17,9,0,1,0,0,2023,Grand Final
21,17,Isaac Quaynor,DEF,3,0,9,8,0,1,0,0,2023,Grand Final
22,17,Darcy Wilmot,DEF,3,0,14,14,2,0,0,0,2023,Grand Final
23,24,Jarrod Berry,MID,2,0,19,12,2,1,0,0,2023,Grand Final
24,24,Will Hoskin-Elliott,FWD,2,0,11,5,2,0,0,0,2023,Grand Final
25,24,Ryan Lester,KEYD,2,0,11,8,2,3,1,33.3,2023,Grand Final
26,24,Brayden Maynard,DEF,2,1,9,8,4,1,1,100,2023,Grand Final
27,24,Conor McKenna,DEF,2,0,12,10,0,0,0,0,2023,Grand Final
28,29,Callum Ah Chee,FWD,1,1,12,6,0,0,0,0,2023,Grand Final
29,29,Harris Andrews,KEYD,1,0,6,5,7,6,1,16.7,2023,Grand Final
30,29,Charlie Cameron,FWD,1,0,12,1,0,0,0,0,2023,Grand Final
31,29,Mason Cox,RUC,1,0,10,5,3,0,0,0,2023,Grand Final
32,29,Jack Crisp,MID,1,1,8,6,1,0,0,0,2023,Grand Final
33,29,Jaspa Fletcher,MID,1,0,11,5,0,0,0,0,2023,Grand Final
34,29,Billy Frampton,KEYD,1,1,5,0,3,0,0,0,2023,Grand Final
35,29,Jeremy Howe,KEYD,1,0,9,6,2,2,0,0,2023,Grand Final
36,29,Jarryd Lyons,MID,1,0,3,2,0,0,0,0,2023,Grand Final
37,29,Lincoln McCarthy,FWD,1,1,9,2,1,0,0,0,2023,Grand Final
38,29,Cam Rayner,FWD,1,0,12,8,1,0,0,0,2023,Grand Final
39,29,Brandon Starcevich,DEF,1,0,14,11,0,1,0,0,2023,Grand Final
40,41,Josh Daicos,MID,0,0,4,3,0,0,0,0,2023,Grand Final
41,41,Joe Daniher,KEYF,0,0,3,0,3,0,0,0,2023,Grand Final
42,41,Jack Ginnivan,FWD,0,0,9,1,0,0,0,0,2023,Grand Final
43,41,Darcy Moore,KEYD,0,0,8,6,7,2,2,100,2023,Grand Final
44,41,Nathan Murphy,KEYD,0,0,1,1,1,0,0,0,2023,Grand Final
45,41,Deven Robertson,FWD,0,0,2,0,0,0,0,0,2023,Grand Final
