,Rank,Player,Position,T    ,Ti50,PA,DHPA,S,CDOOO,CDL,CDL%,Season,Round
0,1,Rupert Wills,MID,12,2,22,9,0,0,0,0,2019,Preliminary Finals
1,2,Jack Crisp,DEF,9,4,29,11,0,1,0,0,2019,Preliminary Finals
2,2,Scott Pendlebury,MID,9,2,27,16,0,0,0,0,2019,Preliminary Finals
3,4,Josh Kelly,MID,8,2,32,12,1,0,0,0,2019,Preliminary Finals
4,4,Brayden Maynard,DEF,8,0,17,13,2,1,0,0,2019,Preliminary Finals
5,4,Shane Mumford,RUC,8,0,21,16,1,0,0,0,2019,Preliminary Finals
6,4,Harry Perryman,MID,8,0,17,10,2,0,0,0,2019,Preliminary Finals
7,4,Adam Treloar,MID,8,5,20,8,0,0,0,0,2019,Preliminary Finals
8,4,Matt de Boer,MID,8,2,22,12,1,1,1,100,2019,Preliminary Finals
9,10,Kane Lambert,FWD,7,2,27,9,1,0,0,0,2019,Preliminary Finals
10,10,Joel Selwood,MID,7,0,19,5,0,0,0,0,2019,Preliminary Finals
11,12,James Aish,DEF,6,0,17,10,2,1,0,0,2019,Preliminary Finals
12,12,Trent Cotchin,MID,6,0,18,10,0,0,0,0,2019,Preliminary Finals
13,12,Shane Edwards,DEF,6,1,19,5,0,0,0,0,2019,Preliminary Finals
14,12,Sam J. Reid,DEF,6,0,19,12,1,0,0,0,2019,Preliminary Finals
15,12,Tim Taranto,MID,6,0,26,17,1,0,0,0,2019,Preliminary Finals
16,12,Zac Williams,DEF,6,0,27,13,0,0,0,0,2019,Preliminary Finals
17,18,Patrick Dangerfield,MID,5,1,15,8,0,0,0,0,2019,Preliminary Finals
18,18,Jack Graham,MID,5,1,23,6,0,0,0,0,2019,Preliminary Finals
19,18,Dion Prestia,MID,5,0,30,16,0,0,0,0,2019,Preliminary Finals
20,18,Heath Shaw,DEF,5,0,9,9,4,2,0,0,2019,Preliminary Finals
21,18,Steele Sidebottom,MID,5,1,22,9,2,2,0,0,2019,Preliminary Finals
22,18,Ivan Soldo,RUC,5,1,11,5,3,0,0,0,2019,Preliminary Finals
23,24,Taylor Adams,MID,4,2,18,9,0,0,0,0,2019,Preliminary Finals
24,24,Mark Blicavs,KEYD,4,2,13,6,0,2,1,50,2019,Preliminary Finals
25,24,Luke Dahlhaus,FWD,4,2,16,6,0,1,1,100,2019,Preliminary Finals
26,24,Jamie Elliott,FWD,4,3,10,1,1,0,0,0,2019,Preliminary Finals
27,24,Brodie Grundy,RUC,4,0,8,4,2,2,0,0,2019,Preliminary Finals
28,24,Harry Himmelberg,KEYF,4,1,10,3,2,1,0,0,2019,Preliminary Finals
29,24,Tim Kelly,MID,4,2,18,7,0,1,0,0,2019,Preliminary Finals
30,24,Chris Mayne,MID,4,0,11,6,1,0,0,0,2019,Preliminary Finals
31,24,Brandan Parfitt,FWD,4,0,12,5,0,0,0,0,2019,Preliminary Finals
32,24,Jack Riewoldt,KEYF,4,3,18,2,0,0,0,0,2019,Preliminary Finals
33,24,Josh Thomas,FWD,4,3,19,3,0,0,0,0,2019,Preliminary Finals
34,35,Liam Baker,DEF,3,0,17,12,1,4,3,75,2019,Preliminary Finals
35,35,Callum L. Brown,FWD,3,1,14,6,1,0,0,0,2019,Preliminary Finals
36,35,Josh Caddy,FWD,3,0,21,12,2,2,1,50,2019,Preliminary Finals
37,35,Brent Daniels,FWD,3,0,15,3,2,0,0,0,2019,Preliminary Finals
