,Rank,Player,Position,T    ,Ti50,PA,DHPA,S,CDOOO,CDL,CDL%,Season,Round
0,1,Cyril Rioli,FWD,14,3,33,17,1,0,0,0,2012,Round 11
1,2,Matt de Boer,FWD,13,0,21,14,0,0,0,0,2012,Round 11
2,3,Daniel Jackson,MID,12,5,20,3,0,0,0,0,2012,Round 11
3,4,Brad Ebert,MID,10,1,33,13,1,0,0,0,2012,Round 11
4,5,Hayden Ballantyne,FWD,9,4,19,7,1,0,0,0,2012,Round 11
5,5,Jude Bolton,FWD,9,2,29,16,2,0,0,0,2012,Round 11
6,5,Greg Broughton,DEF,9,4,26,5,1,0,0,0,2012,Round 11
7,5,Brett Deledio,MID,9,3,18,6,0,0,0,0,2012,Round 11
8,5,Hamish Hartlett,MID,9,2,18,6,0,0,0,0,2012,Round 11
9,5,Stephen Hill,MID,9,1,19,9,2,1,0,0,2012,Round 11
10,5,Clancee Pearce,MID,9,1,27,13,2,0,0,0,2012,Round 11
11,12,Michael Barlow,MID,8,4,26,15,2,1,0,0,2012,Round 11
12,12,Jason Blake,DEF,8,0,19,8,2,0,0,0,2012,Round 11
13,12,Samuel Lonergan,MID,8,2,17,5,2,0,0,0,2012,Round 11
14,12,Shane Tuck,MID,8,2,26,11,1,0,0,0,2012,Round 11
15,16,Craig Bird,FWD,7,3,19,11,0,0,0,0,2012,Round 11
16,16,Joel Corey,MID,7,0,27,14,0,0,0,0,2012,Round 11
17,16,Ryan Crowley,MID,7,0,17,10,3,1,0,0,2012,Round 11
18,16,Jamie Elliott,FWD,7,0,19,1,0,0,0,0,2012,Round 11
19,16,Darren Jolly,RUC,7,0,16,13,1,0,0,0,2012,Round 11
20,16,Josh P. Kennedy,MID,7,0,22,9,0,0,0,0,2012,Round 11
21,16,Lachie Neale,MID,7,1,18,11,0,0,0,0,2012,Round 11
22,16,Ryan O'Keefe,MID,7,1,27,11,1,0,0,0,2012,Round 11
23,16,Steele Sidebottom,MID,7,1,17,8,0,0,0,0,2012,Round 11
24,25,Dayne Beams,MID,6,1,16,6,0,0,0,0,2012,Round 11
25,25,Jarryd Blair,FWD,6,1,21,5,0,0,0,0,2012,Round 11
26,25,Jesse Crichton,FWD,6,5,17,6,0,0,0,0,2012,Round 11
27,25,Alwyn Davey,FWD,6,2,20,2,0,0,0,0,2012,Round 11
28,25,David Ellard,MID,6,1,20,7,2,1,0,0,2012,Round 11
29,25,James Frawley,KEYD,6,0,14,14,3,1,0,0,2012,Round 11
30,25,Jonathon Griffin,RUC,6,0,16,13,5,1,1,100,2012,Round 11
31,25,Heath Hocking,MID,6,1,26,7,0,0,0,0,2012,Round 11
32,25,Kieren Jack,MID,6,2,22,10,0,0,0,0,2012,Round 11
33,25,Alex Johnson,DEF,6,0,18,14,2,0,0,0,2012,Round 11
34,25,Michael Johnson,KEYD,6,0,9,6,8,0,0,0,2012,Round 11
35,25,Nathan Lovett-Murray,MID,6,2,19,4,0,0,0,0,2012,Round 11
36,25,Jordie McKenzie,MID,6,1,27,18,0,0,0,0,2012,Round 11
37,25,Adam McPhee,DEF,6,0,11,9,4,0,0,0,2012,Round 11
38,25,Sam Mitchell,MID,6,0,21,14,0,1,1,100,2012,Round 11
39,25,David Mundy,MID,6,1,21,10,0,0,0,0,2012,Round 11
40,25,Robin Nahas,FWD,6,4,30,7,0,0,0,0,2012,Round 11
41,25,Joel Selwood,MID,6,0,21,11,1,0,0,0,2012,Round 11
42,25,Arryn Siposs,FWD,6,1,16,3,1,0,0,0,2012,Round 11
43,25,Jack Trengove,MID,6,3,19,6,1,1,1,100,2012,Round 11
44,25,Jackson Trengove,KEYD,6,0,16,8,3,1,1,100,2012,Round 11
45,46,Harley Bennell,MID,5,2,26,9,0,0,0,0,2012,Round 11
46,46,Chris Dawes,KEYF,5,1,10,3,1,0,0,0,2012,Round 11
47,46,Mitch Duncan,MID,5,0,27,15,1,0,0,0,2012,Round 11
48,46,Shane Edwards,FWD,5,1,14,4,1,0,0,0,2012,Round 11
49,46,Jack Grimes,MID,5,1,17,6,1,0,0,0,2012,Round 11
50,46,Lenny Hayes,MID,5,2,19,4,0,0,0,0,2012,Round 11
51,46,Chris Judd,MID,5,1,24,7,0,0,0,0,2012,Round 11
52,46,Ivan Maric,RUC,5,1,13,3,6,0,0,0,2012,Round 11
53,46,Sam Reid,KEYF,5,2,13,4,6,0,0,0,2012,Round 11
54,46,Paddy Ryder,RUC,5,2,17,7,5,1,0,0,2012,Round 11
55,46,Matthew Scarlett,KEYD,5,0,11,9,7,4,0,0,2012,Round 11
56,46,Rhyce Shaw,DEF,5,0,11,8,4,1,0,0,2012,Round 11
57,46,Liam Shiels,MID,5,0,19,11,0,0,0,0,2012,Round 11
58,46,Jobe Watson,MID,5,2,19,2,0,0,0,0,2012,Round 11
59,46,Sharrod Wellingham,FWD,5,0,16,6,1,0,0,0,2012,Round 11
60,46,Trent West,RUC,5,1,12,2,4,2,0,0,2012,Round 11
61,62,David Armitage,MID,4,0,14,4,0,0,0,0,2012,Round 11
62,62,Jimmy Bartel,MID,4,1,16,7,2,0,0,0,2012,Round 11
63,62,Eddie Betts,FWD,4,3,12,1,0,0,0,0,2012,Round 11
64,62,Reece Conca,MID,4,0,15,8,0,0,0,0,2012,Round 11
65,62,Kane Cornes,MID,4,1,17,9,0,1,0,0,2012,Round 11
66,62,Brendon Goddard,DEF,4,2,20,3,0,0,0,0,2012,Round 11
67,62,Ben Griffiths,KEYD,4,0,12,8,3,0,0,0,2012,Round 11
68,62,Cale Hooker,KEYD,4,0,9,8,2,1,0,0,2012,Round 11
69,62,Bachar Houli,DEF,4,0,10,7,5,1,0,0,2012,Round 11
70,62,Lewis Jetta,FWD,4,0,12,5,1,1,1,100,2012,Round 11
71,62,Clinton Jones,MID,4,1,13,5,2,2,0,0,2012,Round 11
72,62,Marty Mattner,DEF,4,0,18,14,6,1,0,0,2012,Round 11
73,62,Chris Mayne,FWD,4,0,24,9,1,0,0,0,2012,Round 11
74,62,Tom McDonald,KEYD,4,0,18,13,4,1,0,0,2012,Round 11
75,62,Shane Mumford,RUC,4,1,20,7,1,0,0,0,2012,Round 11
76,62,David Myers,DEF,4,1,9,3,0,0,0,0,2012,Round 11
77,62,Danyle Pearce,MID,4,0,14,7,1,0,0,0,2012,Round 11
78,62,Paul Puopolo,FWD,4,3,14,1,0,0,0,0,2012,Round 11
79,62,Alex Rance,KEYD,4,0,10,10,8,3,1,33.3,2012,Round 11
80,62,Brent Renouf,RUC,4,0,14,9,0,0,0,0,2012,Round 11
81,62,Michael Rischitelli,MID,4,0,23,10,0,0,0,0,2012,Round 11
82,62,Jared Rivers,KEYD,4,1,6,4,4,2,0,0,2012,Round 11
83,62,Lewis Roberts-Thomson,KEYF,4,3,7,2,0,0,0,0,2012,Round 11
84,62,Mitch Robinson,FWD,4,0,21,11,2,0,0,0,2012,Round 11
85,62,Ahmed Saad,FWD,4,2,10,3,0,0,0,0,2012,Round 11
86,62,Shane Savage,FWD,4,1,12,3,1,0,0,0,2012,Round 11
87,62,Alex Sexton,MID,4,0,15,7,1,0,0,0,2012,Round 11
88,62,Isaac Smith,MID,4,0,14,7,0,1,1,100,2012,Round 11
89,62,Nick Smith,DEF,4,0,10,10,1,2,1,50,2012,Round 11
90,62,Nicholas Suban,DEF,4,0,15,12,1,0,0,0,2012,Round 11
91,62,Seb Tape,DEF,4,0,13,13,3,2,1,50,2012,Round 11
92,62,Joshua Toy,DEF,4,0,13,8,1,1,1,100,2012,Round 11
93,62,Marley Williams,DEF,4,0,19,9,1,1,1,100,2012,Round 11
94,62,Chad Wingard,MID,4,0,16,6,0,0,0,0,2012,Round 11
95,96,Matthew Broadbent,MID,3,1,13,9,0,0,0,0,2012,Round 11
96,96,Shaun Burgoyne,DEF,3,2,15,8,1,1,0,0,2012,Round 11
97,96,Josh Caddy,MID,3,0,7,3,0,0,0,0,2012,Round 11
98,96,Travis Cloke,KEYF,3,2,8,0,0,0,0,0,2012,Round 11
99,96,Andrew Collins,FWD,3,1,11,3,2,0,0,0,2012,Round 11
100,96,Trent Cotchin,MID,3,0,19,10,2,0,0,0,2012,Round 11
101,96,Stewart Crameri,KEYF,3,2,14,2,2,0,0,0,2012,Round 11
102,96,Nick Dal Santo,MID,3,1,18,7,0,0,0,0,2012,Round 11
103,96,Lance Franklin,KEYF,3,2,9,2,2,0,0,0,2012,Round 11
104,96,Colin Garland,DEF,3,1,8,4,1,0,0,0,2012,Round 11
105,96,Jeff Garlett,FWD,3,2,26,12,1,0,0,0,2012,Round 11
106,96,Sam Gilbert,DEF,3,1,11,3,2,0,0,0,2012,Round 11
107,96,Shaun Grigg,MID,3,0,12,10,1,0,0,0,2012,Round 11
108,96,Brent Guerra,DEF,3,0,7,3,1,0,0,0,2012,Round 11
109,96,Jack Gunston,FWD,3,0,9,1,0,0,0,0,2012,Round 11
110,96,James Gwilt,KEYD,3,0,4,4,1,2,1,50,2012,Round 11
111,96,David Hale,RUC,3,0,10,6,1,0,0,0,2012,Round 11
112,96,Aaron Hall,FWD,3,0,18,7,1,0,0,0,2012,Round 11
113,96,Jeremy Howe,FWD,3,0,19,9,1,0,0,0,2012,Round 11
114,96,Ben Howlett,MID,3,1,19,8,0,0,0,0,2012,Round 11
115,96,Karmichael Hunt,MID,3,0,14,6,0,0,0,0,2012,Round 11
116,96,Michael Hurley,KEYF,3,2,13,1,1,0,0,0,2012,Round 11
117,96,Ben Jacobs,DEF,3,1,10,8,3,2,1,50,2012,Round 11
118,96,Leroy Jetta,FWD,3,1,19,1,0,1,0,0,2012,Round 11
119,96,Aaron Joseph,DEF,3,1,11,6,2,3,0,0,2012,Round 11
120,96,Heritier Lumumba,DEF,3,0,7,7,3,4,3,75,2012,Round 11
121,96,Nick Malceski,DEF,3,0,7,3,0,0,0,0,2012,Round 11
122,96,Nick Maxwell,DEF,3,0,15,13,3,2,2,100,2012,Round 11
123,96,Trent McKenzie,DEF,3,0,10,5,2,0,0,0,2012,Round 11
124,96,Jarrad McVeigh,MID,3,1,14,7,0,0,0,0,2012,Round 11
125,96,Jake Melksham,MID,3,1,9,4,2,0,0,0,2012,Round 11
126,96,Stephen Milne,FWD,3,1,8,1,0,0,0,0,2012,Round 11
127,96,Angus Monfries,FWD,3,1,18,4,0,0,0,0,2012,Round 11
128,96,Andrew Moore,MID,3,0,26,14,0,0,0,0,2012,Round 11
129,96,Tendai Mzungu,MID,3,0,16,9,2,0,0,0,2012,Round 11
130,96,Jack Riewoldt,KEYF,3,1,10,3,1,0,0,0,2012,Round 11
131,96,Jay Schulz,KEYF,3,3,14,1,1,0,0,0,2012,Round 11
132,96,Danny Stanley,DEF,3,0,16,10,0,0,0,0,2012,Round 11
133,96,Brent Stanton,MID,3,0,20,5,2,2,0,0,2012,Round 11
134,96,Paul Stewart,FWD,3,2,6,4,1,0,0,0,2012,Round 11
135,96,Colin Sylvia,FWD,3,1,10,3,0,0,0,0,2012,Round 11
136,96,Luke Tapscott,DEF,3,0,14,7,3,0,0,0,2012,Round 11
137,96,Chris Tarrant,KEYF,3,0,6,5,4,0,0,0,2012,Round 11
138,96,Zach Tuohy,DEF,3,0,10,6,1,1,0,0,2012,Round 11
139,140,Gary Ablett,MID,2,0,8,5,1,1,0,0,2012,Round 11
140,140,Tony Armstrong,DEF,2,0,10,9,0,0,0,0,2012,Round 11
141,140,Jake Batchelor,DEF,2,0,9,7,4,1,1,100,2012,Round 11
142,140,Grant Birchall,DEF,2,0,8,4,2,0,0,0,2012,Round 11
143,140,Sam Blease,FWD,2,0,18,8,1,0,0,0,2012,Round 11
144,140,Jared Brennan,DEF,2,0,10,3,2,1,0,0,2012,Round 11
145,140,Luke Breust,FWD,2,1,9,2,1,0,0,0,2012,Round 11
146,140,Simon Buckley,DEF,2,0,9,5,3,0,0,0,2012,Round 11
147,140,Alipate Carlile,KEYD,2,0,12,12,3,2,1,50,2012,Round 11
148,140,Dom Cassisi,MID,2,0,11,9,1,0,0,0,2012,Round 11
149,140,Paul Chapman,FWD,2,0,15,4,1,0,0,0,2012,Round 11
150,140,Mitch Clark,KEYF,2,2,15,2,2,0,0,0,2012,Round 11
151,140,Martin Clarke,DEF,2,0,16,8,0,0,0,0,2012,Round 11
152,140,Matt Dea,DEF,2,0,3,1,3,1,0,0,2012,Round 11
153,140,Trent Dennis-Lane,FWD,2,1,12,3,1,0,0,0,2012,Round 11
154,140,Brandon Ellis,DEF,2,0,8,4,0,1,1,100,2012,Round 11
155,140,Andrejs Everitt,FWD,2,0,19,12,1,0,0,0,2012,Round 11
156,140,Bryce Gibbs,MID,2,0,10,8,4,4,1,25,2012,Round 11
157,140,Josh Gibson,KEYD,2,0,6,6,7,3,0,0,2012,Round 11
158,140,Tyson Goldsack,FWD,2,2,10,1,0,0,0,0,2012,Round 11
159,140,Dan Hannebery,MID,2,0,10,7,1,0,0,0,2012,Round 11
160,140,Tom Hawkins,KEYF,2,1,10,3,0,0,0,0,2012,Round 11
161,140,Lachie Henderson,KEYD,2,1,6,1,1,0,0,0,2012,Round 11
162,140,Josh Hunt,DEF,2,0,8,6,3,1,0,0,2012,Round 11
163,140,Mark Jamar,RUC,2,0,12,8,1,0,0,0,2012,Round 11
164,140,Michael Jamison,KEYD,2,0,5,4,3,1,0,0,2012,Round 11
165,140,Nathan Jones,MID,2,0,13,6,0,0,0,0,2012,Round 11
166,140,James Kelly,MID,2,0,17,8,2,0,0,0,2012,Round 11
167,140,Matthew Kreuzer,RUC,2,1,6,2,0,0,0,0,2012,Round 11
168,140,Tom Lonergan,KEYD,2,0,8,7,6,4,1,25,2012,Round 11
169,140,Andrew Mackie,DEF,2,0,13,5,1,0,0,0,2012,Round 11
170,140,James Magner,MID,2,1,11,3,0,0,0,0,2012,Round 11
171,140,Dustin Martin,FWD,2,0,18,8,1,0,0,0,2012,Round 11
172,140,John McCarthy,MID,2,0,15,9,1,0,0,0,2012,Round 11
173,140,Brock McLean,MID,2,1,14,5,0,0,0,0,2012,Round 11
174,140,Luke McPharlin,KEYD,2,0,9,9,4,2,0,0,2012,Round 11
175,140,Andrew McQualter,FWD,2,0,20,10,0,0,0,0,2012,Round 11
176,140,Terry Milera,FWD,2,0,15,2,0,0,0,0,2012,Round 11
177,140,Brent Moloney,MID,2,1,27,11,0,0,0,0,2012,Round 11
178,140,Leigh Montagna,MID,2,0,12,6,1,0,0,0,2012,Round 11
179,140,Steven Motlop,FWD,2,2,18,2,0,0,0,0,2012,Round 11
180,140,Jack Newnes,DEF,2,0,7,2,4,1,0,0,2012,Round 11
181,140,Daniel Nicholson,DEF,2,0,7,6,2,0,0,0,2012,Round 11
182,140,Matthew Pavlich,KEYF,2,2,9,1,0,0,0,0,2012,Round 11
183,140,Mike Pyke,RUC,2,0,7,5,1,0,0,0,2012,Round 11
184,140,Ted Richards,KEYD,2,0,4,4,15,7,0,0,2012,Round 11
185,140,Nick Riewoldt,KEYF,2,0,2,0,0,0,0,0,2012,Round 11
186,140,Jarryd Roughead,KEYF,2,1,7,5,3,0,0,0,2012,Round 11
187,140,Ryan Schoenmakers,KEYD,2,0,7,6,3,1,0,0,2012,Round 11
188,140,Brad Sewell,MID,2,0,14,9,0,0,0,0,2012,Round 11
189,140,Matthew Suckling,DEF,2,0,9,2,1,0,0,0,2012,Round 11
190,140,Jacob Surjan,DEF,2,0,12,11,3,2,1,50,2012,Round 11
191,140,Rory Thompson,KEYD,2,0,10,9,3,3,2,66.7,2012,Round 11
192,140,Ty Vickery,KEYF,2,2,11,3,1,0,0,0,2012,Round 11
