,Rank,Player,Position,T    ,Ti50,PA,DHPA,S,CDOOO,CDL,CDL%,Season,Round
0,1,Joel Corey,MID,12,0,24,11,0,0,0,0,2012,Finals Week 1
1,2,Michael Barlow,MID,11,3,27,14,2,0,0,0,2012,Finals Week 1
2,3,Jimmy Bartel,MID,8,1,17,9,1,0,0,0,2012,Finals Week 1
3,3,Paul Chapman,FWD,8,3,20,5,2,0,0,0,2012,Finals Week 1
4,3,Chris Mayne,FWD,8,4,19,8,0,0,0,0,2012,Finals Week 1
5,3,Ryan O'Keefe,MID,8,0,19,12,0,0,0,0,2012,Finals Week 1
6,3,Scott Thompson,MID,8,0,27,13,0,0,0,0,2012,Finals Week 1
7,8,Dayne Beams,MID,7,0,23,14,0,0,0,0,2012,Finals Week 1
8,8,Jarryd Blair,FWD,7,1,27,8,0,0,0,0,2012,Finals Week 1
9,8,Jude Bolton,FWD,7,1,21,10,0,0,0,0,2012,Finals Week 1
10,8,Luke Breust,FWD,7,5,24,6,1,1,1,100,2012,Finals Week 1
11,8,James Kelly,MID,7,0,27,15,2,0,0,0,2012,Finals Week 1
12,8,Josh P. Kennedy,MID,7,1,20,10,0,0,0,0,2012,Finals Week 1
13,8,Steven Motlop,FWD,7,4,22,4,0,0,0,0,2012,Finals Week 1
14,8,Scott Pendlebury,MID,7,4,32,17,0,1,0,0,2012,Finals Week 1
15,8,Paul Puopolo,FWD,7,3,20,0,2,0,0,0,2012,Finals Week 1
16,8,Liam Shiels,MID,7,0,20,5,2,2,0,0,2012,Finals Week 1
17,8,Isaac Smith,MID,7,1,22,7,0,0,0,0,2012,Finals Week 1
18,8,Dane Swan,MID,7,1,18,8,1,0,0,0,2012,Finals Week 1
19,8,Alan Toovey,DEF,7,0,22,20,0,0,0,0,2012,Finals Week 1
20,21,Ryan Crowley,MID,6,0,16,9,0,1,1,100,2012,Finals Week 1
21,21,Todd Goldstein,RUC,6,0,22,10,0,2,1,50,2012,Finals Week 1
22,21,Graham Johncock,FWD,6,5,20,2,2,0,0,0,2012,Finals Week 1
23,21,Sam Mitchell,MID,6,0,17,7,1,1,1,100,2012,Finals Week 1
24,21,Shane Mumford,RUC,6,0,9,6,2,0,0,0,2012,Finals Week 1
25,21,David Mundy,MID,6,1,13,3,0,0,0,0,2012,Finals Week 1
26,21,Brad Sewell,MID,6,0,24,11,0,0,0,0,2012,Finals Week 1
27,21,Luke Shuey,MID,6,0,27,11,0,0,0,0,2012,Finals Week 1
28,29,Ryan Bastinac,MID,5,0,19,11,0,0,0,0,2012,Finals Week 1
29,29,Paul Duffield,DEF,5,0,14,11,1,0,0,0,2012,Finals Week 1
30,29,Alex Fasolo,FWD,5,2,23,5,0,0,0,0,2012,Finals Week 1
31,29,Kieren Jack,MID,5,1,22,11,0,0,0,0,2012,Finals Week 1
32,29,Andrew Krakouer,FWD,5,3,20,4,1,0,0,0,2012,Finals Week 1
33,29,Heritier Lumumba,DEF,5,0,13,13,2,2,1,50,2012,Finals Week 1
34,29,Clancee Pearce,MID,5,2,17,7,0,0,0,0,2012,Finals Week 1
