,Rank,Player,Position,T    ,Ti50,PA,DHPA,S,CDOOO,CDL,CDL%,Season,Round
0,1,Jarrad McVeigh,MID,11,2,25,11,1,0,0,0,2015,Finals Week 1
1,2,Jack Macrae,MID,9,2,18,8,2,0,0,0,2015,Finals Week 1
2,2,Liam Shiels,MID,9,0,25,9,0,0,0,0,2015,Finals Week 1
3,2,Andrew Swallow,MID,9,0,16,7,0,0,0,0,2015,Finals Week 1
4,5,Ben Jacobs,MID,8,1,13,5,0,0,0,0,2015,Finals Week 1
5,5,Josh P. Kennedy,MID,8,1,28,11,2,1,0,0,2015,Finals Week 1
6,5,Liam Picken,MID,8,1,19,9,2,2,1,50,2015,Finals Week 1
7,8,Marcus Bontempelli,MID,7,0,22,11,3,0,0,0,2015,Finals Week 1
8,8,James Frawley,KEYD,7,1,18,12,3,1,0,0,2015,Finals Week 1
9,8,Will Langford,MID,7,0,24,14,1,0,0,0,2015,Finals Week 1
10,8,Jarrad Waite,KEYF,7,2,16,1,0,0,0,0,2015,Finals Week 1
11,8,Mitch Wallis,MID,7,0,21,10,0,0,0,0,2015,Finals Week 1
12,8,Matt de Boer,FWD,7,0,26,11,0,0,0,0,2015,Finals Week 1
13,14,Jamie Cripps,FWD,6,2,16,6,0,0,0,0,2015,Finals Week 1
14,14,Brett Deledio,FWD,6,5,16,5,0,0,0,0,2015,Finals Week 1
15,14,Isaac Heeney,FWD,6,3,12,5,1,0,0,0,2015,Finals Week 1
16,14,Luke Hodge,MID,6,0,14,12,3,0,0,0,2015,Finals Week 1
17,14,Tendai Mzungu,MID,6,0,19,11,1,1,0,0,2015,Finals Week 1
18,14,Cyril Rioli,FWD,6,3,13,2,2,0,0,0,2015,Finals Week 1
19,14,Kurt Tippett,KEYF,6,2,13,5,0,0,0,0,2015,Finals Week 1
20,14,Sharrod Wellingham,DEF,6,0,10,5,3,2,1,50,2015,Finals Week 1
21,22,Shane Biggs,DEF,5,0,10,8,1,0,0,0,2015,Finals Week 1
22,22,Luke Breust,FWD,5,0,15,2,0,0,0,0,2015,Finals Week 1
23,22,Patrick Dangerfield,MID,5,1,16,9,0,1,0,0,2015,Finals Week 1
24,22,Jack Darling,KEYF,5,2,11,4,2,0,0,0,2015,Finals Week 1
25,22,Adam Goodes,FWD,5,0,12,5,0,0,0,0,2015,Finals Week 1
26,22,Dan Hannebery,MID,5,1,25,10,0,1,0,0,2015,Finals Week 1
27,22,Bradley Hill,MID,5,0,15,7,0,0,0,0,2015,Finals Week 1
28,22,Mark Hutchings,MID,5,1,18,7,1,0,0,0,2015,Finals Week 1
29,22,Brandon Jack,FWD,5,3,15,2,0,0,0,0,2015,Finals Week 1
30,22,Lin Jong,MID,5,0,13,9,1,0,0,0,2015,Finals Week 1
31,22,Jordan Lewis,MID,5,0,11,4,0,1,1,100,2015,Finals Week 1
32,22,Chris Mayne,FWD,5,0,21,9,0,0,0,0,2015,Finals Week 1
33,22,Ben McEvoy,RUC,5,1,15,5,9,1,0,0,2015,Finals Week 1
34,22,Tom Mitchell,MID,5,1,25,9,0,0,0,0,2015,Finals Week 1
35,22,Paul Puopolo,FWD,5,1,15,3,0,0,0,0,2015,Finals Week 1
36,22,Matt Rosa,MID,5,1,17,9,1,1,0,0,2015,Finals Week 1
37,22,Rory Sloane,MID,5,1,13,9,2,1,1,100,2015,Finals Week 1
38,22,Lee Spurr,DEF,5,0,11,8,4,0,0,0,2015,Finals Week 1
39,40,Michael Barlow,FWD,4,0,20,7,0,0,0,0,2015,Finals Week 1
40,40,Jake Batchelor,DEF,4,0,7,4,5,2,0,0,2015,Finals Week 1
41,40,Charles Cameron,FWD,4,1,20,2,0,0,0,0,2015,Finals Week 1
42,40,Harry Cunningham,FWD,4,0,20,6,1,2,0,0,2015,Finals Week 1
43,40,Nat Fyfe,MID,4,0,18,6,0,0,0,0,2015,Finals Week 1
44,40,Jarrad Grant,MID,4,0,16,5,1,0,0,0,2015,Finals Week 1
45,40,Shaun Grigg,MID,4,1,19,10,0,0,0,0,2015,Finals Week 1
46,40,Shaun Higgins,FWD,4,1,11,4,0,0,0,0,2015,Finals Week 1
47,40,Shannon Hurn,DEF,4,0,10,7,3,1,0,0,2015,Finals Week 1
