,Rank,Player,Position,T    ,Ti50,PA,DHPA,S,CDOOO,CDL,CDL%,Season,Round
0,1,Brad Crouch,MID,10,4,15,3,0,0,0,0,2017,Preliminary Finals
1,2,Trent Cotchin,MID,9,0,21,13,1,1,0,0,2017,Preliminary Finals
2,2,Patrick Dangerfield,MID,9,1,17,9,2,0,0,0,2017,Preliminary Finals
3,2,Joel Selwood,MID,9,1,24,14,0,0,0,0,2017,Preliminary Finals
4,5,Mark Blicavs,MID,8,1,15,11,1,1,0,0,2017,Preliminary Finals
5,5,Josh Kelly,MID,8,1,22,15,0,0,0,0,2017,Preliminary Finals
6,5,Darcy Lang,FWD,8,3,16,4,1,0,0,0,2017,Preliminary Finals
7,8,Matt de Boer,FWD,7,3,22,9,0,0,0,0,2017,Preliminary Finals
8,9,Dan Butler,FWD,6,2,14,4,0,0,0,0,2017,Preliminary Finals
9,9,Mitch Duncan,MID,6,0,20,15,0,0,0,0,2017,Preliminary Finals
10,9,Sam Menegola,FWD,6,1,19,6,0,0,0,0,2017,Preliminary Finals
11,9,Dion Prestia,MID,6,0,21,7,0,0,0,0,2017,Preliminary Finals
12,9,Daniel Rioli,FWD,6,1,21,7,1,0,0,0,2017,Preliminary Finals
13,9,Tim Taranto,FWD,6,2,24,12,2,1,1,100,2017,Preliminary Finals
14,9,Callan Ward,MID,6,1,12,8,1,0,0,0,2017,Preliminary Finals
15,16,Nakia Cockatoo,FWD,5,3,14,2,0,0,0,0,2017,Preliminary Finals
16,16,Matt Crouch,MID,5,1,15,5,0,0,0,0,2017,Preliminary Finals
17,16,Jack Graham,MID,5,2,20,13,0,0,0,0,2017,Preliminary Finals
18,16,Kyle Hartigan,KEYD,5,0,10,6,6,0,0,0,2017,Preliminary Finals
19,16,David Mackay,MID,5,0,20,13,0,2,2,100,2017,Preliminary Finals
20,16,Kamdyn McIntosh,MID,5,0,9,9,1,0,0,0,2017,Preliminary Finals
21,16,Toby Nankervis,RUC,5,0,12,6,7,2,0,0,2017,Preliminary Finals
22,16,Adam Tomlinson,KEYD,5,0,19,17,2,3,1,33.3,2017,Preliminary Finals
23,16,Jacob Townsend,FWD,5,3,21,4,0,0,0,0,2017,Preliminary Finals
24,25,Stephen Coniglio,MID,4,0,16,6,0,0,0,0,2017,Preliminary Finals
25,25,Brett Deledio,FWD,4,0,7,5,0,1,0,0,2017,Preliminary Finals
26,25,Richard Douglas,MID,4,1,26,15,0,0,0,0,2017,Preliminary Finals
27,25,Dylan Grimes,DEF,4,0,14,11,3,1,0,0,2017,Preliminary Finals
28,25,Jacob Hopper,MID,4,0,16,13,0,0,0,0,2017,Preliminary Finals
29,25,Jake Kelly,DEF,4,0,6,6,2,3,2,66.7,2017,Preliminary Finals
30,25,Riley Knight,FWD,4,2,20,8,1,1,1,100,2017,Preliminary Finals
31,25,Andy Otten,KEYF,4,1,12,4,1,0,0,0,2017,Preliminary Finals
32,25,Brandan Parfitt,FWD,4,2,15,6,0,0,0,0,2017,Preliminary Finals
