,Rank,Player,Position,T    ,Ti50,PA,DHPA,S,CDOOO,CDL,CDL%,Season,Round
0,1,Mark Blicavs,MID,14,2,28,18,1,0,0,0,2017,Semi Finals
1,2,Scott Selwood,MID,10,1,23,10,0,0,0,0,2017,Semi Finals
2,2,Zac Williams,DEF,10,0,25,14,0,0,0,0,2017,Semi Finals
3,4,Luke Shuey,MID,9,1,21,11,0,0,0,0,2017,Semi Finals
4,4,Dean Towers,FWD,9,2,17,8,2,0,0,0,2017,Semi Finals
5,6,Josh Kelly,MID,8,0,19,11,0,0,0,0,2017,Semi Finals
6,6,Sam Menegola,FWD,8,0,22,9,0,0,0,0,2017,Semi Finals
7,8,Stephen Coniglio,MID,7,0,15,5,0,0,0,0,2017,Semi Finals
8,8,Matthew Priddis,MID,7,0,26,9,0,0,0,0,2017,Semi Finals
9,8,Dylan Shiel,MID,7,1,20,12,0,0,0,0,2017,Semi Finals
10,8,Matt de Boer,FWD,7,2,16,3,0,0,0,0,2017,Semi Finals
11,12,George Hewett,FWD,6,2,26,14,1,0,0,0,2017,Semi Finals
12,12,Jacob Hopper,MID,6,1,22,9,0,0,0,0,2017,Semi Finals
13,12,Kieren Jack,FWD,6,2,20,14,0,0,0,0,2017,Semi Finals
14,12,Darcy Lang,FWD,6,2,16,7,0,0,0,0,2017,Semi Finals
15,12,Steven Motlop,FWD,6,0,22,12,0,0,0,0,2017,Semi Finals
16,17,Jack Darling,KEYF,5,4,20,2,0,0,0,0,2017,Semi Finals
17,17,Dan Hannebery,MID,5,0,17,12,1,3,2,66.7,2017,Semi Finals
18,17,Isaac Heeney,MID,5,3,18,6,0,0,0,0,2017,Semi Finals
19,17,Sam Naismith,RUC,5,1,17,15,2,0,0,0,2017,Semi Finals
20,17,Luke Parker,MID,5,1,26,16,1,0,0,0,2017,Semi Finals
21,17,James Parsons,FWD,5,3,15,2,0,0,0,0,2017,Semi Finals
22,17,Nathan Vardy,RUC,5,1,17,7,1,1,0,0,2017,Semi Finals
23,17,Callan Ward,MID,5,3,25,11,1,0,0,0,2017,Semi Finals
24,17,Lachie Whitfield,MID,5,1,18,10,1,0,0,0,2017,Semi Finals
25,26,Jamie Cripps,FWD,4,1,18,1,0,0,0,0,2017,Semi Finals
26,26,Patrick Dangerfield,MID,4,1,9,2,0,0,0,0,2017,Semi Finals
27,26,Josh P. Kennedy,MID,4,1,16,6,2,1,0,0,2017,Semi Finals
28,26,Mark LeCras,FWD,4,1,11,3,0,1,0,0,2017,Semi Finals
29,26,Jake Lloyd,DEF,4,0,15,12,1,1,0,0,2017,Semi Finals
30,26,Rory Lobb,KEYF,4,0,9,4,1,0,0,0,2017,Semi Finals
31,26,Gary Rohan,FWD,4,0,18,4,3,0,0,0,2017,Semi Finals
32,26,Tom Scully,MID,4,0,12,1,0,0,0,0,2017,Semi Finals
33,26,Rhys Stanley,RUC,4,0,9,1,4,1,0,0,2017,Semi Finals
34,35,Harry Cunningham,FWD,3,3,9,2,3,2,0,0,2017,Semi Finals
35,35,Phil Davis,KEYD,3,0,11,10,10,3,0,0,2017,Semi Finals
36,35,Mitch Duncan,MID,3,0,22,12,0,0,0,0,2017,Semi Finals
37,35,Lance Franklin,KEYF,3,1,14,0,2,0,0,0,2017,Semi Finals
38,35,Heath Grundy,KEYD,3,0,7,7,1,2,1,50,2017,Semi Finals
39,35,Zach Guthrie,DEF,3,0,10,6,2,1,0,0,2017,Semi Finals
40,35,Harry Himmelberg,KEYF,3,1,9,2,0,0,0,0,2017,Semi Finals
41,35,Shannon Hurn,DEF,3,0,15,13,0,0,0,0,2017,Semi Finals
42,35,Lewis Jetta,FWD,3,1,16,3,1,0,0,0,2017,Semi Finals
43,35,Zak Jones,MID,3,0,11,8,1,0,0,0,2017,Semi Finals
44,35,Jake Kolodjashnij,DEF,3,0,22,10,0,0,0,0,2017,Semi Finals
45,35,Sam Mitchell,MID,3,1,20,9,1,0,0,0,2017,Semi Finals
46,35,Jonathon Patton,KEYF,3,0,11,3,1,1,0,0,2017,Semi Finals
47,35,Harry Taylor,KEYF,3,0,8,5,4,2,1,50,2017,Semi Finals
48,49,Liam Duggan,DEF,2,0,21,15,1,0,0,0,2017,Semi Finals
49,49,Andrew Gaff,MID,2,0,10,4,0,0,0,0,2017,Semi Finals
