,Rank,Player,Position,T    ,Ti50,PA,DHPA,S,CDOOO,CDL,CDL%,Season,Round
0,1,Nat Fyfe,MID,11,1,32,14,1,0,0,0,2014,Semi Finals
1,2,Matthew Lobbe,RUC,9,3,21,11,8,0,0,0,2014,Semi Finals
2,2,Kayne Turner,FWD,9,3,22,8,1,0,0,0,2014,Semi Finals
3,4,Joel Selwood,MID,8,0,20,10,1,1,0,0,2014,Semi Finals
4,4,Jack Ziebell,MID,8,1,16,11,2,2,0,0,2014,Semi Finals
5,6,Mark Blicavs,RUC,6,1,17,8,3,0,0,0,2014,Semi Finals
6,6,Cameron Guthrie,MID,6,2,21,11,0,0,0,0,2014,Semi Finals
7,6,Jared Polec,MID,6,0,23,12,0,0,0,0,2014,Semi Finals
8,9,Michael Barlow,MID,5,0,14,9,0,0,0,0,2014,Semi Finals
9,9,Zac Dawson,KEYD,5,0,9,7,6,5,0,0,2014,Semi Finals
10,9,Mitch Duncan,MID,5,4,13,2,0,0,0,0,2014,Semi Finals
11,9,Brad Ebert,MID,5,1,19,12,0,2,1,50,2014,Semi Finals
12,9,Sam Gibson,MID,5,0,16,7,0,0,0,0,2014,Semi Finals
13,9,Todd Goldstein,RUC,5,1,13,8,3,1,1,100,2014,Semi Finals
14,9,Levi Greenwood,MID,5,1,9,5,0,0,0,0,2014,Semi Finals
15,9,Travis Varcoe,DEF,5,1,24,14,0,0,0,0,2014,Semi Finals
16,9,Ollie Wines,MID,5,0,17,9,0,0,0,0,2014,Semi Finals
17,18,Ben Brown,KEYF,4,1,11,3,1,0,0,0,2014,Semi Finals
18,18,Mitch Brown,KEYF,4,1,16,4,1,0,0,0,2014,Semi Finals
19,18,Nick Dal Santo,FWD,4,0,18,10,1,0,0,0,2014,Semi Finals
20,18,Angus Monfries,FWD,4,0,15,4,0,0,0,0,2014,Semi Finals
21,18,Jake Neade,FWD,4,1,19,9,0,0,0,0,2014,Semi Finals
22,18,Andrew Swallow,MID,4,0,26,16,0,1,1,100,2014,Semi Finals
23,18,Matt de Boer,FWD,4,2,8,4,0,0,0,0,2014,Semi Finals
24,25,Jimmy Bartel,FWD,3,0,19,9,0,0,0,0,2014,Semi Finals
25,25,Travis Boak,MID,3,1,18,7,0,0,0,0,2014,Semi Finals
26,25,Kane Cornes,MID,3,1,9,2,0,1,1,100,2014,Semi Finals
27,25,Ryan Crowley,MID,3,0,10,6,0,1,0,0,2014,Semi Finals
28,25,Hayden Crozier,FWD,3,0,20,7,1,0,0,0,2014,Semi Finals
29,25,Ben Cunnington,MID,3,0,14,4,1,0,0,0,2014,Semi Finals
30,25,Paul Duffield,DEF,3,1,13,8,1,3,0,0,2014,Semi Finals
31,25,Michael Firrito,DEF,3,0,7,5,5,5,1,20,2014,Semi Finals
32,25,Hamish Hartlett,FWD,3,0,6,1,1,1,1,100,2014,Semi Finals
33,25,Brent Harvey,FWD,3,0,15,8,1,1,0,0,2014,Semi Finals
34,25,George Horlin-Smith,MID,3,1,24,8,0,0,0,0,2014,Semi Finals
35,25,Tom Lonergan,KEYD,3,0,9,4,3,1,0,0,2014,Semi Finals
36,25,David Mundy,MID,3,0,15,7,0,0,0,0,2014,Semi Finals
37,25,Danyle Pearce,FWD,3,2,20,7,0,0,0,0,2014,Semi Finals
38,25,Jasper Pittard,DEF,3,0,8,7,5,3,0,0,2014,Semi Finals
