,Rank,Player,Position,T    ,Ti50,PA,DHPA,S,CDOOO,CDL,CDL%,Season,Round
0,1,Tom Rockliff,MID,13,0,24,13,0,0,0,0,2014,Round 11
1,1,Callan Ward,MID,13,1,33,20,1,0,0,0,2014,Round 11
2,3,Jamie Cripps,FWD,12,3,27,6,1,1,1,100,2014,Round 11
3,3,Mark LeCras,FWD,12,4,29,14,2,0,0,0,2014,Round 11
4,5,Ben McGlynn,MID,11,4,30,13,3,1,0,0,2014,Round 11
5,5,Jacob Townsend,MID,11,2,25,14,1,0,0,0,2014,Round 11
6,7,Jack Darling,KEYF,10,1,22,4,0,1,0,0,2014,Round 11
7,7,Sam Gibson,MID,10,0,21,10,1,1,0,0,2014,Round 11
8,7,Tom Liberatore,MID,10,3,20,6,0,0,0,0,2014,Round 11
9,7,David Mackay,MID,10,2,36,20,0,0,0,0,2014,Round 11
10,7,Devon Smith,FWD,10,1,35,15,0,0,0,0,2014,Round 11
11,12,Aaron Hall,FWD,9,4,22,6,0,0,0,0,2014,Round 11
12,12,Pearce Hanley,MID,9,2,17,9,0,0,0,0,2014,Round 11
13,12,Matthew Priddis,MID,9,3,21,8,0,0,0,0,2014,Round 11
14,12,Andrew Swallow,MID,9,2,28,12,0,0,0,0,2014,Round 11
15,16,Leigh Adams,FWD,8,2,20,7,1,1,1,100,2014,Round 11
16,16,Michael Barlow,MID,8,1,17,10,0,0,0,0,2014,Round 11
17,16,Paul Chapman,FWD,8,3,14,4,0,0,0,0,2014,Round 11
18,16,Paul Duffield,DEF,8,0,19,14,3,0,0,0,2014,Round 11
19,16,Will Langford,MID,8,2,22,7,0,0,0,0,2014,Round 11
20,16,Angus Litherland,KEYD,8,0,20,15,5,2,0,0,2014,Round 11
21,16,Brent Macaffer,MID,8,2,12,6,1,0,0,0,2014,Round 11
22,16,Nic Naitanui,RUC,8,2,19,7,2,0,0,0,2014,Round 11
23,16,Jaeger O'Meara,MID,8,2,25,12,1,1,1,100,2014,Round 11
24,25,Taylor Adams,MID,7,0,18,3,0,0,0,0,2014,Round 11
25,25,Dayne Beams,MID,7,2,16,3,1,1,0,0,2014,Round 11
26,25,Greg Broughton,DEF,7,0,13,10,0,2,0,0,2014,Round 11
27,25,Richard Douglas,MID,7,1,22,10,1,0,0,0,2014,Round 11
28,25,Brad Ebert,MID,7,1,21,11,0,0,0,0,2014,Round 11
29,25,Lenny Hayes,MID,7,2,21,9,1,0,0,0,2014,Round 11
30,25,Shaun Higgins,DEF,7,0,11,4,2,4,3,75,2014,Round 11
31,25,Heath Hocking,MID,7,2,18,3,1,2,0,0,2014,Round 11
32,25,David Mundy,MID,7,0,16,12,0,0,0,0,2014,Round 11
33,25,Scott Pendlebury,MID,7,4,26,10,1,0,0,0,2014,Round 11
34,25,Dion Prestia,MID,7,1,24,7,1,1,0,0,2014,Round 11
35,25,Michael Rischitelli,MID,7,0,22,13,2,0,0,0,2014,Round 11
36,25,Joel Selwood,MID,7,0,17,6,0,0,0,0,2014,Round 11
37,25,Brad Sewell,MID,7,0,21,9,0,0,0,0,2014,Round 11
38,25,Dylan Shiel,MID,7,1,27,6,0,0,0,0,2014,Round 11
39,25,Matt Thomas,MID,7,2,15,8,0,0,0,0,2014,Round 11
40,25,Dayne Zorko,FWD,7,1,20,6,0,0,0,0,2014,Round 11
41,42,Gary Ablett,MID,6,0,12,5,0,0,0,0,2014,Round 11
42,42,Shaun Burgoyne,DEF,6,1,20,9,0,0,0,0,2014,Round 11
43,42,Andrew Carrazzo,MID,6,3,15,4,0,0,0,0,2014,Round 11
44,42,Ben Cunnington,MID,6,1,11,5,0,0,0,0,2014,Round 11
45,42,Majak Daw,KEYF,6,2,14,3,1,0,0,0,2014,Round 11
46,42,Mitch Duncan,MID,6,2,19,9,2,0,0,0,2014,Round 11
47,42,Nat Fyfe,MID,6,1,21,13,2,0,0,0,2014,Round 11
48,42,Tyson Goldsack,DEF,6,5,23,2,0,0,0,0,2014,Round 11
49,42,Ryan Griffen,MID,6,1,15,6,1,1,0,0,2014,Round 11
50,42,Jack Gunston,FWD,6,4,20,2,0,0,0,0,2014,Round 11
51,42,Mitch Hallahan,MID,6,1,16,8,1,1,0,0,2014,Round 11
52,42,Josh P. Kennedy,MID,6,3,15,5,1,0,0,0,2014,Round 11
53,42,Shane Mumford,RUC,6,1,21,13,5,2,0,0,2014,Round 11
54,42,Jordan Murdoch,FWD,6,1,18,9,0,0,0,0,2014,Round 11
55,42,Marc Murphy,MID,6,0,14,4,1,0,0,0,2014,Round 11
56,42,Sam Reid,KEYF,6,1,14,5,3,2,0,0,2014,Round 11
57,42,Mitch Robinson,FWD,6,4,26,6,0,1,1,100,2014,Round 11
58,42,Heath Shaw,DEF,6,1,12,9,2,1,0,0,2014,Round 11
59,42,Steele Sidebottom,MID,6,2,18,7,2,1,0,0,2014,Round 11
60,42,Rory Sloane,MID,6,0,24,14,2,1,0,0,2014,Round 11
61,42,Nicholas Suban,FWD,6,0,20,13,1,0,0,0,2014,Round 11
62,42,Adam Treloar,MID,6,0,15,8,0,0,0,0,2014,Round 11
63,42,Mitch Wallis,MID,6,1,22,4,0,0,0,0,2014,Round 11
64,65,James Aish,MID,5,0,17,11,0,0,0,0,2014,Round 11
65,65,Patrick Ambrose,FWD,5,2,16,1,0,0,0,0,2014,Round 11
66,65,Mark Baguley,DEF,5,0,11,6,6,4,0,0,2014,Round 11
67,65,Ryan Bastinac,MID,5,0,12,9,1,1,0,0,2014,Round 11
68,65,Jamie Bennell,DEF,5,1,15,11,1,1,1,100,2014,Round 11
69,65,Craig Bird,MID,5,0,16,5,2,2,0,0,2014,Round 11
70,65,Mitchell Brown,KEYD,5,0,12,10,1,2,0,0,2014,Round 11
71,65,Levi Casboult,KEYF,5,0,14,5,0,0,0,0,2014,Round 11
72,65,Adam Cooney,MID,5,2,18,5,0,1,1,100,2014,Round 11
73,65,Daniel Cross,MID,5,0,15,7,0,0,0,0,2014,Round 11
74,65,Luke Dahlhaus,FWD,5,2,19,4,1,0,0,0,2014,Round 11
75,65,Luke Dunstan,MID,5,1,20,8,0,0,0,0,2014,Round 11
76,65,Stephen Hill,MID,5,0,14,8,0,0,0,0,2014,Round 11
77,65,Jack Hombsch,KEYD,5,0,14,7,5,2,1,50,2014,Round 11
78,65,Ben Howlett,FWD,5,0,17,2,0,0,0,0,2014,Round 11
79,65,Kristian Jaksch,KEYD,5,0,6,5,7,2,1,50,2014,Round 11
80,65,Clinton Jones,FWD,5,1,18,10,1,1,0,0,2014,Round 11
81,65,Sam Kerridge,FWD,5,1,18,10,1,1,0,0,2014,Round 11
82,65,Matthew Lobbe,RUC,5,1,14,4,1,0,0,0,2014,Round 11
83,65,Eric Mackenzie,KEYD,5,0,11,10,11,4,0,0,2014,Round 11
84,65,Chris Mayne,FWD,5,2,35,12,2,0,0,0,2014,Round 11
85,65,Jack Newnes,DEF,5,0,14,9,4,2,0,0,2014,Round 11
86,65,Rhys Palmer,FWD,5,0,14,5,1,0,0,0,2014,Round 11
87,65,Luke Parker,FWD,5,0,19,9,0,0,0,0,2014,Round 11
88,65,Paul Puopolo,FWD,5,2,32,4,1,0,0,0,2014,Round 11
89,65,Paddy Ryder,RUC,5,1,9,6,3,3,0,0,2014,Round 11
90,65,Adam Schneider,FWD,5,1,19,13,0,0,0,0,2014,Round 11
91,65,Tom Scully,MID,5,2,23,10,0,0,0,0,2014,Round 11
92,65,Tommy Sheridan,MID,5,1,16,6,0,0,0,0,2014,Round 11
93,65,Liam Shiels,MID,5,1,18,4,1,0,0,0,2014,Round 11
94,65,Brent Stanton,MID,5,0,11,7,0,1,0,0,2014,Round 11
95,65,Josh Thomas,FWD,5,4,18,5,0,0,0,0,2014,Round 11
96,65,Jason Tutt,FWD,5,0,20,5,0,0,0,0,2014,Round 11
97,65,Matthew White,FWD,5,1,25,10,0,0,0,0,2014,Round 11
98,65,Jarrod Witts,RUC,5,2,14,3,3,0,0,0,2014,Round 11
99,100,Jed Bews,DEF,4,0,14,11,1,1,1,100,2014,Round 11
100,100,Luke Brown,DEF,4,0,12,10,1,0,0,0,2014,Round 11
101,100,Charles Cameron,FWD,4,3,16,3,0,0,0,0,2014,Round 11
102,100,Zac Clarke,RUC,4,0,16,13,1,1,0,0,2014,Round 11
103,100,Travis Cloke,KEYF,4,2,6,1,0,0,0,0,2014,Round 11
104,100,Reece Conca,MID,4,0,13,8,0,0,0,0,2014,Round 11
105,100,Tom Derickx,RUC,4,0,10,6,3,1,0,0,2014,Round 11
106,100,David Ellard,FWD,4,2,7,1,0,0,0,0,2014,Round 11
107,100,Colin Garland,DEF,4,0,11,9,4,1,0,0,2014,Round 11
108,100,Bryce Gibbs,MID,4,0,12,2,1,0,0,0,2014,Round 11
109,100,Todd Goldstein,RUC,4,1,11,3,3,2,1,50,2014,Round 11
110,100,Shaun Grigg,MID,4,0,12,8,0,2,1,50,2014,Round 11
111,100,Dylan Grimes,KEYD,4,0,15,12,5,2,1,50,2014,Round 11
112,100,Ryan Harwood,DEF,4,0,13,9,1,0,0,0,2014,Round 11
113,100,Bradley Hill,FWD,4,1,16,7,0,0,0,0,2014,Round 11
114,100,George Horlin-Smith,MID,4,1,21,9,0,0,0,0,2014,Round 11
115,100,Christian Howard,DEF,4,1,8,2,1,1,0,0,2014,Round 11
116,100,Daniel Jackson,MID,4,1,10,5,0,0,0,0,2014,Round 11
117,100,Jed Lamb,FWD,4,0,13,7,1,0,0,0,2014,Round 11
118,100,Jake Lloyd,FWD,4,2,22,5,1,0,0,0,2014,Round 11
119,100,Billy Longer,RUC,4,0,16,5,0,0,0,0,2014,Round 11
120,100,Nick Malceski,DEF,4,0,8,4,3,5,1,20,2014,Round 11
121,100,Luke McDonald,DEF,4,0,17,9,7,2,0,0,2014,Round 11
122,100,Terry Milera,FWD,4,1,23,5,0,0,0,0,2014,Round 11
123,100,Steven Morris,DEF,4,0,21,10,2,0,0,0,2014,Round 11
124,100,Andy Otten,DEF,4,0,10,7,6,3,1,33.3,2014,Round 11
125,100,Alex Rance,KEYD,4,0,11,7,7,5,0,0,2014,Round 11
126,100,Jack Redden,MID,4,0,14,7,1,0,0,0,2014,Round 11
127,100,Sebastian Ross,MID,4,0,18,11,0,0,0,0,2014,Round 11
