,Rank,Player,Position,T    ,Ti50,PA,DHPA,S,CDOOO,CDL,CDL%,Season,Round
0,1,Ryan O'Keefe,MID,15,0,34,16,0,0,0,0,2012,Grand Final
1,2,Brad Sewell,MID,11,0,19,6,1,0,0,0,2012,Grand Final
2,3,Shaun Burgoyne,DEF,10,1,30,13,1,0,0,0,2012,Grand Final
3,4,Kieren Jack,MID,9,0,24,14,0,1,1,100,2012,Grand Final
4,4,Jarrad McVeigh,MID,9,3,35,22,1,1,0,0,2012,Grand Final
5,6,Luke Breust,FWD,8,0,15,4,1,0,0,0,2012,Grand Final
6,7,Jude Bolton,FWD,7,1,22,10,0,0,0,0,2012,Grand Final
7,7,Jordan Lewis,FWD,7,1,24,11,2,0,0,0,2012,Grand Final
8,7,Nick Malceski,DEF,7,0,17,12,4,3,2,66.7,2012,Grand Final
9,7,Paul Puopolo,FWD,7,2,34,4,0,0,0,0,2012,Grand Final
10,11,Craig Bird,FWD,6,0,25,17,0,0,0,0,2012,Grand Final
11,11,Lance Franklin,KEYF,6,2,15,0,0,0,0,0,2012,Grand Final
12,11,Adam Goodes,FWD,6,1,17,8,3,0,0,0,2012,Grand Final
13,11,Marty Mattner,DEF,6,0,16,13,5,1,0,0,2012,Grand Final
14,15,Dan Hannebery,MID,5,1,16,7,2,3,1,33.3,2012,Grand Final
15,15,Sam Mitchell,MID,5,0,23,10,0,0,0,0,2012,Grand Final
16,15,Ted Richards,KEYD,5,0,14,11,6,3,2,66.7,2012,Grand Final
17,18,Josh P. Kennedy,MID,4,0,27,9,0,0,0,0,2012,Grand Final
18,18,Mitch Morton,FWD,4,3,8,3,1,0,0,0,2012,Grand Final
19,18,Cyril Rioli,FWD,4,2,23,4,0,0,0,0,2012,Grand Final
20,18,Lewis Roberts-Thomson,KEYF,4,2,9,2,0,0,0,0,2012,Grand Final
21,18,Nick Smith,DEF,4,0,10,8,1,2,0,0,2012,Grand Final
22,23,Josh Gibson,KEYD,3,0,9,8,11,6,0,0,2012,Grand Final
23,23,Jack Gunston,FWD,3,2,18,3,1,0,0,0,2012,Grand Final
24,23,Alex Johnson,DEF,3,0,6,4,0,1,0,0,2012,Grand Final
25,23,Shane Mumford,RUC,3,0,13,5,0,0,0,0,2012,Grand Final
26,23,Mike Pyke,RUC,3,0,16,6,2,0,0,0,2012,Grand Final
27,23,Sam Reid,KEYF,3,1,21,4,3,0,0,0,2012,Grand Final
28,23,Liam Shiels,MID,3,0,15,4,1,1,1,100,2012,Grand Final
29,23,Isaac Smith,MID,3,1,13,5,0,0,0,0,2012,Grand Final
30,23,Ben Stratton,KEYD,3,0,13,9,4,1,1,100,2012,Grand Final
31,23,Clinton Young,MID,3,0,5,2,1,0,0,0,2012,Grand Final
32,33,Heath Grundy,KEYD,2,0,14,9,5,1,0,0,2012,Grand Final
33,33,David Hale,RUC,2,0,8,3,3,0,0,0,2012,Grand Final
34,33,Luke Parker,MID,2,0,5,2,0,0,0,0,2012,Grand Final
35,33,Shane Savage,FWD,2,0,9,3,1,0,0,0,2012,Grand Final
36,33,Rhyce Shaw,DEF,2,0,4,3,4,1,0,0,2012,Grand Final
37,38,Xavier Ellis,MID,1,0,5,3,1,0,0,0,2012,Grand Final
38,38,Luke Hodge,MID,1,0,22,9,5,0,0,0,2012,Grand Final
39,38,Lewis Jetta,FWD,1,0,17,10,1,0,0,0,2012,Grand Final
40,38,Ryan Schoenmakers,KEYD,1,0,8,7,7,2,1,50,2012,Grand Final
41,38,Matthew Suckling,DEF,1,0,11,5,1,2,1,50,2012,Grand Final
42,43,Grant Birchall,DEF,0,0,9,7,0,0,0,0,2012,Grand Final
43,43,Jarryd Roughead,KEYF,0,0,9,2,5,0,0,0,2012,Grand Final
