,Rank,Player,Position,T    ,Ti50,PA,DHPA,S,CDOOO,CDL,CDL%,Season,Round
0,1,Clayton Oliver,MID,10,1,26,11,0,0,0,0,2023,Finals Week 1
1,2,Scott Lycett,RUC,9,1,16,10,0,0,0,0,2023,Finals Week 1
2,3,Lachie Fogarty,FWD,8,3,27,6,1,0,0,0,2023,Finals Week 1
3,4,Zak Butters,MID,7,0,17,11,0,0,0,0,2023,Finals Week 1
4,4,Adam Cerra,MID,7,0,15,5,0,0,0,0,2023,Finals Week 1
5,4,Josh Dunkley,MID,7,1,33,13,1,0,0,0,2023,Finals Week 1
6,4,Jade Gresham,FWD,7,2,22,6,0,0,0,0,2023,Finals Week 1
7,8,Brent Daniels,FWD,6,5,33,17,0,0,0,0,2023,Finals Week 1
8,8,Willem Drew,MID,6,0,21,11,0,0,0,0,2023,Finals Week 1
9,8,Mitch Owens,KEYF,6,1,17,2,2,0,0,0,2023,Finals Week 1
10,8,Harry Perryman,DEF,6,0,13,10,6,1,0,0,2023,Finals Week 1
11,8,Steele Sidebottom,MID,6,0,22,16,1,0,0,0,2023,Finals Week 1
12,8,Jack Sinclair,DEF,6,0,19,14,2,2,0,0,2023,Finals Week 1
13,8,Brandon Starcevich,DEF,6,0,18,11,2,2,0,0,2023,Finals Week 1
14,8,Sam Walsh,MID,6,0,20,9,1,0,0,0,2023,Finals Week 1
15,8,Sam Wicks,FWD,6,0,22,11,0,0,0,0,2023,Finals Week 1
16,17,Zac Bailey,FWD,5,1,19,9,2,0,0,0,2023,Finals Week 1
17,17,Kieren Briggs,RUC,5,0,18,7,1,0,0,0,2023,Finals Week 1
18,17,Dan Butler,FWD,5,1,25,4,1,0,0,0,2023,Finals Week 1
19,17,Patrick Cripps,MID,5,2,26,6,0,0,0,0,2023,Finals Week 1
20,17,Tom Green,MID,5,1,34,22,1,0,0,0,2023,Finals Week 1
21,17,George Hewett,MID,5,2,13,5,0,0,0,0,2023,Finals Week 1
22,17,Will Hoskin-Elliott,FWD,5,0,15,12,3,0,0,0,2023,Finals Week 1
23,17,Oleg Markov,DEF,5,0,11,10,1,0,0,0,2023,Finals Week 1
24,17,Callum Mills,MID,5,1,17,8,0,0,0,0,2023,Finals Week 1
25,17,Alex Neal-Bullen,FWD,5,1,24,7,0,0,0,0,2023,Finals Week 1
26,17,Lachie Neale,MID,5,0,16,8,0,0,0,0,2023,Finals Week 1
27,17,Matthew Owies,FWD,5,1,22,5,0,0,0,0,2023,Finals Week 1
28,17,Willie Rioli,FWD,5,4,16,1,1,0,0,0,2023,Finals Week 1
29,17,James Rowbottom,MID,5,0,23,14,1,0,0,0,2023,Finals Week 1
30,17,Christian Salem,DEF,5,1,10,4,0,1,0,0,2023,Finals Week 1
31,17,Tom Sparrow,MID,5,0,16,5,0,0,0,0,2023,Finals Week 1
32,17,Chad Warner,MID,5,0,27,20,0,0,0,0,2023,Finals Week 1
33,34,Taylor Adams,FWD,4,1,18,10,0,0,0,0,2023,Finals Week 1
34,34,Toby Bedford,FWD,4,2,14,5,0,0,0,0,2023,Finals Week 1
35,34,Harry Cunningham,DEF,4,1,11,6,1,2,0,0,2023,Finals Week 1
36,34,Xavier Duursma,MID,4,1,15,8,0,0,0,0,2023,Finals Week 1
37,34,Bayley Fritsch,FWD,4,1,9,1,1,0,0,0,2023,Finals Week 1
38,34,Will Hayward,FWD,4,2,13,3,0,0,0,0,2023,Finals Week 1
39,34,Isaac Heeney,FWD,4,1,20,7,0,0,0,0,2023,Finals Week 1
40,34,Bobby Hill,FWD,4,2,13,2,0,0,0,0,2023,Finals Week 1
41,34,Eric Hipwood,KEYF,4,1,9,2,2,0,0,0,2023,Finals Week 1
42,34,Jeremy Howe,KEYD,4,0,12,12,4,3,2,66.7,2023,Finals Week 1
43,34,Ollie Lord,KEYF,4,2,7,3,2,0,0,0,2023,Finals Week 1
44,34,Caleb Marchbank,KEYD,4,0,9,7,2,1,0,0,2023,Finals Week 1
45,34,Rowan Marshall,RUC,4,0,13,8,0,0,0,0,2023,Finals Week 1
46,34,Todd Marshall,KEYF,4,2,4,2,0,0,0,0,2023,Finals Week 1
47,34,Beau McCreery,FWD,4,1,12,9,0,0,0,0,2023,Finals Week 1
48,34,Logan McDonald,KEYF,4,2,12,5,1,0,0,0,2023,Finals Week 1
49,34,Jed McEntee,FWD,4,1,10,3,1,0,0,0,2023,Finals Week 1
50,34,Oscar McInerney,RUC,4,1,13,7,0,0,0,0,2023,Finals Week 1
51,34,Hayden McLean,RUC,4,1,15,6,5,0,0,0,2023,Finals Week 1
52,34,Brody Mihocek,KEYF,4,1,10,4,1,0,0,0,2023,Finals Week 1
53,34,Tom Mitchell,MID,4,0,23,11,0,0,0,0,2023,Finals Week 1
54,34,Luke Parker,MID,4,1,23,4,0,0,0,0,2023,Finals Week 1
55,34,Scott Pendlebury,MID,4,0,18,10,0,0,0,0,2023,Finals Week 1
56,34,Christian Petracca,MID,4,2,25,4,0,0,0,0,2023,Finals Week 1
57,34,Kysaiah Pickett,FWD,4,2,26,5,2,0,0,0,2023,Finals Week 1
58,34,Sebastian Ross,MID,4,1,16,5,0,0,0,0,2023,Finals Week 1
59,60,Miles Bergman,DEF,3,0,8,7,2,4,2,50,2023,Finals Week 1
60,60,Charlie Cameron,FWD,3,0,8,3,2,0,0,0,2023,Finals Week 1
61,60,Braeden Campbell,MID,3,0,19,11,1,0,0,0,2023,Finals Week 1
62,60,Alex Cincotta,DEF,3,0,11,6,1,1,0,0,2023,Finals Week 1
63,60,Matthew Cottrell,FWD,3,2,17,3,2,0,0,0,2023,Finals Week 1
64,60,Isaac Cumming,DEF,3,0,14,4,1,0,0,0,2023,Finals Week 1
65,60,David Cuningham,FWD,3,1,20,3,0,0,0,0,2023,Finals Week 1
66,60,Sam Docherty,MID,3,0,12,6,1,0,0,0,2023,Finals Week 1
67,60,Jamie Elliott,FWD,3,2,12,1,0,0,0,0,2023,Finals Week 1
68,60,Jeremy Finlayson,KEYF,3,0,7,4,2,0,0,0,2023,Finals Week 1
69,60,Max Gawn,RUC,3,0,14,8,6,2,0,0,2023,Finals Week 1
70,60,Errol Gulden,MID,3,1,20,12,1,0,0,0,2023,Finals Week 1
71,60,Harry Himmelberg,KEYD,3,0,12,11,7,4,0,0,2023,Finals Week 1
72,60,Jason Horne-Francis,MID,3,1,11,5,0,0,0,0,2023,Finals Week 1
73,60,Patrick Lipinski,FWD,3,1,16,7,1,0,0,0,2023,Finals Week 1
74,60,Steven May,KEYD,3,0,9,5,12,6,2,33.3,2023,Finals Week 1
75,60,Lincoln McCarthy,FWD,3,3,10,1,0,0,0,0,2023,Finals Week 1
76,60,Tom Papley,FWD,3,0,18,7,0,0,0,0,2023,Finals Week 1
77,60,Trent Rivers,DEF,3,0,9,5,1,1,0,0,2023,Finals Week 1
78,60,Adam Saad,DEF,3,0,15,11,0,0,0,0,2023,Finals Week 1
79,60,Sam Taylor,KEYD,3,0,8,8,5,1,0,0,2023,Finals Week 1
80,60,Marcus Windhager,DEF,3,1,11,6,1,0,0,0,2023,Finals Week 1
81,60,Jacob van Rooyen,KEYF,3,2,8,1,1,0,0,0,2023,Finals Week 1
82,83,Aliir Aliir,KEYD,2,0,8,7,6,5,2,40,2023,Finals Week 1
83,83,Joel Amartey,KEYF,2,1,5,1,0,0,0,0,2023,Finals Week 1
84,83,Nick Blakey,DEF,2,0,8,6,1,3,0,0,2023,Finals Week 1
85,83,Travis Boak,MID,2,1,2,1,0,0,0,0,2023,Finals Week 1
86,83,Jake Bowey,DEF,2,0,9,4,1,1,0,0,2023,Finals Week 1
87,83,Jack Buckley,KEYD,2,0,13,11,6,1,0,0,2023,Finals Week 1
88,83,Finn Callaghan,MID,2,0,18,9,0,1,1,100,2023,Finals Week 1
89,83,Keidean Coleman,DEF,2,0,8,6,1,0,0,0,2023,Finals Week 1
90,83,Jack Crisp,MID,2,0,16,7,0,0,0,0,2023,Finals Week 1
91,83,Brad Crouch,MID,2,1,13,6,0,0,0,0,2023,Finals Week 1
92,83,Jack Ginnivan,FWD,2,0,3,3,0,0,0,0,2023,Finals Week 1
93,83,Michael Hibberd,DEF,2,0,4,3,3,1,0,0,2023,Finals Week 1
94,83,Jack Higgins,FWD,2,2,14,3,0,0,0,0,2023,Finals Week 1
95,83,Bradley Hill,FWD,2,0,20,6,0,0,0,0,2023,Finals Week 1
96,83,Connor Idun,DEF,2,0,8,4,3,3,0,0,2023,Finals Week 1
97,83,Lachie Jones,DEF,2,0,10,9,5,1,1,100,2023,Finals Week 1
98,83,Bailey Laurie,FWD,2,1,13,5,0,0,0,0,2023,Finals Week 1
99,83,Daniel Lloyd,FWD,2,0,28,6,0,0,0,0,2023,Finals Week 1
100,83,Jack Martin,FWD,2,1,13,3,1,0,0,0,2023,Finals Week 1
101,83,Conor McKenna,DEF,2,0,9,8,2,1,0,0,2023,Finals Week 1
102,83,Daniel McStay,KEYF,2,1,14,6,3,0,0,0,2023,Finals Week 1
103,83,Lewis Melican,KEYD,2,0,5,3,4,1,0,0,2023,Finals Week 1
104,83,Nic Newman,DEF,2,0,14,10,1,0,0,0,2023,Finals Week 1
105,83,Xavier O'Halloran,FWD,2,0,12,5,1,0,0,0,2023,Finals Week 1
106,83,Marc Pittonet,RUC,2,1,8,2,2,1,1,100,2023,Finals Week 1
107,83,Dane Rampe,KEYD,2,0,9,6,6,1,1,100,2023,Finals Week 1
108,83,Connor Rozee,MID,2,0,21,12,0,0,0,0,2023,Finals Week 1
109,83,Jack Steele,MID,2,0,19,12,1,0,0,0,2023,Finals Week 1
110,83,Nasiah Wanganeen-Milera,DEF,2,0,13,8,1,0,0,0,2023,Finals Week 1
111,83,Callan Ward,MID,2,0,21,13,0,0,0,0,2023,Finals Week 1
112,83,Jimmy Webster,DEF,2,0,10,7,3,1,1,100,2023,Finals Week 1
113,83,Lachie Whitfield,DEF,2,0,16,11,1,1,1,100,2023,Finals Week 1
114,83,Callum Wilkie,KEYD,2,0,16,13,7,4,0,0,2023,Finals Week 1
115,83,Dylan Williams,DEF,2,0,4,4,1,3,1,33.3,2023,Finals Week 1
116,83,Mason Wood,MID,2,1,15,3,0,0,0,0,2023,Finals Week 1
117,118,Blake Acres,MID,1,0,16,5,0,0,0,0,2023,Finals Week 1
118,118,Callum Ah Chee,FWD,1,0,8,3,2,0,0,0,2023,Finals Week 1
119,118,Lachie Ash,DEF,1,0,15,8,1,0,0,0,2023,Finals Week 1
120,118,Jarrod Berry,MID,1,0,12,6,0,0,0,0,2023,Finals Week 1
121,118,Callum M. Brown,FWD,1,0,10,4,2,0,0,0,2023,Finals Week 1
122,118,Ryan Burton,DEF,1,0,14,14,1,1,1,100,2023,Finals Week 1
123,118,Darcy Cameron,RUC,1,0,8,3,2,0,0,0,2023,Finals Week 1
124,118,Hunter Clark,MID,1,0,12,6,1,0,0,0,2023,Finals Week 1
125,118,Zaine Cordy,KEYD,1,0,8,8,6,2,0,0,2023,Finals Week 1
126,118,Josh Daicos,MID,1,0,6,3,0,0,0,0,2023,Finals Week 1
127,118,Joe Daniher,KEYF,1,0,3,1,2,0,0,0,2023,Finals Week 1
128,118,Tom De Koning,RUC,1,0,7,4,3,0,0,0,2023,Finals Week 1
129,118,Kane Farrell,DEF,1,0,5,3,0,0,0,0,2023,Finals Week 1
130,118,Jaspa Fletcher,MID,1,0,8,4,1,1,0,0,2023,Finals Week 1
131,118,Oliver Florent,DEF,1,0,10,7,0,1,0,0,2023,Finals Week 1
132,118,Robbie Fox,DEF,1,0,9,6,0,0,0,0,2023,Finals Week 1
133,118,Toby Greene,FWD,1,1,10,2,2,0,0,0,2023,Finals Week 1
134,118,Tom Hickey,RUC,1,0,11,6,4,0,0,0,2023,Finals Week 1
135,118,Jesse Hogan,KEYF,1,1,5,0,1,0,0,0,2023,Finals Week 1
136,118,Dan Houston,DEF,1,0,14,10,0,0,0,0,2023,Finals Week 1
137,118,Lachie Hunter,MID,1,0,6,0,0,0,0,0,2023,Finals Week 1
138,118,Lachlan Keeffe,KEYF,1,0,8,4,2,0,0,0,2023,Finals Week 1
139,118,Josh Kelly,MID,1,0,26,11,0,0,0,0,2023,Finals Week 1
140,118,Brodie Kemp,KEYD,1,0,10,10,1,2,0,0,2023,Finals Week 1
141,118,Ed Langdon,MID,1,0,8,5,0,1,1,100,2023,Finals Week 1
142,118,Ryan Lester,KEYD,1,0,3,1,1,0,0,0,2023,Finals Week 1
143,118,Jake Lloyd,DEF,1,0,7,6,3,0,0,0,2023,Finals Week 1
144,118,Brayden Maynard,DEF,1,0,13,9,6,2,1,50,2023,Finals Week 1
145,118,Hugh McCluggage,MID,1,1,9,2,0,0,0,0,2023,Finals Week 1
146,118,Tom McDonald,KEYF,1,1,11,1,1,0,0,0,2023,Finals Week 1
147,118,Mitch McGovern,DEF,1,0,8,7,2,1,1,100,2023,Finals Week 1
148,118,Justin McInerney,MID,1,0,9,5,1,0,0,0,2023,Finals Week 1
149,118,Harry McKay,KEYF,1,1,10,0,1,0,0,0,2023,Finals Week 1
150,118,Judd McVee,DEF,1,0,10,3,3,1,0,0,2023,Finals Week 1
151,118,Darcy Moore,KEYD,1,0,4,4,9,3,1,33.3,2023,Finals Week 1
152,118,Nathan Murphy,KEYD,1,0,6,3,7,0,0,0,2023,Finals Week 1
153,118,Jack Payne,KEYD,1,0,4,4,4,2,2,100,2023,Finals Week 1
154,118,Sam Powell-Pepper,FWD,1,1,8,4,1,0,0,0,2023,Finals Week 1
155,118,Isaac Quaynor,DEF,1,0,10,9,2,4,1,25,2023,Finals Week 1
156,118,Jake Riccardi,KEYF,1,1,5,0,4,0,0,0,2023,Finals Week 1
157,118,Deven Robertson,FWD,1,0,8,4,0,0,0,0,2023,Finals Week 1
158,118,Cooper Sharman,KEYF,1,0,25,4,1,0,0,0,2023,Finals Week 1
159,118,Joel Smith,KEYF,1,1,9,1,2,0,0,0,2023,Finals Week 1
160,118,Liam Stocker,DEF,1,0,4,4,0,0,0,0,2023,Finals Week 1
161,118,Jack Viney,MID,1,0,16,5,0,1,0,0,2023,Finals Week 1
162,118,Ollie Wines,MID,1,0,9,3,2,0,0,0,2023,Finals Week 1
163,118,Dayne Zorko,FWD,1,0,14,4,0,1,0,0,2023,Finals Week 1
164,165,Harris Andrews,KEYD,0,0,2,2,13,5,1,20,2023,Finals Week 1
165,165,Josh Battle,KEYD,0,0,4,4,4,3,0,0,2023,Finals Week 1
166,165,Angus Brayshaw,MID,0,0,2,2,0,0,0,0,2023,Finals Week 1
167,165,Darcy Byrne-Jones,FWD,0,0,5,1,1,0,0,0,2023,Finals Week 1
168,165,Anthony Caminiti,KEYF,0,0,9,0,0,0,0,0,2023,Finals Week 1
169,165,Kade Chandler,FWD,0,0,4,2,1,0,0,0,2023,Finals Week 1
170,165,Mason Cox,RUC,0,0,6,3,3,2,1,50,2023,Finals Week 1
171,165,Charlie Curnow,KEYF,0,0,7,0,4,0,0,0,2023,Finals Week 1
172,165,Jordan De Goey,MID,0,0,15,7,0,0,0,0,2023,Finals Week 1
173,165,Nick Haynes,DEF,0,0,0,0,0,0,0,0,2023,Finals Week 1
174,165,Max King,KEYF,0,0,9,0,0,0,0,0,2023,Finals Week 1
175,165,Jake Lever,KEYD,0,0,5,3,6,4,0,0,2023,Finals Week 1
176,165,Jarryd Lyons,MID,0,0,1,0,0,0,0,0,2023,Finals Week 1
177,165,Tom McCartin,KEYD,0,0,5,4,6,1,0,0,2023,Finals Week 1
178,165,Trent McKenzie,KEYD,0,0,4,2,2,2,0,0,2023,Finals Week 1
179,165,Jesse Motlop,FWD,0,0,4,0,0,0,0,0,2023,Finals Week 1
180,165,Mattaes Phillipou,FWD,0,0,12,6,1,0,0,0,2023,Finals Week 1
181,165,Cam Rayner,FWD,0,0,5,2,0,0,0,0,2023,Finals Week 1
182,165,Jacob Weitering,KEYD,0,0,6,5,8,7,1,14.3,2023,Finals Week 1
183,165,Darcy Wilmot,DEF,0,0,12,9,1,1,0,0,2023,Finals Week 1
