,Rank,Player,Position,T    ,Ti50,PA,DHPA,S,CDOOO,CDL,CDL%,Season,Round
0,1,Tyson Goldsack,FWD,8,3,27,6,1,0,0,0,2012,Semi Finals
1,1,Scott Selwood,MID,8,0,32,15,1,1,0,0,2012,Semi Finals
2,1,Sharrod Wellingham,FWD,8,0,24,13,0,0,0,0,2012,Semi Finals
3,4,Dayne Beams,MID,7,2,23,10,0,0,0,0,2012,Semi Finals
4,4,Jarryd Blair,FWD,7,0,16,7,0,0,0,0,2012,Semi Finals
5,6,Ryan Crowley,MID,6,1,17,8,0,0,0,0,2012,Semi Finals
6,6,Nat Fyfe,MID,6,0,21,12,1,0,0,0,2012,Semi Finals
7,6,David Mackay,MID,6,0,16,12,3,0,0,0,2012,Semi Finals
8,6,Patrick McGinnity,MID,6,1,18,7,1,0,0,0,2012,Semi Finals
9,6,Jared Petrenko,FWD,6,2,22,5,0,0,0,0,2012,Semi Finals
10,6,Rory Sloane,MID,6,0,26,16,3,1,0,0,2012,Semi Finals
11,6,Scott Thompson,MID,6,0,22,7,1,0,0,0,2012,Semi Finals
12,6,Nathan Van Berlo,MID,6,1,16,7,0,0,0,0,2012,Semi Finals
13,6,Matt de Boer,FWD,6,1,24,6,0,0,0,0,2012,Semi Finals
14,15,Andrew Embley,MID,5,0,15,6,0,0,0,0,2012,Semi Finals
15,15,Clancee Pearce,MID,5,1,20,8,1,0,0,0,2012,Semi Finals
16,15,Scott Pendlebury,MID,5,1,22,11,2,0,0,0,2012,Semi Finals
17,15,Jason Porplyzia,FWD,5,1,20,7,0,0,0,0,2012,Semi Finals
18,15,Steele Sidebottom,MID,5,2,29,14,0,0,0,0,2012,Semi Finals
19,15,Alex Silvagni,KEYD,5,0,14,10,4,2,1,50,2012,Semi Finals
20,21,Michael Barlow,MID,4,1,25,13,0,0,0,0,2012,Semi Finals
21,21,Sam Butler,DEF,4,0,13,7,2,0,0,0,2012,Semi Finals
22,21,Zac Clarke,RUC,4,0,15,4,1,0,0,0,2012,Semi Finals
23,21,Michael Doughty,DEF,4,0,9,8,7,2,0,0,2012,Semi Finals
24,21,Alex Fasolo,FWD,4,1,16,1,0,0,0,0,2012,Semi Finals
25,21,Josh Hill,FWD,4,1,16,5,1,0,0,0,2012,Semi Finals
26,21,Tendai Mzungu,MID,4,0,18,7,0,0,0,0,2012,Semi Finals
27,21,Matthew Priddis,MID,4,0,29,13,0,0,0,0,2012,Semi Finals
28,21,Brent Reilly,DEF,4,0,14,12,3,0,0,0,2012,Semi Finals
29,21,Heath Shaw,DEF,4,1,10,7,0,2,1,50,2012,Semi Finals
30,21,Luke Shuey,MID,4,1,17,6,1,0,0,0,2012,Semi Finals
31,21,Dane Swan,MID,4,0,22,8,1,0,0,0,2012,Semi Finals
32,21,Michael Walters,FWD,4,0,15,5,1,0,0,0,2012,Semi Finals
33,21,Matthew Wright,FWD,4,2,21,8,2,0,0,0,2012,Semi Finals
34,35,Darren Glass,KEYD,3,0,10,10,4,2,1,50,2012,Semi Finals
35,35,Stephen Hill,MID,3,0,16,7,1,0,0,0,2012,Semi Finals
36,35,Darren Jolly,RUC,3,0,14,7,2,0,0,0,2012,Semi Finals
37,35,Daniel Kerr,MID,3,0,21,14,0,0,0,0,2012,Semi Finals
38,35,Chris Masten,MID,3,1,24,10,1,0,0,0,2012,Semi Finals
39,35,Chris Mayne,FWD,3,1,19,5,0,1,0,0,2012,Semi Finals
40,35,David Mundy,MID,3,0,12,7,0,0,0,0,2012,Semi Finals
41,35,Ben Reid,KEYD,3,0,5,3,3,3,0,0,2012,Semi Finals
42,35,Ben Rutten,KEYD,3,0,7,6,7,5,0,0,2012,Semi Finals
43,35,Brodie Smith,DEF,3,0,9,6,4,3,1,33.3,2012,Semi Finals
44,35,Chris Tarrant,KEYF,3,0,10,7,1,2,0,0,2012,Semi Finals
45,35,Dale Thomas,FWD,3,1,15,7,0,0,0,0,2012,Semi Finals
46,47,Hayden Ballantyne,FWD,2,0,12,1,0,0,0,0,2012,Semi Finals
47,47,Jacob Brennan,DEF,2,0,11,10,3,1,0,0,2012,Semi Finals
48,47,Nathan Brown,KEYD,2,0,4,4,10,1,1,100,2012,Semi Finals
49,47,Ian Callinan,FWD,2,2,8,1,0,0,0,0,2012,Semi Finals
50,47,Travis Cloke,KEYF,2,2,6,0,1,0,0,0,2012,Semi Finals
51,47,Patrick Dangerfield,MID,2,1,10,5,0,0,0,0,2012,Semi Finals
52,47,Jack Darling,KEYF,2,1,15,4,2,0,0,0,2012,Semi Finals
53,47,Chris Dawes,KEYF,2,1,10,2,1,1,1,100,2012,Semi Finals
54,47,Paul Duffield,DEF,2,0,6,2,0,1,0,0,2012,Semi Finals
55,47,Jamie Elliott,FWD,2,0,6,3,0,0,0,0,2012,Semi Finals
56,47,Sam Jacobs,RUC,2,1,9,6,4,2,2,100,2012,Semi Finals
57,47,Graham Johncock,FWD,2,1,8,1,0,0,0,0,2012,Semi Finals
58,47,Michael Johnson,KEYD,2,0,7,7,6,3,1,33.3,2012,Semi Finals
