,Rank,Player,Position,T    ,Ti50,PA,DHPA,S,CDOOO,CDL,CDL%,Season,Round
0,1,Shane Mumford,RUC,9,1,17,7,2,1,0,0,2019,Semi Finals
1,2,Tom Atkins,FWD,8,4,26,4,0,0,0,0,2019,Semi Finals
2,2,Harry Perryman,MID,8,3,18,7,0,1,0,0,2019,Semi Finals
3,4,Adam Kennedy,DEF,6,0,10,9,2,2,0,0,2019,Semi Finals
4,4,Zac Williams,DEF,6,0,14,10,2,3,1,33.3,2019,Semi Finals
5,4,Matt de Boer,MID,6,1,14,8,0,0,0,0,2019,Semi Finals
6,7,Gary Ablett,FWD,5,2,11,2,1,0,0,0,2019,Semi Finals
7,7,Brent Daniels,FWD,5,1,23,10,1,0,0,0,2019,Semi Finals
8,7,Jack Darling,KEYF,5,3,13,5,0,0,0,0,2019,Semi Finals
9,7,Cameron Guthrie,MID,5,1,12,5,0,0,0,0,2019,Semi Finals
10,7,Lincoln McCarthy,FWD,5,0,19,6,0,0,0,0,2019,Semi Finals
11,7,Hugh McCluggage,MID,5,1,18,6,0,0,0,0,2019,Semi Finals
12,7,Nic Naitanui,RUC,5,0,16,10,0,0,0,0,2019,Semi Finals
13,7,Mark O'Connor,DEF,5,0,11,6,2,2,1,50,2019,Semi Finals
14,7,Jack Redden,MID,5,0,26,14,2,0,0,0,2019,Semi Finals
15,7,Tim Taranto,MID,5,2,27,13,1,1,0,0,2019,Semi Finals
16,7,Dayne Zorko,MID,5,1,24,9,0,0,0,0,2019,Semi Finals
17,18,Allen Christensen,FWD,4,0,11,4,1,0,0,0,2019,Semi Finals
18,18,Patrick Dangerfield,MID,4,3,15,3,0,0,0,0,2019,Semi Finals
19,18,Toby Greene,FWD,4,2,25,13,1,0,0,0,2019,Semi Finals
20,18,Quinton Narkle,MID,4,0,10,4,1,0,0,0,2019,Semi Finals
21,18,Daniel Rich,DEF,4,0,16,11,2,2,0,0,2019,Semi Finals
22,18,Nick Robertson,DEF,4,0,8,3,3,0,0,0,2019,Semi Finals
23,18,Joel Selwood,MID,4,0,18,6,1,1,0,0,2019,Semi Finals
24,25,Noah Answerth,DEF,3,0,19,11,2,1,0,0,2019,Semi Finals
25,25,Jarrod Berry,MID,3,1,13,5,0,0,0,0,2019,Semi Finals
26,25,Aidan Corr,KEYD,3,0,6,6,0,1,1,100,2019,Semi Finals
