,Rank,Player,Position,T    ,Ti50,PA,DHPA,S,CDOOO,CDL,CDL%,Season,Round
0,1,Luke Parker,MID,14,2,34,24,1,0,0,0,2022,Grand Final
1,2,Mark Blicavs,RUC,8,2,20,2,1,0,0,0,2022,Grand Final
2,3,Tom Atkins,DEF,7,3,21,10,0,0,0,0,2022,Grand Final
3,4,Isaac Heeney,FWD,6,2,19,9,2,0,0,0,2022,Grand Final
4,4,James Rowbottom,MID,6,1,20,11,0,0,0,0,2022,Grand Final
5,4,Chad Warner,MID,6,1,22,13,0,0,0,0,2022,Grand Final
6,7,Cameron Guthrie,MID,5,4,16,3,0,0,0,0,2022,Grand Final
7,8,Patrick Dangerfield,MID,4,0,12,4,1,0,0,0,2022,Grand Final
8,8,Joel Selwood,MID,4,0,10,3,0,2,0,0,2022,Grand Final
9,10,Jeremy Cameron,KEYF,3,3,10,0,0,0,0,0,2022,Grand Final
10,10,Ryan Clarke,FWD,3,1,18,3,1,1,0,0,2022,Grand Final
11,10,Mitch Duncan,DEF,3,1,8,1,0,0,0,0,2022,Grand Final
12,10,Errol Gulden,FWD,3,1,16,7,3,1,1,100,2022,Grand Final
13,10,Hayden McLean,KEYF,3,0,12,5,1,0,0,0,2022,Grand Final
14,10,Callum Mills,MID,3,0,10,7,2,1,1,100,2022,Grand Final
15,10,Rhys Stanley,RUC,3,1,11,5,2,0,0,0,2022,Grand Final
16,10,Tyson Stengle,FWD,3,1,14,2,1,0,0,0,2022,Grand Final
17,18,Jed Bews,DEF,2,1,9,7,0,0,0,0,2022,Grand Final
18,18,Nick Blakey,DEF,2,0,11,10,3,0,0,0,2022,Grand Final
19,18,Braeden Campbell,DEF,2,0,4,2,2,2,1,50,2022,Grand Final
20,18,Brad Close,FWD,2,1,19,1,1,0,0,0,2022,Grand Final
21,18,Robbie Fox,DEF,2,0,12,12,2,3,0,0,2022,Grand Final
22,18,Tom Hickey,RUC,2,0,17,11,3,0,0,0,2022,Grand Final
23,18,Tom McCartin,KEYD,2,0,6,6,7,4,2,50,2022,Grand Final
24,18,Justin McInerney,MID,2,0,8,6,0,0,0,0,2022,Grand Final
25,18,Mark O'Connor,DEF,2,0,11,2,1,0,0,0,2022,Grand Final
26,18,Tom Papley,FWD,2,1,13,7,0,0,0,0,2022,Grand Final
27,18,Isaac Smith,FWD,2,0,8,4,1,1,1,100,2022,Grand Final
28,29,Oliver Florent,DEF,1,0,11,9,0,0,0,0,2022,Grand Final
29,29,Lance Franklin,KEYF,1,0,4,2,0,0,0,0,2022,Grand Final
30,29,Zach Guthrie,DEF,1,0,8,6,0,0,0,0,2022,Grand Final
31,29,Tom Hawkins,KEYF,1,1,4,0,1,0,0,0,2022,Grand Final
32,29,Will Hayward,FWD,1,1,10,1,0,0,0,0,2022,Grand Final
33,29,Jack Henry,KEYD,1,0,4,4,5,3,0,0,2022,Grand Final
34,29,Jake Kolodjashnij,KEYD,1,0,13,4,0,0,0,0,2022,Grand Final
35,29,Jake Lloyd,DEF,1,0,11,10,3,1,0,0,2022,Grand Final
36,29,Paddy McCartin,KEYD,1,0,7,6,2,1,0,0,2022,Grand Final
37,29,Gryan Miers,FWD,1,1,15,4,1,0,0,0,2022,Grand Final
38,29,Brandan Parfitt,MID,1,0,6,2,0,0,0,0,2022,Grand Final
39,29,Dane Rampe,KEYD,1,0,14,13,5,3,1,33.3,2022,Grand Final
40,29,Gary Rohan,FWD,1,0,14,1,0,0,0,0,2022,Grand Final
41,29,Dylan Stephens,MID,1,0,9,6,0,1,1,100,2022,Grand Final
42,29,Tom Stewart,DEF,1,0,10,7,1,1,0,0,2022,Grand Final
43,44,Sam De Koning,KEYD,0,0,5,5,4,3,0,0,2022,Grand Final
44,44,Sam Reid,KEYF,0,0,1,0,1,0,0,0,2022,Grand Final
45,44,Zach Tuohy,DEF,0,0,7,4,0,1,0,0,2022,Grand Final
