,Rank,Player,Position,G    ,B,GA,GA%,SAG,SI,SL,Season,Round
0,1,Tom McDonald,KEYF,4,0,0,100,4,5,1,2018,Semi Finals
1,2,Jordan De Goey,FWD,3,2,2,42.9,7,11,0,2018,Semi Finals
2,2,Jack Gunston,KEYF,3,5,0,37.5,8,10,1,2018,Semi Finals
3,4,Angus Brayshaw,MID,2,0,0,100,2,5,0,2018,Semi Finals
4,4,Stephen Coniglio,MID,2,0,1,50,4,8,2,2018,Semi Finals
5,4,Will Hoskin-Elliott,FWD,2,0,1,100,2,6,0,2018,Semi Finals
6,4,Jake Melksham,FWD,2,1,2,50,4,8,2,2018,Semi Finals
7,4,Jarryd Roughead,KEYF,2,1,0,66.7,3,5,1,2018,Semi Finals
8,4,Ryan Schoenmakers,KEYF,2,0,0,66.7,3,2,0,2018,Semi Finals
9,4,Charlie Spargo,FWD,2,0,3,100,2,7,3,2018,Semi Finals
10,4,Josh Thomas,FWD,2,1,1,50,4,6,2,2018,Semi Finals
11,4,Sam Weideman,KEYF,2,0,0,100,2,3,0,2018,Semi Finals
12,13,Jeremy Cameron,KEYF,1,3,0,20,5,4,1,2018,Semi Finals
13,13,Max Gawn,RUC,1,0,0,100,1,6,6,2018,Semi Finals
14,13,Ryan Griffen,FWD,1,0,0,100,1,3,1,2018,Semi Finals
15,13,Mitch Hannan,FWD,1,0,1,100,1,3,0,2018,Semi Finals
16,13,Harry Himmelberg,KEYF,1,1,2,50,2,5,0,2018,Semi Finals
17,13,Zac Langdon,FWD,1,0,0,100,1,2,1,2018,Semi Finals
18,13,Rory Lobb,RUC,1,0,0,100,1,1,0,2018,Semi Finals
19,13,Brody Mihocek,KEYF,1,1,0,33.3,3,5,1,2018,Semi Finals
20,13,Alex Neal-Bullen,FWD,1,1,0,50,2,4,1,2018,Semi Finals
21,13,Christian Petracca,FWD,1,2,1,33.3,3,7,0,2018,Semi Finals
22,13,Paul Puopolo,FWD,1,1,0,50,2,8,1,2018,Semi Finals
23,13,Isaac Smith,MID,1,0,0,100,1,3,0,2018,Semi Finals
24,13,Adam Tomlinson,MID,1,0,0,100,1,2,1,2018,Semi Finals
25,13,Travis Varcoe,FWD,1,0,0,100,1,4,0,2018,Semi Finals
26,13,James Worpel,FWD,1,0,0,100,1,1,0,2018,Semi Finals
27,13,Matt de Boer,FWD,1,0,0,100,1,1,0,2018,Semi Finals
28,29,Taylor Adams,MID,0,0,0,0,0,7,1,2018,Semi Finals
29,29,James Aish,MID,0,1,0,0,1,2,0,2018,Semi Finals
30,29,Luke Breust,FWD,0,0,0,0,0,4,0,2018,Semi Finals
31,29,Matt Buntine,DEF,0,0,0,0,0,0,0,2018,Semi Finals
32,29,Shaun Burgoyne,MID,0,0,1,0,0,2,1,2018,Semi Finals
33,29,Ryan Burton,DEF,0,1,0,0,1,4,2,2018,Semi Finals
34,29,Mason Cox,KEYF,0,0,0,0,1,6,2,2018,Semi Finals
35,29,Jack Crisp,DEF,0,0,0,0,0,5,3,2018,Semi Finals
36,29,Phil Davis,KEYD,0,0,1,0,0,5,2,2018,Semi Finals
37,29,Brett Deledio,MID,0,0,0,0,1,4,1,2018,Semi Finals
38,29,Taylor Duryea,DEF,0,0,0,0,1,2,0,2018,Semi Finals
39,29,James Frawley,KEYD,0,0,0,0,0,2,1,2018,Semi Finals
40,29,Bayley Fritsch,FWD,0,0,0,0,0,2,0,2018,Semi Finals
41,29,Sam Frost,KEYD,0,0,0,0,0,2,2,2018,Semi Finals
42,29,Tyson Goldsack,KEYD,0,0,0,0,0,0,0,2018,Semi Finals
43,29,Toby Greene,FWD,0,0,0,0,1,1,0,2018,Semi Finals
44,29,Levi Greenwood,DEF,0,0,0,0,0,1,0,2018,Semi Finals
45,29,Brodie Grundy,RUC,0,0,0,0,1,7,3,2018,Semi Finals
46,29,Blake Hardwick,DEF,0,0,0,0,0,1,1,2018,Semi Finals
47,29,James Harmes,MID,0,1,0,0,1,1,0,2018,Semi Finals
48,29,Nick Haynes,DEF,0,0,0,0,0,2,0,2018,Semi Finals
49,29,Ricky Henderson,MID,0,1,2,0,1,7,3,2018,Semi Finals
50,29,Michael Hibberd,DEF,0,0,0,0,0,1,1,2018,Semi Finals
51,29,Jacob Hopper,MID,0,1,0,0,1,4,1,2018,Semi Finals
52,29,Daniel Howe,MID,0,0,1,0,0,3,1,2018,Semi Finals
53,29,Jeremy Howe,DEF,0,0,0,0,0,3,3,2018,Semi Finals
54,29,Jarman Impey,DEF,0,0,1,0,1,2,0,2018,Semi Finals
55,29,Neville Jetta,DEF,0,0,0,0,0,2,1,2018,Semi Finals
56,29,Nathan Jones,MID,0,0,0,0,0,2,0,2018,Semi Finals
57,29,Lachlan Keeffe,KEYD,0,0,0,0,0,0,0,2018,Semi Finals
58,29,Adam Kennedy,DEF,0,0,0,0,0,0,0,2018,Semi Finals
59,29,Tom Langdon,DEF,0,0,0,0,0,1,0,2018,Semi Finals
60,29,Jordan Lewis,DEF,0,0,0,0,0,1,0,2018,Semi Finals
61,29,Brayden Maynard,DEF,0,0,0,0,0,4,2,2018,Semi Finals
62,29,Chris Mayne,MID,0,0,0,0,1,4,1,2018,Semi Finals
63,29,Oscar McDonald,KEYD,0,0,0,0,0,1,0,2018,Semi Finals
64,29,Ben McEvoy,RUC,0,0,1,0,0,7,4,2018,Semi Finals
65,29,David Mirra,DEF,0,0,0,0,0,2,0,2018,Semi Finals
66,29,Tom Mitchell,MID,0,0,0,0,0,3,1,2018,Semi Finals
67,29,Harry Morrison,FWD,0,1,0,0,1,4,2,2018,Semi Finals
68,29,Conor Nash,KEYF,0,0,0,0,0,0,0,2018,Semi Finals
69,29,Clayton Oliver,MID,0,0,2,0,0,6,1,2018,Semi Finals
70,29,Scott Pendlebury,MID,0,0,0,0,0,3,2,2018,Semi Finals
71,29,Tom Phillips,MID,0,2,0,0,2,8,0,2018,Semi Finals
72,29,Sam J. Reid,FWD,0,0,0,0,0,1,0,2018,Semi Finals
73,29,Christian Salem,DEF,0,1,0,0,1,2,1,2018,Semi Finals
74,29,Dylan Shiel,MID,0,0,0,0,0,0,0,2018,Semi Finals
75,29,Liam Shiels,MID,0,0,0,0,0,5,1,2018,Semi Finals
76,29,James Sicily,DEF,0,0,0,0,0,3,1,2018,Semi Finals
77,29,Steele Sidebottom,MID,0,0,0,0,1,6,1,2018,Semi Finals
78,29,Brayden Sier,MID,0,0,0,0,1,5,1,2018,Semi Finals
79,29,Jaidyn Stephenson,FWD,0,3,0,0,4,5,0,2018,Semi Finals
80,29,Tim Taranto,MID,0,0,0,0,0,3,1,2018,Semi Finals
81,29,Adam Treloar,MID,0,2,0,0,3,10,2,2018,Semi Finals
82,29,Dom Tyson,MID,0,0,1,0,0,3,0,2018,Semi Finals
83,29,Jack Viney,MID,0,0,1,0,0,4,1,2018,Semi Finals
84,29,Callan Ward,MID,0,0,0,0,0,0,0,2018,Semi Finals
85,29,Lachie Whitfield,DEF,0,0,0,0,0,5,2,2018,Semi Finals
86,29,Zac Williams,DEF,0,0,0,0,0,3,1,2018,Semi Finals
