,Rank,Player,Position,G    ,B,GA,GA%,SAG,SI,SL,Season,Round
0,1,Lindsay Thomas,FWD,6,1,0,75,8,7,1,2013,Round 17
1,2,Jeremy Cameron,KEYF,4,5,1,44.4,9,10,1,2013,Round 17
2,2,Travis Colyer,FWD,4,0,3,80,5,8,1,2013,Round 17
3,2,Jack Fitzpatrick,RUC,4,0,1,100,4,7,1,2013,Round 17
4,2,Jeff Garlett,FWD,4,2,0,66.7,6,6,0,2013,Round 17
5,2,Jonathan Giles,RUC,4,0,0,100,4,6,2,2013,Round 17
6,2,Josh J. Kennedy,KEYF,4,1,1,80,5,11,2,2013,Round 17
7,2,Drew Petrie,KEYF,4,1,0,80,5,8,0,2013,Round 17
8,2,Jack Riewoldt,KEYF,4,1,0,57.1,7,7,1,2013,Round 17
9,2,Matthew Wright,FWD,4,0,0,100,4,5,1,2013,Round 17
10,11,Jared Brennan,MID,3,0,1,100,3,4,0,2013,Round 17
11,11,John Butcher,KEYF,3,1,0,75,4,5,0,2013,Round 17
12,11,Josh Caddy,MID,3,0,0,75,4,6,2,2013,Round 17
13,11,Josh Green,FWD,3,1,1,75,4,6,0,2013,Round 17
14,11,Lachie Henderson,KEYD,3,0,0,100,3,7,1,2013,Round 17
15,11,Tom Lynch,FWD,3,1,1,75,4,8,0,2013,Round 17
16,11,Ben McEvoy,RUC,3,0,1,100,3,8,3,2013,Round 17
17,11,Tendai Mzungu,MID,3,0,0,100,3,4,1,2013,Round 17
18,11,Jaeger O'Meara,MID,3,0,1,75,4,7,0,2013,Round 17
19,11,Jarryd Roughead,KEYF,3,3,0,42.9,7,8,1,2013,Round 17
20,11,Joel Selwood,MID,3,1,0,75,4,7,1,2013,Round 17
21,11,Brent Staker,KEYF,3,2,0,60,5,9,2,2013,Round 17
22,11,Jack Steven,MID,3,0,0,100,3,9,3,2013,Round 17
23,11,Kurt Tippett,KEYF,3,0,0,100,3,6,0,2013,Round 17
24,25,Gary Ablett,MID,2,1,1,66.7,3,10,4,2013,Round 17
25,25,Eddie Betts,FWD,2,0,2,100,2,5,1,2013,Round 17
26,25,Sam Blease,FWD,2,1,0,66.7,3,5,0,2013,Round 17
27,25,Travis Cloke,KEYF,2,4,0,28.6,7,7,1,2013,Round 17
28,25,Ed Curnow,MID,2,0,0,100,2,5,1,2013,Round 17
29,25,Luke Dahlhaus,FWD,2,0,0,66.7,3,2,0,2013,Round 17
30,25,Aaron Davey,FWD,2,0,0,100,2,5,1,2013,Round 17
31,25,Sam Day,KEYF,2,0,0,100,2,3,0,2013,Round 17
32,25,Tory Dickson,FWD,2,0,0,66.7,3,7,1,2013,Round 17
33,25,Jamie Elliott,FWD,2,0,0,100,2,3,0,2013,Round 17
34,25,Daniel Giansiracusa,FWD,2,0,0,100,2,7,0,2013,Round 17
35,25,Ryan Griffen,MID,2,0,2,66.7,3,12,2,2013,Round 17
36,25,Dan Hannebery,MID,2,0,3,100,2,8,0,2013,Round 17
37,25,Tom Hawkins,KEYF,2,1,2,66.7,3,7,0,2013,Round 17
38,25,Luke Hodge,DEF,2,0,0,100,2,5,2,2013,Round 17
39,25,Michael Hurley,KEYF,2,0,1,100,2,7,0,2013,Round 17
