,Rank,Player,Position,G    ,B,GA,GA%,SAG,SI,SL,Season,Round
0,1,Toby Greene,FWD,5,1,1,71.4,7,8,0,2021,Round 4
1,1,Max King,KEYF,5,2,2,55.6,9,10,2,2021,Round 4
2,3,Jeremy Finlayson,KEYF,4,2,2,57.1,7,10,2,2021,Round 4
3,3,Bayley Fritsch,FWD,4,1,2,80,5,9,1,2021,Round 4
4,3,Jack Petruccelle,FWD,4,0,0,100,4,5,0,2021,Round 4
5,6,Dan Butler,FWD,3,2,1,60,5,9,0,2021,Round 4
6,6,Sean Darcy,RUC,3,2,0,60,5,9,4,2021,Round 4
7,6,Tim English,RUC,3,3,0,50,6,7,2,2021,Round 4
8,6,Darcy Fogarty,KEYF,3,0,0,75,4,5,0,2021,Round 4
9,6,Lance Franklin,KEYF,3,1,0,75,4,6,1,2021,Round 4
10,6,Cale Hooker,KEYF,3,1,0,60,5,5,0,2021,Round 4
11,6,Nick Larkey,KEYF,3,0,0,100,3,4,2,2021,Round 4
12,6,Shane McAdam,FWD,3,0,1,100,3,5,1,2021,Round 4
13,6,Dylan Moore,FWD,3,1,0,75,4,5,0,2021,Round 4
14,6,Jack Riewoldt,KEYF,3,0,3,75,4,8,2,2021,Round 4
15,6,Jake Stringer,FWD,3,1,0,60,5,5,3,2021,Round 4
16,6,Taylor Walker,KEYF,3,2,2,60,5,11,3,2021,Round 4
17,18,Oscar Allen,KEYF,2,0,2,66.7,3,5,2,2021,Round 4
18,18,Jack Billings,MID,2,2,2,50,4,12,1,2021,Round 4
19,18,Travis Colyer,FWD,2,1,1,66.7,3,5,0,2021,Round 4
20,18,Jack Darling,KEYF,2,0,1,100,2,5,2,2021,Round 4
21,18,Jordan De Goey,FWD,2,0,0,50,4,2,1,2021,Round 4
22,18,Todd Goldstein,RUC,2,0,0,100,2,3,1,2021,Round 4
23,18,Tom Hawkins,KEYF,2,2,0,28.6,7,4,0,2021,Round 4
24,18,Jack Henry,KEYD,2,0,0,100,2,4,0,2021,Round 4
25,18,Eric Hipwood,KEYF,2,1,0,50,4,5,0,2021,Round 4
26,18,Will Hoskin-Elliott,MID,2,0,0,100,2,4,0,2021,Round 4
27,18,Josh Kelly,MID,2,0,1,100,2,7,1,2021,Round 4
28,18,Josh J. Kennedy,KEYF,2,0,1,50,4,6,1,2021,Round 4
29,18,Kane Lambert,FWD,2,1,1,50,4,10,0,2021,Round 4
30,18,Justin McInerney,MID,2,0,1,100,2,4,0,2021,Round 4
31,18,Harry McKay,KEYF,2,2,0,40,5,6,0,2021,Round 4
32,18,Tim Membrey,KEYF,2,2,1,50,4,7,1,2021,Round 4
33,18,Steven Motlop,FWD,2,1,0,66.7,3,5,1,2021,Round 4
34,18,Marc Murphy,FWD,2,1,0,66.7,3,5,1,2021,Round 4
35,18,Aaron Naughton,KEYF,2,5,0,28.6,7,8,1,2021,Round 4
36,18,Christian Petracca,MID,2,1,1,40,5,10,2,2021,Round 4
37,18,Sam Reid,KEYF,2,1,1,66.7,3,7,1,2021,Round 4
38,18,Connor Rozee,FWD,2,0,0,100,2,2,1,2021,Round 4
39,18,Harry Schoenberg,MID,2,0,2,100,2,9,2,2021,Round 4
40,18,Alex Sexton,FWD,2,0,0,66.7,3,6,0,2021,Round 4
41,18,Isaac Smith,MID,2,0,1,66.7,3,5,0,2021,Round 4
42,18,Jaidyn Stephenson,FWD,2,2,0,40,5,5,2,2021,Round 4
43,18,Matt Taberner,KEYF,2,2,3,33.3,6,10,0,2021,Round 4
