,Rank,Player,Position,G    ,B,GA,GA%,SAG,SI,SL,Season,Round
0,1,Tom Hawkins,KEYF,4,1,0,66.7,6,7,1,2019,Semi Finals
1,2,Jeremy Cameron,KEYF,3,0,1,75,4,10,3,2019,Semi Finals
2,2,Jack Darling,KEYF,3,0,0,100,3,5,0,2019,Semi Finals
3,2,Eric Hipwood,KEYF,3,2,0,60,5,5,0,2019,Semi Finals
4,2,Esava Ratugolea,KEYF,3,0,1,100,3,6,1,2019,Semi Finals
5,6,Charles Cameron,FWD,2,1,0,40,5,6,1,2019,Semi Finals
6,6,Jeremy Finlayson,KEYF,2,2,0,50,4,6,2,2019,Semi Finals
7,6,Andrew Gaff,MID,2,0,0,66.7,3,6,1,2019,Semi Finals
8,6,Toby Greene,FWD,2,2,1,50,4,10,1,2019,Semi Finals
9,6,Tim Kelly,MID,2,0,0,50,4,9,1,2019,Semi Finals
10,11,Tom Atkins,FWD,1,0,0,100,1,3,0,2019,Semi Finals
11,11,Jarrod Berry,MID,1,1,1,33.3,3,8,2,2019,Semi Finals
12,11,Jed Bews,DEF,1,0,0,100,1,5,1,2019,Semi Finals
13,11,Allen Christensen,FWD,1,0,1,100,1,6,1,2019,Semi Finals
14,11,Luke Dahlhaus,FWD,1,1,1,50,2,5,0,2019,Semi Finals
15,11,Brent Daniels,FWD,1,0,0,100,1,4,0,2019,Semi Finals
16,11,Tom Hickey,RUC,1,0,0,100,1,1,0,2019,Semi Finals
17,11,Jacob Hopper,MID,1,0,0,100,1,4,1,2019,Semi Finals
18,11,Josh Kelly,MID,1,1,1,50,2,8,2,2019,Semi Finals
19,11,Josh J. Kennedy,KEYF,1,0,0,50,2,2,0,2019,Semi Finals
20,11,Daniel Lloyd,FWD,1,0,0,100,1,2,0,2019,Semi Finals
21,11,Jarryd Lyons,MID,1,0,1,100,1,6,2,2019,Semi Finals
22,11,Chris Masten,MID,1,0,0,100,1,4,1,2019,Semi Finals
23,11,Daniel McStay,KEYF,1,0,1,100,1,5,0,2019,Semi Finals
24,11,Jack Petruccelle,FWD,1,1,0,50,2,4,1,2019,Semi Finals
25,11,Cam Rayner,FWD,1,1,0,50,2,3,2,2019,Semi Finals
26,11,Liam Ryan,FWD,1,1,2,50,2,6,0,2019,Semi Finals
27,11,Joel Selwood,MID,1,0,1,100,1,8,2,2019,Semi Finals
28,11,Zac Williams,DEF,1,0,0,100,1,2,0,2019,Semi Finals
29,11,Dayne Zorko,MID,1,1,2,50,2,7,2,2019,Semi Finals
30,31,Gary Ablett,FWD,0,1,1,0,2,4,0,2019,Semi Finals
31,31,Marcus Adams,KEYD,0,0,0,0,0,0,0,2019,Semi Finals
32,31,Harris Andrews,KEYD,0,0,0,0,0,2,1,2019,Semi Finals
33,31,Noah Answerth,DEF,0,0,0,0,0,1,0,2019,Semi Finals
34,31,Zac Bailey,DEF,0,0,1,0,0,4,2,2019,Semi Finals
35,31,Tom Barrass,KEYD,0,0,0,0,0,0,0,2019,Semi Finals
36,31,Mark Blicavs,KEYD,0,1,0,0,2,6,4,2019,Semi Finals
37,31,Aidan Corr,KEYD,0,0,0,0,0,1,0,2019,Semi Finals
38,31,Jamie Cripps,FWD,0,0,3,0,0,3,1,2019,Semi Finals
