,Rank,Player,Position,G    ,B,GA,GA%,SAG,SI,SL,Season,Round
0,1,Kurt Tippett,KEYF,4,1,1,80,5,8,1,2012,Preliminary Finals
1,1,Taylor Walker,KEYF,4,0,1,100,4,8,1,2012,Preliminary Finals
2,3,Travis Cloke,KEYF,3,2,0,60,5,6,1,2012,Preliminary Finals
3,3,Lance Franklin,KEYF,3,5,2,33.3,9,12,0,2012,Preliminary Finals
4,3,Lewis Jetta,FWD,3,0,1,75,4,10,2,2012,Preliminary Finals
5,6,Jude Bolton,FWD,2,0,1,100,2,7,1,2012,Preliminary Finals
6,6,Luke Breust,FWD,2,3,0,33.3,6,13,2,2012,Preliminary Finals
7,6,Jack Gunston,FWD,2,0,0,100,2,6,1,2012,Preliminary Finals
8,6,Josh P. Kennedy,MID,2,2,1,50,4,12,3,2012,Preliminary Finals
9,6,Cyril Rioli,FWD,2,3,1,40,5,10,4,2012,Preliminary Finals
10,6,Lewis Roberts-Thomson,KEYF,2,1,0,66.7,3,4,0,2012,Preliminary Finals
11,12,Dayne Beams,MID,1,2,1,33.3,3,8,3,2012,Preliminary Finals
12,12,Craig Bird,FWD,1,2,1,25,4,6,0,2012,Preliminary Finals
13,12,Shaun Burgoyne,DEF,1,1,1,50,2,4,2,2012,Preliminary Finals
14,12,Chris Dawes,KEYF,1,0,0,100,1,3,1,2012,Preliminary Finals
15,12,Alex Fasolo,FWD,1,0,1,100,1,7,2,2012,Preliminary Finals
16,12,Tyson Goldsack,FWD,1,2,1,33.3,3,5,0,2012,Preliminary Finals
17,12,Adam Goodes,FWD,1,2,0,20,5,11,3,2012,Preliminary Finals
18,12,Ricky Henderson,DEF,1,0,1,100,1,5,0,2012,Preliminary Finals
19,12,Graham Johncock,FWD,1,0,0,100,1,1,0,2012,Preliminary Finals
20,12,Ben Johnson,MID,1,0,0,50,2,5,1,2012,Preliminary Finals
21,12,Shane Mumford,RUC,1,0,0,100,1,7,3,2012,Preliminary Finals
22,12,Ryan O'Keefe,MID,1,0,0,100,1,8,3,2012,Preliminary Finals
23,12,Jason Porplyzia,FWD,1,1,0,33.3,3,6,2,2012,Preliminary Finals
24,12,Liam Shiels,MID,1,0,0,100,1,5,1,2012,Preliminary Finals
25,12,Rory Sloane,MID,1,1,0,50,2,3,0,2012,Preliminary Finals
26,12,Brodie Smith,DEF,1,0,0,100,1,1,0,2012,Preliminary Finals
27,12,Matthew Suckling,DEF,1,0,1,100,1,6,1,2012,Preliminary Finals
28,12,Dane Swan,MID,1,0,1,100,1,5,2,2012,Preliminary Finals
29,12,Chris Tarrant,KEYF,1,0,0,100,1,3,0,2012,Preliminary Finals
30,12,Nathan Van Berlo,MID,1,0,1,100,1,7,0,2012,Preliminary Finals
31,12,Clinton Young,MID,1,1,1,50,2,8,0,2012,Preliminary Finals
32,33,Grant Birchall,DEF,0,1,0,0,1,5,0,2012,Preliminary Finals
33,33,Jarryd Blair,FWD,0,0,0,0,1,3,1,2012,Preliminary Finals
34,33,Nathan Brown,KEYD,0,0,0,0,0,1,0,2012,Preliminary Finals
35,33,Ian Callinan,FWD,0,1,1,0,1,4,0,2012,Preliminary Finals
36,33,Patrick Dangerfield,MID,0,1,1,0,2,6,3,2012,Preliminary Finals
37,33,Michael Doughty,DEF,0,0,0,0,0,5,0,2012,Preliminary Finals
38,33,Richard Douglas,MID,0,1,2,0,1,4,0,2012,Preliminary Finals
39,33,Jamie Elliott,FWD,0,0,1,0,0,2,0,2012,Preliminary Finals
40,33,Xavier Ellis,MID,0,0,1,0,0,1,0,2012,Preliminary Finals
41,33,Josh Gibson,KEYD,0,0,0,0,0,1,1,2012,Preliminary Finals
42,33,Heath Grundy,KEYD,0,0,0,0,0,2,2,2012,Preliminary Finals
