,Rank,Player,Position,G    ,B,GA,GA%,SAG,SI,SL,Season,Round
0,1,Bayley Fritsch,FWD,6,2,1,75,8,9,0,2021,Grand Final
1,2,Marcus Bontempelli,MID,3,0,0,100,3,8,2,2021,Grand Final
2,2,Ben Brown,KEYF,3,2,0,60,5,8,1,2021,Grand Final
3,2,Adam Treloar,FWD,3,0,1,100,3,6,2,2021,Grand Final
4,5,Tom McDonald,KEYF,2,0,0,100,2,3,0,2021,Grand Final
5,5,Christian Petracca,MID,2,1,2,66.7,3,15,3,2021,Grand Final
6,7,Angus Brayshaw,MID,1,0,1,50,2,5,1,2021,Grand Final
7,7,Lachie Hunter,MID,1,1,0,50,2,4,0,2021,Grand Final
8,7,Luke Jackson,RUC,1,0,4,100,1,9,3,2021,Grand Final
9,7,Jason Johannisen,FWD,1,0,0,100,1,4,0,2021,Grand Final
10,7,Ed Langdon,MID,1,1,1,50,2,6,0,2021,Grand Final
11,7,Aaron Naughton,KEYF,1,0,0,100,1,3,1,2021,Grand Final
12,7,Alex Neal-Bullen,FWD,1,1,1,33.3,3,10,2,2021,Grand Final
13,7,Clayton Oliver,MID,1,1,1,50,2,6,3,2021,Grand Final
14,7,Christian Salem,DEF,1,0,1,100,1,8,3,2021,Grand Final
15,7,Roarke Smith,MID,1,0,0,100,1,3,1,2021,Grand Final
16,7,Charlie Spargo,FWD,1,1,1,50,2,4,0,2021,Grand Final
17,7,Tom Sparrow,FWD,1,0,3,100,1,6,1,2021,Grand Final
18,19,Jake Bowey,DEF,0,0,1,0,0,5,3,2021,Grand Final
19,19,Zaine Cordy,KEYD,0,0,0,0,0,1,1,2021,Grand Final
20,19,Bailey Dale,DEF,0,0,0,0,0,1,0,2021,Grand Final
21,19,Caleb Daniel,DEF,0,0,0,0,0,2,2,2021,Grand Final
22,19,Josh Dunkley,FWD,0,0,0,0,0,3,0,2021,Grand Final
23,19,Taylor Duryea,DEF,0,0,0,0,0,2,1,2021,Grand Final
24,19,Tim English,RUC,0,1,1,0,1,3,0,2021,Grand Final
25,19,Max Gawn,RUC,0,2,0,0,3,8,6,2021,Grand Final
26,19,Mitch Hannan,FWD,0,0,0,0,1,2,0,2021,Grand Final
27,19,James Harmes,MID,0,0,1,0,0,4,2,2021,Grand Final
28,19,Michael Hibberd,DEF,0,0,0,0,0,0,0,2021,Grand Final
29,19,James Jordon,MID,0,0,0,0,0,0,0,2021,Grand Final
30,19,Alex Keath,KEYD,0,0,0,0,0,0,0,2021,Grand Final
31,19,Jake Lever,KEYD,0,0,0,0,0,2,0,2021,Grand Final
32,19,Tom Liberatore,MID,0,0,0,0,0,6,3,2021,Grand Final
33,19,Jack Macrae,MID,0,0,0,0,0,4,0,2021,Grand Final
34,19,Stefan Martin,RUC,0,0,0,0,0,1,1,2021,Grand Final
35,19,Steven May,KEYD,0,0,0,0,0,2,0,2021,Grand Final
36,19,Harrison Petty,KEYD,0,0,0,0,0,0,0,2021,Grand Final
37,19,Kysaiah Pickett,FWD,0,0,0,0,0,1,0,2021,Grand Final
38,19,Trent Rivers,DEF,0,0,0,0,0,3,2,2021,Grand Final
39,19,Josh Schache,KEYD,0,1,1,0,2,4,0,2021,Grand Final
40,19,Bailey Smith,MID,0,1,0,0,1,5,1,2021,Grand Final
41,19,Laitham Vandermeer,FWD,0,0,0,0,0,0,0,2021,Grand Final
42,19,Jack Viney,MID,0,0,0,0,0,7,5,2021,Grand Final
43,19,Cody Weightman,FWD,0,0,1,0,1,1,0,2021,Grand Final
44,19,Bailey Williams,DEF,0,0,1,0,0,2,1,2021,Grand Final
45,19,Easton Wood,DEF,0,0,0,0,0,2,0,2021,Grand Final
