,Rank,Player,Position,G    ,B,GA,GA%,SAG,SI,SL,Season,Round
0,1,Charlie Cameron,FWD,3,1,1,75,4,6,0,2022,Finals Week 1
1,1,Jeremy Cameron,KEYF,3,2,2,50,6,12,2,2022,Finals Week 1
2,1,Joe Daniher,KEYF,3,0,0,100,3,3,0,2022,Finals Week 1
3,1,Bayley Fritsch,FWD,3,1,0,60,5,5,0,2022,Finals Week 1
4,1,Eric Hipwood,KEYF,3,1,0,75,4,5,0,2022,Finals Week 1
5,1,Tom J. Lynch,KEYF,3,2,0,60,5,7,0,2022,Finals Week 1
6,1,Jack Riewoldt,KEYF,3,1,0,75,4,5,0,2022,Finals Week 1
7,1,Gary Rohan,FWD,3,1,1,50,6,7,1,2022,Finals Week 1
8,1,Michael Walters,FWD,3,3,0,37.5,8,7,2,2022,Finals Week 1
9,10,Jye Amiss,KEYF,2,1,0,50,4,3,0,2022,Finals Week 1
10,10,Shai Bolton,FWD,2,0,0,100,2,3,1,2022,Finals Week 1
11,10,Marcus Bontempelli,MID,2,1,0,66.7,3,7,1,2022,Finals Week 1
12,10,Brad Close,FWD,2,1,0,66.7,3,4,0,2022,Finals Week 1
13,10,Jordan De Goey,MID,2,0,1,100,2,7,1,2022,Finals Week 1
14,10,Will Hayward,FWD,2,1,0,66.7,3,3,1,2022,Finals Week 1
15,10,Jason Johannisen,FWD,2,1,0,66.7,3,4,2,2022,Finals Week 1
16,10,Ash Johnson,KEYF,2,2,0,50,4,4,0,2022,Finals Week 1
17,10,Jake Lloyd,DEF,2,0,0,100,2,3,2,2022,Finals Week 1
18,10,Rory Lobb,KEYF,2,0,1,50,4,7,2,2022,Finals Week 1
19,10,Clayton Oliver,MID,2,0,2,100,2,10,5,2022,Finals Week 1
20,10,Tom Papley,FWD,2,0,0,50,4,5,2,2022,Finals Week 1
21,10,Sam Reid,KEYF,2,1,0,66.7,3,4,2,2022,Finals Week 1
22,23,Callum Ah Chee,MID,1,2,0,33.3,3,5,0,2022,Finals Week 1
23,23,Zac Bailey,FWD,1,1,2,25,4,8,1,2022,Finals Week 1
24,23,Andrew Brayshaw,MID,1,0,1,50,2,2,0,2022,Finals Week 1
25,23,Ben Brown,KEYF,1,0,0,100,1,2,0,2022,Finals Week 1
26,23,Trent Cotchin,MID,1,0,3,100,1,4,0,2022,Finals Week 1
27,23,Jack Crisp,MID,1,1,0,50,2,5,0,2022,Finals Week 1
28,23,Noah Cumberland,FWD,1,0,1,50,2,4,2,2022,Finals Week 1
29,23,Josh Daicos,MID,1,0,0,50,2,3,0,2022,Finals Week 1
30,23,Sam Darcy,KEYD,1,1,0,50,2,5,0,2022,Finals Week 1
31,23,Mitch Duncan,DEF,1,1,0,50,2,5,1,2022,Finals Week 1
32,23,Josh Dunkley,FWD,1,0,0,50,2,5,2,2022,Finals Week 1
33,23,Jamie Elliott,FWD,1,2,0,25,4,7,0,2022,Finals Week 1
34,23,Max Gawn,RUC,1,0,0,50,2,6,3,2022,Finals Week 1
35,23,Tom Hawkins,KEYF,1,0,0,100,1,7,2,2022,Finals Week 1
36,23,Isaac Heeney,FWD,1,2,0,33.3,3,4,0,2022,Finals Week 1
37,23,Tom Hickey,RUC,1,0,0,100,1,3,2,2022,Finals Week 1
38,23,Max Holmes,MID,1,1,1,50,2,5,1,2022,Finals Week 1
39,23,Will Hoskin-Elliott,FWD,1,1,1,33.3,3,5,1,2022,Finals Week 1
40,23,Patrick Lipinski,FWD,1,0,3,100,1,6,2,2022,Finals Week 1
41,23,Griffin Logue,KEYD,1,0,0,100,1,2,1,2022,Finals Week 1
42,23,Dustin Martin,FWD,1,1,0,50,2,4,1,2022,Finals Week 1
43,23,Lincoln McCarthy,FWD,1,1,0,50,2,3,0,2022,Finals Week 1
44,23,Hugh McCluggage,MID,1,0,1,100,1,6,0,2022,Finals Week 1
45,23,Kamdyn McIntosh,MID,1,0,0,50,2,2,1,2022,Finals Week 1
46,23,Daniel McStay,KEYF,1,0,0,100,1,9,2,2022,Finals Week 1
47,23,Brody Mihocek,KEYF,1,1,0,33.3,3,2,1,2022,Finals Week 1
48,23,Callum Mills,MID,1,0,1,100,1,3,2,2022,Finals Week 1
49,23,Nathan O'Driscoll,MID,1,0,0,100,1,3,1,2022,Finals Week 1
50,23,Luke Parker,MID,1,0,0,100,1,1,0,2022,Finals Week 1
51,23,Kysaiah Pickett,FWD,1,1,0,33.3,3,2,0,2022,Finals Week 1
52,23,Maurice Rioli,FWD,1,1,1,50,2,4,0,2022,Finals Week 1
53,23,Daniel Rioli,DEF,1,0,1,100,1,3,0,2022,Finals Week 1
54,23,Deven Robertson,FWD,1,0,1,100,1,2,2,2022,Finals Week 1
55,23,Jack Ross,MID,1,0,3,100,1,8,0,2022,Finals Week 1
56,23,James Rowbottom,MID,1,0,1,100,1,3,1,2022,Finals Week 1
57,23,Caleb Serong,MID,1,0,0,100,1,5,1,2022,Finals Week 1
58,23,Roarke Smith,MID,1,0,0,100,1,4,1,2022,Finals Week 1
59,23,Tyler Sonsie,FWD,1,0,0,50,2,5,1,2022,Finals Week 1
60,23,Charlie Spargo,FWD,1,0,1,100,1,3,0,2022,Finals Week 1
61,23,Tom Sparrow,FWD,1,1,0,50,2,4,0,2022,Finals Week 1
62,23,Dylan Stephens,MID,1,1,1,50,2,4,1,2022,Finals Week 1
