,Rank,Player,Position,G    ,B,GA,GA%,SAG,SI,SL,Season,Round
0,1,Tory Dickson,FWD,4,1,0,80,5,7,0,2016,Preliminary Finals
1,1,Jonathon Patton,KEYF,4,1,0,80,5,6,0,2016,Preliminary Finals
2,1,Clay Smith,FWD,4,1,1,66.7,6,8,1,2016,Preliminary Finals
3,4,Toby Greene,FWD,3,1,2,75,4,11,3,2016,Preliminary Finals
4,4,Rory Lobb,KEYF,3,0,0,100,3,5,1,2016,Preliminary Finals
5,4,Tom Papley,FWD,3,0,2,100,3,6,2,2016,Preliminary Finals
6,7,Zaine Cordy,KEYF,2,0,1,66.7,3,5,1,2016,Preliminary Finals
7,7,Lance Franklin,KEYF,2,0,2,100,2,5,0,2016,Preliminary Finals
8,7,Luke Parker,MID,2,0,1,100,2,4,1,2016,Preliminary Finals
9,7,Gary Rohan,FWD,2,1,1,66.7,3,6,2,2016,Preliminary Finals
10,7,Harry Taylor,KEYD,2,0,0,100,2,4,1,2016,Preliminary Finals
11,7,Kurt Tippett,RUC,2,0,0,100,2,3,0,2016,Preliminary Finals
12,13,Jimmy Bartel,MID,1,1,0,50,2,3,0,2016,Preliminary Finals
13,13,Marcus Bontempelli,MID,1,1,1,33.3,3,5,2,2016,Preliminary Finals
14,13,Josh Caddy,FWD,1,1,0,33.3,3,3,1,2016,Preliminary Finals
15,13,Patrick Dangerfield,MID,1,0,0,100,1,5,3,2016,Preliminary Finals
16,13,Caleb Daniel,FWD,1,0,0,100,1,3,0,2016,Preliminary Finals
17,13,Tom Hawkins,KEYF,1,1,0,33.3,3,3,0,2016,Preliminary Finals
18,13,Isaac Heeney,FWD,1,0,0,50,2,4,1,2016,Preliminary Finals
19,13,Jack Macrae,FWD,1,1,1,50,2,6,0,2016,Preliminary Finals
20,13,Ben McGlynn,FWD,1,1,1,50,2,6,2,2016,Preliminary Finals
21,13,Sam Naismith,RUC,1,1,0,50,2,2,0,2016,Preliminary Finals
22,13,Xavier Richards,KEYF,1,1,0,50,2,5,0,2016,Preliminary Finals
23,13,Joel Selwood,MID,1,1,1,33.3,3,6,4,2016,Preliminary Finals
24,13,Heath Shaw,DEF,1,0,0,100,1,3,1,2016,Preliminary Finals
25,13,Devon Smith,FWD,1,2,0,25,4,5,0,2016,Preliminary Finals
26,13,Rhys Stanley,RUC,1,0,1,100,1,2,0,2016,Preliminary Finals
27,28,Aliir Aliir,KEYD,0,0,0,0,0,0,0,2016,Preliminary Finals
28,28,Jed Bews,DEF,0,2,0,0,3,2,0,2016,Preliminary Finals
29,28,Shane Biggs,DEF,0,0,0,0,0,2,0,2016,Preliminary Finals
30,28,Mark Blicavs,MID,0,0,0,0,1,0,0,2016,Preliminary Finals
31,28,Tom Boyd,KEYF,0,0,0,0,0,5,4,2016,Preliminary Finals
32,28,Matthew Boyd,DEF,0,0,1,0,1,4,3,2016,Preliminary Finals
33,28,Jeremy Cameron,KEYF,0,1,0,0,1,3,0,2016,Preliminary Finals
34,28,Tom Campbell,RUC,0,0,0,0,0,0,0,2016,Preliminary Finals
35,28,Stephen Coniglio,MID,0,0,1,0,0,6,1,2016,Preliminary Finals
36,28,Josh Cowan,MID,0,0,0,0,0,0,0,2016,Preliminary Finals
37,28,Luke Dahlhaus,FWD,0,0,0,0,0,7,0,2016,Preliminary Finals
38,28,Phil Davis,KEYD,0,0,1,0,0,3,2,2016,Preliminary Finals
39,28,Mitch Duncan,MID,0,2,1,0,2,4,1,2016,Preliminary Finals
40,28,Josh Dunkley,FWD,0,1,0,0,1,13,3,2016,Preliminary Finals
41,28,Corey Enright,DEF,0,0,1,0,0,5,2,2016,Preliminary Finals
42,28,Ryan Griffen,MID,0,0,1,0,0,6,1,2016,Preliminary Finals
43,28,Heath Grundy,KEYD,0,0,0,0,0,1,1,2016,Preliminary Finals
44,28,Cameron Guthrie,MID,0,0,0,0,0,1,0,2016,Preliminary Finals
45,28,Joel Hamling,KEYD,0,0,0,0,0,1,1,2016,Preliminary Finals
46,28,Dan Hannebery,MID,0,0,0,0,0,3,1,2016,Preliminary Finals
47,28,Nick Haynes,KEYD,0,0,0,0,0,4,2,2016,Preliminary Finals
48,28,Lachie Henderson,KEYD,0,0,0,0,0,0,0,2016,Preliminary Finals
49,28,George Hewett,FWD,0,0,0,0,0,3,2,2016,Preliminary Finals
50,28,Jacob Hopper,FWD,0,0,0,0,0,2,2,2016,Preliminary Finals
51,28,Lachie Hunter,MID,0,0,1,0,1,4,1,2016,Preliminary Finals
52,28,Kieren Jack,MID,0,1,1,0,1,5,2,2016,Preliminary Finals
53,28,Jason Johannisen,DEF,0,3,1,0,3,6,0,2016,Preliminary Finals
54,28,Zak Jones,DEF,0,0,0,0,0,4,1,2016,Preliminary Finals
55,28,Josh Kelly,MID,0,0,0,0,0,3,0,2016,Preliminary Finals
