,Rank,Player,Position,G    ,B,GA,GA%,SAG,SI,SL,Season,Round
0,1,Lance Franklin,KEYF,4,1,1,66.7,6,6,1,2017,Finals Week 1
1,2,Eddie Betts,FWD,3,2,2,60,5,8,3,2017,Finals Week 1
2,2,Joe Daniher,KEYF,3,2,1,60,5,6,0,2017,Finals Week 1
3,2,Jack Darling,KEYF,3,0,0,100,3,3,0,2017,Finals Week 1
4,2,Charlie Dixon,KEYF,3,6,0,33.3,9,11,1,2017,Finals Week 1
5,2,Josh J. Kennedy,KEYF,3,0,1,75,4,7,1,2017,Finals Week 1
6,2,Callum Sinclair,RUC,3,1,1,60,5,6,0,2017,Finals Week 1
7,2,Dean Towers,FWD,3,1,0,75,4,5,1,2017,Finals Week 1
8,9,Josh Begley,FWD,2,0,0,100,2,3,0,2017,Finals Week 1
9,9,Josh Caddy,FWD,2,2,0,50,4,4,0,2017,Finals Week 1
10,9,Stephen Coniglio,MID,2,0,0,100,2,3,0,2017,Finals Week 1
11,9,Richard Douglas,MID,2,0,0,100,2,4,1,2017,Finals Week 1
12,9,Sam Gray,FWD,2,0,0,66.7,3,7,1,2017,Finals Week 1
13,9,Isaac Heeney,MID,2,2,0,50,4,5,1,2017,Finals Week 1
14,9,Josh P. Kennedy,MID,2,0,2,66.7,3,8,4,2017,Finals Week 1
15,9,Drew Petrie,KEYF,2,0,0,100,2,4,1,2017,Finals Week 1
16,9,Gary Rohan,FWD,2,0,1,100,2,4,0,2017,Finals Week 1
17,9,Luke Shuey,MID,2,0,2,50,4,6,0,2017,Finals Week 1
18,9,Jacob Townsend,FWD,2,0,0,100,2,3,0,2017,Finals Week 1
19,9,Ollie Wines,MID,2,0,0,100,2,7,3,2017,Finals Week 1
20,21,Dan Butler,FWD,1,1,1,50,2,3,0,2017,Finals Week 1
21,21,Jason Castagna,FWD,1,0,1,50,2,2,0,2017,Finals Week 1
22,21,Trent Cotchin,MID,1,0,0,100,1,5,3,2017,Finals Week 1
23,21,Jamie Cripps,FWD,1,0,0,33.3,3,3,1,2017,Finals Week 1
24,21,Brad Crouch,MID,1,1,1,33.3,3,4,0,2017,Finals Week 1
25,21,Patrick Dangerfield,MID,1,1,0,33.3,3,5,1,2017,Finals Week 1
26,21,Brad Ebert,MID,1,0,0,100,1,2,0,2017,Finals Week 1
27,21,Shane Edwards,FWD,1,1,1,50,2,9,2,2017,Finals Week 1
28,21,Orazio Fantasia,FWD,1,1,0,50,2,3,1,2017,Finals Week 1
29,21,Toby Greene,FWD,1,0,1,100,1,5,0,2017,Finals Week 1
30,21,Shaun Grigg,MID,1,0,0,50,2,3,0,2017,Finals Week 1
31,21,Tom Hawkins,KEYF,1,0,1,100,1,6,3,2017,Finals Week 1
32,21,Dyson Heppell,MID,1,0,1,100,1,4,2,2017,Finals Week 1
33,21,Harry Himmelberg,KEYF,1,1,0,50,2,3,1,2017,Finals Week 1
34,21,Kieren Jack,FWD,1,0,0,100,1,3,0,2017,Finals Week 1
35,21,Josh Jenkins,KEYF,1,1,1,50,2,4,0,2017,Finals Week 1
36,21,Kane Lambert,FWD,1,3,0,20,5,10,4,2017,Finals Week 1
37,21,Jake Lloyd,DEF,1,0,0,100,1,5,2,2017,Finals Week 1
