,Rank,Player,Position,G    ,B,GA,GA%,SAG,SI,SL,Season,Round
0,1,Joe Daniher,KEYF,5,1,0,62.5,8,7,0,2023,Finals Week 1
1,2,Ollie Lord,KEYF,4,1,0,80,5,5,2,2023,Finals Week 1
2,3,Jaspa Fletcher,MID,3,0,1,100,3,7,3,2023,Finals Week 1
3,3,Bobby Hill,FWD,3,1,0,75,4,6,0,2023,Finals Week 1
4,3,Max King,KEYF,3,1,0,75,4,4,0,2023,Finals Week 1
5,3,Cam Rayner,FWD,3,1,0,75,4,8,2,2023,Finals Week 1
6,3,Jake Riccardi,KEYF,3,2,0,50,6,7,0,2023,Finals Week 1
7,8,Toby Bedford,FWD,2,2,1,40,5,7,1,2023,Finals Week 1
8,8,Callum M. Brown,FWD,2,1,0,50,4,3,0,2023,Finals Week 1
9,8,Charlie Cameron,FWD,2,1,1,66.7,3,5,1,2023,Finals Week 1
10,8,Matthew Cottrell,FWD,2,1,0,66.7,3,7,2,2023,Finals Week 1
11,8,Bayley Fritsch,FWD,2,2,0,40,5,4,0,2023,Finals Week 1
12,8,Errol Gulden,MID,2,1,0,66.7,3,7,2,2023,Finals Week 1
13,8,Bradley Hill,FWD,2,1,0,66.7,3,5,1,2023,Finals Week 1
14,8,Jesse Hogan,KEYF,2,0,0,66.7,3,5,0,2023,Finals Week 1
15,8,Josh Kelly,MID,2,1,1,66.7,3,10,3,2023,Finals Week 1
16,8,Todd Marshall,KEYF,2,1,0,40,5,4,0,2023,Finals Week 1
17,8,Jack Martin,FWD,2,0,1,100,2,3,0,2023,Finals Week 1
18,8,Logan McDonald,KEYF,2,0,0,66.7,3,5,0,2023,Finals Week 1
19,8,Daniel McStay,KEYF,2,0,1,100,2,4,0,2023,Finals Week 1
20,8,Luke Parker,MID,2,0,1,100,2,9,1,2023,Finals Week 1
21,8,Sam Powell-Pepper,FWD,2,2,2,40,5,6,1,2023,Finals Week 1
22,8,Cooper Sharman,KEYF,2,1,2,50,4,8,0,2023,Finals Week 1
23,24,Blake Acres,MID,1,1,0,33.3,3,6,1,2023,Finals Week 1
24,24,Joel Amartey,KEYF,1,2,0,33.3,3,4,0,2023,Finals Week 1
25,24,Zac Bailey,FWD,1,1,2,50,2,6,2,2023,Finals Week 1
26,24,Darcy Byrne-Jones,FWD,1,0,0,100,1,2,1,2023,Finals Week 1
27,24,Finn Callaghan,MID,1,0,1,100,1,6,2,2023,Finals Week 1
28,24,Darcy Cameron,RUC,1,0,0,100,1,3,2,2023,Finals Week 1
29,24,Adam Cerra,MID,1,0,0,100,1,7,0,2023,Finals Week 1
30,24,Patrick Cripps,MID,1,1,0,50,2,4,2,2023,Finals Week 1
31,24,Jack Crisp,MID,1,0,1,100,1,3,0,2023,Finals Week 1
32,24,David Cuningham,FWD,1,1,0,50,2,4,0,2023,Finals Week 1
33,24,Charlie Curnow,KEYF,1,0,1,100,1,4,0,2023,Finals Week 1
34,24,Brent Daniels,FWD,1,0,2,50,2,7,1,2023,Finals Week 1
35,24,Jordan De Goey,MID,1,0,0,100,1,3,0,2023,Finals Week 1
36,24,Sam Docherty,MID,1,1,0,50,2,6,0,2023,Finals Week 1
37,24,Toby Greene,FWD,1,2,1,33.3,3,9,2,2023,Finals Week 1
38,24,Will Hayward,FWD,1,1,1,50,2,6,0,2023,Finals Week 1
39,24,Jack Higgins,FWD,1,0,1,100,1,7,2,2023,Finals Week 1
40,24,Eric Hipwood,KEYF,1,3,0,25,4,4,0,2023,Finals Week 1
41,24,Daniel Lloyd,FWD,1,1,0,50,2,4,0,2023,Finals Week 1
42,24,Jarryd Lyons,MID,1,0,0,100,1,2,0,2023,Finals Week 1
43,24,Rowan Marshall,RUC,1,0,0,50,2,7,5,2023,Finals Week 1
44,24,Lincoln McCarthy,FWD,1,1,1,50,2,7,2,2023,Finals Week 1
45,24,Hugh McCluggage,MID,1,0,3,100,1,12,5,2023,Finals Week 1
46,24,Tom McDonald,KEYF,1,1,0,50,2,3,0,2023,Finals Week 1
47,24,Hayden McLean,RUC,1,1,1,50,2,9,4,2023,Finals Week 1
48,24,Brody Mihocek,KEYF,1,1,1,33.3,3,5,0,2023,Finals Week 1
49,24,Alex Neal-Bullen,FWD,1,0,0,100,1,3,1,2023,Finals Week 1
50,24,Mitch Owens,KEYF,1,1,0,50,2,3,1,2023,Finals Week 1
51,24,Matthew Owies,FWD,1,0,0,100,1,4,0,2023,Finals Week 1
52,24,Kysaiah Pickett,FWD,1,3,0,16.7,6,6,0,2023,Finals Week 1
53,24,Willie Rioli,FWD,1,0,0,100,1,3,0,2023,Finals Week 1
54,24,Connor Rozee,MID,1,0,1,33.3,3,9,3,2023,Finals Week 1
55,24,Joel Smith,KEYF,1,0,0,50,2,4,0,2023,Finals Week 1
56,24,Tom Sparrow,MID,1,0,2,100,1,4,2,2023,Finals Week 1
57,24,Nasiah Wanganeen-Milera,DEF,1,0,0,100,1,6,2,2023,Finals Week 1
58,24,Dayne Zorko,FWD,1,0,2,100,1,7,1,2023,Finals Week 1
59,60,Taylor Adams,FWD,0,0,0,0,0,1,1,2023,Finals Week 1
60,60,Callum Ah Chee,FWD,0,0,0,0,0,2,0,2023,Finals Week 1
61,60,Aliir Aliir,KEYD,0,0,0,0,0,1,1,2023,Finals Week 1
62,60,Harris Andrews,KEYD,0,0,0,0,0,2,2,2023,Finals Week 1
63,60,Lachie Ash,DEF,0,0,0,0,0,4,2,2023,Finals Week 1
64,60,Josh Battle,KEYD,0,0,1,0,0,3,1,2023,Finals Week 1
65,60,Miles Bergman,DEF,0,0,0,0,0,2,2,2023,Finals Week 1
66,60,Jarrod Berry,MID,0,0,1,0,1,4,0,2023,Finals Week 1
67,60,Nick Blakey,DEF,0,0,0,0,0,4,1,2023,Finals Week 1
68,60,Travis Boak,MID,0,0,0,0,0,1,1,2023,Finals Week 1
69,60,Jake Bowey,DEF,0,0,0,0,0,2,0,2023,Finals Week 1
70,60,Angus Brayshaw,MID,0,0,1,0,0,1,0,2023,Finals Week 1
71,60,Kieren Briggs,RUC,0,1,0,0,1,6,5,2023,Finals Week 1
72,60,Jack Buckley,KEYD,0,0,0,0,0,3,1,2023,Finals Week 1
73,60,Ryan Burton,DEF,0,0,0,0,0,1,0,2023,Finals Week 1
74,60,Dan Butler,FWD,0,0,0,0,2,3,1,2023,Finals Week 1
75,60,Zak Butters,MID,0,0,1,0,0,5,1,2023,Finals Week 1
76,60,Anthony Caminiti,KEYF,0,1,0,0,1,2,0,2023,Finals Week 1
77,60,Braeden Campbell,MID,0,1,0,0,1,4,2,2023,Finals Week 1
78,60,Kade Chandler,FWD,0,0,0,0,0,2,0,2023,Finals Week 1
79,60,Alex Cincotta,DEF,0,0,0,0,0,0,0,2023,Finals Week 1
80,60,Hunter Clark,MID,0,0,0,0,0,1,0,2023,Finals Week 1
81,60,Keidean Coleman,DEF,0,0,0,0,0,2,0,2023,Finals Week 1
82,60,Zaine Cordy,KEYD,0,0,0,0,0,2,2,2023,Finals Week 1
83,60,Mason Cox,RUC,0,0,0,0,0,1,1,2023,Finals Week 1
84,60,Brad Crouch,MID,0,1,0,0,1,4,0,2023,Finals Week 1
85,60,Isaac Cumming,DEF,0,0,0,0,0,4,1,2023,Finals Week 1
86,60,Harry Cunningham,DEF,0,0,0,0,0,1,1,2023,Finals Week 1
87,60,Josh Daicos,MID,0,0,0,0,0,0,0,2023,Finals Week 1
88,60,Tom De Koning,RUC,0,0,0,0,0,4,2,2023,Finals Week 1
89,60,Willem Drew,MID,0,0,0,0,0,6,2,2023,Finals Week 1
90,60,Josh Dunkley,MID,0,0,2,0,0,6,0,2023,Finals Week 1
91,60,Xavier Duursma,MID,0,0,0,0,0,2,0,2023,Finals Week 1
92,60,Jamie Elliott,FWD,0,2,0,0,2,3,1,2023,Finals Week 1
93,60,Kane Farrell,DEF,0,0,0,0,0,0,0,2023,Finals Week 1
94,60,Jeremy Finlayson,KEYF,0,1,0,0,1,2,0,2023,Finals Week 1
95,60,Oliver Florent,DEF,0,0,0,0,0,0,0,2023,Finals Week 1
96,60,Lachie Fogarty,FWD,0,0,0,0,0,3,0,2023,Finals Week 1
97,60,Robbie Fox,DEF,0,0,0,0,0,1,0,2023,Finals Week 1
98,60,Max Gawn,RUC,0,0,0,0,1,7,6,2023,Finals Week 1
99,60,Jack Ginnivan,FWD,0,0,0,0,0,0,0,2023,Finals Week 1
100,60,Tom Green,MID,0,0,2,0,0,8,2,2023,Finals Week 1
101,60,Jade Gresham,FWD,0,0,1,0,0,6,1,2023,Finals Week 1
102,60,Nick Haynes,DEF,0,0,0,0,0,0,0,2023,Finals Week 1
103,60,Isaac Heeney,FWD,0,0,0,0,0,2,0,2023,Finals Week 1
104,60,George Hewett,MID,0,0,2,0,0,7,3,2023,Finals Week 1
105,60,Michael Hibberd,DEF,0,0,0,0,0,1,0,2023,Finals Week 1
106,60,Tom Hickey,RUC,0,0,1,0,0,3,3,2023,Finals Week 1
107,60,Harry Himmelberg,KEYD,0,0,0,0,0,2,0,2023,Finals Week 1
108,60,Jason Horne-Francis,MID,0,0,0,0,1,3,0,2023,Finals Week 1
