,Rank,Player,Position,G    ,B,GA,GA%,SAG,SI,SL,Season,Round
0,1,Paul Chapman,FWD,4,2,0,66.7,6,7,1,2013,Semi Finals
1,2,Luke Parker,MID,3,2,2,60,5,12,1,2013,Semi Finals
2,2,Jarrad Waite,KEYF,3,2,0,60,5,6,0,2013,Semi Finals
3,2,Justin Westhoff,KEYF,3,0,1,100,3,8,1,2013,Semi Finals
4,5,Eddie Betts,FWD,2,0,0,100,2,2,0,2013,Semi Finals
5,5,Harry Cunningham,DEF,2,1,0,66.7,3,5,1,2013,Semi Finals
6,5,Tom Hawkins,KEYF,2,1,0,66.7,3,3,0,2013,Semi Finals
7,5,Kieren Jack,MID,2,0,0,66.7,3,6,0,2013,Semi Finals
8,5,Jarrad McVeigh,DEF,2,0,1,100,2,9,3,2013,Semi Finals
9,5,Steven Motlop,FWD,2,2,1,50,4,8,1,2013,Semi Finals
10,5,Jay Schulz,KEYF,2,1,0,66.7,3,5,1,2013,Semi Finals
11,12,Dennis Armfield,FWD,1,1,0,50,2,2,1,2013,Semi Finals
12,12,Jimmy Bartel,DEF,1,2,0,33.3,3,9,3,2013,Semi Finals
13,12,Jude Bolton,FWD,1,1,0,50,2,5,1,2013,Semi Finals
14,12,Matthew Broadbent,DEF,1,0,1,100,1,3,0,2013,Semi Finals
15,12,Allen Christensen,FWD,1,0,1,50,2,8,1,2013,Semi Finals
16,12,Joel Corey,MID,1,1,3,50,2,8,3,2013,Semi Finals
17,12,Mitch Duncan,MID,1,2,0,25,4,9,1,2013,Semi Finals
18,12,Brad Ebert,MID,1,0,0,100,1,4,0,2013,Semi Finals
19,12,Bryce Gibbs,MID,1,0,0,100,1,8,1,2013,Semi Finals
20,12,Robbie Gray,FWD,1,0,1,100,1,5,0,2013,Semi Finals
21,12,Hamish Hartlett,MID,1,1,0,33.3,3,5,1,2013,Semi Finals
22,12,Lewis Jetta,FWD,1,0,0,100,1,4,0,2013,Semi Finals
23,12,Josh P. Kennedy,MID,1,0,1,100,1,4,1,2013,Semi Finals
24,12,Matthew Lobbe,RUC,1,0,0,100,1,2,2,2013,Semi Finals
25,12,Tom Logan,DEF,1,1,0,50,2,5,3,2013,Semi Finals
26,12,Angus Monfries,FWD,1,0,2,100,1,8,1,2013,Semi Finals
27,12,Ryan O'Keefe,MID,1,1,0,50,2,5,0,2013,Semi Finals
28,12,Mitch Robinson,FWD,1,1,0,50,2,6,1,2013,Semi Finals
29,12,Joel Selwood,MID,1,0,0,100,1,6,1,2013,Semi Finals
30,31,Tom Bell,MID,0,0,0,0,0,2,1,2013,Semi Finals
31,31,Shane Biggs,DEF,0,0,0,0,0,2,0,2013,Semi Finals
32,31,Craig Bird,FWD,0,0,0,0,0,3,0,2013,Semi Finals
33,31,Mark Blicavs,RUC,0,0,1,0,0,4,1,2013,Semi Finals
34,31,Travis Boak,MID,0,1,1,0,1,7,4,2013,Semi Finals
35,31,Alipate Carlile,KEYD,0,0,0,0,0,4,1,2013,Semi Finals
36,31,Levi Casboult,KEYF,0,0,0,0,0,4,1,2013,Semi Finals
37,31,Dom Cassisi,MID,0,0,0,0,0,2,0,2013,Semi Finals
38,31,Sam Colquhoun,MID,0,1,0,0,1,2,1,2013,Semi Finals
39,31,Kane Cornes,MID,0,0,0,0,0,1,1,2013,Semi Finals
40,31,Ed Curnow,MID,0,0,0,0,0,1,0,2013,Semi Finals
41,31,Nick Duigan,DEF,0,0,1,0,1,1,0,2013,Semi Finals
42,31,Andrejs Everitt,DEF,0,0,0,0,1,4,2,2013,Semi Finals
43,31,Jeff Garlett,FWD,0,1,1,0,1,3,0,2013,Semi Finals
44,31,Heath Grundy,KEYD,0,0,1,0,0,5,3,2013,Semi Finals
45,31,Cameron Guthrie,DEF,0,0,0,0,0,5,2,2013,Semi Finals
46,31,Dan Hannebery,MID,0,0,0,0,0,2,1,2013,Semi Finals
47,31,Lachie Henderson,KEYD,0,0,2,0,0,6,2,2013,Semi Finals
48,31,Taylor Hunt,DEF,0,0,0,0,0,1,0,2013,Semi Finals
49,31,Josh Hunt,DEF,0,1,0,0,1,1,0,2013,Semi Finals
50,31,Michael Jamison,KEYD,0,0,0,0,0,1,0,2013,Semi Finals
51,31,Steve Johnson,MID,0,0,2,0,2,6,1,2013,Semi Finals
52,31,Tom Jonas,DEF,0,0,0,0,0,1,1,2013,Semi Finals
53,31,Chris Judd,MID,0,1,0,0,1,5,0,2013,Semi Finals
54,31,James Kelly,MID,0,0,1,0,2,11,3,2013,Semi Finals
55,31,Tom Lonergan,KEYD,0,0,0,0,0,4,2,2013,Semi Finals
56,31,Andrew Mackie,DEF,0,0,0,0,1,2,1,2013,Semi Finals
57,31,Nick Malceski,DEF,0,0,0,0,0,1,1,2013,Semi Finals
58,31,Andrew McInnes,DEF,0,0,0,0,0,1,0,2013,Semi Finals
59,31,Brock McLean,MID,0,0,0,0,1,3,0,2013,Semi Finals
60,31,Tom Mitchell,FWD,0,0,1,0,1,1,0,2013,Semi Finals
61,31,Andrew Moore,MID,0,1,0,0,1,3,1,2013,Semi Finals
62,31,Shane Mumford,RUC,0,0,1,0,0,5,2,2013,Semi Finals
63,31,Marc Murphy,MID,0,1,0,0,1,5,2,2013,Semi Finals
64,31,Cameron O'Shea,DEF,0,0,0,0,0,1,0,2013,Semi Finals
65,31,Jasper Pittard,DEF,0,0,0,0,0,3,1,2013,Semi Finals
66,31,James Podsiadly,KEYF,0,1,0,0,2,4,0,2013,Semi Finals
67,31,Mike Pyke,RUC,0,0,1,0,0,4,3,2013,Semi Finals
68,31,Dane Rampe,DEF,0,0,0,0,0,3,0,2013,Semi Finals
69,31,Ted Richards,KEYD,0,0,0,0,0,1,1,2013,Semi Finals
70,31,Jared Rivers,KEYD,0,0,0,0,0,1,1,2013,Semi Finals
71,31,Heath Scotland,DEF,0,0,0,0,0,3,1,2013,Semi Finals
72,31,Kade Simpson,DEF,0,0,0,0,0,7,4,2013,Semi Finals
73,31,Nick Smith,DEF,0,0,0,0,0,3,1,2013,Semi Finals
74,31,Mathew Stokes,MID,0,0,0,0,0,7,2,2013,Semi Finals
75,31,Harry Taylor,KEYD,0,0,0,0,0,3,1,2013,Semi Finals
76,31,Kurt Tippett,KEYF,0,1,0,0,1,1,0,2013,Semi Finals
77,31,Jackson Trengove,KEYD,0,0,0,0,0,2,0,2013,Semi Finals
78,31,Zach Tuohy,DEF,0,1,0,0,1,5,2,2013,Semi Finals
79,31,Travis Varcoe,FWD,0,1,1,0,2,7,2,2013,Semi Finals
