,Rank,Player,Position,G    ,B,GA,GA%,SAG,SI,SL,Season,Round
0,1,Tyson Stengle,FWD,4,1,0,80,5,9,0,2022,Grand Final
1,2,Tom Hawkins,KEYF,3,4,0,42.9,7,7,2,2022,Grand Final
2,2,Isaac Smith,FWD,3,1,1,75,4,14,4,2022,Grand Final
3,4,Jeremy Cameron,KEYF,2,1,1,66.7,3,7,0,2022,Grand Final
4,4,Brad Close,FWD,2,0,2,100,2,8,1,2022,Grand Final
5,4,Chad Warner,MID,2,0,1,66.7,3,6,1,2022,Grand Final
6,7,Mark Blicavs,RUC,1,0,0,50,2,7,3,2022,Grand Final
7,7,Sam De Koning,KEYD,1,0,0,100,1,3,1,2022,Grand Final
8,7,Mitch Duncan,DEF,1,0,0,100,1,6,1,2022,Grand Final
9,7,Cameron Guthrie,MID,1,1,0,50,2,5,2,2022,Grand Final
10,7,Will Hayward,FWD,1,0,0,100,1,2,0,2022,Grand Final
11,7,Isaac Heeney,FWD,1,0,0,100,1,4,0,2022,Grand Final
12,7,Paddy McCartin,KEYD,1,0,0,100,1,2,0,2022,Grand Final
13,7,Hayden McLean,KEYF,1,0,1,100,1,3,2,2022,Grand Final
14,7,Callum Mills,MID,1,0,0,100,1,3,0,2022,Grand Final
15,7,Tom Papley,FWD,1,2,0,33.3,3,6,2,2022,Grand Final
16,7,Brandan Parfitt,MID,1,0,1,100,1,3,1,2022,Grand Final
17,7,Joel Selwood,MID,1,0,1,100,1,6,0,2022,Grand Final
18,19,Tom Atkins,DEF,0,0,1,0,0,4,3,2022,Grand Final
19,19,Jed Bews,DEF,0,0,1,0,0,1,1,2022,Grand Final
20,19,Nick Blakey,DEF,0,0,0,0,0,0,0,2022,Grand Final
21,19,Braeden Campbell,DEF,0,0,0,0,0,0,0,2022,Grand Final
22,19,Ryan Clarke,FWD,0,0,1,0,0,3,0,2022,Grand Final
23,19,Patrick Dangerfield,MID,0,0,6,0,1,13,4,2022,Grand Final
24,19,Oliver Florent,DEF,0,0,0,0,0,1,0,2022,Grand Final
25,19,Robbie Fox,DEF,0,0,0,0,0,2,2,2022,Grand Final
26,19,Lance Franklin,KEYF,0,1,0,0,1,2,0,2022,Grand Final
27,19,Errol Gulden,FWD,0,0,0,0,0,1,0,2022,Grand Final
28,19,Zach Guthrie,DEF,0,1,0,0,1,3,0,2022,Grand Final
29,19,Jack Henry,KEYD,0,0,0,0,0,1,0,2022,Grand Final
30,19,Tom Hickey,RUC,0,0,0,0,0,1,1,2022,Grand Final
31,19,Jake Kolodjashnij,KEYD,0,0,0,0,0,2,1,2022,Grand Final
32,19,Jake Lloyd,DEF,0,0,0,0,0,1,0,2022,Grand Final
33,19,Tom McCartin,KEYD,0,0,0,0,0,1,1,2022,Grand Final
34,19,Justin McInerney,MID,0,0,0,0,0,1,0,2022,Grand Final
35,19,Gryan Miers,FWD,0,1,0,0,3,5,0,2022,Grand Final
36,19,Mark O'Connor,DEF,0,0,0,0,0,2,1,2022,Grand Final
37,19,Luke Parker,MID,0,0,0,0,0,2,1,2022,Grand Final
38,19,Dane Rampe,KEYD,0,0,0,0,0,1,1,2022,Grand Final
39,19,Sam Reid,KEYF,0,0,0,0,0,1,0,2022,Grand Final
40,19,Gary Rohan,FWD,0,1,0,0,1,1,0,2022,Grand Final
41,19,James Rowbottom,MID,0,0,1,0,0,2,1,2022,Grand Final
42,19,Rhys Stanley,RUC,0,0,0,0,0,5,3,2022,Grand Final
43,19,Dylan Stephens,MID,0,0,1,0,1,1,0,2022,Grand Final
44,19,Tom Stewart,DEF,0,0,0,0,0,3,1,2022,Grand Final
45,19,Zach Tuohy,DEF,0,0,0,0,0,5,3,2022,Grand Final
