,Rank,Player,Position,G    ,B,GA,GA%,SAG,SI,SL,Season,Round
0,1,Alex Fasolo,FWD,6,0,3,100,6,10,2,2016,Round 2
1,1,Tom Lynch,FWD,6,1,1,85.7,7,13,0,2016,Round 2
2,3,Eddie Betts,FWD,5,1,3,83.3,6,13,0,2016,Round 2
3,3,Tom J. Lynch,KEYF,5,1,0,71.4,7,10,2,2016,Round 2
4,3,Jarrad Waite,KEYF,5,1,1,71.4,7,12,2,2016,Round 2
5,6,Hayden Ballantyne,FWD,4,0,0,100,4,5,0,2016,Round 2
6,6,Lance Franklin,KEYF,4,3,2,57.1,7,12,2,2016,Round 2
7,6,Josh Jenkins,KEYF,4,2,3,66.7,6,11,1,2016,Round 2
8,6,Jack Martin,DEF,4,1,2,80,5,11,1,2016,Round 2
9,6,Cyril Rioli,FWD,4,0,0,100,4,8,0,2016,Round 2
10,6,James Sicily,FWD,4,2,1,66.7,6,8,1,2016,Round 2
11,6,Kurt Tippett,RUC,4,0,0,100,4,10,2,2016,Round 2
12,6,Aaron Young,FWD,4,2,1,66.7,6,10,0,2016,Round 2
13,14,Tom Boyd,KEYF,3,1,0,75,4,5,1,2016,Round 2
14,14,Ben Brown,KEYF,3,1,0,75,4,5,0,2016,Round 2
15,14,Jack Darling,KEYF,3,0,0,100,3,5,2,2016,Round 2
16,14,Nat Fyfe,MID,3,2,0,60,5,13,3,2016,Round 2
17,14,Tom Hawkins,KEYF,3,1,1,60,5,6,1,2016,Round 2
18,14,Ben Kennedy,FWD,3,0,0,75,4,5,0,2016,Round 2
19,14,Jack Riewoldt,KEYF,3,1,0,75,4,9,1,2016,Round 2
20,14,Jayden Short,DEF,3,1,0,75,4,4,0,2016,Round 2
21,14,Callum Sinclair,RUC,3,0,0,100,3,6,3,2016,Round 2
22,14,Michael Walters,FWD,3,3,1,50,6,9,2,2016,Round 2
23,24,Callum Ah Chee,FWD,2,1,0,50,4,5,1,2016,Round 2
24,24,Mark Blicavs,MID,2,1,1,66.7,3,4,0,2016,Round 2
25,24,Travis Boak,MID,2,3,0,40,5,7,0,2016,Round 2
26,24,Mitch Brown,KEYF,2,0,0,66.7,3,6,0,2016,Round 2
27,24,Levi Casboult,KEYF,2,0,0,100,2,4,0,2016,Round 2
28,24,Nick Dal Santo,MID,2,0,0,66.7,3,4,2,2016,Round 2
29,24,Joe Daniher,KEYF,2,4,2,25,8,12,0,2016,Round 2
30,24,Ryan Davis,FWD,2,0,0,66.7,3,3,0,2016,Round 2
31,24,Jeff Garlett,FWD,2,1,0,66.7,3,3,0,2016,Round 2
32,24,Sam Gibson,MID,2,0,0,100,2,6,1,2016,Round 2
33,24,Josh Green,FWD,2,1,3,66.7,3,7,0,2016,Round 2
34,24,Ryan Griffen,MID,2,0,0,100,2,7,2,2016,Round 2
35,24,Brodie Grundy,RUC,2,0,0,100,2,3,0,2016,Round 2
36,24,Brent Harvey,FWD,2,3,1,40,5,12,1,2016,Round 2
37,24,Steve Johnson,FWD,2,1,3,66.7,3,9,2,2016,Round 2
38,24,Josh P. Kennedy,MID,2,0,0,100,2,7,2,2016,Round 2
39,24,Sam Kerridge,MID,2,1,1,66.7,3,4,0,2016,Round 2
40,24,Kane Lambert,FWD,2,1,1,66.7,3,8,1,2016,Round 2
41,24,Brandon Matera,FWD,2,2,0,50,4,6,0,2016,Round 2
42,24,Mitch McGovern,KEYF,2,2,1,50,4,8,1,2016,Round 2
43,24,Zach Merrett,MID,2,0,0,66.7,3,10,1,2016,Round 2
44,24,Tom Papley,FWD,2,2,0,33.3,6,7,0,2016,Round 2
45,24,Matthew Pavlich,KEYF,2,2,0,50,4,9,1,2016,Round 2
46,24,Liam Picken,MID,2,1,2,66.7,3,9,3,2016,Round 2
47,24,Nick Riewoldt,KEYF,2,2,0,50,4,7,0,2016,Round 2
48,24,Devon Smith,FWD,2,0,0,66.7,3,8,3,2016,Round 2
49,24,Rhys Stanley,RUC,2,0,0,100,2,6,2,2016,Round 2
50,24,Jake Stringer,FWD,2,2,0,50,4,5,0,2016,Round 2
51,24,Lewis Taylor,FWD,2,2,1,50,4,12,0,2016,Round 2
52,24,Ty Vickery,KEYF,2,1,0,66.7,3,6,0,2016,Round 2
53,24,Taylor Walker,KEYF,2,2,0,40,5,9,1,2016,Round 2
54,24,Ollie Wines,MID,2,0,0,66.7,3,10,3,2016,Round 2
55,24,Dayne Zorko,MID,2,1,0,50,4,12,1,2016,Round 2
56,57,Gary Ablett,MID,1,1,1,50,2,6,1,2016,Round 2
57,57,James Aish,MID,1,0,0,100,1,2,0,2016,Round 2
