,Rank,Player,Position,G    ,B,GA,GA%,SAG,SI,SL,Season,Round
0,1,Jesse Hogan,KEYF,6,2,3,75,8,13,0,2024,Round 1
1,2,Logan McDonald,KEYF,4,2,1,66.7,6,11,2,2024,Round 1
2,2,Jake Stringer,FWD,4,1,1,80,5,7,0,2024,Round 1
3,4,Noah Balta,KEYF,3,0,0,100,3,6,1,2024,Round 1
4,4,Oliver Dempsey,FWD,3,0,1,100,3,6,0,2024,Round 1
5,4,Kyle Langford,KEYF,3,0,0,100,3,3,0,2024,Round 1
6,4,Nick Larkey,KEYF,3,1,0,60,5,4,0,2024,Round 1
7,4,Harry McKay,KEYF,3,0,1,60,5,6,0,2024,Round 1
8,4,Dylan Moore,FWD,3,0,0,100,3,10,4,2024,Round 1
9,4,Jake Riccardi,KEYF,3,2,3,50,6,10,0,2024,Round 1
10,4,Chad Warner,MID,3,0,0,100,3,11,4,2024,Round 1
11,12,Ben Ainsworth,FWD,2,0,0,100,2,4,0,2024,Round 1
12,12,Callum M. Brown,FWD,2,1,0,66.7,3,8,0,2024,Round 1
13,12,Aaron Cadman,KEYF,2,1,0,66.7,3,4,1,2024,Round 1
14,12,Jeremy Cameron,KEYF,2,2,0,50,4,4,0,2024,Round 1
15,12,Mabior Chol,KEYF,2,2,1,50,4,6,0,2024,Round 1
16,12,Charlie Curnow,KEYF,2,3,0,33.3,6,7,0,2024,Round 1
17,12,Paul Curtis,FWD,2,1,3,66.7,3,9,1,2024,Round 1
18,12,Zane Duursma,FWD,2,1,0,66.7,3,4,1,2024,Round 1
19,12,Jamie Elliott,FWD,2,0,0,100,2,4,0,2024,Round 1
20,12,Jack Ginnivan,FWD,2,0,1,66.7,3,8,1,2024,Round 1
21,12,Matt Guelfi,FWD,2,0,4,100,2,6,0,2024,Round 1
22,12,Isaac Heeney,MID,2,2,2,50,4,10,0,2024,Round 1
23,12,Josh Kelly,MID,2,1,0,66.7,3,14,2,2024,Round 1
24,12,Tom Lynch,KEYF,2,1,1,66.7,3,6,2,2024,Round 1
25,12,Dustin Martin,FWD,2,0,0,50,4,6,0,2024,Round 1
26,12,Tim Membrey,KEYF,2,0,0,66.7,3,3,0,2024,Round 1
27,12,Matthew Owies,FWD,2,1,0,50,4,3,0,2024,Round 1
