,Rank,Player,Position,G    ,B,GA,GA%,SAG,SI,SL,Season,Round
0,1,Tom Hawkins,KEYF,5,3,0,50,10,12,0,2014,Semi Finals
1,2,Robbie Gray,FWD,4,1,0,80,5,10,2,2014,Semi Finals
2,2,Drew Petrie,KEYF,4,4,1,50,8,10,2,2014,Semi Finals
3,2,Chad Wingard,FWD,4,0,0,80,5,7,3,2014,Semi Finals
4,5,Lindsay Thomas,FWD,3,3,0,42.9,7,8,0,2014,Semi Finals
5,5,Josh Walker,KEYF,3,1,0,75,4,4,0,2014,Semi Finals
6,5,Michael Walters,FWD,3,3,0,50,6,6,0,2014,Semi Finals
7,5,Ollie Wines,MID,3,0,0,100,3,7,3,2014,Semi Finals
8,9,Michael Barlow,MID,2,0,0,100,2,5,1,2014,Semi Finals
9,9,Hayden Crozier,FWD,2,0,1,66.7,3,5,1,2014,Semi Finals
10,9,Nat Fyfe,MID,2,1,0,66.7,3,7,1,2014,Semi Finals
11,9,Jack Ziebell,MID,2,0,0,100,2,5,0,2014,Semi Finals
12,13,Jimmy Bartel,FWD,1,1,0,50,2,6,1,2014,Semi Finals
13,13,Aaron Black,KEYF,1,3,0,25,4,6,0,2014,Semi Finals
14,13,Mark Blicavs,RUC,1,0,0,100,1,4,3,2014,Semi Finals
15,13,Josh Caddy,MID,1,2,3,33.3,3,9,1,2014,Semi Finals
16,13,Nick Dal Santo,FWD,1,0,1,100,1,10,3,2014,Semi Finals
17,13,Mitch Duncan,MID,1,0,1,100,1,5,0,2014,Semi Finals
18,13,Corey Enright,DEF,1,0,0,100,1,6,3,2014,Semi Finals
19,13,Todd Goldstein,RUC,1,1,0,50,2,6,3,2014,Semi Finals
20,13,Brent Harvey,FWD,1,0,0,100,1,10,5,2014,Semi Finals
21,13,Angus Monfries,FWD,1,1,1,33.3,3,4,0,2014,Semi Finals
22,13,Danyle Pearce,FWD,1,0,0,100,1,4,1,2014,Semi Finals
23,13,Jared Polec,MID,1,2,1,33.3,3,5,0,2014,Semi Finals
24,13,Aaron Sandilands,RUC,1,0,0,100,1,7,4,2014,Semi Finals
25,13,Jay Schulz,KEYF,1,1,2,50,2,7,1,2014,Semi Finals
26,13,Kayne Turner,FWD,1,0,1,100,1,3,0,2014,Semi Finals
27,13,Matthew White,FWD,1,0,0,100,1,3,0,2014,Semi Finals
28,29,Shaun Atley,DEF,0,0,0,0,0,2,1,2014,Semi Finals
29,29,Ryan Bastinac,MID,0,0,0,0,0,0,0,2014,Semi Finals
30,29,Travis Boak,MID,0,1,0,0,1,4,1,2014,Semi Finals
31,29,Matthew Broadbent,DEF,0,2,1,0,2,7,1,2014,Semi Finals
32,29,Ben Brown,KEYF,0,1,2,0,1,5,0,2014,Semi Finals
33,29,Mitch Brown,KEYF,0,0,0,0,0,2,0,2014,Semi Finals
34,29,Alipate Carlile,KEYD,0,0,0,0,0,3,0,2014,Semi Finals
35,29,Zac Clarke,RUC,0,0,1,0,1,3,1,2014,Semi Finals
36,29,Kane Cornes,MID,0,0,0,0,0,5,1,2014,Semi Finals
37,29,Ryan Crowley,MID,0,0,0,0,0,0,0,2014,Semi Finals
38,29,Ben Cunnington,MID,0,0,0,0,0,5,1,2014,Semi Finals
39,29,Zac Dawson,KEYD,0,0,0,0,0,1,1,2014,Semi Finals
40,29,Paul Duffield,DEF,0,0,0,0,0,2,2,2014,Semi Finals
41,29,Brad Ebert,MID,0,0,0,0,0,3,2,2014,Semi Finals
42,29,Michael Firrito,DEF,0,0,0,0,0,2,2,2014,Semi Finals
43,29,Sam Gibson,MID,0,0,1,0,0,7,4,2014,Semi Finals
44,29,Levi Greenwood,MID,0,1,1,0,2,8,1,2014,Semi Finals
45,29,Nathan Grima,KEYD,0,0,0,0,0,2,2,2014,Semi Finals
46,29,Cameron Guthrie,MID,0,0,0,0,1,3,3,2014,Semi Finals
47,29,Hamish Hartlett,FWD,0,1,0,0,1,6,2,2014,Semi Finals
48,29,Stephen Hill,MID,0,2,2,0,2,8,3,2014,Semi Finals
49,29,Jack Hombsch,KEYD,0,1,0,0,1,5,3,2014,Semi Finals
50,29,George Horlin-Smith,MID,0,0,0,0,0,1,1,2014,Semi Finals
51,29,Garrick Ibbotson,DEF,0,1,1,0,1,6,4,2014,Semi Finals
52,29,Tom Jonas,KEYD,0,0,0,0,0,2,0,2014,Semi Finals
53,29,James Kelly,DEF,0,0,0,0,0,1,1,2014,Semi Finals
54,29,Matthew Lobbe,RUC,0,0,2,0,0,4,3,2014,Semi Finals
55,29,Tom Lonergan,KEYD,0,0,0,0,0,3,2,2014,Semi Finals
56,29,Andrew Mackie,DEF,0,0,1,0,0,4,2,2014,Semi Finals
57,29,Jamie Macmillan,DEF,0,0,0,0,0,1,0,2014,Semi Finals
58,29,Chris Mayne,FWD,0,1,1,0,1,4,1,2014,Semi Finals
59,29,Lincoln McCarthy,FWD,0,1,1,0,1,2,0,2014,Semi Finals
60,29,Luke McDonald,DEF,0,0,0,0,0,3,0,2014,Semi Finals
61,29,Andrew Moore,MID,0,1,0,0,2,3,1,2014,Semi Finals
62,29,Steven Motlop,FWD,0,2,0,0,4,5,2,2014,Semi Finals
63,29,David Mundy,MID,0,1,1,0,1,4,1,2014,Semi Finals
64,29,Jordan Murdoch,FWD,0,0,0,0,0,2,1,2014,Semi Finals
65,29,Tendai Mzungu,MID,0,0,1,0,1,2,2,2014,Semi Finals
66,29,Jake Neade,FWD,0,1,0,0,1,6,2,2014,Semi Finals
67,29,Lachie Neale,MID,0,1,0,0,2,6,3,2014,Semi Finals
68,29,Cameron O'Shea,DEF,0,0,0,0,0,2,1,2014,Semi Finals
69,29,Matthew Pavlich,KEYF,0,3,0,0,3,4,0,2014,Semi Finals
70,29,Jasper Pittard,DEF,0,0,0,0,0,4,2,2014,Semi Finals
71,29,Jared Rivers,KEYD,0,1,0,0,1,2,1,2014,Semi Finals
72,29,Joel Selwood,MID,0,0,2,0,0,6,2,2014,Semi Finals
73,29,Lee Spurr,DEF,0,0,0,0,0,2,1,2014,Semi Finals
74,29,Mathew Stokes,MID,0,0,1,0,0,3,1,2014,Semi Finals
75,29,Nicholas Suban,FWD,0,1,0,0,1,2,0,2014,Semi Finals
76,29,Cam Sutcliffe,DEF,0,0,0,0,0,3,0,2014,Semi Finals
77,29,Andrew Swallow,MID,0,0,1,0,0,3,2,2014,Semi Finals
78,29,Matt Taberner,KEYF,0,1,0,0,1,1,0,2014,Semi Finals
79,29,Harry Taylor,KEYD,0,0,1,0,0,2,1,2014,Semi Finals
80,29,Scott D. Thompson,KEYD,0,0,0,0,0,3,0,2014,Semi Finals
81,29,Jackson Thurlow,DEF,0,0,0,0,0,2,0,2014,Semi Finals
82,29,Jackson Trengove,KEYD,0,0,0,0,0,4,0,2014,Semi Finals
83,29,Travis Varcoe,DEF,0,0,1,0,0,1,1,2014,Semi Finals
84,29,Daniel Wells,MID,0,0,0,0,2,3,1,2014,Semi Finals
85,29,Justin Westhoff,KEYF,0,1,1,0,1,5,0,2014,Semi Finals
86,29,Sam Wright,DEF,0,0,0,0,0,4,1,2014,Semi Finals
87,29,Matt de Boer,FWD,0,1,1,0,1,3,1,2014,Semi Finals
