,Rank,Player,Position,G    ,B,GA,GA%,SAG,SI,SL,Season,Round
0,1,Stewart Crameri,FWD,7,2,0,77.8,9,10,0,2015,Round 18
1,2,Josh Walker,KEYF,5,0,0,100,5,7,1,2015,Round 18
2,3,Jed Adcock,FWD,4,1,1,80,5,8,1,2015,Round 18
3,3,Brett Deledio,FWD,4,0,0,100,4,7,3,2015,Round 18
4,3,Tory Dickson,FWD,4,0,0,100,4,5,1,2015,Round 18
5,3,Tom J. Lynch,KEYF,4,1,0,80,5,7,0,2015,Round 18
6,3,Jake Stringer,FWD,4,2,0,57.1,7,11,1,2015,Round 18
7,3,Michael Walters,FWD,4,0,1,66.7,6,8,1,2015,Round 18
8,3,Chad Wingard,FWD,4,2,0,50,8,7,2,2015,Round 18
9,10,Andrejs Everitt,FWD,3,1,0,75,4,5,0,2015,Round 18
10,10,Alex Fasolo,FWD,3,2,1,60,5,9,1,2015,Round 18
11,10,Lance Franklin,KEYF,3,2,0,60,5,6,1,2015,Round 18
12,10,Jack Gunston,KEYF,3,3,0,42.9,7,9,1,2015,Round 18
13,10,Dan Hannebery,MID,3,0,0,75,4,12,4,2015,Round 18
14,10,Jesse Hogan,KEYF,3,1,0,75,4,8,1,2015,Round 18
15,10,Steve Johnson,FWD,3,2,2,60,5,11,0,2015,Round 18
16,10,Tom Lynch,FWD,3,0,3,100,3,9,1,2015,Round 18
17,10,Drew Petrie,KEYF,3,0,2,100,3,8,0,2015,Round 18
18,10,Kurt Tippett,KEYF,3,2,0,50,6,9,3,2015,Round 18
19,10,Bernie Vince,MID,3,1,1,50,6,8,0,2015,Round 18
20,21,Jeremy Cameron,KEYF,2,3,1,40,5,6,0,2015,Round 18
21,21,Levi Casboult,KEYF,2,0,0,100,2,4,0,2015,Round 18
22,21,Caleb Daniel,FWD,2,0,2,100,2,7,2,2015,Round 18
23,21,Jack Darling,KEYF,2,3,1,40,5,10,2,2015,Round 18
24,21,Jeff Garlett,FWD,2,0,0,100,2,6,1,2015,Round 18
25,21,Todd Goldstein,RUC,2,0,1,100,2,10,6,2015,Round 18
26,21,Cameron Guthrie,MID,2,1,0,66.7,3,8,2,2015,Round 18
27,21,Brent Harvey,FWD,2,0,1,66.7,3,8,0,2015,Round 18
28,21,Tom Hawkins,KEYF,2,2,1,50,4,8,0,2015,Round 18
29,21,Shaun Higgins,FWD,2,0,1,66.7,3,7,2,2015,Round 18
30,21,Josh Jenkins,KEYF,2,1,0,40,5,5,0,2015,Round 18
31,21,Josh P. Kennedy,MID,2,1,0,66.7,3,7,1,2015,Round 18
32,21,Josh J. Kennedy,KEYF,2,1,0,66.7,3,3,1,2015,Round 18
33,21,Chris Mayne,FWD,2,1,0,66.7,3,4,1,2015,Round 18
34,21,Leigh Montagna,MID,2,1,0,50,4,7,3,2015,Round 18
35,21,Jake Neade,FWD,2,0,0,100,2,5,1,2015,Round 18
36,21,Luke Parker,MID,2,3,0,40,5,7,1,2015,Round 18
37,21,Matthew Pavlich,KEYF,2,2,0,40,5,7,0,2015,Round 18
38,21,Paul Puopolo,FWD,2,0,0,66.7,3,4,0,2015,Round 18
39,21,Jay Schulz,KEYF,2,2,0,50,4,5,0,2015,Round 18
40,21,Joel Selwood,MID,2,1,2,66.7,3,12,2,2015,Round 18
41,21,Dom Sheed,MID,2,1,0,40,5,5,0,2015,Round 18
42,21,Lewis Taylor,FWD,2,0,0,100,2,5,0,2015,Round 18
43,21,Lindsay Thomas,FWD,2,2,1,50,4,6,0,2015,Round 18
44,21,Jarrad Waite,KEYF,2,0,1,50,4,5,1,2015,Round 18
45,21,Taylor Walker,KEYF,2,3,0,40,5,5,0,2015,Round 18
46,21,Justin Westhoff,KEYF,2,2,1,50,4,8,1,2015,Round 18
47,21,Matthew White,FWD,2,0,0,100,2,4,1,2015,Round 18
48,21,Jack Ziebell,MID,2,2,1,50,4,9,2,2015,Round 18
49,50,Taylor Adams,MID,1,1,0,50,2,6,0,2015,Round 18
50,50,Harley Bennell,FWD,1,1,1,50,2,6,0,2015,Round 18
51,50,Eddie Betts,FWD,1,0,0,50,2,3,0,2015,Round 18
52,50,Rohan Bewick,FWD,1,1,0,50,2,2,0,2015,Round 18
53,50,Blaine Boekhorst,FWD,1,0,0,50,2,4,0,2015,Round 18
54,50,Andrew Boston,FWD,1,2,1,33.3,3,6,1,2015,Round 18
55,50,Josh Bruce,KEYF,1,2,0,33.3,3,3,0,2015,Round 18
56,50,Josh Caddy,MID,1,1,0,50,2,8,2,2015,Round 18
57,50,Stephen Coniglio,MID,1,1,0,50,2,7,2,2015,Round 18
58,50,Ben Cunnington,MID,1,0,0,100,1,5,2,2015,Round 18
59,50,Nick Dal Santo,MID,1,2,2,33.3,3,10,0,2015,Round 18
60,50,Joe Daniher,KEYF,1,1,0,50,2,8,1,2015,Round 18
